POA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA4723,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,8,21,0,0,0,0,21,18,0,0,0,0,18,31,0,0,0,0,36,15,0,0,0,0,15,11,0,0,0,0,11,10,0,0,0,0,10,15,0,0,0,0,15,141,0,3,3,0,146
POA4724,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,33,0,0,0,0,29
POA4725,11,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,17,0,0,0,0,17,12,0,0,0,0,13,31,0,0,0,0,37,20,0,0,0,0,20,12,0,0,0,0,12,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,11,127,0,0,3,0,132
POA4726,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,0,0,29
POA4727,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,32,0,0,0,0,38
POA4728,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,11
POA4730,25,0,0,0,0,23,3,0,0,0,0,9,5,0,0,0,0,5,16,0,0,0,0,12,27,0,0,0,0,27,76,0,0,0,0,76,45,0,0,0,0,50,51,0,0,0,0,51,12,0,0,0,0,12,6,0,0,0,0,6,7,0,0,0,0,7,21,0,0,0,0,19,296,0,0,5,3,301
POA4731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8
POA4732,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,16,0,0,0,0,16
POA4733,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,15
POA4735,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,9,0,0,0,0,9,8,0,0,0,0,8,16,0,0,0,0,16,14,0,0,0,0,14,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,78,0,0,3,0,78
POA4736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
POA4737,38,0,0,0,0,37,16,0,0,0,0,16,12,0,0,0,0,12,33,0,0,0,0,34,46,3,0,0,0,51,131,0,0,0,0,132,177,0,4,0,0,175,213,0,3,0,0,217,132,0,0,0,0,132,90,3,0,0,0,93,42,0,0,0,0,42,69,0,0,0,0,69,994,5,4,7,3,1013
POA4738,13,0,0,0,0,13,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,21,0,0,0,0,21,20,0,0,0,0,24,32,0,0,0,0,32,17,0,0,0,0,17,11,0,0,0,0,11,8,0,0,0,0,8,8,0,0,0,0,8,149,0,0,0,0,146
POA4739,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
POA4740,365,9,6,0,0,378,124,8,0,0,0,138,125,11,4,0,0,138,235,18,4,0,0,256,391,29,16,0,0,434,1148,75,26,4,0,1256,1554,100,21,3,3,1675,2520,56,25,4,3,2605,1339,25,10,0,5,1377,878,15,9,3,0,905,387,4,9,3,0,407,393,4,3,0,0,400,9460,351,141,27,16,9989
POA4741,53,0,0,0,0,57,14,0,0,0,0,14,13,0,0,0,0,13,24,0,0,3,0,23,38,0,0,0,0,35,121,3,0,3,0,124,133,0,0,3,0,140,190,3,0,0,0,198,117,0,0,0,0,117,76,0,0,0,0,80,40,0,0,0,0,44,53,0,0,0,0,54,873,5,4,16,9,906
POA4742,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,10,0,0,0,0,10,12,0,0,0,0,12,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,6,65,0,0,0,0,65
POA4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
POA4744,13,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,5,17,0,0,0,0,17,19,0,0,0,0,18,49,3,0,0,0,52,45,0,0,0,0,50,71,0,0,0,0,69,40,0,0,0,0,39,23,0,0,0,0,25,3,0,0,0,0,3,23,0,0,0,0,24,306,6,0,4,0,320
POA4745,6,0,0,0,0,6,15,0,0,0,0,15,7,0,0,0,0,7,14,0,0,0,0,14,8,0,0,0,0,8,10,0,0,0,0,10,5,0,0,0,0,5,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,97,0,0,0,0,97
POA4746,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
POA4750,23,0,0,0,0,23,13,0,0,0,0,13,3,0,0,0,0,5,22,0,0,0,0,27,34,0,0,0,0,34,80,5,0,0,0,85,114,0,0,0,0,113,228,7,0,0,0,233,154,0,0,0,3,163,75,0,0,0,0,75,26,0,0,0,0,26,28,3,0,0,0,32,801,12,3,3,9,824
POA4751,31,0,0,0,0,31,12,0,0,0,0,12,3,0,0,0,0,3,12,0,0,0,0,12,28,0,0,0,0,28,71,0,0,0,0,72,112,0,0,0,0,116,175,0,0,0,0,178,94,0,0,0,0,94,82,0,0,0,0,82,19,0,0,0,0,19,22,0,0,0,0,25,667,3,0,0,0,675
POA4753,21,0,0,0,0,26,7,0,0,0,0,7,11,0,0,0,0,11,10,0,0,0,0,10,23,0,0,0,0,27,56,0,0,0,0,56,108,0,0,0,0,108,194,0,0,0,0,195,153,0,0,0,0,153,88,0,0,0,0,88,26,0,0,0,0,26,25,0,0,0,0,25,717,3,0,0,0,727
POA4754,18,0,0,0,0,18,3,0,0,0,0,3,5,0,0,0,0,5,12,0,0,0,0,12,12,0,0,0,0,12,35,0,0,0,0,33,41,0,0,0,0,41,67,0,0,0,0,70,29,0,0,0,0,29,24,0,0,0,0,24,10,0,0,0,0,13,18,0,0,0,0,18,279,0,0,0,3,278
POA4756,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,16,16,0,0,0,0,20,13,0,0,0,0,13,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,73,0,0,4,0,75
POA4757,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,37,0,0,0,0,37
POA4798,3,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,12,0,0,0,0,12,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,57,0,0,0,0,56
POA4799,12,0,0,0,0,13,6,0,0,0,0,3,5,0,0,0,0,5,10,0,0,3,0,9,4,0,0,0,0,10,16,0,0,3,0,17,16,0,0,3,0,21,24,0,0,0,0,25,10,0,0,0,0,6,6,0,0,0,0,6,9,0,0,0,0,9,10,0,0,0,0,14,121,5,0,18,0,137
POA4800,60,0,0,0,0,56,28,0,0,0,0,28,23,0,0,0,0,25,50,0,0,0,0,51,62,0,3,0,0,64,210,3,0,7,0,217,197,3,0,0,0,206,229,0,0,0,0,237,121,0,0,0,0,123,88,0,0,0,5,91,37,0,0,0,0,37,58,0,0,3,0,65,1168,13,14,8,7,1211
POA4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4802,31,0,9,0,3,38,18,0,3,0,0,20,4,0,0,0,0,4,15,7,10,0,0,30,45,8,13,0,0,62,103,14,21,4,0,140,159,20,15,0,3,194,233,19,11,0,7,273,132,9,0,3,0,141,63,6,0,0,0,74,30,0,4,0,3,41,41,3,3,0,0,51,883,81,87,9,13,1070
POA4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,11
POA4804,10,0,0,0,0,11,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,26,0,0,0,0,26,27,0,0,0,0,27,22,0,0,0,0,22,17,0,0,0,0,21,7,0,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,154,0,0,0,3,152
POA4805,44,0,0,0,0,45,11,0,0,0,0,11,22,0,0,0,0,22,33,0,0,0,0,38,70,0,0,3,0,71,152,0,0,0,0,154,148,0,4,0,0,155,195,3,0,0,0,201,105,0,0,0,0,107,67,0,0,0,0,69,24,0,0,0,0,27,49,0,3,0,0,50,922,9,5,8,3,946
POA4806,27,0,0,0,0,27,12,0,0,0,0,12,15,0,0,0,0,15,27,0,0,0,0,34,49,0,0,0,0,49,96,0,0,0,0,96,65,0,0,0,0,71,43,0,0,0,0,43,14,0,0,0,0,14,6,0,0,0,0,6,7,0,0,0,0,6,18,0,0,0,0,18,371,0,0,3,0,372
POA4807,52,0,3,3,0,58,33,0,0,0,0,33,40,0,0,0,0,39,63,0,4,0,0,68,113,0,0,0,0,111,238,0,8,0,0,248,207,0,6,0,0,214,165,0,0,0,0,165,69,0,0,0,0,69,33,0,0,0,0,36,29,0,0,0,0,29,65,0,0,0,0,71,1119,3,21,4,0,1147
POA4808,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,4,6,0,0,0,0,6,16,0,0,0,0,16,35,0,0,0,0,35,22,0,0,0,0,22,18,0,0,0,0,19,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,3,8,0,0,0,0,8,124,0,0,3,0,130
POA4809,11,0,0,0,0,11,6,0,0,0,0,6,7,0,0,0,0,7,14,0,0,0,0,14,14,0,0,0,0,14,26,0,0,3,0,29,20,0,0,0,0,20,11,0,0,0,0,11,5,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,6,12,0,0,0,0,12,124,0,0,4,0,130
POA4810,65,8,20,0,0,95,28,6,5,0,0,39,19,4,0,0,0,28,51,14,19,0,0,82,64,18,15,4,0,92,240,63,74,3,0,373,276,41,81,0,3,400,360,14,73,0,3,444,146,7,24,0,0,175,126,3,27,0,0,161,141,3,24,0,0,169,49,4,14,0,0,66,1553,191,373,10,9,2132
POA4811,59,0,0,0,0,61,26,0,0,0,0,26,29,0,0,0,0,29,62,0,3,0,0,70,86,5,0,0,0,89,248,4,9,0,0,262,347,15,0,0,0,363,350,0,4,0,0,361,140,0,0,0,0,140,127,0,0,0,0,134,43,0,0,0,0,43,56,0,0,0,0,57,1572,22,20,3,4,1623
POA4812,73,12,0,0,0,85,43,5,4,0,0,50,31,4,3,0,0,36,91,10,9,0,0,114,100,31,12,0,0,145,335,76,27,0,0,442,426,41,14,0,0,484,453,14,8,0,0,480,158,3,0,0,0,161,114,3,0,0,0,122,39,0,0,0,0,40,60,11,4,0,0,69,1927,210,85,0,4,2234
POA4814,205,0,0,0,0,208,86,0,0,0,0,92,69,0,0,0,0,67,169,4,0,0,0,174,252,6,0,0,0,262,839,32,4,0,0,867,1096,14,3,0,0,1114,1195,15,3,0,3,1218,444,3,0,0,0,452,290,0,0,0,0,291,141,4,3,0,0,142,185,4,0,0,0,191,4956,91,20,3,3,5074
POA4815,93,0,0,0,0,93,55,0,0,0,0,55,41,0,0,0,0,40,81,0,0,0,0,81,163,0,0,0,0,163,540,0,0,0,0,551,689,0,0,0,0,696,605,4,0,0,0,610,196,0,0,3,0,202,117,0,0,0,0,117,31,0,0,0,0,33,97,0,0,0,0,98,2718,9,6,3,0,2734
POA4816,58,3,0,0,4,64,23,0,0,0,0,23,20,0,0,0,0,20,31,3,0,0,0,36,55,3,0,0,0,61,148,3,0,4,0,147,137,0,0,0,3,143,172,0,0,0,0,171,77,0,0,0,0,81,68,0,0,0,0,67,33,3,0,0,0,34,56,3,0,0,0,61,864,14,0,15,16,908
POA4817,157,6,0,0,0,161,69,4,0,0,0,72,68,3,0,0,0,72,137,5,0,0,0,145,171,6,0,0,0,179,587,14,0,3,0,606,904,15,0,0,0,926,1039,9,4,0,0,1048,395,3,0,0,0,398,239,3,0,0,3,247,84,0,0,0,0,88,138,0,0,0,0,142,3988,73,6,10,8,4080
POA4818,103,0,0,0,0,107,43,0,0,0,0,44,51,0,0,0,0,51,102,3,0,3,0,108,130,0,0,0,0,134,501,4,0,0,0,507,825,8,0,4,0,835,1318,6,0,3,5,1329,563,3,0,0,0,566,287,0,0,0,0,287,127,0,0,0,0,125,144,0,0,0,0,144,4198,26,0,9,11,4247
POA4819,19,0,0,0,0,19,14,0,0,0,0,14,3,0,0,0,0,3,16,0,0,0,0,18,24,0,0,0,0,25,45,0,0,0,0,43,40,0,0,0,0,37,43,0,0,0,5,45,15,0,3,0,0,21,7,0,0,0,0,7,0,0,0,0,0,7,14,0,0,0,0,14,220,4,9,3,3,243
POA4820,68,0,0,0,0,68,22,0,0,0,0,22,41,0,0,0,0,41,67,0,0,0,0,67,95,0,0,0,0,95,239,0,0,0,0,238,204,0,0,0,0,205,153,0,0,0,0,157,57,0,0,0,0,58,50,0,0,0,0,49,21,0,0,0,0,21,63,0,0,0,0,63,1084,0,3,3,0,1098
POA4821,8,7,0,0,0,12,5,0,0,0,3,10,3,0,0,0,0,3,16,0,0,0,0,16,8,3,0,0,0,11,15,7,0,0,0,19,3,4,0,0,0,5,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,8,3,0,0,0,12,70,34,0,0,3,103
POA4822,12,0,0,0,0,12,5,0,0,0,0,5,6,0,0,0,0,6,12,0,0,0,0,12,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,8,70,0,0,0,3,67
POA4823,7,0,0,0,0,7,3,0,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,8,44,0,0,3,0,48
POA4824,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,15,0,0,0,0,15,31,0,0,3,0,29,21,0,0,0,3,22,25,0,0,0,3,33,12,0,0,0,0,11,3,0,0,0,0,3,5,0,0,0,3,5,3,0,0,0,0,10,134,0,0,3,9,148
POA4825,52,3,0,0,3,61,21,0,0,0,0,20,28,3,0,0,0,26,37,0,0,0,0,35,86,3,0,0,0,87,211,9,0,12,6,237,375,11,5,3,0,395,614,7,3,5,0,631,223,4,0,0,0,226,121,4,0,0,0,122,77,0,0,0,0,81,78,0,0,0,0,83,1919,51,16,20,12,2018
POA4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
POA4829,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,13
POA4830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4849,5,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,25,0,3,0,0,28,11,0,0,0,0,11,10,0,0,0,0,10,3,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,5,3,0,0,0,0,3,82,3,6,0,0,96
POA4850,77,0,0,0,0,73,44,0,0,0,0,45,33,0,0,0,0,33,87,0,0,3,0,87,82,0,0,0,0,82,196,0,3,0,0,205,157,0,0,0,0,164,134,0,0,0,0,134,46,0,0,0,0,46,30,0,0,0,0,30,15,0,0,0,0,15,60,0,0,0,0,62,951,0,4,3,6,973
POA4852,16,0,0,0,0,18,7,0,0,0,0,11,8,0,0,0,0,8,16,0,0,0,0,19,29,3,0,0,0,28,72,3,3,0,0,84,70,4,0,0,3,78,81,0,0,0,0,82,27,0,0,0,0,24,12,0,0,0,0,13,8,0,0,0,0,8,19,0,0,3,0,18,359,6,13,4,5,392
POA4854,36,0,0,0,0,33,17,0,0,0,0,17,22,0,0,0,0,21,32,0,0,0,0,35,54,0,0,3,0,58,124,0,0,0,0,124,113,0,0,0,3,113,70,0,0,0,0,68,26,0,0,0,0,26,19,0,0,0,0,22,11,0,0,0,0,11,31,0,0,0,0,31,554,4,0,5,3,569
POA4855,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,14,0,0,0,0,14,14,0,0,0,0,18,9,0,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,75,0,0,0,0,79
POA4856,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,9,21,0,0,0,0,21,11,0,0,0,0,11,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,74,0,0,0,0,72
POA4858,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,15,0,0,0,0,14,20,0,0,0,0,20,29,0,0,0,0,29,30,0,0,0,0,32,35,0,0,0,0,35,13,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,170,0,0,4,0,172
POA4859,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,8,0,0,0,0,8,16,0,0,0,0,16,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,61,0,0,0,0,61
POA4860,51,0,0,0,0,47,26,0,0,0,0,29,29,0,0,0,0,28,60,0,3,0,0,66,86,0,0,0,0,91,223,0,3,3,0,234,167,0,0,0,3,169,116,0,3,0,0,119,45,0,0,0,0,52,27,0,0,0,3,25,15,0,0,0,0,20,38,0,4,0,0,46,891,0,10,9,13,919
POA4861,4,0,0,0,0,4,7,0,0,0,0,7,5,0,0,0,0,5,15,0,0,0,0,14,13,0,0,0,0,13,40,0,0,0,0,40,25,0,0,0,0,25,13,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,5,5,0,0,0,0,5,133,0,0,0,0,137
POA4865,42,0,0,0,0,44,23,0,0,0,0,23,12,0,0,0,0,12,43,0,3,3,0,48,58,0,0,0,0,58,188,0,0,0,0,192,258,0,0,0,0,264,274,0,0,0,3,279,99,0,0,0,0,99,54,0,0,0,0,54,34,0,0,0,0,34,50,0,0,0,0,50,1137,7,4,3,3,1157
POA4868,108,7,5,0,0,120,64,4,4,0,0,72,38,4,3,0,0,47,105,4,6,0,0,115,146,18,10,0,0,176,439,33,14,0,0,486,637,12,18,3,0,674,587,3,19,0,0,606,168,0,0,0,0,172,96,0,4,0,0,102,59,0,0,0,0,59,94,3,5,0,0,101,2548,90,91,7,0,2733
POA4869,54,0,7,0,0,58,37,0,0,0,0,37,30,0,0,0,0,33,66,3,10,0,0,75,103,0,5,0,0,115,440,3,8,0,4,455,686,3,0,0,0,694,640,0,0,0,4,642,157,0,0,0,0,159,82,0,0,0,0,82,35,0,0,0,0,35,78,0,3,3,0,87,2416,11,26,4,5,2462
POA4870,267,15,38,0,3,324,115,6,30,0,0,148,109,7,31,0,0,144,220,34,78,0,4,330,303,45,142,0,0,500,962,136,210,4,0,1322,1151,62,193,3,3,1411,1577,38,93,0,3,1708,639,4,33,0,0,669,442,12,29,0,0,483,229,3,18,0,0,253,251,10,29,0,0,290,6258,383,917,9,18,7582
POA4871,65,0,0,0,0,64,26,0,0,0,0,26,15,0,0,0,0,19,56,0,0,0,3,63,52,0,0,0,0,52,174,0,0,3,6,182,122,0,0,3,0,126,100,0,0,0,0,103,47,0,0,0,0,47,33,0,0,0,0,32,19,0,0,0,0,19,42,0,0,0,0,47,756,0,0,8,10,779
POA4872,28,0,0,0,0,25,11,0,0,0,0,11,17,0,0,0,0,17,16,0,0,0,0,15,25,0,0,0,0,24,46,0,0,3,0,45,46,0,0,3,0,49,51,0,0,0,0,53,20,0,0,0,0,16,15,0,0,0,0,18,22,0,0,0,0,22,33,0,0,0,0,33,322,0,0,5,5,333
POA4873,23,0,0,0,0,26,19,0,0,0,0,18,21,0,0,0,0,24,25,0,3,0,0,33,47,0,0,0,0,53,146,0,0,0,0,149,145,0,0,3,0,153,128,0,0,0,5,134,46,0,3,0,0,45,37,0,0,0,0,37,20,0,0,0,3,21,41,0,0,0,0,41,696,6,7,7,15,726
POA4874,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,22,5,3,0,0,31,32,7,0,0,0,42,59,21,0,0,0,84,66,3,0,0,0,68,44,3,0,0,0,52,17,4,0,0,0,19,17,0,0,0,0,20,277,53,5,6,0,338
POA4875,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,3,32,3,0,0,0,33
POA4876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
