POA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA4158,0,13,49,484,258,66,4,13,883,0,4,34,69,10,0,0,6,118,0,5,203,155,3,0,0,3,369,0,3,233,226,8,0,0,10,485,0,8,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,18,6,60,69,3,0,0,0,9,145,0,0,0,0,0,0,0,0,0,11,75,363,712,268,72,4,26,1530
POA4159,0,20,107,1461,2084,449,64,61,4243,0,33,186,86,13,3,0,10,333,0,0,41,72,13,0,0,3,132,0,33,229,160,29,3,0,12,462,0,9,110,10,3,0,0,3,138,9,3,0,0,3,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,110,12,5,0,0,5,160,0,11,36,14,0,0,0,0,69,0,0,0,0,0,0,0,3,4,10,84,484,1648,2111,448,66,86,4940
POA4160,5,20,155,1598,2847,705,65,60,5464,0,0,74,30,3,0,0,0,109,0,13,126,212,6,0,0,8,373,0,13,205,244,14,0,0,12,486,0,55,156,87,10,0,0,13,320,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,162,96,10,0,0,13,329,0,0,3,0,0,0,0,0,5,0,0,16,39,0,0,0,10,65,5,93,538,1975,2874,710,63,91,6347
POA4161,6,28,113,2795,1888,308,52,89,5278,4,35,97,23,0,0,0,4,164,0,22,58,25,0,0,0,0,107,4,59,152,53,0,0,0,3,274,0,11,22,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,6,100,292,2858,1890,311,52,93,5602
POA4163,3,19,101,1374,1590,455,77,72,3696,14,138,297,161,34,3,0,34,677,0,28,207,291,40,0,0,9,577,14,167,503,456,72,8,0,35,1255,0,151,197,197,8,0,0,20,573,0,0,79,82,0,0,0,0,163,3,32,147,40,0,0,0,5,222,0,0,0,0,0,0,0,0,0,3,181,417,322,12,0,0,27,965,0,0,0,0,0,0,0,0,7,0,3,3,0,7,0,0,32,44,23,372,1019,2152,1689,465,82,168,5963
POA4164,3,10,110,974,2446,692,85,56,4370,0,0,47,30,12,0,0,0,94,0,0,0,117,3,0,0,4,119,0,0,47,141,10,0,0,8,213,35,44,31,8,0,0,0,10,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,44,31,8,0,0,0,10,125,0,0,0,0,0,0,0,0,3,0,3,9,6,6,0,0,4,31,36,58,195,1128,2469,692,85,72,4744
POA4165,9,28,308,3211,6231,1107,156,210,11257,0,46,226,216,16,0,0,24,522,0,0,0,40,11,0,0,3,54,0,46,230,257,23,0,0,26,579,6,61,373,90,3,0,0,18,548,0,0,23,15,0,0,0,0,39,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,63,397,105,3,0,0,13,591,0,0,0,0,0,0,0,0,0,0,3,3,8,6,0,0,3,18,13,140,929,3578,6271,1106,155,252,12447
POA4169,0,16,202,627,372,173,56,54,1497,0,11,8,0,0,0,0,3,24,0,22,57,86,22,0,0,12,199,0,34,67,86,22,0,0,14,226,25,221,253,62,5,0,6,31,599,18,229,546,79,6,7,0,36,925,44,430,1269,700,62,4,3,58,2566,0,0,3,3,3,0,0,0,11,88,885,2065,843,77,10,12,122,4102,3,5,4,3,0,0,0,0,17,0,4,6,7,4,0,0,3,18,89,940,2344,1568,480,180,69,190,5861
POA4170,0,39,653,2466,1606,612,109,114,5608,0,10,45,48,0,0,0,0,106,0,48,362,1008,46,7,0,35,1517,0,62,412,1054,45,7,0,38,1618,6,175,361,65,3,0,0,15,619,5,42,570,92,3,0,0,16,723,0,39,263,75,0,0,0,5,390,0,0,0,0,0,0,0,0,0,17,260,1189,231,8,0,0,29,1738,16,59,27,3,3,0,0,12,117,0,3,5,11,4,0,0,3,37,29,421,2291,3773,1661,626,111,201,9112
POA4171,4,23,269,1028,1218,527,96,45,3210,0,10,17,15,3,0,0,0,48,0,18,192,426,53,13,0,3,703,0,28,209,443,53,13,0,3,751,12,164,490,116,4,0,0,21,813,0,91,568,132,3,0,0,10,805,0,16,75,31,9,0,0,4,128,0,0,0,0,0,0,0,0,0,12,274,1127,280,11,0,0,33,1745,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,14,17,330,1616,1755,1284,543,96,90,5721
POA4172,0,7,65,597,404,118,8,25,1229,0,0,3,4,0,0,0,0,9,0,38,36,113,8,0,0,7,198,0,38,39,113,8,0,0,7,203,0,0,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,26,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,49,135,716,415,118,8,33,1472
POA4173,3,26,170,1253,860,117,24,41,2487,0,0,35,22,0,0,0,4,57,0,3,63,331,4,0,0,7,402,0,3,94,349,4,0,0,8,464,0,20,45,7,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,7,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,4,46,304,1616,863,115,26,50,3020
POA4174,0,7,49,363,265,27,9,11,742,0,0,4,28,0,0,0,0,34,0,0,20,34,0,0,0,3,57,0,0,23,63,0,0,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,79,424,271,27,9,13,835
POA4178,5,61,620,3457,2183,517,93,132,7081,0,22,182,106,9,0,0,215,535,0,68,234,679,18,3,0,19,1020,0,93,417,788,22,3,0,238,1557,18,249,190,44,4,3,0,32,531,0,11,147,17,0,0,0,10,186,0,5,3,4,0,0,0,0,13,0,0,3,0,0,0,0,0,3,18,265,342,65,4,3,0,40,730,0,0,0,3,0,0,0,0,7,0,3,0,16,3,0,0,3,28,19,418,1390,4326,2217,528,92,410,9403
POA4179,9,43,463,2451,2054,451,62,81,5611,3,50,287,122,0,0,0,27,481,0,7,98,382,13,0,3,11,514,3,56,383,497,13,0,3,35,995,3,38,43,20,6,0,0,7,117,0,11,69,21,0,0,0,3,110,0,0,19,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,51,131,47,6,0,0,5,250,19,22,40,18,0,0,0,4,103,0,0,5,5,8,0,0,4,19,30,181,1029,3021,2082,447,68,128,6977
POA4183,3,26,169,304,147,24,8,22,704,0,0,3,4,0,0,0,0,5,0,0,0,4,0,0,0,0,7,0,0,3,10,3,0,0,0,13,0,3,28,7,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,7,0,0,0,0,47,5,16,21,6,3,0,0,3,61,0,0,3,4,0,0,0,0,10,9,48,221,333,150,30,8,27,832
POA4184,13,171,1195,1386,265,46,16,93,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,4,5,0,0,0,0,3,15,0,0,6,8,0,0,0,0,16,17,181,1205,1402,266,47,20,99,3227
POA4205,0,73,407,897,275,61,13,50,1783,0,3,45,45,0,0,0,3,92,0,11,3,53,0,0,0,8,75,0,15,47,95,4,0,0,6,167,9,23,8,3,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,8,3,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,9,112,461,1003,282,61,13,66,2001
POA4207,18,80,1072,7044,5931,978,253,343,15717,3,134,481,214,16,5,0,44,901,0,48,548,738,65,0,0,37,1443,6,187,1030,951,85,5,3,85,2344,5,117,312,154,11,0,0,25,624,0,64,59,0,0,0,0,9,131,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,174,379,158,11,0,3,34,765,17,22,12,9,3,4,0,5,70,0,6,8,7,6,3,3,8,42,45,468,2496,8171,6034,994,258,477,18940
POA4208,3,25,416,989,3567,470,88,90,5646,0,0,13,167,23,0,0,0,200,0,0,5,102,14,0,0,3,123,0,0,15,271,31,0,0,5,324,0,0,12,30,11,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,11,0,0,0,53,0,12,0,0,5,0,0,0,14,0,0,3,4,8,0,0,0,18,5,33,447,1296,3619,470,88,95,6059
POA4209,13,13,146,2118,8153,787,135,185,11555,0,0,89,833,79,0,0,22,1029,0,6,196,1524,150,10,0,32,1916,0,9,287,2359,226,9,0,57,2948,0,3,8,82,7,3,0,4,109,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,6,84,15,3,0,4,111,9,31,16,3,3,0,3,3,67,0,9,0,14,21,0,0,3,50,21,67,456,4585,8419,803,140,247,14736
POA4210,3,23,108,1207,2985,487,136,83,5026,0,0,529,350,4,0,0,19,904,3,0,32,159,15,0,0,3,208,3,0,559,511,22,0,0,23,1121,0,0,9,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,15,0,0,3,3,0,0,0,0,8,0,0,3,3,0,0,0,0,11,3,27,682,1725,3007,489,138,108,6183
POA4211,16,101,716,5672,6488,1193,318,271,14767,0,34,400,569,38,3,3,42,1084,4,79,634,2478,187,17,3,85,3483,6,109,1030,3040,230,18,7,124,4566,9,73,197,197,28,4,0,23,536,12,127,96,23,0,0,0,8,270,0,50,36,33,4,0,0,6,133,0,3,3,0,0,0,0,0,4,23,253,339,252,34,4,0,40,944,51,218,138,12,3,0,0,30,459,0,3,3,12,4,3,0,8,33,99,680,2228,8995,6753,1222,329,475,20771
POA4212,5,20,317,2403,3373,802,154,141,7216,5,13,326,197,8,0,0,23,574,0,0,154,678,84,7,3,12,935,6,12,483,873,92,8,3,33,1507,6,7,69,40,10,0,0,3,134,3,11,175,99,10,0,0,6,303,0,13,158,182,14,0,0,6,378,0,0,0,0,0,0,0,0,0,10,31,403,320,35,0,0,24,820,8,40,41,27,0,0,0,7,125,0,0,4,3,12,0,0,4,24,35,105,1240,3628,3512,809,158,205,9695
POA4213,11,68,274,2919,3522,920,307,139,8164,0,3,81,97,5,3,0,3,197,0,3,113,462,27,0,0,11,619,0,5,196,561,32,3,0,17,817,0,3,14,36,7,0,0,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,14,36,7,0,0,8,71,9,17,5,4,7,0,0,0,38,0,3,0,4,7,3,3,125,148,12,97,492,3525,3572,931,307,287,9234
POA4214,12,55,395,3878,4345,971,182,201,10039,0,99,520,302,17,3,0,46,990,0,3,196,728,49,0,0,20,996,0,101,716,1025,65,7,0,73,1983,3,18,185,127,4,3,4,14,356,0,7,10,43,0,0,0,0,59,4,22,0,0,0,0,0,10,37,0,0,0,0,0,0,0,0,0,3,50,194,173,5,3,4,24,452,0,3,4,0,0,0,0,0,4,4,4,5,4,0,0,0,44,65,23,215,1316,5077,4419,977,181,337,12545
POA4215,3,60,468,2873,1141,320,103,158,5137,17,80,1740,1087,46,8,4,207,3193,12,270,976,1882,180,25,6,102,3449,31,354,2710,2966,230,30,9,312,6638,29,397,657,185,10,3,6,57,1349,9,665,1709,163,7,0,0,155,2709,39,1125,2318,550,29,3,0,129,4198,0,7,3,0,0,0,0,0,11,73,2197,4689,902,45,11,8,344,8264,15,31,9,9,3,0,0,3,75,0,27,51,29,18,3,0,45,168,122,2665,7931,6788,1436,360,121,858,20282
POA4216,3,41,860,2994,2403,576,102,175,7164,0,22,842,1050,16,3,3,39,1975,3,49,428,1398,260,16,3,49,2214,3,76,1271,2443,281,24,7,87,4184,16,89,255,60,8,0,0,14,445,14,220,827,281,5,0,3,38,1391,18,165,1038,557,43,0,3,43,1870,0,0,0,0,0,0,0,0,0,54,479,2128,897,59,0,3,92,3709,19,121,112,21,0,0,0,18,292,0,16,31,11,4,0,0,6,65,76,733,4395,6371,2744,603,122,384,15415
POA4217,0,18,103,1449,1968,645,130,79,4395,0,36,181,229,23,0,0,9,485,0,22,269,868,192,14,3,23,1387,4,56,451,1094,208,17,0,36,1868,21,266,535,93,17,3,8,45,999,11,540,1337,146,14,0,0,60,2109,126,1803,3281,816,43,7,8,199,6287,0,0,3,0,0,0,0,0,4,154,2614,5155,1067,75,12,13,301,9393,16,23,15,8,4,0,0,4,73,0,15,48,37,5,0,0,21,136,180,2728,5775,3656,2271,674,151,446,15868
POA4218,6,22,175,2303,2293,585,109,124,5616,3,31,258,117,9,3,3,13,440,3,41,1022,498,68,10,3,43,1689,7,77,1282,612,84,13,6,56,2132,3,131,852,194,22,3,0,41,1253,3,217,1435,154,7,4,0,51,1875,8,395,815,288,14,0,3,40,1572,0,0,0,0,0,0,0,0,0,18,749,3102,627,41,8,7,134,4692,11,51,13,4,0,0,0,3,90,0,5,14,13,5,0,0,11,45,47,907,4586,3565,2423,600,120,332,12572
POA4220,4,38,513,2882,2254,431,69,128,6321,0,34,904,280,13,3,0,47,1277,0,15,450,897,75,8,3,32,1480,4,50,1355,1176,89,10,6,73,2761,20,117,360,54,9,0,0,27,583,5,165,897,162,6,0,0,51,1280,0,78,728,238,9,0,3,22,1079,0,5,3,0,0,0,0,0,5,25,354,1983,455,22,3,4,101,2953,4,10,6,4,3,0,0,0,29,5,13,11,7,0,0,0,3,40,43,462,3867,4524,2366,452,76,310,12102
POA4221,8,31,248,2860,2258,447,107,113,6071,30,31,409,179,4,0,0,24,678,0,28,236,782,95,6,3,33,1187,32,62,647,964,97,13,4,54,1866,29,135,456,80,10,0,0,36,742,0,145,713,51,0,3,0,26,940,0,55,378,79,5,0,0,16,531,0,0,0,0,0,0,0,0,0,29,330,1543,211,20,3,0,80,2214,13,17,8,4,4,0,0,3,51,0,3,6,13,4,0,0,3,36,77,444,2457,4047,2381,466,110,256,10232
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,3,41,201,1593,1194,279,85,67,3465,12,48,229,169,3,0,0,19,486,0,28,187,255,25,0,4,11,520,18,78,415,425,33,0,3,37,1000,5,20,109,52,5,3,0,6,202,0,5,56,23,0,0,0,3,81,0,0,201,52,0,0,0,8,262,0,4,0,0,0,0,0,0,4,5,28,372,122,6,3,0,13,548,0,0,0,3,0,0,0,0,4,0,0,6,3,3,0,0,0,20,19,146,990,2149,1236,282,88,116,5040
POA4224,0,5,101,654,332,70,9,25,1195,0,5,88,51,3,0,0,10,158,0,4,164,283,16,4,0,12,486,0,12,250,338,20,3,0,18,648,0,20,108,27,8,0,0,3,168,0,23,220,82,0,0,0,8,338,0,4,87,30,3,0,0,0,122,0,0,0,0,0,0,0,0,0,0,50,417,132,14,0,0,7,630,0,0,9,0,0,0,0,0,9,0,0,5,3,0,0,0,0,11,0,65,781,1126,370,75,9,58,2488
POA4225,4,5,76,293,115,23,10,19,557,0,7,21,9,3,0,0,0,40,0,36,43,85,14,0,3,5,186,0,44,67,93,13,3,3,5,232,12,132,454,62,14,3,0,25,710,0,114,706,126,3,0,0,32,973,13,94,434,189,14,0,0,19,765,0,0,0,0,0,0,0,0,0,27,340,1592,375,31,3,9,76,2449,8,28,31,9,0,0,0,9,83,0,3,11,0,0,0,0,4,25,42,425,1770,776,167,31,21,113,3340
POA4226,5,9,96,2910,3189,632,103,111,7055,0,3,53,522,31,0,0,5,619,3,4,341,1961,318,20,8,62,2725,3,9,400,2485,349,21,8,70,3343,18,156,126,25,0,0,0,34,357,0,15,162,105,0,0,0,3,288,0,89,82,26,3,0,0,9,207,0,0,0,0,0,0,0,0,0,19,257,372,159,6,4,0,48,858,0,0,0,3,0,0,0,0,7,0,3,9,6,0,0,0,0,21,31,281,869,5556,3546,656,115,229,11281
POA4227,4,5,56,1420,1922,397,43,63,3911,0,35,197,443,18,0,0,17,712,0,13,299,1468,153,7,3,31,1977,0,45,499,1910,171,7,3,52,2696,0,0,4,13,0,0,0,0,19,0,128,236,70,10,0,0,13,458,20,155,199,54,11,0,0,8,445,0,0,0,0,0,0,0,0,0,23,286,435,131,15,0,0,20,919,0,0,0,4,3,0,0,0,4,0,0,0,3,0,0,0,0,4,28,337,990,3466,2114,401,52,136,7525
POA4228,0,28,87,425,611,221,70,27,1470,0,7,12,0,3,0,0,0,27,0,0,7,6,10,8,0,0,24,0,7,16,6,11,8,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,3,34,105,434,627,229,72,27,1537
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,0,0,0,14,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,18,260,42,0,0,3,330,0,7,18,260,42,0,0,3,330,0,0,0,0,0,0,0,0,0,0,16,109,32,0,0,0,0,158,0,0,175,38,0,0,0,6,219,0,0,0,0,0,0,0,0,0,0,18,287,72,0,0,0,5,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,307,347,50,0,0,11,737
POA4270,0,28,90,434,440,119,58,23,1190,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,28,94,439,443,119,59,22,1202
POA4271,0,15,187,585,196,40,7,13,1049,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,0,0,5,0,0,0,0,0,8,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15,0,0,8,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,20,215,590,202,45,10,12,1093
POA4272,4,28,206,768,437,97,29,29,1607,0,3,39,7,0,0,0,0,43,0,0,0,0,0,0,0,0,4,0,3,37,8,0,0,0,0,51,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,3,0,0,7,6,0,3,5,23,0,0,3,3,0,0,0,0,10,10,30,252,787,446,101,32,34,1698
POA4275,4,32,102,460,378,70,19,20,1080,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,10,8,36,114,460,380,70,20,20,1106
POA4280,4,38,178,1312,2435,589,230,79,4869,0,0,10,3,0,0,0,0,15,0,0,10,0,0,0,0,0,10,0,0,24,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,3,0,4,3,0,3,3,13,4,44,205,1320,2440,593,232,89,4921
POA4285,9,69,382,2323,2529,491,144,143,6094,21,68,127,87,5,0,0,17,319,0,5,70,8,0,0,0,0,80,18,74,194,89,5,0,0,17,403,0,8,76,4,0,0,0,0,87,8,11,12,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,87,4,0,0,0,4,123,13,37,9,4,0,0,0,3,62,0,3,3,4,7,5,0,0,24,51,201,673,2434,2544,498,145,169,6711
POA4287,0,9,41,113,56,19,5,8,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,16,41,113,56,19,5,13,257
POA4300,21,50,483,5627,8066,937,142,276,15602,0,12,307,277,37,0,3,32,670,0,0,121,478,181,3,0,18,809,3,15,428,751,217,6,3,51,1476,0,0,13,10,3,0,0,0,28,0,0,6,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,3,0,0,0,42,4,37,13,3,4,0,0,3,76,0,6,3,11,4,0,0,11,39,29,112,948,6419,8299,946,146,348,17240
POA4301,4,18,237,3028,3821,271,55,176,7617,0,21,226,125,16,0,0,11,402,3,3,110,190,8,0,0,15,326,3,25,341,317,20,0,0,27,732,0,3,30,11,3,0,0,0,43,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,11,3,0,0,0,55,0,0,0,3,3,0,0,0,7,0,0,0,3,7,0,0,3,17,8,47,611,3368,3849,274,55,208,8419
POA4303,8,15,87,820,169,14,5,39,1164,0,11,32,0,0,0,0,3,50,0,0,9,0,0,0,0,0,9,0,11,40,0,0,0,0,3,56,0,3,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,142,822,169,14,5,45,1234
