POA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
POA4174,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,24,3,4,4,19,5,6,8,0,0,67,82,172,127,416,156,145,76,18,11,1213,0,0,0,0,0,0,0,0,0,0,159,290,208,539,206,178,96,27,10,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,14,14,11,3,3,70,0,0,0,9,3,10,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4178,3,0,0,18,13,11,0,4,0,47,0,0,8,9,4,5,4,0,0,31,0,3,0,11,5,4,0,0,0,19,3,16,15,103,43,33,27,6,8,252,40,37,79,156,88,78,82,90,90,747,815,1477,1400,3479,1855,1501,1214,755,489,12982,0,0,0,0,0,0,0,0,0,3,1466,2562,2229,4394,2372,1994,1539,855,458,17863,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,7,3,9,7,20,10,9,3,3,0,66,0,0,0,7,0,0,0,3,0,6,0,8,17,70,25,13,5,0,0,146,0,0,0,4,0,8,6,4,0,18,0,0,0,3,0,0,0,0,0,4,6,77,66,234,253,182,186,130,59,1195,0,3,11,36,24,20,17,7,0,114,0,0,0,24,6,0,3,3,0,40,0,3,4,17,16,8,31,13,4,96
POA4179,0,0,0,5,3,0,0,0,0,16,0,0,3,4,7,3,7,0,3,21,0,0,0,4,6,0,0,0,0,9,0,12,14,56,39,21,17,8,5,166,20,37,60,106,73,49,38,36,17,444,583,1268,1148,2515,1559,1184,847,541,296,9947,0,0,0,3,0,0,0,0,0,3,1117,2272,1894,3302,2045,1609,1192,716,339,14481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,14,8,8,4,0,3,50,0,0,0,0,3,0,0,0,0,3,0,3,3,20,9,12,3,4,0,54,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,10,15,84,55,238,243,168,146,81,42,1060,0,0,7,10,12,10,0,0,0,36,0,4,3,14,5,3,0,0,0,29,0,0,0,15,10,6,19,3,0,59
POA4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,8,3,10,12,27,17,14,18,11,0,121,50,110,80,208,135,181,166,65,21,1023,0,0,0,0,0,0,0,0,0,0,91,216,157,310,211,310,236,100,31,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,16,22,5,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,9
POA4184,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,15,3,17,22,4,0,65,8,12,12,29,42,62,71,23,4,280,113,252,213,465,480,771,842,254,47,3436,0,0,0,0,0,0,0,0,0,0,195,478,359,687,645,987,1001,325,49,4730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,11,0,0,0,0,0,3,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,19,64,94,192,89,12,476,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,3,3,0,0,13,0,0,0,6,3,14,34,10,3,71
POA4205,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,22,15,8,3,8,5,77,13,15,13,40,28,27,13,31,10,193,143,275,254,606,299,342,340,365,261,2882,0,0,0,0,0,0,0,0,0,6,273,460,429,824,338,387,355,301,212,3585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,24,26,67,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,4,4,0,0,3,21,32,56,102,86,59,367,0,0,3,5,3,4,0,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,8,13,11,7,48
POA4207,0,0,7,39,8,4,0,0,0,65,0,0,4,9,3,6,4,3,0,37,0,0,3,12,14,4,3,0,0,37,4,36,61,245,131,105,77,43,13,715,137,219,272,538,279,242,190,126,51,2049,2099,3781,3736,7520,3643,3160,2560,1166,370,28040,0,3,31,45,4,0,3,0,0,94,3879,6636,5834,9997,4373,3708,2885,1219,340,38878,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,5,0,0,0,48,0,0,0,17,9,8,0,0,0,40,0,0,9,33,7,6,4,3,0,60,0,0,0,8,5,11,4,0,0,28,0,4,26,49,30,16,11,4,0,140,0,0,0,11,6,3,11,11,0,45,0,3,0,10,3,4,10,0,0,25,8,39,93,279,446,522,575,347,93,2406,0,6,14,74,37,37,15,8,4,189,0,0,4,12,6,4,11,0,0,40,0,0,8,38,32,36,76,34,15,235
POA4208,0,0,0,3,0,0,0,0,0,5,0,6,0,5,9,3,4,3,0,23,0,0,0,13,0,0,4,0,0,22,4,8,16,76,33,32,3,3,5,179,46,92,64,200,99,43,46,18,8,620,856,1715,1196,3161,1290,877,645,240,76,10052,0,0,0,0,0,0,0,0,0,0,1581,2968,1815,4104,1480,1039,756,236,65,14047,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,7,7,3,0,0,0,18,0,8,0,13,6,3,0,0,0,37,0,0,0,3,0,0,0,0,0,7,0,0,10,31,11,5,0,3,0,58,0,0,0,0,3,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,11,59,66,212,236,159,138,75,18,972,0,0,6,11,13,4,0,0,0,33,0,0,0,3,0,4,3,0,0,16,0,0,3,14,12,13,21,11,3,80
POA4209,0,0,0,15,0,7,4,0,0,27,0,0,4,15,3,8,6,0,0,36,0,0,11,37,13,7,3,0,0,66,4,21,45,187,80,68,25,14,10,458,183,263,235,648,205,126,80,24,13,1777,2569,4382,3728,8746,2883,1712,1056,317,164,25548,0,0,0,3,0,0,0,0,0,10,4625,6798,4884,9900,2943,1748,1088,318,135,32440,0,0,0,3,0,3,0,0,0,4,0,0,0,24,6,4,3,0,0,39,0,4,0,5,4,0,0,0,0,14,3,19,12,57,21,13,9,0,0,132,0,0,0,8,3,4,4,4,0,21,6,8,24,144,25,16,4,3,0,233,0,0,3,20,9,6,7,0,0,44,0,3,0,16,7,11,5,3,0,40,16,287,249,658,520,330,283,102,30,2483,0,7,10,39,28,10,6,0,0,102,0,0,6,17,4,3,3,0,0,41,0,0,8,40,21,25,36,14,6,155
POA4210,0,0,3,6,0,0,0,0,0,11,0,6,3,7,7,0,0,0,0,21,0,0,0,5,6,4,0,4,0,20,0,5,11,71,43,31,18,12,3,193,24,83,96,208,100,79,53,24,9,674,682,1522,1256,2968,1485,1040,657,253,66,9943,0,0,0,0,0,0,0,0,0,0,1316,2549,1774,3571,1553,1090,690,264,54,12867,0,0,0,3,3,0,0,0,0,6,0,0,0,14,3,3,3,0,0,24,0,0,0,5,0,0,0,0,0,5,0,4,5,14,7,0,0,0,0,38,0,0,0,3,4,0,0,0,0,8,0,0,10,53,18,13,7,0,0,100,0,0,0,5,4,3,3,3,0,26,0,0,0,0,0,0,3,3,0,6,8,98,134,274,341,189,166,64,17,1290,0,3,0,7,5,4,0,0,0,19,0,0,0,3,3,4,0,0,0,9,0,0,3,7,13,13,31,10,6,88
POA4211,0,3,3,22,3,0,0,3,0,30,0,3,3,8,8,9,6,3,3,51,0,0,8,13,7,11,0,0,0,41,5,26,30,260,118,113,91,41,26,714,102,204,217,523,276,245,185,122,70,1937,1988,4141,3715,8742,4404,3621,2666,1302,549,31129,0,0,0,5,0,0,0,0,0,13,3803,6967,5669,10663,4982,4004,2857,1300,492,40746,0,4,4,32,7,10,0,0,0,58,0,0,0,21,15,7,3,4,0,49,0,0,0,7,3,4,3,0,0,13,3,4,12,51,28,12,14,3,0,120,0,0,0,9,14,3,3,0,0,32,7,19,28,180,71,41,22,6,3,379,0,0,0,10,21,17,31,24,0,109,0,4,6,4,6,13,5,4,3,41,10,136,214,569,609,525,528,297,122,3010,0,3,8,51,13,16,8,0,0,107,0,4,8,18,17,15,14,0,0,82,0,3,5,51,42,63,83,63,20,326
POA4212,0,0,0,23,3,0,3,0,0,30,0,4,0,7,8,7,10,4,0,43,0,0,0,13,12,3,6,0,0,32,8,25,29,102,72,64,49,28,9,391,45,103,104,253,171,160,141,77,52,1098,655,1664,1620,3310,2213,2024,1726,797,397,14409,0,0,0,0,0,0,0,0,0,0,1181,2657,2358,3677,2241,2090,1803,767,327,17104,0,3,0,6,0,0,0,0,0,9,0,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,11,27,17,11,10,0,0,85,0,0,0,0,9,3,6,3,0,20,4,22,33,139,63,31,11,5,4,302,0,0,0,6,5,4,13,3,0,24,0,0,0,6,3,7,10,3,3,32,10,109,175,339,456,408,447,245,93,2294,0,0,3,17,8,5,3,3,0,42,0,0,0,7,10,0,6,0,4,27,0,0,7,23,24,23,58,28,3,176
POA4213,0,0,0,5,3,0,0,0,0,12,0,0,0,10,9,3,0,6,0,29,0,0,0,14,5,9,0,0,0,24,3,21,20,90,65,65,34,19,12,326,45,95,85,215,131,132,97,77,93,978,860,2192,1666,3775,2300,1869,1293,580,276,14813,0,0,0,0,0,0,0,0,0,0,1601,3851,2743,4860,2663,2164,1470,558,178,20084,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,0,3,0,17,0,3,0,3,0,0,0,0,0,7,3,6,8,34,18,9,8,0,0,85,0,0,0,7,7,0,3,3,0,21,0,7,13,42,32,17,7,4,0,123,0,0,0,3,3,9,4,3,0,25,0,0,0,0,0,4,3,0,0,14,13,149,126,311,426,332,304,177,55,1885,0,0,0,13,11,9,3,3,0,35,0,3,3,6,8,8,10,0,0,37,0,0,3,18,40,17,55,27,9,169
POA4214,0,3,14,25,3,5,6,0,0,50,0,0,0,3,8,10,4,3,0,27,0,0,6,13,12,0,7,0,0,32,3,26,43,132,79,64,51,43,21,466,50,83,170,293,177,157,126,79,97,1238,1013,2151,2732,4740,2838,2331,1807,947,556,19112,0,0,12,20,6,0,0,0,0,38,1788,3673,3842,5225,2850,2473,1867,899,427,23048,0,0,10,27,17,3,0,0,0,56,0,0,5,42,23,20,8,0,0,106,0,0,3,3,9,0,0,0,0,13,0,3,6,38,16,7,6,0,0,85,0,0,3,10,6,3,3,0,0,27,4,24,243,394,117,70,33,13,9,895,0,0,3,13,9,21,17,19,3,75,0,3,3,6,10,10,7,7,4,56,11,89,129,247,367,257,309,219,85,1726,0,3,13,20,19,13,7,3,0,76,0,3,10,14,7,4,8,5,3,51,0,3,18,34,31,38,59,35,14,228
POA4215,0,8,16,51,9,8,0,0,0,96,0,0,0,0,4,4,3,3,3,16,0,0,9,24,3,10,0,0,0,44,15,61,142,411,120,112,106,75,33,1079,107,173,381,668,314,266,265,198,137,2503,1149,1981,4035,7333,3156,2944,2756,1651,993,26000,0,3,5,13,0,0,0,0,0,23,1975,2951,4373,6874,3106,2949,2684,1501,820,27231,4,5,6,51,7,0,0,0,0,66,0,0,17,81,54,52,34,14,0,255,0,3,4,15,7,0,0,3,0,29,3,3,33,75,23,19,14,6,5,178,0,0,0,20,5,9,3,4,0,49,11,32,596,638,132,75,57,16,6,1552,0,0,6,20,18,21,25,30,6,128,6,3,3,19,4,11,23,10,5,93,9,41,138,343,316,333,420,278,172,2054,0,3,10,34,24,9,10,10,0,102,0,0,21,44,15,11,14,9,3,108,4,3,25,49,29,25,75,58,28,298
POA4216,0,0,7,21,0,3,0,0,0,39,0,5,0,5,3,8,11,3,6,42,0,0,4,8,7,3,3,0,0,30,6,17,41,162,107,82,80,51,10,550,68,86,144,322,198,201,235,153,68,1477,837,1669,1881,4407,2646,2913,2937,1657,756,19698,0,0,0,10,0,0,0,0,0,8,1498,2801,2555,4998,2838,3007,3119,1689,693,23205,0,4,0,27,4,0,0,0,0,39,0,0,3,16,20,20,11,5,0,77,0,0,0,0,3,0,0,0,0,3,4,0,13,36,4,12,16,3,0,96,0,3,0,8,4,5,8,0,0,27,9,24,122,241,81,51,14,13,3,554,0,0,0,9,7,10,16,11,7,59,0,4,0,5,10,6,18,5,3,51,10,78,119,309,361,414,625,424,154,2509,3,3,0,15,12,14,3,4,0,57,0,0,0,10,4,7,21,4,4,55,0,3,10,22,22,27,74,51,24,225
POA4217,0,0,3,28,9,11,0,3,0,56,0,0,0,6,4,5,6,4,0,22,0,0,0,6,4,7,0,0,0,19,12,37,195,570,103,85,97,38,27,1159,83,143,371,796,357,324,282,142,85,2578,729,1540,2859,5940,2877,2584,2303,1095,466,20397,0,0,3,12,0,0,0,0,0,15,1213,2337,2936,4923,2860,2692,2444,1123,395,20917,0,0,3,18,4,0,0,0,0,24,0,0,3,19,9,4,3,0,0,37,0,3,0,9,0,0,0,0,0,17,0,3,23,84,24,19,11,10,3,176,0,0,9,54,0,6,3,3,0,72,7,53,139,326,127,51,43,18,4,768,0,0,0,9,13,22,23,24,7,93,0,3,3,18,11,22,24,5,3,91,11,62,138,330,259,283,345,183,69,1675,0,0,4,39,11,12,3,5,0,77,0,3,14,39,11,15,10,9,0,105,0,0,14,54,15,27,76,32,11,239
POA4218,0,0,0,16,10,3,5,0,0,31,0,0,3,5,3,5,3,3,0,18,0,0,0,9,5,0,0,0,0,11,3,24,75,308,63,81,60,44,26,694,54,91,166,444,197,213,161,102,36,1460,722,1419,1962,4853,2157,2036,1713,968,437,16265,0,0,0,0,0,0,0,0,0,0,1312,2376,2686,5653,2491,2220,1891,956,429,20009,0,0,0,0,0,0,0,0,0,3,0,0,0,4,11,6,3,0,0,25,0,0,0,3,0,0,0,0,0,8,0,5,17,84,19,24,7,4,0,153,0,0,0,6,3,0,3,0,0,16,4,18,35,101,68,42,29,13,5,327,0,0,0,13,7,3,28,19,10,81,0,0,0,0,3,4,14,16,10,50,9,54,92,320,275,223,251,170,46,1438,0,0,0,16,9,6,6,3,0,46,0,0,8,37,8,7,9,5,0,76,0,4,5,36,22,18,40,32,11,160
POA4220,0,0,0,10,4,3,0,0,0,15,0,0,8,10,10,4,5,5,0,35,0,0,0,3,0,0,3,0,0,13,4,6,34,245,45,41,39,35,18,465,45,82,120,352,150,160,132,102,50,1202,921,1619,1625,4779,2070,1959,1742,1034,588,16343,0,0,0,0,0,0,0,0,0,0,1675,2831,2510,6258,2593,2396,2051,1104,550,21970,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,3,0,24,0,0,0,0,0,0,0,0,0,0,0,8,6,86,17,13,10,5,0,143,0,0,3,15,3,3,0,3,0,36,0,5,12,30,31,12,11,0,3,100,0,0,0,4,0,6,13,18,4,47,0,0,0,0,0,3,4,4,0,19,11,69,74,317,237,206,278,201,80,1466,0,0,3,15,4,8,3,3,3,34,0,3,6,28,12,6,7,0,0,65,0,3,8,26,16,18,50,29,17,165
POA4221,0,0,0,7,0,0,0,0,0,6,0,0,0,3,3,0,7,0,0,12,0,0,0,3,0,0,0,0,0,9,3,5,15,92,26,31,16,11,11,211,41,81,72,252,118,118,123,75,44,924,750,1525,1458,3643,1928,1780,1452,818,442,13800,0,0,0,0,0,0,0,0,0,0,1437,2838,2489,5205,2638,2419,1826,1008,479,20336,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,6,0,24,0,0,0,0,0,0,0,0,0,0,0,8,6,51,11,11,0,4,0,90,0,0,0,4,0,0,0,3,0,7,0,5,6,16,17,6,3,11,5,64,0,0,0,5,3,3,4,3,0,21,0,0,0,0,0,5,13,5,0,24,7,57,56,200,232,161,255,130,73,1171,0,0,3,9,3,3,3,0,0,21,0,3,3,13,4,3,3,0,0,33,0,3,3,14,11,6,20,23,10,91
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,3,0,0,11,0,0,0,0,3,0,0,0,0,3,0,10,7,43,22,5,14,3,3,105,6,45,30,86,55,67,51,41,13,401,338,908,709,1699,1061,1036,760,452,219,7182,0,0,0,0,0,0,0,0,0,0,705,1665,1300,2331,1445,1415,999,541,262,10667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,8,0,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,5,9,4,4,3,4,3,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,0,0,6,6,33,38,129,150,108,161,71,35,729,0,0,4,4,5,3,8,0,0,26,0,0,0,9,3,7,0,3,3,23,0,3,0,10,4,10,24,16,6,76
POA4224,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,39,8,12,3,4,5,73,9,21,40,79,56,49,33,26,21,335,192,311,368,942,501,475,308,189,135,3421,0,0,0,0,0,0,0,0,0,0,353,597,591,1283,622,659,416,218,136,4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,3,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,7,9,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,5,8,44,36,44,38,37,20,227,0,0,0,3,0,0,0,0,0,6,0,4,0,8,3,0,0,0,0,15,0,0,0,3,0,4,3,3,0,13
POA4225,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,10,59,14,9,4,3,3,110,15,24,46,129,65,108,63,44,37,539,127,198,403,990,466,680,491,308,194,3851,0,0,0,0,0,0,0,0,0,0,229,326,572,1247,650,887,688,385,205,5181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,16,4,3,0,0,0,34,0,0,0,4,0,0,0,0,0,4,0,0,3,12,3,0,0,0,0,20,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,10,56,38,44,77,42,23,294,0,3,3,8,0,4,0,0,0,28,0,0,4,5,7,0,0,0,0,10,0,0,3,11,5,0,11,3,4,40
POA4226,0,0,3,15,3,3,3,0,0,32,0,0,5,8,4,6,5,4,3,27,0,0,3,17,5,4,0,0,0,30,7,15,39,152,79,68,64,44,28,491,55,92,98,245,119,119,97,93,108,1024,890,1851,2116,4268,2346,2095,1694,966,639,16863,0,0,0,8,0,0,0,0,0,10,1582,3002,2895,4542,2218,2001,1639,924,506,19318,0,0,5,14,0,0,0,0,0,16,0,0,8,16,27,13,3,3,0,68,0,0,0,3,3,0,3,0,0,18,3,10,18,52,19,15,12,8,3,136,0,0,0,3,3,0,0,0,0,8,7,32,154,355,151,70,39,21,8,845,0,0,0,4,8,7,11,31,3,68,0,0,3,4,14,11,17,13,10,68,15,117,158,302,368,286,335,205,86,1864,0,4,3,23,12,11,0,0,0,67,0,0,3,13,13,9,13,3,0,60,0,0,8,27,19,22,63,38,16,187
POA4227,0,0,0,12,3,4,3,0,0,22,0,4,0,4,3,0,3,0,0,16,0,0,3,6,5,3,0,0,0,20,7,31,35,169,43,35,43,21,8,404,33,90,107,219,75,88,52,65,115,843,658,1611,1745,3463,1534,1157,804,371,205,11542,0,0,0,0,0,0,0,0,0,0,1204,2511,2262,3684,1516,1117,785,298,67,13446,0,0,0,3,0,0,0,0,0,5,0,0,0,7,3,3,3,0,0,13,0,0,0,3,0,4,0,0,0,4,4,13,18,85,11,12,3,0,0,142,0,0,0,8,0,3,5,0,0,26,3,24,144,234,63,41,20,9,3,534,0,0,3,8,7,7,12,10,0,47,0,0,6,5,3,0,4,4,0,29,12,92,89,253,233,142,149,73,19,1063,0,0,0,20,7,5,3,3,0,42,0,3,0,18,3,8,0,3,0,39,0,3,3,19,14,14,12,15,0,81
POA4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,15,7,4,8,3,0,40,9,14,14,35,25,20,13,17,9,151,152,352,294,569,454,388,238,103,96,2637,0,0,0,0,0,0,0,0,0,0,273,681,544,830,597,564,320,118,85,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,28,37,80,63,58,30,22,328,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,6,0,3,17
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,29,0,0,195,7,0,0,3,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,200,4,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
