POA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
POA4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,7,7,10,3,0,0,38,0,0,0,0,0,0,0,0,0,0,3,5,9,13,17,13,13,4,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,8,5,12,4,18,11,0,0,63,57,97,76,161,112,114,73,29,18,734,0,0,0,0,0,0,0,0,0,0,109,159,114,265,164,210,126,68,16,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
POA4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,12,5,11,0,0,45,0,0,0,0,0,0,0,0,0,0,4,7,5,16,19,15,20,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,9,19,21,44,21,25,8,3,0,146,0,0,0,0,0,0,0,0,0,0,19,37,28,77,38,45,21,7,7,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,17,7,21,8,6,3,0,0,71,0,0,0,0,0,0,0,0,0,0,12,30,7,42,14,13,14,3,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,11,10,24,10,40,14,14,12,0,0,120,0,0,0,0,0,0,0,0,0,0,22,39,24,61,29,21,23,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,3,0,16,9,25,16,34,26,17,15,9,6,156,0,0,0,0,0,0,0,0,0,0,20,41,31,60,48,40,27,8,3,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,8,23,12,35,16,8,6,0,0,102,0,0,0,0,0,0,0,0,0,0,15,35,25,53,36,21,9,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4500,0,3,7,15,5,0,0,0,0,32,0,0,0,9,3,8,3,0,3,25,0,3,11,28,11,13,3,0,0,78,0,31,28,152,65,65,39,16,7,400,48,77,96,223,113,112,78,60,20,815,1527,3056,2862,6279,2903,2413,1574,591,250,21447,0,0,0,16,0,0,0,0,0,21,3011,5542,4598,9031,3684,3269,2092,691,252,32170,0,0,0,20,0,3,0,0,0,27,0,0,0,9,8,0,0,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,4,25,15,13,6,3,0,71,0,0,0,0,7,3,0,0,0,9,0,9,13,72,18,14,8,4,0,134,0,0,0,3,8,3,4,0,0,23,0,3,3,4,0,0,0,0,0,16,0,93,151,274,386,287,266,130,36,1629,0,11,22,108,55,39,19,13,0,264,0,0,0,11,8,7,3,0,0,26,0,0,6,18,21,22,41,15,4,129
POA4501,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,18,10,9,0,3,0,49,3,19,13,47,22,16,23,14,11,176,184,312,351,818,396,299,281,146,85,2869,0,0,0,0,0,0,0,0,0,0,355,574,640,1168,519,414,360,168,80,4282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,28,42,36,37,22,9,192,0,0,0,7,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,11,0,0,25
POA4502,0,0,0,0,0,0,0,0,0,3,0,5,0,4,6,0,3,0,0,19,0,0,0,3,3,0,0,0,0,8,0,9,4,30,5,11,3,0,0,65,15,22,26,67,28,28,17,5,3,213,292,647,525,1254,642,561,337,114,37,4408,0,0,0,0,0,0,0,0,0,0,547,1187,897,1806,868,745,425,126,39,6644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,3,24,36,97,113,98,68,36,7,480,0,0,0,7,4,3,0,0,0,18,0,0,0,5,0,3,0,0,0,10,0,0,0,7,7,8,8,7,0,23
POA4503,0,0,0,6,3,6,0,0,0,20,0,0,4,8,8,3,0,5,0,34,0,4,6,38,9,11,3,0,0,69,4,27,39,177,80,36,40,29,7,429,100,131,159,386,151,131,113,51,35,1263,1810,3011,3018,6879,2667,2206,1632,707,394,22319,0,0,0,6,0,0,0,0,0,11,3512,5263,4636,9363,3371,2905,2081,849,425,32404,3,0,0,20,3,0,0,0,0,21,0,0,0,6,3,0,0,0,0,9,0,0,0,4,0,0,3,0,0,6,3,6,8,21,9,13,0,3,0,72,0,0,0,6,4,4,0,0,0,15,3,3,6,51,11,19,3,0,3,93,0,0,3,0,3,3,3,0,0,10,0,0,3,3,4,0,0,0,0,10,11,78,110,336,329,305,292,153,48,1668,0,5,18,110,50,33,11,5,0,237,0,0,0,4,13,10,5,0,0,30,0,3,4,19,18,18,30,9,3,120
POA4504,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,3,0,0,21,0,0,3,5,5,3,0,0,0,16,3,8,5,38,26,11,9,3,0,101,23,60,45,130,58,45,30,6,6,405,684,1777,1322,2834,1357,804,470,147,43,9434,0,0,0,3,0,0,0,0,0,3,1297,3174,2199,4073,1814,1097,612,192,51,14499,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,3,0,0,0,30,0,0,0,3,4,0,0,3,0,14,0,0,0,6,7,3,3,0,0,21,0,0,0,3,3,3,0,3,0,7,0,0,0,0,0,0,5,0,0,5,0,102,127,218,270,165,127,40,10,1056,0,0,0,21,12,3,3,0,0,48,0,3,3,0,3,0,0,0,0,12,0,0,0,8,13,9,12,5,3,51
POA4505,0,0,0,4,0,0,0,0,0,10,0,3,0,3,3,3,6,0,0,21,0,0,0,3,6,4,0,0,0,11,0,9,3,33,17,22,14,6,3,110,30,55,55,139,75,77,66,63,37,586,561,1371,1353,2443,1516,1306,1094,544,204,10393,0,0,0,0,0,0,0,0,0,0,1079,2517,2487,3727,2165,1837,1423,612,187,16038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,6,4,6,3,3,0,28,0,0,0,3,3,3,0,0,0,7,0,0,3,14,3,4,0,0,0,28,0,0,0,4,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,9,47,58,129,201,177,227,151,42,1044,0,0,0,12,5,13,0,3,0,35,0,0,0,0,0,5,0,0,0,13,0,0,3,9,14,14,35,18,3,91
POA4506,0,0,0,7,3,0,0,0,0,14,0,0,0,0,0,3,4,0,0,12,0,0,0,3,0,0,0,0,0,3,0,3,5,40,29,26,17,10,3,144,41,83,106,183,81,96,56,47,32,723,863,1621,1678,2963,1530,1287,845,338,110,11230,0,0,0,3,0,0,0,0,0,3,1630,2889,2716,4375,1998,1649,1066,398,91,16820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,3,14,11,10,0,0,0,36,0,0,0,0,3,0,0,0,0,3,0,0,3,23,3,4,0,0,0,33,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,18,41,84,191,176,141,63,21,738,0,0,4,14,9,13,0,0,0,45,0,4,0,3,3,3,0,3,3,18,0,0,3,6,17,14,21,7,5,70
POA4507,0,0,3,3,0,0,3,0,0,5,0,0,0,0,3,3,6,3,0,21,0,0,0,3,0,5,4,0,0,12,0,6,0,23,16,20,21,17,5,116,11,34,40,67,89,125,158,123,123,767,231,710,598,1231,1132,1704,2174,1190,510,9491,0,0,0,0,0,0,0,0,0,0,447,1308,1082,1769,1469,2211,2849,1529,499,13161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,5,10,5,3,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,4,0,20,0,0,0,0,0,0,7,8,0,12,0,0,0,0,0,0,0,3,0,3,3,35,35,107,175,232,419,274,83,1355,0,0,0,0,0,3,3,3,0,12,0,0,0,5,3,6,5,0,0,19,0,3,4,11,12,22,58,21,7,134
POA4508,0,0,0,3,3,3,0,0,0,15,0,0,0,8,0,6,0,0,0,15,0,0,3,4,5,0,0,0,0,9,0,14,24,66,56,41,31,14,0,246,35,100,79,206,124,102,82,103,110,936,647,1366,1300,2529,1378,1194,929,544,227,10123,0,0,0,0,0,0,0,0,0,0,1260,2460,2065,3461,1754,1497,1119,523,143,14277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,6,5,6,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4,19,11,11,0,0,0,46,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,3,0,0,3,3,21,20,76,165,143,193,125,37,770,0,0,6,25,19,13,7,3,0,73,0,0,0,0,0,3,5,0,0,17,0,3,3,8,7,15,17,18,5,80
POA4509,0,0,0,13,5,4,0,0,0,22,0,5,5,9,8,0,3,0,0,32,0,3,13,45,17,5,4,0,0,85,3,28,37,219,73,40,27,18,3,441,67,109,86,268,95,46,41,27,12,755,1382,2689,1925,5310,1871,1004,806,354,219,15574,0,0,0,0,0,0,0,0,0,3,2519,3995,2466,5443,1771,1032,811,369,220,18616,0,0,0,26,3,4,0,0,0,30,0,0,0,11,3,3,0,0,0,20,0,0,0,0,0,0,3,0,0,5,7,12,13,28,15,5,0,0,0,76,0,3,0,6,6,7,6,0,0,32,10,14,16,152,25,11,7,0,0,242,0,0,0,3,0,3,0,3,0,14,0,3,8,7,8,0,0,0,3,28,20,269,262,535,485,170,183,96,43,2064,0,10,14,97,28,24,5,0,0,178,0,3,3,9,5,4,3,0,0,28,0,0,6,19,16,13,30,11,3,99
POA4510,0,0,0,22,9,9,0,0,0,42,0,0,0,3,5,3,9,3,0,19,0,0,5,9,5,0,0,0,0,24,3,27,28,121,57,49,41,29,9,367,106,219,196,475,192,244,235,191,252,2112,1601,3337,3218,6374,2978,2909,2472,1178,624,24703,0,0,0,0,0,0,0,0,0,0,3161,5965,5067,9103,4062,3876,3147,1334,463,36171,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,14,0,0,0,13,0,8,3,0,0,18,0,0,6,18,8,14,11,3,3,59,0,0,0,3,0,3,4,0,0,11,0,3,22,44,26,12,6,4,0,115,0,0,0,0,4,9,10,3,3,21,0,0,0,0,0,3,3,0,0,10,3,56,65,242,345,325,430,262,77,1799,0,4,12,32,29,15,9,10,0,121,0,0,3,5,6,4,16,0,0,39,0,0,3,17,16,32,64,33,10,187
POA4511,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,9,9,7,16,9,3,53,15,31,28,74,58,47,81,23,14,369,251,597,428,931,594,690,773,324,78,4668,0,0,0,0,0,0,0,0,0,0,441,1030,753,1353,782,911,981,441,93,6773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,21,26,57,83,106,191,86,14,579,0,0,0,0,4,3,0,0,0,9,0,3,0,3,0,0,0,0,0,12,0,0,3,0,3,13,19,9,0,49
POA4512,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,3,0,3,0,15,5,13,21,29,23,16,12,8,3,142,103,221,226,419,290,209,160,56,18,1709,0,0,0,0,0,0,0,0,0,0,178,432,379,619,397,321,255,63,19,2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,33,34,30,11,5,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,15
POA4514,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,0,3,0,15,16,22,40,91,54,57,28,25,12,349,178,415,351,771,508,459,343,128,77,3234,0,0,0,0,0,0,0,0,0,0,316,769,794,1697,763,699,501,183,73,5784,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,27,54,53,56,35,7,266,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,9,4,0,25
POA4515,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,0,0,24,3,13,12,33,28,28,39,14,3,171,107,261,197,438,274,293,262,93,47,1983,0,0,0,0,0,0,0,0,0,0,209,451,326,601,394,427,366,154,57,2986,0,0,0,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,28,23,44,19,3,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,16
POA4516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,0,0,18,3,19,13,27,26,15,10,9,0,128,109,267,262,492,327,240,166,57,12,1928,0,0,0,0,0,0,0,0,0,0,210,518,523,784,498,340,226,78,17,3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,34,42,37,15,9,155,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,11
POA4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,12,7,4,3,4,3,45,15,49,52,83,49,52,58,26,9,384,0,0,0,0,0,0,0,0,0,0,39,86,69,118,84,74,77,34,11,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,10,7,7,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,3,0,11,3,7,4,0,0,36,5,11,19,35,22,22,34,9,3,164,125,343,289,603,375,354,299,121,36,2540,0,0,0,0,0,0,0,0,0,0,241,631,527,898,565,488,409,155,38,3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,7,26,62,53,66,43,6,286,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,5,0,0,13,0,0,0,3,3,3,13,7,0,29
POA4519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,3,12,5,11,5,4,0,43,15,31,26,81,36,43,31,17,9,293,265,599,489,1052,608,566,441,223,105,4354,0,0,0,0,0,0,0,0,0,0,480,1071,792,1545,872,746,607,256,126,6493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,23,53,106,80,83,56,20,426,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,3,0,0,5,0,3,3,3,3,6,15,9,0,44
