POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA4000,18,179,510,157,97,102,50,12,5,1142,0,72,408,164,92,75,32,10,0,855,3,36,366,166,92,71,22,3,0,770,3,10,251,139,113,65,20,3,0,604,0,22,354,280,228,121,52,12,3,1072,4,7,135,220,248,186,63,20,4,887,95,265,600,275,235,171,87,35,19,1783,1010,2872,5596,2141,1623,1351,718,264,72,15650
POA4005,4,141,648,250,162,157,90,24,9,1482,3,91,614,208,138,124,54,8,0,1254,0,31,536,265,184,131,63,15,4,1218,0,23,370,217,141,95,30,10,4,885,0,13,600,439,312,175,67,23,9,1640,0,3,236,497,417,307,91,23,6,1573,54,171,670,431,325,292,259,161,186,2547,423,1367,5113,2984,2268,1945,1316,620,385,16415
POA4006,7,214,672,205,84,69,38,7,7,1300,3,109,555,170,67,51,18,8,3,981,3,47,503,191,82,59,26,5,3,917,3,15,274,153,82,49,17,8,0,594,0,9,427,259,149,94,35,10,0,983,0,4,103,185,136,115,53,17,3,616,63,291,758,390,248,175,133,46,15,2127,467,2250,5487,2296,1284,1021,633,239,111,13781
POA4007,8,111,338,187,167,138,78,33,4,1057,0,37,247,131,131,100,49,19,9,723,0,26,198,155,147,116,51,18,7,725,0,11,156,109,123,65,40,13,10,540,0,11,227,226,246,152,64,23,15,960,0,7,100,266,398,252,121,44,12,1192,51,97,265,169,217,154,107,70,58,1184,701,1000,2369,1785,1951,1553,1045,507,213,11117
POA4008,0,0,11,5,9,3,0,0,0,30,0,0,4,4,3,6,0,0,0,11,0,0,0,0,5,4,0,0,0,10,0,0,0,0,6,0,0,0,0,9,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,19,44,15,14,14,3,0,0,114,18,26,83,42,70,50,34,8,7,340
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4010,0,25,102,31,15,19,12,0,3,213,0,10,77,19,19,12,4,6,3,138,0,3,67,32,25,8,4,4,0,142,0,3,42,25,13,5,3,4,0,93,0,3,67,56,32,15,0,0,3,177,0,0,20,36,27,17,3,0,0,101,5,23,90,42,23,13,7,4,13,222,88,239,710,335,245,193,109,76,61,2050
POA4011,8,108,351,191,179,150,80,48,21,1130,0,38,332,183,156,121,59,16,4,912,4,19,251,214,190,126,34,19,4,864,0,11,131,143,126,87,38,13,4,548,0,5,199,280,279,174,49,8,10,1002,3,3,94,337,365,214,64,21,11,1115,65,85,185,168,177,130,101,38,35,997,884,1057,2639,2234,2207,1685,1135,539,269,12651
POA4012,0,171,668,363,314,242,58,21,11,1852,0,87,551,328,256,179,36,5,9,1451,0,35,458,391,249,125,33,3,3,1311,0,12,294,267,171,107,15,3,0,867,0,12,389,516,341,174,23,10,7,1464,0,3,126,284,206,99,29,12,3,763,65,136,303,212,165,135,98,90,111,1315,957,1700,4702,3567,2752,2163,1226,685,459,18205
POA4013,0,35,150,67,55,48,21,3,3,368,0,13,104,57,42,44,6,0,0,268,0,4,94,70,63,30,10,0,0,273,0,0,50,35,38,9,3,0,0,136,0,7,76,102,67,29,3,0,0,287,0,0,38,58,36,27,0,0,0,161,9,20,73,47,45,32,26,13,13,288,224,353,1008,716,610,459,281,113,46,3815
POA4014,3,71,232,227,198,136,43,9,3,919,0,21,194,199,145,95,25,7,0,694,0,3,177,220,159,103,13,0,0,679,0,0,103,170,101,60,7,0,0,443,0,7,162,239,145,81,13,0,0,645,0,3,35,99,54,32,6,4,0,230,39,51,122,123,101,98,66,71,146,805,627,722,1800,2054,1525,1278,805,482,337,9633
POA4017,9,172,581,699,660,488,174,37,11,2825,0,67,470,522,522,339,82,10,0,2012,0,18,355,526,477,273,42,4,5,1699,0,6,192,345,347,173,20,7,0,1089,0,5,222,547,529,227,34,17,3,1581,0,0,53,244,271,112,26,11,0,720,167,127,215,295,347,250,251,230,152,2037,2271,1914,4160,5517,5569,4469,3297,1715,803,29706
POA4018,3,54,318,240,206,144,43,9,11,1033,0,29,246,171,135,73,17,11,3,673,0,7,159,181,107,87,9,0,0,562,0,3,107,122,83,32,4,0,0,354,0,8,117,180,119,54,5,0,0,478,0,0,12,22,23,14,3,3,0,80,35,55,123,114,75,45,58,76,60,643,548,813,2286,1814,1390,1144,884,706,361,9935
POA4019,3,65,265,330,380,289,96,26,16,1466,0,28,173,231,224,174,52,6,3,895,0,7,136,191,208,150,18,3,0,721,0,3,62,132,147,99,22,4,0,475,0,0,83,187,211,116,21,7,0,619,0,0,25,72,92,51,13,0,0,257,99,65,128,189,214,196,217,140,136,1381,1034,923,2131,2658,3091,2843,2353,1196,498,16719
POA4020,3,67,249,286,380,319,141,53,15,1507,5,38,169,194,284,243,68,19,3,1016,0,13,108,195,239,200,76,9,4,846,0,7,69,144,155,108,28,11,0,514,0,3,71,209,259,183,61,14,0,800,0,0,21,94,162,100,45,11,10,437,99,55,173,206,250,273,343,302,208,1903,1212,982,1833,2524,3314,3411,3157,1748,733,18911
POA4021,3,34,130,171,168,124,53,5,0,691,0,17,72,94,80,60,12,11,0,352,0,4,42,78,66,57,9,3,0,257,0,0,29,50,56,35,3,3,0,176,0,0,26,52,45,22,0,0,0,148,0,0,9,6,14,13,4,0,3,46,54,44,71,91,91,69,122,97,117,744,618,545,1121,1254,1167,1178,1099,612,310,7903
POA4022,3,31,96,92,118,81,20,13,0,445,0,18,67,64,67,41,14,5,0,278,0,8,40,52,70,37,9,0,0,209,0,4,20,26,32,20,3,0,0,103,0,0,24,43,40,16,3,4,0,126,0,0,4,15,20,16,0,0,0,49,37,39,48,50,69,40,80,98,149,614,489,448,747,767,853,688,756,624,394,5765
POA4025,0,3,15,9,8,6,3,0,0,45,0,0,5,3,3,0,3,0,0,13,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,28,11,16,14,9,0,0,92,7,40,112,34,49,48,32,11,0,345
POA4029,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,9,7,9,0,7,3,5,55,5,14,11,13,7,3,7,3,9,71
POA4030,4,158,557,246,186,140,44,8,0,1350,0,101,411,204,180,83,44,3,0,1029,4,35,348,240,195,99,24,9,0,945,0,17,213,163,131,71,24,5,3,615,0,12,295,361,297,135,20,0,0,1114,0,0,104,327,268,109,17,8,0,838,60,131,274,173,134,111,59,59,55,1052,832,1774,3840,2582,2107,1403,809,380,240,13967
POA4031,4,115,346,208,225,127,36,8,3,1072,0,59,308,200,186,95,18,3,4,874,0,24,255,228,184,101,13,3,0,809,0,7,141,198,143,56,5,0,0,556,0,12,213,328,278,102,11,7,0,934,0,0,79,229,171,68,12,4,0,565,40,100,227,135,104,67,51,38,31,790,695,1097,2568,2248,1877,1209,657,408,263,11021
POA4032,5,125,418,228,205,173,59,43,18,1266,0,63,291,182,175,96,38,9,6,862,0,11,234,196,155,99,16,16,12,740,0,3,136,139,86,72,9,7,9,467,0,9,146,177,169,74,15,11,5,598,0,0,36,83,53,42,8,8,11,242,58,84,217,129,120,114,90,177,320,1306,780,1296,2978,2032,1758,1516,1200,1141,743,13444
POA4034,9,244,965,682,654,538,213,99,41,3447,4,97,676,559,487,382,93,36,19,2360,0,37,536,624,498,290,80,28,13,2103,0,16,297,430,355,209,63,22,8,1391,0,8,369,626,473,279,63,24,11,1858,0,9,84,239,221,154,43,38,38,820,154,204,382,342,309,287,260,250,294,2491,2519,2944,6688,6064,5467,4906,3996,2726,1364,36675
POA4035,4,139,330,312,369,325,134,40,16,1669,3,55,269,317,382,242,99,15,8,1387,0,24,231,310,418,246,49,13,10,1298,0,7,130,251,322,197,34,8,7,949,0,7,135,448,496,293,55,19,3,1456,0,3,49,270,417,188,63,18,6,1008,88,47,104,112,163,139,112,103,94,961,1891,1444,2199,3143,3954,3102,2133,1068,468,19405
POA4036,0,38,154,141,136,110,19,7,3,615,0,18,98,94,90,57,13,6,0,371,0,9,76,90,84,40,6,0,0,305,0,0,41,57,29,19,3,0,0,153,0,3,42,62,49,25,0,0,0,184,0,5,6,16,11,9,0,0,0,41,24,20,41,49,49,29,30,23,14,282,362,407,990,970,856,706,534,224,102,5156
POA4037,0,38,118,139,159,85,37,4,0,577,0,21,86,131,138,75,18,0,0,472,0,3,60,143,146,72,9,0,0,438,0,0,46,126,100,57,9,0,0,344,0,0,55,175,194,70,14,0,0,510,0,0,12,85,118,38,11,0,3,261,35,23,19,56,65,35,20,13,3,268,667,495,689,1330,1414,809,480,124,28,6041
POA4051,53,434,684,344,290,204,101,16,5,2139,20,209,663,339,286,153,51,5,0,1735,4,50,449,393,371,200,39,6,0,1527,0,19,271,293,300,144,28,4,3,1055,0,12,363,645,598,228,31,10,5,1888,0,3,134,612,598,170,30,12,4,1570,102,192,337,230,245,134,100,97,84,1528,1656,2941,4912,4192,3798,2293,1427,763,433,22414
POA4053,16,369,1036,699,628,440,199,52,28,3472,3,168,904,733,532,330,131,26,5,2834,3,57,735,728,520,326,87,21,11,2479,0,19,417,538,423,236,41,14,7,1700,0,14,584,906,674,321,57,19,7,2575,3,3,147,393,328,146,36,14,3,1073,138,205,383,302,287,237,190,171,129,2041,2487,3129,6991,6691,5605,4396,3433,1907,922,35564
POA4054,4,54,244,256,196,174,74,20,10,1033,0,31,220,217,171,86,41,6,7,780,0,7,212,221,192,100,17,10,4,757,0,4,104,143,125,53,11,4,0,440,0,3,145,250,187,88,13,4,3,695,0,0,14,69,68,39,8,5,3,204,51,38,72,63,65,61,55,75,70,551,812,726,1834,2085,1761,1393,1246,630,304,10795
POA4055,8,93,304,362,324,250,130,23,7,1505,0,37,313,329,281,157,52,10,3,1191,0,20,255,368,295,168,58,3,3,1159,3,3,137,295,238,127,19,3,0,820,0,5,173,481,432,211,15,5,3,1323,0,0,32,188,230,74,15,0,3,546,62,40,93,117,114,72,87,58,73,715,1435,1043,2288,3326,2991,2173,1777,552,283,15867
POA4059,3,159,381,150,112,78,36,3,3,928,0,71,301,136,88,44,18,8,0,669,3,20,264,163,128,64,17,0,4,661,0,11,157,137,99,47,12,0,0,469,0,13,220,259,214,106,16,0,0,817,0,3,94,212,188,88,18,6,0,604,65,175,308,148,123,85,63,39,52,1067,983,2392,3287,1863,1399,828,521,234,153,11660
POA4060,3,101,193,154,159,124,81,19,8,840,0,45,176,153,143,86,29,10,5,649,0,12,148,162,167,106,29,4,0,639,0,9,105,134,156,87,21,3,0,509,0,7,123,305,337,142,31,7,0,955,0,0,55,372,398,186,36,11,8,1058,41,52,101,97,118,88,62,31,20,601,988,990,1513,1934,2083,1349,779,354,176,10174
POA4061,3,65,183,192,255,181,128,36,12,1061,0,28,160,178,230,139,90,27,3,862,0,4,136,218,248,191,59,22,7,887,0,0,80,206,206,145,44,9,0,696,0,5,113,385,367,224,64,15,6,1180,0,4,36,258,305,168,51,10,6,846,48,32,103,107,98,82,80,77,93,714,1212,920,1411,2354,2554,1994,1608,813,279,13136
POA4064,0,131,400,121,104,94,49,7,3,903,0,72,303,147,78,61,30,3,0,695,0,19,261,137,126,85,28,5,0,662,0,8,163,103,93,56,29,3,0,456,0,11,254,263,179,122,33,4,0,864,0,4,96,325,294,174,33,13,3,936,39,99,163,121,100,78,40,35,27,705,532,1327,2513,1643,1313,1011,578,226,107,9243
POA4065,3,70,120,106,101,90,39,18,0,553,0,27,98,106,98,67,41,10,0,444,0,3,104,118,149,72,21,8,0,484,0,0,66,106,95,49,26,3,0,349,3,7,115,229,239,119,41,11,3,761,4,9,54,324,383,142,34,11,3,953,31,43,59,67,82,55,41,26,34,442,624,630,1056,1485,1540,964,616,297,165,7367
POA4066,3,211,490,173,114,123,95,26,3,1244,0,96,418,172,127,101,55,15,0,991,0,40,386,209,136,99,50,10,3,941,0,10,246,156,112,69,26,8,8,634,6,10,319,313,251,137,61,11,3,1111,0,3,111,305,299,191,65,15,3,992,76,267,368,151,98,128,90,50,11,1243,1143,2931,4096,2127,1597,1332,987,418,136,14774
POA4067,3,89,137,75,42,53,48,21,8,475,0,28,120,45,40,46,35,28,6,340,0,17,112,82,52,59,42,12,9,378,0,12,45,69,40,41,23,17,4,245,0,13,80,103,107,77,57,18,9,476,0,3,21,96,155,135,76,24,10,520,76,247,161,62,70,50,55,27,15,772,750,3142,2031,1014,700,687,604,297,126,9360
POA4068,3,243,524,232,179,178,113,45,35,1561,3,112,473,233,163,124,91,41,16,1256,0,42,380,297,194,165,72,22,5,1181,0,13,211,219,163,124,53,19,11,815,0,14,266,425,343,217,104,25,23,1415,0,3,86,382,483,348,118,38,25,1475,92,188,289,166,135,136,110,84,72,1267,1631,3638,4379,3086,2479,2143,1586,801,451,20193
POA4069,8,134,304,369,378,333,260,105,35,1936,4,48,238,306,388,304,196,54,27,1560,3,20,223,381,438,329,149,44,10,1595,0,8,136,305,355,268,127,31,11,1236,0,9,224,686,849,503,160,51,20,2508,3,9,87,681,1024,591,209,62,15,2678,116,95,81,214,237,235,188,219,331,1715,2593,2052,2433,4451,5313,4143,3311,1669,825,26789
POA4070,0,63,168,210,189,107,59,18,8,823,0,23,119,162,178,94,40,8,6,626,0,6,112,175,191,108,34,3,0,630,0,4,66,128,154,63,23,3,0,444,0,0,78,264,221,127,27,3,0,722,0,0,25,105,168,79,27,5,3,418,41,37,52,76,85,45,36,33,7,412,961,661,1095,1731,1848,1188,902,444,115,8956
POA4072,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,4,0,0,0,15,25,15,0,0,0,0,0,0,0,48,1398,641,63,16,3,11,6,0,0,2147
POA4073,0,37,128,134,109,104,44,15,3,570,0,10,87,113,89,90,24,7,0,432,0,6,90,169,160,89,22,3,0,537,0,4,63,106,112,58,6,3,0,351,0,3,78,258,219,118,20,0,0,694,0,0,35,129,148,97,21,3,0,434,27,18,23,63,52,37,56,105,182,567,620,432,880,1455,1376,1103,667,357,272,7165
POA4074,0,95,417,328,363,307,152,33,14,1719,0,41,359,337,332,245,88,16,4,1428,0,25,294,340,316,221,79,12,4,1291,0,9,167,289,226,169,45,9,0,915,0,6,199,429,398,278,58,6,0,1374,0,3,59,173,258,160,65,7,0,727,61,80,124,119,147,132,125,62,60,912,1573,1412,2937,3341,3338,3051,2312,841,312,19118
POA4075,0,133,440,313,278,209,107,32,11,1524,0,59,375,305,218,170,74,13,3,1221,0,25,356,342,291,190,45,17,4,1268,0,7,187,281,202,145,31,7,8,869,0,7,275,485,387,189,63,20,3,1432,0,3,100,351,426,191,46,19,9,1140,78,111,259,200,183,139,121,118,194,1409,1425,1538,3410,3524,3134,2325,1702,877,574,18506
POA4076,0,27,108,81,56,39,8,0,3,320,0,8,62,51,38,28,3,4,0,198,0,9,53,45,18,11,4,0,0,142,0,0,24,28,14,8,4,0,0,83,0,0,25,40,19,11,0,0,3,103,0,0,4,11,8,7,3,0,0,38,159,499,1227,812,434,187,95,60,18,3490,415,896,2075,1481,964,678,365,211,70,7158
POA4077,3,122,508,393,339,205,49,26,14,1665,4,46,283,242,170,92,26,3,3,861,3,19,215,192,147,67,11,0,3,661,0,6,76,109,74,47,10,3,0,328,0,4,89,114,66,26,9,8,6,317,3,8,30,26,30,19,8,8,3,130,268,279,561,455,376,268,240,170,88,2703,2182,2465,4781,3990,3750,2900,1943,1242,527,23780
POA4078,8,116,497,489,487,299,80,21,7,1992,0,50,327,393,374,190,46,0,0,1384,3,19,204,356,354,180,31,4,0,1150,0,4,139,212,227,109,18,4,0,711,0,0,131,299,331,127,24,4,0,913,0,0,20,81,115,45,9,0,0,277,122,94,190,241,197,147,143,100,75,1311,1955,1645,3455,3919,3870,2577,1627,717,214,19994
POA4101,6,213,627,304,217,142,66,23,11,1612,3,108,544,242,196,142,45,28,3,1306,0,51,477,307,226,135,37,15,3,1248,3,18,300,237,191,115,45,7,0,910,0,14,382,452,364,214,49,11,0,1490,0,13,107,310,327,264,81,15,4,1120,145,276,606,365,297,236,105,70,65,2173,1397,2894,5573,3493,2817,2084,1146,574,260,20241
POA4102,3,65,235,94,67,40,18,8,0,529,0,38,177,76,68,27,6,0,0,407,0,17,152,98,64,32,11,0,0,367,0,3,74,58,55,22,3,0,0,228,0,3,112,111,79,44,13,0,0,361,0,0,35,71,63,32,8,0,0,213,33,138,241,100,102,62,48,37,10,766,409,1205,2114,1018,809,582,388,199,82,6805
POA4103,0,131,495,230,171,121,38,6,8,1190,0,80,386,176,124,79,20,3,3,872,0,17,276,200,150,96,13,3,0,757,0,7,139,154,123,65,8,0,0,500,0,4,239,248,186,93,15,0,0,790,0,3,49,123,122,66,11,0,3,382,78,147,289,148,132,91,79,45,35,1033,762,2023,3576,2093,1676,1262,625,337,168,12524
POA4104,0,51,142,83,62,56,19,20,9,444,0,23,95,83,64,55,14,3,6,347,0,8,117,83,74,53,13,5,9,372,0,5,73,62,62,38,3,10,3,259,0,0,87,108,124,55,14,4,6,401,3,0,28,80,134,69,34,10,4,367,27,61,97,73,78,69,56,63,69,598,405,633,1102,877,887,689,463,361,208,5627
POA4105,5,112,326,218,203,146,49,13,8,1083,0,26,274,196,163,84,28,8,3,787,0,16,221,186,167,110,27,3,3,748,0,4,120,149,143,81,19,7,0,526,0,3,168,270,174,88,20,6,8,741,0,0,42,126,115,67,29,10,3,388,61,92,164,114,124,79,85,58,23,803,710,1125,2488,2044,1808,1335,860,481,197,11052
POA4106,0,13,61,25,23,6,3,3,0,142,0,5,28,24,9,6,3,0,0,76,0,0,18,14,14,14,0,0,0,66,0,0,6,9,10,3,0,0,0,25,0,0,14,14,4,7,3,0,0,44,0,0,9,0,0,0,0,0,0,12,12,12,37,30,11,11,6,6,4,133,94,148,332,232,205,139,77,56,62,1338
POA4107,0,34,144,120,99,47,4,4,0,468,0,18,114,89,88,49,5,0,0,372,0,4,68,112,49,39,4,0,0,277,0,3,49,82,49,26,4,0,0,216,0,0,72,109,64,27,0,0,0,270,0,0,10,31,20,9,0,0,0,63,27,39,68,73,45,63,25,27,18,388,318,475,1098,1052,766,580,307,308,190,5101
POA4108,0,22,134,97,81,53,16,3,0,404,0,8,90,71,51,44,7,0,0,275,0,3,60,59,43,31,6,0,0,206,0,3,37,31,19,10,3,0,0,111,0,0,24,57,35,17,0,0,0,139,0,0,0,8,8,3,0,0,0,20,35,71,102,67,60,45,39,20,7,449,344,663,1330,799,711,559,397,239,82,5118
POA4109,5,153,789,532,392,297,171,46,23,2416,0,72,413,356,292,208,97,34,8,1483,0,27,298,300,283,182,65,25,14,1200,0,5,147,219,158,120,46,10,3,707,0,13,166,268,257,168,59,14,8,962,3,4,52,121,147,119,47,21,6,513,133,254,407,252,220,196,252,206,232,2158,2258,4385,7298,4672,3940,3776,3236,1650,857,32068
POA4110,3,57,222,162,149,82,27,3,3,712,3,17,165,163,97,72,13,0,0,526,0,6,90,115,78,32,8,4,0,339,0,4,62,67,47,25,3,0,0,211,0,0,55,77,68,38,5,0,0,238,0,3,16,21,26,10,0,3,0,77,78,65,132,110,124,99,104,63,41,827,727,843,1823,1499,1405,1055,745,395,148,8639
POA4111,0,3,18,11,9,10,6,3,0,68,0,4,13,10,8,12,0,0,0,46,0,0,9,12,9,6,0,0,0,37,0,0,4,4,14,0,0,0,0,29,0,0,10,18,14,3,0,0,0,39,0,0,0,5,3,3,0,0,0,14,17,19,16,8,11,4,9,8,0,93,204,224,198,125,109,78,87,25,9,1056
POA4112,0,29,153,128,107,75,21,3,0,522,0,14,86,100,77,57,20,3,3,357,0,7,76,92,87,43,23,0,3,326,0,5,43,72,75,33,7,0,0,243,0,0,53,117,91,53,15,0,0,323,0,0,5,59,58,24,9,0,0,167,34,32,44,51,46,33,21,15,3,277,622,596,1148,1205,1017,807,535,171,45,6152
POA4113,3,150,775,513,337,283,82,21,12,2176,0,58,390,361,260,201,59,11,5,1350,0,22,302,314,228,147,40,11,5,1072,0,10,179,218,157,122,21,9,3,716,0,3,191,324,231,152,31,3,0,938,0,13,57,129,119,76,32,11,0,428,93,127,324,190,204,168,148,75,42,1369,1700,2846,6213,4274,3276,3065,1929,911,399,24612
POA4114,10,92,369,353,320,207,72,5,0,1418,0,31,157,214,174,96,30,0,0,703,0,9,76,87,82,59,10,0,0,330,0,7,38,62,45,25,6,5,0,192,0,0,35,38,43,24,3,3,0,145,9,7,18,14,16,10,10,0,0,84,300,247,406,369,334,304,256,151,81,2451,2259,2360,4212,3706,3289,2822,2248,930,295,22122
POA4115,8,93,431,381,365,243,50,14,12,1600,0,42,267,306,228,146,37,3,7,1040,0,11,192,295,237,125,20,4,7,888,0,5,104,202,156,104,14,0,0,581,0,0,105,248,221,96,9,0,0,685,0,0,17,60,76,47,11,0,0,218,69,59,125,100,106,84,68,43,55,716,1294,1189,2972,2907,2577,2082,1284,529,301,15142
POA4116,6,130,688,483,398,233,49,9,0,2003,0,38,424,356,242,155,39,0,0,1259,0,17,295,327,212,167,24,3,0,1050,0,8,142,223,149,105,16,3,0,639,0,3,160,283,235,123,19,0,0,828,0,3,42,100,110,65,20,10,0,346,120,103,266,213,171,124,75,68,59,1197,1703,1966,4986,3932,3037,2561,1420,600,209,20417
POA4117,0,9,56,33,15,13,3,0,0,137,0,0,32,20,15,5,0,0,0,75,0,0,27,10,4,0,0,0,0,41,0,3,10,9,11,0,0,0,0,30,0,0,13,7,6,3,0,0,0,21,0,0,3,6,0,0,0,0,0,10,11,0,18,11,10,18,7,0,0,73,74,77,314,191,147,112,63,23,3,1007
POA4118,19,154,646,572,632,384,72,17,3,2495,0,76,385,402,388,272,43,4,0,1577,3,27,221,274,309,206,24,0,0,1065,0,8,116,161,178,119,13,3,0,596,0,8,102,187,186,124,14,3,0,614,0,9,14,44,62,43,3,3,0,178,197,126,305,263,271,219,162,68,15,1629,2251,2203,4516,4101,4224,3457,1786,673,261,23481
POA4119,0,25,144,115,84,68,26,6,0,461,0,5,106,103,69,46,8,3,0,347,0,7,69,93,46,45,3,0,0,267,0,4,45,62,42,19,3,0,0,175,0,0,40,72,60,33,0,0,0,209,0,0,23,33,30,6,0,0,0,84,26,26,60,62,46,41,22,13,3,289,397,401,1148,1036,784,600,361,125,26,4868
POA4120,8,88,317,137,109,57,31,4,5,751,0,41,264,113,79,47,20,0,0,565,0,23,197,149,75,60,7,5,0,511,0,7,137,117,70,35,6,0,4,379,0,3,174,191,126,54,16,3,0,569,0,0,48,88,79,36,4,0,0,256,35,86,164,86,73,48,53,27,19,591,415,990,2364,1400,976,737,488,242,130,7746
POA4121,0,132,459,384,343,223,105,22,16,1682,0,45,406,372,321,181,54,10,4,1402,0,24,339,415,360,190,37,5,7,1377,0,6,231,317,280,160,34,10,4,1029,0,7,326,647,472,214,43,14,8,1736,0,3,102,433,323,147,45,10,6,1069,100,96,215,246,209,122,112,79,74,1251,1516,1684,3575,4137,3444,2407,1557,1003,599,19924
POA4122,10,224,894,683,604,395,173,59,23,3060,3,104,665,576,477,276,96,26,10,2237,0,52,543,601,514,308,67,11,3,2096,0,16,346,437,398,194,33,9,4,1442,0,14,416,684,573,248,60,17,10,2026,0,3,81,291,226,115,32,17,4,774,199,236,439,333,294,229,278,327,351,2675,2969,3652,6726,6175,5607,4026,3376,2262,1053,35842
POA4123,3,98,423,351,287,215,71,20,8,1468,5,40,338,306,220,142,46,3,3,1099,0,12,263,284,196,134,35,0,0,925,0,13,135,181,131,77,16,0,0,558,0,3,174,234,180,92,19,4,0,699,0,0,47,96,73,43,15,8,0,295,59,63,139,124,112,129,105,71,35,825,1096,1102,2965,2805,2169,1981,1620,610,213,14566
POA4124,9,90,310,392,342,236,54,12,3,1442,0,27,227,305,256,156,19,0,0,993,0,17,165,243,219,124,14,0,0,784,3,3,78,161,128,75,7,0,0,464,0,4,69,201,197,67,10,0,0,544,0,0,23,66,62,27,8,0,0,181,110,78,142,163,186,136,100,57,81,1050,1485,1179,2358,2993,2810,2145,1278,508,264,15024
POA4125,0,27,74,109,137,119,38,4,4,511,0,16,62,58,98,52,13,8,0,312,0,3,38,48,98,54,0,0,0,244,0,0,25,41,56,34,7,0,0,169,0,0,21,53,61,33,3,0,0,177,0,0,3,16,22,9,6,0,0,58,41,26,52,73,75,78,82,61,17,490,497,435,630,800,1055,1013,914,503,135,5976
POA4127,3,107,523,458,404,319,111,16,6,1955,0,46,348,350,273,181,66,9,0,1282,0,21,254,278,249,154,33,3,0,999,0,11,144,200,158,109,22,3,0,641,0,6,119,241,201,132,28,3,3,731,0,10,28,89,90,60,17,5,0,291,155,144,266,248,232,223,186,76,39,1573,1742,1724,3727,3701,3279,3096,2384,827,357,20837
