POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA4341,4,57,143,213,245,165,33,10,4,881,0,20,114,131,141,98,18,4,0,527,0,7,66,134,112,94,9,0,3,436,0,3,42,73,86,35,7,0,0,250,0,4,40,92,78,51,11,0,0,277,3,3,9,32,20,14,13,0,0,95,137,76,123,160,175,177,179,107,58,1196,985,774,1506,1812,2073,1863,1579,681,241,11515
POA4342,3,15,30,32,40,23,8,0,0,144,0,8,11,24,26,19,8,3,0,96,0,0,9,11,17,9,0,0,0,61,0,0,8,9,13,11,0,0,0,36,0,0,0,4,3,3,0,0,0,16,0,0,0,5,3,4,0,0,0,17,32,30,33,30,46,47,37,24,4,293,201,225,277,261,396,350,293,111,22,2144
POA4343,4,52,150,121,147,123,33,13,4,641,4,20,77,91,81,62,18,8,0,359,0,9,59,85,88,44,17,5,0,302,0,0,24,35,46,25,5,0,0,138,0,0,27,48,49,22,4,7,0,153,0,0,13,9,15,19,3,10,3,66,106,112,327,209,190,141,119,79,42,1323,748,957,1859,1328,1358,1235,1080,564,224,9350
POA4344,0,8,42,28,52,35,10,5,0,190,0,3,14,20,40,19,3,0,0,101,0,3,15,16,27,20,0,0,0,79,0,3,4,9,22,8,5,0,0,50,0,0,9,15,17,17,4,0,0,53,0,0,3,10,9,3,0,0,0,25,27,19,17,37,46,33,39,18,11,244,153,161,269,297,441,338,243,107,50,2067
POA4345,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,0,14,153,138,24,4,0,0,0,0,0,323
POA4346,0,3,11,15,26,18,7,0,0,76,0,4,13,9,10,3,0,0,0,42,0,0,9,4,12,4,0,0,0,31,0,0,0,4,8,4,0,0,0,16,0,0,0,13,6,3,0,0,0,24,0,0,0,0,0,3,0,0,0,9,5,0,9,10,10,5,7,4,0,58,46,40,102,101,137,126,105,23,12,696
POA4347,0,0,20,15,19,8,7,0,0,67,0,0,9,14,13,12,3,0,0,49,0,0,3,5,10,7,0,0,0,33,0,0,0,6,7,3,0,0,0,13,0,0,6,8,9,5,0,0,0,22,0,0,4,6,0,0,0,0,0,6,7,0,9,8,14,18,20,7,4,88,70,58,131,117,176,190,142,65,12,967
POA4350,43,671,1892,1421,1502,1244,451,146,68,7434,13,280,1219,1037,1013,768,228,71,24,4652,3,126,949,989,1023,752,192,43,18,4090,5,46,490,656,683,505,104,37,18,2544,0,55,562,759,923,621,137,39,11,3108,6,18,155,409,445,342,138,48,30,1582,712,636,1083,922,962,1003,1043,977,909,8250,7246,7561,14260,12564,12899,12409,10033,6211,2917,86097
POA4352,9,127,394,441,481,408,139,21,9,2033,3,81,317,330,398,248,68,11,0,1458,0,20,245,381,374,248,56,10,0,1325,0,12,127,253,285,163,28,4,3,876,0,16,162,352,391,178,44,10,0,1146,0,3,50,108,152,91,21,8,0,431,164,96,183,246,264,265,218,102,26,1566,1934,1302,2941,3757,4245,3605,2637,1014,241,21676
POA4353,0,0,5,3,11,3,0,0,0,19,0,0,0,3,3,0,0,0,0,11,0,0,0,3,3,0,0,0,0,10,0,0,0,0,4,0,0,0,0,4,0,0,3,5,9,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,3,0,4,0,4,0,3,0,0,12,20,6,35,26,58,35,38,6,0,232
POA4354,0,7,26,12,22,15,8,0,0,81,0,0,11,9,10,18,8,0,0,53,0,3,3,13,8,10,0,4,0,39,0,0,4,8,3,10,0,0,0,19,0,0,9,3,3,5,0,0,0,21,0,0,0,0,3,0,0,0,0,7,11,5,11,12,21,9,14,5,3,85,71,67,133,124,165,191,128,58,17,942
POA4355,0,0,21,20,31,30,21,0,0,129,0,8,16,25,18,12,0,0,0,79,0,0,8,6,13,14,8,0,0,49,0,0,7,4,11,7,7,3,0,37,0,0,7,13,10,8,0,0,0,35,0,0,0,3,3,4,0,0,0,11,11,10,10,15,25,23,37,29,9,161,122,82,209,242,319,369,457,294,98,2182
POA4356,4,28,64,50,71,54,22,9,7,316,0,7,44,42,65,28,20,3,0,204,0,3,33,37,51,21,7,0,0,157,0,0,23,16,21,26,9,0,0,97,0,4,21,38,44,18,4,0,0,130,0,0,5,19,23,8,11,3,0,69,40,19,45,45,57,53,74,64,76,486,344,242,531,545,696,585,557,353,223,4086
POA4357,3,8,21,41,32,30,9,3,3,150,0,3,18,18,30,14,3,0,0,83,0,4,4,12,13,13,0,0,0,56,0,0,5,5,9,11,0,0,0,34,0,0,7,7,16,17,0,4,0,50,0,0,6,3,3,12,5,3,0,28,20,10,32,28,65,75,62,31,29,368,124,119,264,284,377,421,309,157,62,2114
POA4358,0,11,32,35,43,25,12,7,0,154,0,3,31,31,24,26,0,0,0,118,0,6,17,12,26,17,7,0,0,91,0,0,10,13,12,12,0,0,0,43,0,0,7,14,11,12,3,3,0,47,0,0,4,8,6,4,3,0,0,24,12,15,21,23,42,26,29,17,4,190,115,130,272,273,324,293,219,94,10,1733
POA4359,0,7,15,14,15,16,3,0,0,67,0,5,10,13,19,9,3,0,0,54,0,0,8,8,6,11,0,0,0,38,0,0,5,11,8,4,0,0,0,22,0,0,5,12,11,8,0,0,0,33,0,3,0,0,3,0,3,0,0,17,14,3,11,6,9,16,19,8,0,93,100,74,141,135,165,198,139,60,8,1015
POA4360,0,0,4,6,3,11,6,3,0,29,0,0,11,7,3,3,3,0,0,22,0,3,3,4,10,0,0,0,0,17,0,0,3,0,3,5,3,0,0,15,0,0,0,7,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,4,0,8,6,5,0,9,3,0,40,27,34,65,77,73,77,73,33,0,474
POA4361,0,10,27,13,34,29,17,9,3,139,0,3,15,26,17,33,12,3,0,110,0,0,7,21,20,19,3,0,0,66,0,0,4,7,6,8,3,0,0,36,0,3,4,7,9,9,3,0,0,42,0,0,3,5,10,3,5,0,0,26,30,10,18,30,37,38,47,18,6,233,146,106,191,279,352,430,407,200,72,2187
POA4362,0,4,20,29,34,32,25,3,3,148,0,3,14,20,27,20,5,0,0,82,0,0,4,9,18,9,8,0,0,54,0,0,3,11,14,6,6,0,0,36,0,0,8,10,14,4,4,0,0,44,0,0,0,0,11,8,3,0,0,26,12,3,18,23,19,32,43,11,13,176,136,94,173,269,309,381,375,171,100,2011
POA4363,0,0,3,12,15,8,0,3,0,42,0,3,0,7,12,4,0,0,0,26,0,0,7,5,3,14,0,0,0,26,0,0,0,4,3,4,0,0,0,12,0,0,0,0,3,4,0,0,0,20,0,0,0,0,0,0,3,0,0,6,8,3,14,8,10,9,10,3,0,64,47,28,60,75,101,101,50,24,0,488
POA4364,0,3,3,3,0,0,3,0,0,21,0,0,0,3,3,3,0,0,0,12,0,0,7,0,4,0,0,0,0,9,0,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,0,0,0,10,23,11,21,19,48,18,18,3,0,167
POA4365,0,0,8,0,0,0,3,3,0,17,0,0,0,3,5,4,3,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,3,3,3,9,17,11,3,0,52,29,19,33,47,89,99,97,21,7,437
POA4370,8,89,183,206,256,225,90,38,6,1100,0,19,116,132,175,111,28,4,3,588,0,20,68,92,150,86,29,9,5,458,0,4,40,69,77,42,6,0,0,243,0,3,30,66,77,65,12,6,3,262,0,3,15,37,36,33,11,4,0,141,137,86,131,145,181,194,238,162,115,1381,1253,1036,1754,1964,2423,2492,2198,1229,440,14791
POA4371,0,0,0,7,12,14,3,0,0,32,0,0,0,3,5,5,0,0,0,15,0,0,0,3,4,5,3,0,0,18,0,0,0,4,3,0,0,0,0,9,0,0,3,0,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,4,0,4,4,8,19,14,3,0,59,49,18,48,73,106,146,97,41,14,588
POA4372,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,0,13,8,4,13,18,33,28,13,9,5,130
POA4373,0,4,9,12,11,11,4,0,0,48,0,0,5,8,8,6,0,0,0,22,0,0,0,6,8,3,0,0,0,14,0,0,0,0,3,0,0,0,0,7,0,0,0,3,3,0,3,0,0,11,0,0,0,4,0,0,0,0,0,9,7,0,9,6,9,10,20,16,5,84,67,35,88,95,122,161,156,101,48,867
POA4374,0,3,0,11,5,7,3,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,3,4,3,0,0,0,0,12,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,4,0,0,0,4,6,0,4,0,3,6,8,9,0,38,17,11,16,38,57,65,82,28,5,313
POA4375,0,0,3,5,0,0,0,0,0,13,0,0,0,0,0,4,4,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,25,11,10,17,20,27,39,44,10,3,178
POA4376,0,0,0,4,6,0,3,3,0,18,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,4,0,26,18,14,22,39,49,46,60,23,6,271
POA4377,0,0,10,3,9,4,3,0,0,24,0,0,0,3,3,0,3,0,0,15,0,0,0,0,9,0,0,0,0,7,0,0,0,7,0,0,0,0,0,11,0,0,0,3,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,4,0,3,0,3,7,8,7,0,25,26,23,46,50,99,91,90,32,6,453
POA4378,0,0,6,4,5,4,0,0,0,20,0,3,5,0,3,4,0,0,0,11,0,0,0,4,6,0,0,0,0,14,0,0,0,3,3,0,0,0,0,4,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,9,0,8,3,0,5,10,3,0,32,27,22,52,59,64,69,97,28,4,413
POA4380,6,16,57,83,87,103,42,13,3,412,0,4,36,47,59,38,19,8,0,205,0,3,19,36,48,37,17,3,0,175,0,0,13,19,23,27,8,4,0,92,0,0,10,17,25,16,5,4,0,86,0,6,10,7,12,13,11,0,0,63,52,23,62,51,74,113,101,117,49,636,410,317,736,810,956,1236,1155,657,249,6522
POA4381,0,0,5,5,5,8,3,0,0,36,0,0,5,3,3,0,0,0,0,14,0,0,3,5,9,0,0,0,0,18,0,0,3,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,6,5,7,4,7,10,12,3,0,45,39,21,54,63,73,94,102,36,6,486
POA4382,0,0,0,3,6,8,3,0,0,20,0,0,4,4,0,3,3,0,0,18,0,0,0,0,4,3,3,0,0,15,0,0,3,0,0,3,0,0,0,4,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,4,0,10,5,3,7,0,0,0,34,37,22,39,50,73,89,88,21,3,428
POA4383,0,0,5,7,13,5,0,3,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,6,8,12,6,3,3,49,34,19,54,56,83,122,88,40,8,508
POA4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,3,7,6,6,11,4,0,49
POA4385,0,8,15,9,13,13,9,5,0,70,0,0,5,7,9,5,0,0,0,26,0,0,4,3,3,3,0,0,0,25,0,0,3,0,6,8,0,0,0,13,0,0,0,0,4,3,0,0,0,10,0,0,0,0,7,4,0,3,0,13,7,7,17,12,7,24,26,18,5,119,51,47,116,105,144,198,199,119,40,1025
POA4387,0,9,17,9,16,25,4,4,0,79,0,0,15,4,18,14,7,0,0,57,0,0,3,10,8,10,3,0,0,31,0,0,0,0,0,3,0,0,0,9,0,0,0,0,9,0,0,0,0,10,0,0,0,4,4,0,0,0,0,10,8,6,15,12,17,28,28,15,13,144,60,56,129,109,207,228,151,84,28,1056
POA4388,0,0,0,9,4,3,4,0,0,23,0,0,3,3,3,0,0,0,0,8,0,0,0,0,4,0,0,0,0,8,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,6,8,4,0,28,23,13,28,48,43,53,75,28,3,317
POA4390,4,49,152,105,113,101,29,20,5,581,0,17,78,75,68,46,18,3,3,313,0,0,61,77,49,42,7,10,0,252,0,3,24,39,33,28,15,7,0,137,0,0,26,52,46,28,14,6,3,181,0,0,14,22,24,20,11,3,0,99,71,38,110,107,99,100,91,57,23,697,422,390,909,864,874,821,582,332,135,5329
POA4400,0,13,35,29,36,35,5,0,0,151,0,3,14,16,19,12,8,0,0,77,0,0,15,11,19,4,6,0,0,61,0,0,9,10,4,10,0,0,0,36,0,0,12,8,8,5,0,0,0,37,0,0,3,5,0,0,0,0,0,14,16,3,15,12,22,16,12,9,0,100,125,113,255,207,287,230,178,73,14,1473
POA4401,3,45,75,89,95,74,26,9,3,409,3,19,43,49,60,39,4,4,0,220,0,9,31,31,50,31,3,0,0,153,0,0,11,21,24,15,4,0,0,88,0,0,22,29,42,17,6,0,0,120,3,0,0,15,7,9,3,0,0,41,43,26,44,49,64,60,61,47,29,425,404,368,616,675,767,705,516,324,115,4500
POA4402,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,3,0,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,12,3,0,0,28,8,11,16,33,30,78,56,15,3,244
POA4403,0,5,13,3,6,15,3,0,0,54,0,0,9,0,3,5,3,0,0,23,0,0,0,10,3,5,3,0,0,19,0,0,0,0,3,0,0,0,0,17,0,0,0,3,12,4,0,0,0,20,0,0,3,5,3,3,0,0,0,15,3,3,13,6,12,20,8,3,0,77,35,31,113,79,95,153,81,33,11,616
POA4404,0,7,9,13,13,5,4,0,0,48,0,3,8,3,6,3,3,3,0,27,0,0,7,4,9,0,0,0,0,27,0,0,0,4,0,0,0,0,0,7,0,0,3,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,7,0,8,6,7,8,3,3,0,52,31,38,70,58,93,61,39,22,4,411
POA4405,6,101,216,233,213,142,49,9,0,980,0,40,178,138,120,110,35,7,0,624,0,9,97,139,134,85,19,8,3,498,0,6,63,83,84,43,13,3,0,300,0,9,102,113,122,60,23,4,3,442,0,9,28,70,45,32,9,7,0,199,122,76,163,173,190,159,125,102,55,1175,1043,908,1771,1890,1865,1574,1183,616,266,11124
POA4406,3,3,22,28,25,20,9,0,0,107,0,3,10,10,5,3,0,0,0,32,0,3,9,4,19,11,0,0,0,50,0,0,3,8,3,12,0,3,0,31,0,0,3,3,3,5,0,0,0,20,0,0,3,3,3,5,4,3,0,22,17,0,13,27,29,34,22,11,0,154,108,48,137,200,213,221,150,64,16,1150
POA4407,0,3,7,7,9,7,3,4,0,42,0,0,0,7,7,4,3,0,0,24,0,0,0,8,4,10,0,0,0,16,0,0,0,3,0,0,3,0,0,8,0,0,0,3,3,3,0,0,0,11,0,0,0,0,4,0,0,0,0,8,9,3,5,8,10,13,6,6,0,55,31,30,43,59,85,91,59,32,0,439
POA4408,0,0,9,7,9,8,3,0,3,37,0,3,3,4,8,0,0,0,0,18,0,0,3,5,6,9,0,0,0,23,0,0,3,0,3,0,0,0,0,11,0,3,0,6,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,10,9,0,3,4,13,5,7,11,0,63,42,20,64,67,94,89,76,39,13,505
POA4410,0,4,10,14,20,12,6,0,0,54,0,0,0,5,3,7,3,3,0,25,0,0,5,5,7,4,0,0,0,22,0,0,3,0,5,3,0,0,0,20,0,0,4,3,6,3,3,0,0,23,0,0,3,3,0,0,0,3,0,10,3,3,3,10,19,14,25,11,10,102,46,50,67,116,157,176,199,97,41,951
POA4411,0,4,3,9,4,0,0,4,0,25,0,0,3,0,3,0,0,3,0,15,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,13,0,0,0,3,0,5,3,0,0,8,0,0,5,0,9,7,3,3,0,27,15,5,39,39,31,30,25,13,3,208
POA4412,0,0,5,4,3,0,0,0,0,10,0,0,0,5,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,0,3,0,0,3,0,0,0,11,15,8,21,25,29,26,18,3,0,152
POA4413,3,53,123,91,107,74,25,10,3,495,0,32,81,63,72,44,9,3,0,299,0,17,86,71,53,28,12,0,0,269,0,7,51,55,47,28,10,4,0,207,0,12,93,88,87,34,9,0,3,331,0,9,32,51,43,21,5,3,0,169,82,68,171,151,160,126,101,47,26,926,486,478,1134,1039,1046,813,604,363,155,6117
POA4415,3,13,25,25,37,11,11,3,0,123,0,3,20,15,17,12,3,0,0,77,0,3,16,14,17,10,4,0,0,52,0,0,11,8,11,12,3,0,0,45,0,0,15,24,13,9,0,0,0,62,0,0,3,18,12,0,0,0,0,36,31,13,43,35,32,42,22,29,14,251,104,106,249,248,260,239,178,109,53,1547
POA4416,0,0,14,11,13,4,0,0,0,47,0,0,11,3,4,4,0,0,0,28,0,0,3,9,0,3,0,0,0,14,0,0,0,3,3,3,0,0,0,10,0,0,3,3,3,3,0,0,0,15,0,0,3,8,4,3,3,0,0,15,3,3,11,12,13,11,6,0,0,56,35,19,76,82,63,56,42,17,4,397
POA4417,0,3,12,6,7,11,0,0,0,39,0,0,7,3,10,4,0,0,0,31,0,0,5,3,6,3,0,0,0,17,0,0,4,3,5,3,0,0,0,15,0,0,8,3,3,0,0,0,0,14,0,0,0,5,3,0,3,0,0,8,5,0,3,9,9,10,11,0,4,49,27,34,66,78,85,104,85,33,18,528
POA4418,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,8,16,11,23,7,3,10,0,93
POA4419,0,5,18,18,8,14,3,7,0,70,0,10,15,4,17,0,0,0,0,49,0,0,9,7,8,3,4,0,0,33,0,5,11,11,5,0,0,0,0,37,0,6,22,11,12,3,3,0,0,63,0,0,14,6,7,12,0,0,0,38,11,18,41,18,27,19,19,3,4,153,36,63,178,129,161,111,92,41,11,817
POA4420,0,7,16,15,16,20,8,5,3,101,0,0,8,11,11,10,4,0,0,49,0,0,15,5,9,6,4,3,0,46,0,0,0,4,11,7,0,0,0,25,0,0,3,9,3,5,0,0,0,28,0,0,0,4,5,6,3,3,0,25,5,3,14,11,12,14,19,4,3,92,46,62,126,135,190,163,117,77,33,948
POA4421,0,11,16,20,22,21,8,3,0,100,0,10,17,9,10,14,3,0,0,64,0,3,0,6,8,3,3,0,0,22,0,0,4,9,3,4,0,0,0,23,0,4,3,3,6,5,0,0,0,23,0,0,0,8,9,4,4,4,0,32,31,29,44,68,92,110,122,47,6,555,131,145,201,262,393,421,336,146,30,2073
POA4422,0,0,4,6,6,16,0,0,0,41,0,0,3,3,3,3,0,0,0,15,0,0,0,4,13,4,0,0,0,19,0,0,0,0,0,3,0,0,0,9,0,0,4,0,3,0,0,0,0,13,0,0,0,3,3,0,0,0,0,10,0,0,5,3,5,9,8,3,0,41,17,12,53,50,81,62,60,26,3,365
POA4423,0,0,4,0,5,3,0,0,0,12,0,0,0,3,3,0,3,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,5,3,0,7,0,0,14,4,12,24,30,33,26,19,7,0,153
POA4424,0,0,3,3,0,0,0,0,0,11,0,0,3,0,0,0,8,0,0,12,0,4,0,3,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,7,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,3,3,0,0,5,5,3,3,21,10,9,37,26,20,28,33,11,0,171
POA4425,0,0,3,0,0,4,0,0,0,10,0,0,10,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,5,0,4,0,3,3,0,22,3,3,39,20,26,26,31,12,4,163
POA4426,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,8,3,11,11,23,24,12,10,0,102
POA4427,0,0,0,6,8,0,3,3,0,25,0,0,0,3,3,3,0,0,0,13,0,0,0,0,3,4,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,5,0,0,8,10,8,17,23,9,7,10,7,0,82,20,16,45,53,56,40,42,15,5,294
POA4428,0,0,5,7,7,6,0,0,0,35,0,0,16,6,8,4,3,3,0,39,0,0,3,11,3,4,0,0,0,20,0,0,0,3,3,3,3,0,0,10,0,0,3,9,3,5,0,0,0,23,0,0,0,7,0,3,7,0,0,22,8,0,5,12,12,11,13,4,0,66,35,24,72,90,89,89,73,38,8,517
POA4454,0,8,9,13,13,9,4,4,0,65,0,0,3,6,4,5,3,0,0,29,0,6,8,6,3,8,0,0,0,27,0,0,3,3,4,0,0,0,0,18,0,3,6,3,4,8,3,3,0,31,0,0,4,5,3,6,0,0,0,13,8,9,16,17,11,13,8,16,0,91,26,40,96,96,107,94,66,42,11,579
POA4455,7,76,198,125,115,102,24,15,4,667,0,41,156,114,98,54,13,3,4,484,0,20,116,92,101,56,16,3,6,406,0,10,60,62,47,36,12,0,3,236,0,10,107,83,80,66,12,3,5,363,0,0,35,37,42,19,18,10,0,153,65,52,184,128,139,121,83,66,40,879,494,532,1397,1120,1089,897,528,359,151,6564
POA4461,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,3,8,7,10,15,6,3,0,50
POA4462,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,4,17,18,11,15,11,4,92
POA4465,3,10,15,17,14,18,11,0,0,85,0,4,12,9,7,7,6,0,0,54,0,3,4,4,3,11,7,0,0,36,0,0,8,4,8,4,3,0,0,24,0,0,6,9,7,7,3,0,0,32,0,0,5,3,4,5,3,0,0,18,10,7,13,13,14,19,15,5,3,102,63,68,147,124,149,198,157,58,22,991
POA4467,0,0,5,4,0,0,0,0,0,11,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,3,22,3,7,29,17,35,23,23,15,3,160
POA4468,0,0,5,3,8,5,3,0,0,18,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,5,0,0,0,0,3,3,3,0,0,9,0,0,3,3,3,3,4,3,0,15,11,4,33,24,48,39,30,17,5,215
POA4470,5,28,65,59,58,32,13,3,0,264,5,12,47,32,30,36,3,0,3,168,3,10,28,26,30,38,0,0,0,135,0,3,15,22,14,30,3,0,0,86,0,0,19,24,19,16,12,0,0,89,0,0,3,11,11,14,3,0,0,45,26,28,45,34,42,50,44,37,21,330,199,244,457,413,477,489,278,169,79,2809
POA4472,0,4,20,19,19,16,8,3,0,101,0,0,17,6,9,9,0,0,0,44,0,5,6,9,8,7,7,0,3,39,0,0,5,3,4,10,3,0,0,26,0,0,8,7,3,0,0,3,0,15,0,0,0,4,5,3,0,0,0,11,7,0,13,12,13,22,19,21,3,117,68,52,153,149,187,247,192,105,35,1185
