POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA4154,..,27,15,13,10,11,3,0,0,73,..,6,16,18,30,26,41,23,9,164,15,18,13,3,3,11,6,0,0,65,1453,555,600,1048,787,456,245,91,37,5279,..,16,598,1556,1191,667,346,136,4,4519,..,42,206,175,128,59,10,0,0,623,..,3,45,97,103,50,20,7,12,337,3016,..,..,..,..,..,..,..,..,3016,..,642,..,..,..,..,..,..,..,642,..,299,131,33,19,10,0,0,0,499,..,34,24,18,19,34,25,17,12,182,..,28,28,11,11,6,3,0,0,81,..,44,37,17,14,15,10,0,3,145,..,6,32,40,60,46,60,26,13,282,24,35,24,12,6,16,16,3,0,143,3042,1154,1128,1968,1551,906,483,193,47,10467
POA4155,..,0,0,0,0,0,0,0,0,0,..,0,0,3,7,0,4,3,4,22,7,0,4,0,0,0,0,0,0,22,126,108,53,81,119,87,64,26,15,676,..,4,35,111,167,150,114,38,9,615,..,7,10,17,19,13,4,0,0,66,..,0,0,4,12,5,7,3,4,30,253,..,..,..,..,..,..,..,..,253,..,117,..,..,..,..,..,..,..,117,..,56,34,17,4,4,0,0,0,112,..,14,3,0,4,4,4,11,7,39,..,9,9,0,6,3,0,0,0,27,..,0,3,0,0,0,0,0,0,4,..,0,0,6,6,10,7,6,4,41,10,0,10,3,3,3,0,3,3,30,263,202,94,161,221,191,133,57,25,1343
POA4156,..,4,9,0,0,0,0,0,0,16,..,4,7,3,4,9,19,3,0,52,3,10,4,3,3,8,3,0,0,23,335,233,128,245,261,178,123,32,12,1541,..,4,104,357,449,287,187,50,6,1440,..,9,27,26,23,17,3,0,0,111,..,0,6,12,24,10,3,3,0,64,668,..,..,..,..,..,..,..,..,668,..,267,..,..,..,..,..,..,..,267,..,134,54,9,9,3,0,0,0,211,..,16,6,3,0,13,12,8,11,68,..,14,8,0,0,0,0,0,0,25,..,8,10,4,0,0,0,0,0,21,..,4,13,9,4,24,23,9,0,83,11,13,11,8,3,7,3,0,0,51,675,465,234,429,519,356,236,65,19,3011
POA4157,..,42,40,27,34,32,12,4,0,192,..,21,62,44,104,192,200,142,67,825,28,35,30,18,22,18,24,8,3,184,1627,1167,1216,1175,1328,1246,867,371,124,9126,..,61,948,1389,1619,1577,1104,367,64,7128,..,244,503,286,229,135,64,12,4,1478,..,26,125,208,229,142,82,36,14,859,3389,..,..,..,..,..,..,..,..,3389,..,913,..,..,..,..,..,..,..,913,..,761,396,140,65,22,3,0,0,1389,..,108,66,24,30,56,66,49,21,420,..,91,74,31,29,17,4,8,0,254,..,101,117,60,72,62,36,7,0,451,..,42,142,131,223,341,311,193,91,1478,61,77,68,50,49,30,41,13,7,397,3450,2435,2445,2315,2540,2378,1721,678,202,18169
POA4158,..,9,6,4,0,12,9,0,0,39,..,0,13,19,36,64,59,40,11,243,10,3,5,5,0,9,3,3,0,37,317,192,238,253,250,269,189,80,27,1807,..,8,169,266,217,268,200,68,11,1199,..,58,127,70,55,29,18,3,0,359,..,4,34,62,66,42,12,10,6,236,647,..,..,..,..,..,..,..,..,647,..,137,..,..,..,..,..,..,..,137,..,128,53,18,10,3,3,0,0,215,..,17,18,3,11,6,5,11,9,78,..,13,9,3,0,4,0,0,0,35,..,10,21,15,15,25,15,6,0,107,..,0,28,48,74,115,98,62,21,449,14,13,10,12,7,17,3,3,0,83,662,392,476,489,461,514,356,160,49,3546
POA4159,..,21,21,10,14,20,23,0,0,109,..,12,23,34,62,85,143,135,69,559,23,20,27,10,10,7,4,7,4,115,1282,836,762,922,1041,890,689,332,118,6876,..,20,618,1148,1356,1256,930,319,67,5714,..,114,287,238,165,97,73,13,0,993,..,20,74,126,169,89,34,24,7,543,2611,..,..,..,..,..,..,..,..,2611,..,790,..,..,..,..,..,..,..,790,..,603,256,83,35,20,0,0,0,1008,..,59,38,19,20,45,48,50,14,292,..,67,39,17,23,13,5,3,0,167,..,36,78,33,30,37,34,6,0,259,..,21,56,89,116,156,206,175,102,921,44,33,47,24,31,27,20,11,10,239,2657,1756,1500,1773,1945,1741,1348,603,200,13532
POA4160,..,24,19,6,19,21,16,3,0,113,..,19,29,33,58,137,175,137,83,674,27,28,22,14,5,17,19,6,10,148,1596,1122,741,1163,1512,1222,859,401,163,8780,..,33,545,1433,2077,1739,1123,487,116,7545,..,123,276,245,217,147,60,18,3,1092,..,26,76,200,246,112,54,20,13,741,3285,..,..,..,..,..,..,..,..,3285,..,1159,..,..,..,..,..,..,..,1159,..,725,289,72,58,21,3,0,0,1168,..,91,52,23,30,43,57,36,25,349,..,60,61,19,11,9,3,0,0,167,..,65,55,27,40,35,33,7,0,265,..,37,52,94,136,223,256,185,112,1085,41,52,49,34,23,26,29,12,9,275,3327,2368,1451,2145,2831,2357,1607,765,274,17135
POA4161,..,26,31,23,25,22,14,0,0,144,..,15,34,42,53,121,125,110,54,555,27,35,30,9,19,24,19,12,3,165,1512,970,1080,1094,1110,1071,619,268,116,7846,..,45,822,1221,1292,1376,748,246,54,5806,..,163,494,338,216,127,42,11,3,1409,..,28,106,228,241,125,66,23,28,838,3085,..,..,..,..,..,..,..,..,3085,..,757,..,..,..,..,..,..,..,757,..,726,366,97,49,21,17,0,0,1277,..,84,44,28,40,77,50,43,19,380,..,67,65,20,31,17,7,3,3,220,..,61,84,54,47,53,23,5,0,322,..,31,80,122,136,217,199,147,68,997,65,56,62,34,33,40,31,15,3,335,3144,2027,2117,2135,2093,2054,1179,501,180,15428
POA4163,..,16,31,14,14,28,19,6,0,118,..,12,26,45,86,233,283,297,157,1138,20,32,14,14,15,27,24,10,6,162,973,761,592,787,1067,1142,1000,623,253,7208,..,31,390,754,1191,1349,1186,582,126,5619,..,106,221,174,202,134,70,20,0,923,..,12,76,205,211,99,44,30,29,714,1985,..,..,..,..,..,..,..,..,1985,..,736,..,..,..,..,..,..,..,736,..,478,246,81,55,24,12,0,0,895,..,47,26,10,19,30,41,33,31,239,..,55,45,17,7,23,3,0,0,147,..,50,55,37,52,61,35,17,0,310,..,32,77,116,177,378,421,387,208,1797,32,67,37,37,32,37,36,12,8,307,2018,1613,1176,1430,1943,2142,1849,1085,414,13672
POA4164,..,19,20,13,8,18,3,4,0,86,..,10,12,19,37,65,85,97,48,366,17,28,8,9,14,10,10,9,0,108,1489,973,741,984,1159,814,561,287,85,7090,..,36,635,1312,1588,1223,834,303,60,5996,..,179,327,188,200,115,28,15,0,1051,..,15,66,148,158,58,21,23,9,502,2951,..,..,..,..,..,..,..,..,2951,..,946,..,..,..,..,..,..,..,946,..,586,218,48,30,17,0,0,0,895,..,58,49,20,21,47,49,40,15,303,..,68,46,23,23,8,3,0,0,178,..,39,47,18,31,27,8,7,7,190,..,23,40,42,69,111,129,129,74,616,38,58,27,18,27,20,10,13,0,213,2987,2011,1456,1825,2144,1628,1099,532,172,13850
POA4165,..,40,43,20,43,54,35,13,0,246,..,18,30,66,111,223,308,329,183,1265,60,69,43,30,36,41,38,22,13,359,3585,2028,1990,2437,2578,2079,1653,963,338,17648,..,80,1779,3141,3397,2819,2311,1080,256,14859,..,293,866,615,487,253,106,34,9,2665,..,48,212,359,410,172,68,63,41,1376,7244,..,..,..,..,..,..,..,..,7244,..,1851,..,..,..,..,..,..,..,1851,..,1340,437,166,104,54,6,0,0,2105,..,120,73,26,54,104,86,89,50,586,..,136,79,60,39,26,17,3,8,367,..,68,134,53,94,99,62,24,3,537,..,48,106,164,260,325,427,444,252,2026,134,141,103,73,73,67,69,31,15,716,7380,4124,3792,4660,4916,3919,3150,1764,632,34340
POA4169,..,350,413,85,45,21,6,0,0,928,..,66,199,165,136,132,145,77,37,961,17,51,64,22,8,22,7,6,0,198,467,989,1693,789,681,592,412,172,67,5867,..,41,695,656,610,614,471,203,44,3319,..,234,848,295,175,122,46,12,0,1728,..,4,21,61,98,67,24,4,11,283,957,..,..,..,..,..,..,..,..,957,..,308,..,..,..,..,..,..,..,308,..,141,102,35,9,5,3,0,0,300,..,153,96,14,11,16,15,4,8,305,..,117,181,34,9,5,0,0,0,344,..,722,974,217,105,53,18,5,0,2099,..,129,446,385,325,304,258,114,44,2010,32,119,134,50,26,37,15,11,3,436,990,1970,3492,1747,1366,1228,848,352,112,12095
POA4170,..,312,421,63,43,44,17,4,3,909,..,45,183,178,179,187,211,148,108,1242,36,76,64,41,16,15,21,9,6,288,2096,1556,2475,1959,1465,957,587,306,196,11605,..,30,1486,2283,1635,1010,541,251,72,7307,..,341,1236,590,352,146,39,7,0,2714,..,17,90,210,247,128,41,35,45,819,4258,..,..,..,..,..,..,..,..,4258,..,959,..,..,..,..,..,..,..,959,..,423,224,87,52,55,3,0,0,843,..,183,160,37,31,49,51,31,22,557,..,167,217,45,21,9,3,0,0,461,..,641,876,171,102,86,45,11,3,1937,..,94,349,379,339,372,323,208,146,2209,66,132,134,81,42,31,29,15,13,536,4323,2988,4777,3877,2823,1884,1080,550,299,22599
POA4171,..,94,168,43,21,15,6,0,4,359,..,23,124,112,115,158,112,66,50,753,32,31,31,25,23,17,10,5,4,185,1445,894,1245,1276,1163,759,373,162,81,7395,..,8,714,1498,1555,902,446,166,34,5324,..,133,633,352,179,99,32,11,0,1436,..,5,41,137,160,91,28,8,18,492,2835,..,..,..,..,..,..,..,..,2835,..,857,..,..,..,..,..,..,..,857,..,288,169,32,33,15,0,0,0,537,..,81,67,24,25,13,27,11,10,255,..,53,63,16,8,3,5,0,0,153,..,164,353,97,43,35,13,6,9,724,..,45,226,249,239,242,173,103,59,1331,62,60,62,41,44,26,8,5,4,316,2889,1699,2337,2444,2284,1437,732,306,130,14267
POA4172,..,36,39,12,12,10,4,0,0,103,..,12,23,16,16,35,22,8,3,135,0,7,14,3,0,3,3,0,0,35,404,251,365,331,277,208,109,41,23,2004,..,9,256,427,295,229,108,38,5,1371,..,39,155,92,57,29,7,0,0,385,..,9,14,50,58,45,15,11,7,213,818,..,..,..,..,..,..,..,..,818,..,199,..,..,..,..,..,..,..,199,..,104,57,31,19,11,0,0,0,215,..,23,24,3,3,16,12,13,4,101,..,23,47,6,7,4,0,0,0,94,..,64,94,29,25,22,6,0,0,241,..,18,44,47,41,53,39,13,8,262,7,25,28,11,4,12,0,0,0,88,825,506,730,698,509,407,200,73,28,3985
POA4173,..,17,35,10,20,15,6,7,0,107,..,6,20,43,57,99,112,47,15,401,20,18,14,9,11,11,10,5,0,91,739,447,593,600,567,465,394,155,45,4015,..,13,470,683,618,507,431,184,21,2932,..,96,283,155,99,47,15,0,0,693,..,11,49,105,114,56,34,19,12,406,1443,..,..,..,..,..,..,..,..,1443,..,339,..,..,..,..,..,..,..,339,..,298,146,53,34,11,4,0,0,540,..,46,24,11,27,28,36,16,11,211,..,29,27,19,16,3,8,0,0,91,..,42,96,51,42,40,24,17,0,314,..,11,57,79,97,153,148,67,25,641,39,41,27,21,20,21,7,3,0,183,1480,925,1170,1174,1069,868,713,313,77,7789
POA4174,..,8,10,8,6,7,3,0,0,36,..,0,3,15,6,18,17,4,8,73,5,3,5,6,0,6,0,0,0,22,249,119,200,202,153,144,67,16,11,1153,..,0,148,212,175,127,86,21,3,781,..,18,84,52,42,13,3,4,0,219,..,8,23,31,31,25,9,3,3,129,483,..,..,..,..,..,..,..,..,483,..,82,..,..,..,..,..,..,..,82,..,75,46,18,4,4,0,0,0,155,..,16,16,0,8,7,10,0,5,72,..,11,18,6,7,8,3,0,0,42,..,12,13,7,9,16,3,0,0,71,..,3,15,32,19,46,26,10,5,162,19,10,8,6,0,10,4,0,0,55,503,240,371,367,306,257,140,43,22,2244
POA4178,..,34,56,51,56,45,34,11,3,282,..,39,72,93,167,271,324,293,181,1438,53,49,40,32,30,27,20,17,5,265,2202,1314,1442,1861,1749,1391,1112,655,291,12012,..,48,1040,2046,1888,1461,1199,520,108,8308,..,240,702,492,388,231,74,24,3,2153,..,41,143,331,356,172,81,80,43,1248,4418,..,..,..,..,..,..,..,..,4418,..,1157,..,..,..,..,..,..,..,1157,..,796,370,139,115,56,7,0,0,1488,..,135,75,38,66,85,89,61,41,590,..,98,89,47,45,21,6,5,0,307,..,101,123,116,115,105,71,20,6,659,..,59,175,210,382,479,508,417,245,2484,98,93,92,71,72,60,34,19,10,545,4510,2766,2798,3493,3433,2675,2071,1138,458,23350
POA4179,..,38,36,19,39,42,13,3,0,190,..,7,43,58,98,156,187,213,146,907,30,34,25,11,16,25,22,5,3,175,1784,1058,978,1426,1460,1109,792,499,231,9342,..,30,706,1717,1757,1314,995,466,102,7083,..,126,391,332,311,176,60,15,0,1412,..,24,99,214,272,109,56,49,39,862,3658,..,..,..,..,..,..,..,..,3658,..,970,..,..,..,..,..,..,..,970,..,637,240,104,90,47,9,0,0,1118,..,101,61,28,40,60,48,46,35,416,..,61,42,21,21,18,5,3,0,176,..,82,94,62,71,80,30,5,0,434,..,23,92,130,218,293,308,274,189,1526,62,66,54,39,32,37,28,11,3,339,3716,2124,1783,2644,2811,2124,1539,877,363,17985
POA4183,..,3,3,0,7,7,3,0,0,21,..,0,9,4,12,30,42,23,9,129,4,4,0,0,0,4,3,3,0,20,146,68,77,101,114,153,141,51,16,869,..,5,40,84,90,167,143,59,13,595,..,15,41,35,30,34,14,0,0,182,..,3,11,30,36,14,13,7,3,117,302,..,..,..,..,..,..,..,..,302,..,46,..,..,..,..,..,..,..,46,..,55,24,7,9,0,4,0,0,99,..,8,0,0,9,6,6,0,0,30,..,4,0,4,3,0,0,3,0,12,..,6,6,3,12,17,7,0,0,52,..,6,17,18,37,75,79,42,14,289,3,13,7,3,11,14,10,4,6,60,306,158,153,181,242,333,274,111,30,1790
POA4184,..,6,11,14,32,51,38,17,3,176,..,6,13,13,77,155,217,93,18,590,15,15,10,9,20,31,29,12,5,141,338,198,168,261,449,709,765,227,50,3170,..,13,55,154,306,663,797,259,27,2279,..,23,63,66,118,109,82,17,0,484,..,15,52,102,87,41,46,24,7,383,678,..,..,..,..,..,..,..,..,678,..,139,..,..,..,..,..,..,..,139,..,121,66,46,36,11,3,0,0,277,..,23,11,8,14,32,34,8,11,143,..,17,8,18,13,11,3,3,0,78,..,12,22,42,68,122,82,30,5,382,..,11,27,56,192,319,434,164,35,1225,35,31,18,32,39,50,55,17,3,289,711,410,334,514,885,1355,1540,526,87,6362
POA4205,..,6,5,3,11,13,7,3,0,52,..,8,3,19,27,58,92,147,68,424,14,8,14,6,12,5,6,0,0,60,400,237,299,270,268,294,312,276,88,2444,..,14,197,220,269,329,343,224,41,1627,..,70,131,76,55,36,9,0,0,376,..,14,62,69,47,33,34,13,7,279,779,..,..,..,..,..,..,..,..,779,..,152,..,..,..,..,..,..,..,152,..,170,74,32,30,10,3,0,0,325,..,30,18,3,18,22,10,14,10,123,..,21,19,22,5,3,3,0,0,78,..,17,17,11,25,20,14,8,0,106,..,13,25,38,50,121,146,186,93,667,21,16,35,13,15,9,6,3,6,133,804,507,577,490,513,583,565,450,148,4635
POA4207,..,115,126,63,114,78,53,19,0,572,..,70,151,137,237,458,549,380,149,2129,122,145,103,57,65,87,46,25,15,655,5554,3495,3695,3311,3374,2915,2349,1049,312,26050,..,231,2567,3332,3507,3436,2764,1083,177,17090,..,932,1649,984,794,340,159,49,9,4920,..,250,683,826,728,331,218,107,57,3193,11113,..,..,..,..,..,..,..,..,11113,..,2059,..,..,..,..,..,..,..,2059,..,2096,790,353,221,77,21,0,0,3562,..,449,219,123,144,191,218,115,70,1521,..,301,208,139,127,68,36,8,3,894,..,281,314,169,230,201,127,41,10,1373,..,153,414,468,641,814,880,559,218,4153,239,279,228,164,128,134,89,47,15,1331,11349,7039,7080,6556,6530,5602,4506,2008,553,51221
POA4208,..,20,32,20,17,29,13,6,0,152,..,9,27,33,41,62,96,56,16,349,33,34,24,14,12,22,14,4,4,166,2427,1131,1420,1543,1193,836,597,226,69,9445,..,52,1286,1984,1568,1101,847,306,39,7171,..,217,692,453,283,145,54,4,0,1852,..,22,126,224,213,69,25,21,10,705,4889,..,..,..,..,..,..,..,..,4889,..,980,..,..,..,..,..,..,..,980,..,706,214,67,52,13,5,0,0,1067,..,77,59,31,34,68,62,32,27,393,..,75,66,28,32,13,15,3,0,227,..,54,94,50,45,54,34,15,3,345,..,15,83,89,108,114,143,88,22,668,62,70,66,39,34,30,27,11,7,335,4954,2265,2679,2961,2364,1616,1210,468,112,18625
POA4209,..,221,162,53,53,62,33,7,3,598,..,43,94,101,109,128,134,49,13,679,110,89,76,46,41,39,20,7,4,437,6519,3486,4264,3841,2688,1573,951,272,71,23677,..,235,3256,4576,3303,1937,1339,322,33,14996,..,1084,2368,1149,602,215,69,22,3,5502,..,156,612,727,585,204,83,29,17,2413,13060,..,..,..,..,..,..,..,..,13060,..,2199,..,..,..,..,..,..,..,2199,..,1646,502,171,74,27,4,0,0,2426,..,315,239,82,130,169,118,76,31,1157,..,338,240,98,69,41,9,4,0,796,..,419,402,154,127,131,69,17,3,1320,..,88,260,274,262,246,198,81,23,1434,200,184,190,112,78,63,33,14,8,885,13259,6667,8071,7330,5222,3033,1931,553,120,46189
POA4210,..,33,48,22,24,38,14,6,0,199,..,17,36,34,70,107,107,55,17,444,29,25,23,4,16,22,11,9,0,140,2096,1165,1261,1517,1387,961,603,234,62,9277,..,55,1006,1891,1780,1227,795,273,40,7066,..,149,555,408,297,129,42,5,0,1587,..,33,140,232,231,112,48,30,8,836,4241,..,..,..,..,..,..,..,..,4241,..,988,..,..,..,..,..,..,..,988,..,752,272,83,62,24,0,0,0,1188,..,83,44,36,47,65,73,59,27,422,..,90,55,29,27,16,7,4,5,231,..,75,119,62,69,70,35,20,0,443,..,36,88,102,165,182,167,80,26,841,48,50,56,34,35,30,23,11,0,292,4286,2306,2338,2870,2692,1858,1192,476,111,18133
POA4211,..,150,156,77,140,133,74,33,6,764,..,40,137,149,242,478,527,395,215,2173,75,99,94,56,49,69,62,31,4,549,5832,3492,3861,4270,4117,3338,2471,1174,430,28987,..,149,2822,4749,4824,3834,3024,1288,255,20943,..,616,1793,1194,859,512,205,44,4,5227,..,80,438,869,810,405,175,110,54,2942,11691,..,..,..,..,..,..,..,..,11691,..,2785,..,..,..,..,..,..,..,2785,..,2289,945,341,216,84,17,0,0,3897,..,272,178,92,107,205,207,129,88,1278,..,291,254,138,110,70,40,16,8,930,..,281,378,228,316,291,173,72,16,1743,..,86,333,405,562,824,870,560,321,3968,182,213,182,148,130,120,103,53,13,1143,11875,7057,7332,8161,7931,6341,4809,2273,766,56546
POA4212,..,50,48,34,29,58,33,8,0,259,..,23,40,52,111,209,291,230,89,1053,36,47,30,17,22,26,24,7,7,221,2148,1511,1207,1845,2027,1842,1545,689,194,13013,..,33,923,2175,2678,2409,2173,846,157,11398,..,157,502,446,422,265,130,31,7,1957,..,25,91,261,318,141,77,42,21,971,4363,..,..,..,..,..,..,..,..,4363,..,1488,..,..,..,..,..,..,..,1488,..,976,406,129,82,47,4,0,0,1641,..,101,67,30,38,70,83,73,43,498,..,97,65,41,33,20,18,3,0,267,..,107,126,71,75,94,62,31,0,571,..,48,99,155,226,334,422,299,111,1697,66,90,74,51,43,50,57,15,8,444,4432,3113,2350,3365,3908,3434,3028,1333,341,25306
POA4213,..,33,52,28,39,62,32,16,7,257,..,10,41,45,94,166,183,136,100,776,34,52,28,25,29,29,31,11,4,242,2911,1578,1413,2138,2167,1730,1173,520,198,13823,..,45,1052,2652,2857,2196,1591,623,89,11109,..,161,521,458,425,282,106,17,0,1967,..,40,148,340,337,198,75,56,33,1219,5909,..,..,..,..,..,..,..,..,5909,..,1555,..,..,..,..,..,..,..,1555,..,1071,497,171,80,64,4,0,0,1882,..,99,67,34,61,92,118,91,52,621,..,133,103,50,45,47,11,9,3,398,..,60,95,69,94,121,80,25,5,547,..,24,91,114,204,296,299,203,135,1350,78,101,66,57,53,44,44,21,10,475,5987,3272,2629,3945,4158,3337,2334,1040,328,27034
POA4214,..,364,149,52,84,93,57,10,8,817,..,40,84,74,133,257,341,288,185,1412,26,85,49,19,38,44,35,19,10,328,3040,2529,2002,2432,2668,2154,1664,825,344,17654,..,61,1337,2660,3091,2638,1984,879,168,12820,..,289,818,611,554,290,152,40,3,2754,..,47,183,447,520,267,126,94,55,1745,6127,..,..,..,..,..,..,..,..,6127,..,2003,..,..,..,..,..,..,..,2003,..,1376,668,220,149,89,12,0,0,2513,..,210,110,64,83,136,136,89,54,886,..,324,189,94,73,30,23,6,3,740,..,725,405,156,181,169,128,19,14,1800,..,102,180,208,287,402,488,387,243,2287,57,163,123,54,69,72,62,24,11,643,6182,5304,4014,4505,5005,4101,3120,1543,549,34324
POA4215,..,878,534,126,186,174,126,51,10,2079,..,206,323,312,498,716,940,618,335,3947,49,146,115,58,49,69,68,36,24,615,2811,3372,3753,2874,2820,2640,2425,1335,553,22577,..,161,2058,2508,2101,2034,2034,1053,240,12184,..,908,1695,732,531,359,152,43,9,4430,..,91,344,690,754,402,210,127,90,2706,5693,..,..,..,..,..,..,..,..,5693,..,1318,..,..,..,..,..,..,..,1318,..,985,554,271,209,100,21,0,0,2142,..,370,227,83,104,135,103,83,38,1141,..,365,332,115,80,56,34,5,0,1001,..,1650,1244,377,369,377,263,102,15,4394,..,396,725,788,1052,1256,1460,910,445,7031,98,288,228,149,122,106,103,60,31,1188,5793,6526,7410,5711,5322,4825,4389,2392,867,43230
POA4216,..,179,105,78,93,105,62,31,3,652,..,52,127,147,256,508,767,588,311,2767,50,54,67,40,34,67,51,25,9,401,2357,1737,1884,2197,2436,2653,2674,1477,579,18002,..,52,1182,2168,2431,2778,3149,1547,324,13635,..,361,847,597,580,393,218,85,15,3098,..,35,211,429,457,257,139,113,90,1739,4815,..,..,..,..,..,..,..,..,4815,..,1214,..,..,..,..,..,..,..,1214,..,920,447,213,166,102,27,6,0,1876,..,155,115,42,63,91,102,92,52,712,..,136,124,65,60,25,16,8,0,419,..,338,294,176,187,201,147,66,18,1423,..,108,272,369,510,793,1146,816,450,4458,95,113,135,92,75,102,75,36,21,747,4915,3436,3619,4157,4528,4742,5013,2753,970,34135
POA4217,..,496,575,108,100,102,65,21,5,1476,..,143,275,226,348,470,587,379,183,2616,30,109,88,36,56,58,52,32,7,468,1977,2397,2900,2051,2458,2203,1981,915,345,17226,..,129,1559,1928,2373,2315,2278,981,203,11768,..,544,1303,610,473,342,240,58,9,3565,..,30,106,310,481,229,103,58,61,1379,4058,..,..,..,..,..,..,..,..,4058,..,1291,..,..,..,..,..,..,..,1291,..,731,361,139,109,70,13,0,0,1426,..,235,182,54,57,70,73,53,41,763,..,212,269,64,40,25,6,4,0,621,..,1015,1295,321,235,206,176,50,18,3316,..,298,677,656,799,877,1015,583,260,5166,59,196,187,96,112,104,77,49,8,902,4120,4682,5936,4174,4671,4246,3988,1840,598,34248
POA4218,..,328,449,94,73,87,53,24,5,1104,..,79,218,174,214,366,407,339,190,1987,35,86,82,29,34,57,40,16,11,393,1983,1792,2435,1913,1935,1788,1524,859,365,14601,..,62,1023,1940,1977,1805,1721,840,205,9582,..,408,1310,558,467,274,179,36,12,3246,..,20,130,314,392,182,93,83,58,1269,4030,..,..,..,..,..,..,..,..,4030,..,1085,..,..,..,..,..,..,..,1085,..,675,326,165,107,78,13,0,0,1365,..,154,158,52,54,78,69,62,40,670,..,145,194,57,38,33,14,14,0,498,..,608,990,271,188,181,121,60,13,2420,..,138,467,461,516,616,672,476,266,3623,63,156,173,70,75,104,76,37,18,761,4087,3448,4773,3891,3806,3360,2959,1611,614,28547
