POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA4489,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,11,3,0,0,28,..,0,3,3,9,13,7,3,0,39,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,7,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,5,0,0,9,0,0,0,0,0,3,0,0,0,4,10,8,10,6,12,19,15,4,0,80
POA4490,..,7,0,0,4,3,0,0,0,15,..,3,9,8,7,20,18,10,3,77,3,3,6,4,6,7,4,0,0,36,134,65,78,63,103,101,66,29,11,636,..,0,36,47,67,105,65,33,3,363,..,15,39,12,18,19,8,0,0,112,..,9,15,21,17,3,9,4,7,86,242,..,..,..,..,..,..,..,..,242,..,22,..,..,..,..,..,..,..,22,..,27,17,4,12,7,0,0,0,63,..,7,4,7,0,5,6,3,0,40,..,5,0,7,3,3,0,0,0,17,..,6,4,0,6,4,3,0,0,31,..,11,13,24,31,58,40,26,13,207,10,7,13,6,17,10,6,0,0,69,252,113,142,129,177,217,133,74,17,1253
POA4491,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,5,6,3,8,4,12,5,11,0,0,46,..,0,3,4,9,10,15,3,0,38,..,0,0,0,3,4,0,0,0,8,..,0,0,0,0,3,0,0,0,5,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,3,3,0,0,12,3,0,3,0,0,0,0,0,0,4,8,3,11,6,19,19,21,3,0,84
POA4492,..,3,0,0,0,0,0,0,0,3,..,0,6,3,0,4,4,3,0,13,0,0,0,0,0,0,0,0,0,6,24,17,18,19,18,22,8,3,0,136,..,0,6,21,22,35,10,3,3,96,..,5,9,10,7,4,0,0,0,36,..,0,5,3,3,0,0,0,0,14,45,..,..,..,..,..,..,..,..,45,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,5,..,0,3,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,11,6,3,6,6,3,0,35,0,0,0,0,4,0,0,0,0,15,48,23,37,36,37,49,17,7,7,262
POA4493,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,14
POA4494,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,23,3,7,15,7,6,3,0,0,66,..,0,14,16,14,13,8,0,0,56,..,0,3,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,42,..,..,..,..,..,..,..,..,42,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,3,8,3,3,4,3,0,0,21,0,0,0,0,0,3,0,0,0,4,42,7,23,23,17,13,14,3,0,141
POA4496,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,3,33,8,13,18,14,8,12,0,0,103,..,0,14,20,20,15,11,0,0,82,..,4,9,11,3,0,0,0,0,28,..,0,0,3,0,0,0,0,0,3,55,..,..,..,..,..,..,..,..,55,..,3,..,..,..,..,..,..,..,3,..,7,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,6,..,3,3,3,6,8,5,4,0,32,3,0,0,0,4,0,4,0,0,13,56,20,30,39,38,23,23,4,0,237
POA4497,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,28,7,9,21,24,16,13,9,0,130,..,0,15,24,33,32,16,3,0,128,..,3,5,5,5,5,0,0,0,23,..,0,0,0,3,0,0,0,0,3,61,..,..,..,..,..,..,..,..,61,..,3,..,..,..,..,..,..,..,3,..,4,0,3,0,0,0,0,0,9,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,5,..,0,3,3,3,4,3,8,0,22,0,4,0,0,0,0,0,0,0,8,61,21,27,44,48,46,25,9,0,272
POA4498,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,15,12,16,13,7,3,0,0,97,..,0,10,18,30,15,5,0,0,83,..,7,9,0,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,3,53,..,..,..,..,..,..,..,..,53,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,6,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,53,21,25,31,36,21,10,0,0,191
POA4500,..,106,90,39,45,48,32,9,0,367,..,43,100,111,152,276,276,168,80,1213,69,94,62,29,31,42,33,3,11,372,4460,2758,3049,2999,2784,2278,1490,538,189,20538,..,172,2590,3743,3468,3019,2029,595,96,15710,..,543,1258,721,541,242,63,12,0,3384,..,72,308,494,515,260,115,73,36,1865,9042,..,..,..,..,..,..,..,..,9042,..,2159,..,..,..,..,..,..,..,2159,..,1648,755,293,102,47,5,0,0,2854,..,244,156,76,106,154,137,78,50,1002,..,202,156,67,49,27,16,0,0,522,..,224,242,123,98,98,50,13,3,853,..,97,247,301,347,469,417,229,108,2220,150,182,139,88,71,68,60,12,9,777,9191,5543,5858,5904,5291,4378,2896,1013,306,40373
POA4501,..,23,18,15,7,13,7,3,0,90,..,4,19,35,35,58,67,49,17,293,7,21,6,7,9,4,9,3,0,58,475,335,403,375,371,286,250,114,38,2660,..,15,288,366,332,275,269,111,18,1680,..,117,179,91,76,42,8,3,0,512,..,7,54,88,107,45,24,6,8,343,974,..,..,..,..,..,..,..,..,974,..,217,..,..,..,..,..,..,..,217,..,192,98,28,28,12,0,0,0,361,..,47,24,14,13,24,32,7,4,156,..,39,15,5,4,6,4,0,0,84,..,51,51,35,30,26,15,5,0,206,..,20,48,84,97,111,109,74,29,572,27,28,24,21,14,8,10,9,0,137,1002,739,782,738,697,539,468,215,58,5246
POA4502,..,21,8,11,12,10,14,3,0,84,..,10,24,27,40,65,57,42,15,282,13,16,12,7,11,13,8,0,0,76,906,498,533,669,612,523,307,103,35,4186,..,24,442,826,724,714,413,110,14,3275,..,95,238,170,115,61,18,0,0,696,..,10,59,94,128,55,24,10,8,392,1818,..,..,..,..,..,..,..,..,1818,..,407,..,..,..,..,..,..,..,407,..,295,132,43,28,8,0,0,0,510,..,37,24,11,20,22,28,13,7,156,..,45,21,11,12,5,3,0,0,93,..,45,36,19,35,22,13,6,0,180,..,15,59,74,82,117,84,52,17,509,37,33,30,15,18,14,19,0,0,167,1850,1002,1046,1265,1164,1016,603,199,50,8192
POA4503,..,171,156,34,66,58,27,8,0,527,..,54,171,163,199,272,356,235,146,1594,95,117,79,38,39,41,33,10,8,455,4596,2863,3576,2917,2523,2046,1513,639,255,20932,..,242,2788,3196,2859,2609,1885,660,123,14362,..,913,1685,836,489,227,97,29,5,4277,..,142,501,648,550,232,100,47,27,2250,9337,..,..,..,..,..,..,..,..,9337,..,1610,..,..,..,..,..,..,..,1610,..,1442,591,213,103,44,11,0,0,2398,..,282,156,72,82,140,133,77,40,978,..,236,132,67,60,20,7,3,0,539,..,317,362,146,129,119,58,13,6,1141,..,139,428,416,458,505,533,341,201,3022,198,206,171,96,82,73,51,24,8,913,9536,5535,6812,5682,4818,3971,2872,1192,416,40831
POA4504,..,21,14,5,17,6,7,0,0,69,..,12,25,24,53,60,62,32,9,273,51,45,26,11,6,21,9,0,0,168,2370,1275,1115,1596,1294,745,439,142,41,9016,..,71,1040,2002,1835,1122,674,179,19,6944,..,208,478,378,237,100,28,9,0,1434,..,29,127,275,205,69,25,14,15,750,4697,..,..,..,..,..,..,..,..,4697,..,1202,..,..,..,..,..,..,..,1202,..,783,206,72,29,16,0,0,0,1104,..,46,37,25,33,47,46,37,26,288,..,74,46,32,19,12,5,0,0,181,..,39,45,23,40,16,13,0,0,185,..,32,67,84,106,88,89,52,13,528,88,72,58,32,19,33,15,3,0,325,4787,2553,2111,2927,2515,1490,892,284,71,17642
POA4505,..,35,42,13,21,15,26,11,0,162,..,13,34,34,60,117,237,210,70,781,36,50,30,15,12,23,27,9,5,215,1859,1294,1036,1267,1444,1225,1012,500,162,9797,..,63,754,1526,1937,1701,1259,523,113,7863,..,262,456,333,256,160,87,9,0,1566,..,55,138,220,212,116,44,27,19,842,3730,..,..,..,..,..,..,..,..,3730,..,1016,..,..,..,..,..,..,..,1016,..,943,307,136,56,27,8,0,0,1477,..,78,41,29,31,58,87,43,38,404,..,111,46,26,25,22,10,3,0,240,..,74,103,35,54,38,43,21,3,373,..,34,91,105,148,207,329,298,104,1319,64,106,67,54,35,34,44,17,7,428,3794,2735,2016,2461,2759,2364,1898,939,283,19255
POA4506,..,76,72,32,51,44,27,3,3,313,..,21,45,52,87,150,155,74,27,616,52,60,34,16,26,20,14,10,3,225,2366,1583,1540,1259,1460,1185,779,304,82,10570,..,114,1035,1241,1520,1477,932,344,56,6723,..,435,741,409,314,144,68,8,6,2129,..,101,293,301,338,139,77,45,21,1306,4692,..,..,..,..,..,..,..,..,4692,..,921,..,..,..,..,..,..,..,921,..,957,344,143,83,39,6,0,0,1565,..,133,70,29,58,88,85,55,21,547,..,145,106,49,34,19,8,0,0,367,..,149,197,66,112,79,55,11,5,669,..,42,116,136,188,243,236,105,45,1115,84,113,80,47,46,30,21,14,3,448,4773,3104,2989,2412,2697,2265,1492,587,151,20463
POA4507,..,14,34,15,41,56,63,28,4,253,..,20,21,38,116,260,470,418,209,1559,21,29,11,13,19,46,48,33,12,227,902,571,469,705,1061,1577,1997,1079,365,8718,..,26,267,616,1023,1681,2505,1240,246,7607,..,72,169,182,203,235,210,59,7,1141,..,19,92,185,203,106,54,51,45,761,1838,..,..,..,..,..,..,..,..,1838,..,454,..,..,..,..,..,..,..,454,..,442,174,113,75,54,12,0,0,871,..,50,19,18,22,64,60,22,28,286,..,35,22,22,30,13,14,3,0,135,..,31,59,32,92,119,122,48,8,509,..,34,49,108,245,505,744,645,301,2636,39,54,38,31,44,82,78,44,19,423,1880,1209,896,1314,1941,2854,3808,2117,656,16674
POA4508,..,42,41,31,49,36,24,8,0,238,..,26,29,65,115,189,215,149,44,831,42,60,35,22,24,28,24,14,3,248,1898,1226,1120,1233,1270,1096,856,444,104,9240,..,57,674,1061,1209,1164,963,454,87,5671,..,249,490,379,278,153,71,22,3,1649,..,88,242,358,296,148,77,65,18,1290,3943,..,..,..,..,..,..,..,..,3943,..,818,..,..,..,..,..,..,..,818,..,779,340,127,75,37,3,0,0,1369,..,133,55,42,97,84,67,39,21,539,..,96,48,33,40,35,14,3,0,276,..,102,96,72,109,89,54,19,7,544,..,44,87,182,289,342,351,200,75,1563,114,95,76,69,54,52,40,19,5,521,4055,2461,2110,2320,2453,2108,1633,815,214,18174
POA4509,..,81,73,19,18,24,7,3,0,236,..,32,85,72,76,116,177,123,82,766,42,42,33,17,19,18,13,9,0,204,3875,1839,2359,2662,1769,955,753,314,141,14657,..,136,2155,3457,2454,1243,928,345,74,10796,..,437,972,610,365,114,54,12,0,2557,..,57,265,429,351,89,44,24,14,1265,7769,..,..,..,..,..,..,..,..,7769,..,1506,..,..,..,..,..,..,..,1506,..,902,272,97,41,16,0,0,0,1329,..,143,85,27,35,70,78,39,16,485,..,137,95,43,26,14,3,3,0,322,..,180,169,59,43,41,20,4,0,515,..,70,196,181,164,176,221,159,105,1262,96,82,83,49,42,32,27,9,3,428,7868,3644,4286,4953,3516,1788,1372,600,212,28238
POA4510,..,205,209,50,104,112,82,22,8,789,..,59,123,111,240,388,547,381,205,2047,116,144,90,50,47,71,57,30,11,626,4639,3020,3159,2746,2797,2662,2241,1028,353,22634,..,174,2070,2531,2758,2983,2578,1070,190,14362,..,720,1287,865,639,340,181,37,7,4070,..,191,582,799,636,315,166,83,51,2824,9401,..,..,..,..,..,..,..,..,9401,..,1747,..,..,..,..,..,..,..,1747,..,1640,688,287,193,80,9,0,0,2897,..,270,165,73,117,191,166,116,64,1154,..,326,233,88,94,62,28,14,7,849,..,362,465,166,223,229,179,55,12,1699,..,120,342,353,596,745,938,583,308,3989,221,265,223,130,89,122,105,52,16,1224,9621,5821,6055,5297,5342,5072,4357,2000,648,44216
POA4511,..,11,8,10,25,13,27,10,0,109,..,7,8,9,30,81,120,77,25,360,16,17,9,4,4,16,16,10,3,101,797,397,365,489,537,634,705,309,68,4311,..,27,281,544,598,792,998,418,52,3704,..,69,148,116,110,74,65,23,0,614,..,13,68,100,109,32,17,22,15,372,1505,..,..,..,..,..,..,..,..,1505,..,306,..,..,..,..,..,..,..,306,..,280,108,47,29,18,3,0,0,479,..,33,12,7,19,31,29,22,24,166,..,33,20,12,18,16,4,3,0,99,..,25,22,16,41,36,44,16,3,194,..,17,27,39,78,142,204,135,43,684,34,24,29,11,17,31,30,15,5,203,1539,827,715,883,1018,1165,1399,652,138,8340
POA4512,..,5,4,3,3,6,7,0,0,26,..,4,3,3,13,16,24,7,0,67,8,12,10,0,3,3,5,3,0,42,308,209,151,220,261,187,139,49,18,1543,..,11,141,299,364,258,219,51,16,1360,..,27,58,49,49,39,15,0,0,229,..,4,6,28,27,18,3,6,3,90,612,..,..,..,..,..,..,..,..,612,..,167,..,..,..,..,..,..,..,167,..,138,36,20,11,4,0,0,0,201,..,12,9,3,3,12,19,13,8,77,..,18,6,3,6,4,3,3,0,45,..,4,11,14,10,12,6,3,0,57,..,5,14,13,22,29,40,14,0,138,7,23,14,9,9,6,11,3,0,75,618,412,291,428,494,382,312,92,31,3066
POA4514,..,3,9,12,12,18,15,0,0,61,..,4,9,6,28,39,49,22,22,185,9,19,7,4,4,10,4,0,0,63,554,309,301,387,457,404,304,109,35,2871,..,24,260,435,533,516,441,138,15,2368,..,45,128,118,123,77,28,11,0,530,..,8,37,71,69,40,10,13,6,253,1092,..,..,..,..,..,..,..,..,1092,..,229,..,..,..,..,..,..,..,229,..,216,80,34,28,13,5,0,0,366,..,30,13,4,7,11,19,15,11,118,..,29,15,11,16,14,7,4,0,95,..,12,12,22,24,32,26,5,0,131,..,8,17,25,69,97,104,61,27,398,19,37,14,18,17,18,17,11,0,142,1113,631,579,728,882,822,654,244,64,5726
POA4515,..,5,6,3,5,7,3,0,0,32,..,0,5,10,15,51,46,34,15,179,3,7,0,0,4,3,7,0,0,28,349,187,199,210,253,268,224,89,19,1809,..,12,169,260,280,320,302,102,7,1453,..,40,68,55,71,34,30,5,0,301,..,6,37,52,37,22,9,9,0,166,740,..,..,..,..,..,..,..,..,740,..,134,..,..,..,..,..,..,..,134,..,117,45,19,14,9,0,0,0,200,..,8,15,9,9,9,8,6,4,72,..,19,24,9,9,4,4,3,0,66,..,29,63,24,8,15,7,0,4,153,..,4,27,29,45,90,72,55,27,348,5,14,15,6,8,10,16,3,0,81,740,383,459,450,486,509,454,183,48,3711
POA4516,..,6,7,0,3,9,7,0,0,27,..,0,4,3,0,10,19,10,3,48,0,11,10,7,0,3,0,0,0,29,355,248,187,280,302,219,157,45,11,1806,..,3,138,357,454,316,221,71,10,1570,..,19,75,84,64,24,16,0,0,285,..,8,14,29,42,15,9,5,3,118,749,..,..,..,..,..,..,..,..,749,..,226,..,..,..,..,..,..,..,226,..,213,71,34,14,7,0,0,0,336,..,13,6,9,12,15,25,8,8,96,..,37,10,6,15,5,3,0,0,74,..,8,12,8,9,10,5,0,0,51,..,3,19,8,22,28,23,15,3,115,4,17,13,5,7,9,3,0,0,59,758,550,356,544,622,425,314,105,23,3690
POA4517,..,3,0,0,3,0,0,0,0,8,..,0,0,0,3,8,18,15,3,42,0,0,0,0,0,0,0,0,0,6,60,42,35,30,43,48,49,28,6,348,..,0,31,45,59,65,64,24,0,293,..,6,17,12,18,5,6,0,0,67,..,3,3,8,4,0,0,0,0,19,129,..,..,..,..,..,..,..,..,129,..,30,..,..,..,..,..,..,..,30,..,21,5,0,3,0,0,0,0,32,..,3,3,0,3,0,0,0,0,8,..,0,3,0,0,0,0,0,0,4,..,7,0,0,3,0,4,4,0,21,..,0,3,0,4,9,18,21,4,67,0,3,6,0,0,0,5,0,0,19,129,78,70,68,102,87,95,48,8,688
POA4518,..,6,5,4,5,8,3,5,0,49,..,0,4,4,7,30,24,33,10,118,3,9,4,4,5,11,3,0,0,49,452,269,233,336,351,324,270,118,31,2389,..,13,195,374,443,440,416,154,18,2046,..,36,87,102,106,42,28,3,0,409,..,3,29,51,57,28,15,9,5,199,917,..,..,..,..,..,..,..,..,917,..,227,..,..,..,..,..,..,..,227,..,194,64,37,27,5,3,0,0,328,..,21,15,3,4,16,16,11,13,98,..,20,13,12,10,10,3,3,0,67,..,19,20,15,11,22,11,10,3,113,..,4,17,22,37,63,51,44,20,247,6,17,14,11,6,22,8,4,0,94,920,552,444,622,702,642,555,241,56,4743
POA4519,..,15,12,6,11,18,12,3,0,77,..,3,3,17,43,70,62,58,27,284,8,15,13,5,6,17,11,7,0,82,827,464,471,511,567,531,418,196,62,4042,..,28,359,513,641,596,567,215,49,2974,..,83,200,182,134,75,35,10,4,723,..,19,71,111,119,64,25,22,8,433,1607,..,..,..,..,..,..,..,..,1607,..,328,..,..,..,..,..,..,..,328,..,275,135,54,39,17,5,0,0,523,..,41,15,6,21,28,29,22,9,174,..,45,20,14,11,13,9,0,0,115,..,27,28,15,27,34,31,3,0,173,..,15,24,40,91,125,121,93,44,553,18,34,25,11,19,19,21,5,6,157,1627,891,885,957,1106,977,835,384,115,7762
POA4520,..,0,7,9,12,15,3,0,0,43,..,0,12,20,35,60,72,31,13,246,8,19,13,9,8,17,9,0,4,94,1298,710,383,932,1176,879,543,152,48,6128,..,14,310,1339,1734,1291,840,242,29,5797,..,44,90,192,231,157,41,8,0,761,..,3,17,66,107,48,17,23,3,290,2684,..,..,..,..,..,..,..,..,2684,..,897,..,..,..,..,..,..,..,897,..,445,198,46,42,9,3,0,0,740,..,28,12,10,13,30,49,26,21,200,..,37,23,14,11,18,7,3,3,120,..,3,7,19,27,25,12,0,3,104,..,7,20,42,86,102,108,49,22,444,26,48,27,16,25,25,26,3,3,199,2710,1516,709,1758,2275,1719,1105,354,87,12230
POA4521,..,0,5,0,9,7,5,0,0,27,..,0,3,9,21,26,35,13,12,111,8,7,3,3,3,5,9,0,0,38,458,207,179,352,353,299,219,75,19,2156,..,3,173,464,517,435,331,94,22,2044,..,25,59,80,80,44,14,3,0,303,..,4,8,34,32,19,11,3,0,112,887,..,..,..,..,..,..,..,..,887,..,195,..,..,..,..,..,..,..,195,..,133,53,22,7,5,0,0,0,216,..,16,3,0,9,9,10,11,3,69,..,7,3,4,7,3,0,4,0,37,..,5,6,7,18,20,5,5,0,59,..,4,13,24,47,53,59,19,11,230,17,18,14,7,8,9,16,4,0,87,899,411,325,649,727,590,451,141,39,4242
POA4550,..,15,9,9,14,5,5,5,0,51,..,3,4,11,23,42,36,17,8,142,3,3,6,4,3,7,9,0,0,35,357,229,213,275,287,305,214,71,21,1974,..,17,146,258,329,355,280,96,17,1502,..,26,94,89,60,64,16,3,0,361,..,9,31,57,55,25,12,7,3,206,720,..,..,..,..,..,..,..,..,720,..,190,..,..,..,..,..,..,..,190,..,168,59,30,14,3,0,0,0,275,..,19,10,3,9,14,17,10,7,92,..,25,11,15,8,4,0,0,0,61,..,23,24,18,25,21,13,4,0,123,..,11,16,21,59,91,63,39,11,305,4,16,24,14,16,5,11,3,0,93,725,499,416,515,574,595,410,166,41,3925
POA4551,..,138,147,62,104,114,84,40,10,697,..,48,103,135,303,617,818,753,464,3250,81,114,69,55,76,120,90,67,33,708,4707,2748,2753,3465,3679,3515,3613,2062,798,27331,..,126,1999,3855,4135,3970,4490,2370,459,21409,..,441,1179,865,681,447,286,80,11,3985,..,69,360,719,732,311,121,122,93,2527,9672,..,..,..,..,..,..,..,..,9672,..,2351,..,..,..,..,..,..,..,2351,..,1646,511,264,190,126,22,0,0,2766,..,201,119,60,85,126,159,98,76,928,..,192,162,76,81,48,18,6,0,575,..,305,351,149,234,211,152,60,20,1485,..,96,276,358,634,1013,1239,1061,632,5310,144,236,148,136,149,197,155,102,43,1321,9818,5659,5104,6478,6922,6457,6649,3911,1332,52329
POA4552,..,9,11,9,19,24,17,3,0,92,..,3,11,23,56,130,170,107,36,545,8,14,9,11,6,24,15,6,3,110,491,258,220,417,620,773,768,322,80,3947,..,8,125,383,583,832,1022,435,59,3435,..,31,74,126,177,137,76,10,0,641,..,4,26,82,105,59,26,19,21,340,1078,..,..,..,..,..,..,..,..,1078,..,249,..,..,..,..,..,..,..,249,..,207,85,44,43,18,3,0,0,398,..,17,12,11,12,28,27,13,18,144,..,17,21,16,22,11,11,3,3,105,..,23,23,26,31,58,39,9,0,200,..,4,23,52,106,239,272,155,59,910,30,26,12,18,23,47,31,15,5,211,1110,588,405,747,1096,1431,1499,650,161,7700
POA4553,..,3,3,3,10,11,8,3,0,44,..,4,4,10,16,37,30,12,8,125,11,7,7,3,13,12,16,0,0,67,613,317,254,419,466,393,215,89,32,2807,..,9,205,538,599,491,304,128,20,2304,..,45,94,119,118,61,39,4,0,473,..,10,30,60,60,24,17,7,5,211,1194,..,..,..,..,..,..,..,..,1194,..,299,..,..,..,..,..,..,..,299,..,215,86,31,19,13,3,0,0,359,..,20,6,5,13,21,19,7,8,98,..,29,19,14,13,4,3,0,3,83,..,3,7,16,19,26,9,7,0,85,..,3,20,27,38,69,61,25,10,250,9,25,15,12,18,26,19,3,0,121,1206,664,473,809,882,726,472,192,54,5488
POA4554,..,0,3,0,3,3,0,0,0,14,..,0,0,0,11,15,4,11,9,42,4,7,4,3,0,0,3,3,0,26,191,77,82,126,150,156,61,29,13,893,..,3,60,152,190,200,99,31,4,730,..,13,41,45,37,31,17,0,0,180,..,0,7,18,22,9,6,0,0,59,383,..,..,..,..,..,..,..,..,383,..,71,..,..,..,..,..,..,..,71,..,52,21,12,7,0,0,0,0,95,..,5,0,3,0,15,7,3,3,35,..,7,0,4,11,3,3,0,0,35,..,0,5,9,3,7,3,0,0,28,..,0,6,3,19,29,21,10,8,91,13,15,11,9,0,0,3,0,0,51,391,160,152,247,289,289,154,49,20,1760
