POA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
POA4179,0,0,3,4,8,3,14,12,0,0,0,0,3,0,0,50,0,0,0,0,4,11,11,16,6,0,3,0,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,12,17,0,0,0,0,0,0,0,0,36,0,17,3,10,3,0,4,8,0,0,0,0,5,0,4,59,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,3,3,3,3,0,0,0,0,0,0,0,24,0,0,0,3,0,5,8,17,7,5,6,0,0,0,3,70,0,3,5,0,0,0,3,4,0,0,0,0,3,0,0,16,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,7,24,18,15
POA4183,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4184,0,0,0,6,4,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,20,10,11,13,8,9,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,10,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
POA4205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,17,11,0,0,0,0,0,0,3,26,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,4,3,0,0,0,0,0,0,0,21,0,11,12,4,10,0,6,0,0,0,0,0,0,0,4,48,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,3,0,5,0,0,0,3,0,3,3,22,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,3,0,0
POA4207,0,0,0,3,6,13,12,8,0,3,4,3,0,0,0,60,0,0,12,3,0,13,28,45,4,3,12,10,11,6,3,140,0,0,8,19,0,5,11,0,0,0,0,3,0,0,0,45,0,0,3,0,3,0,3,5,0,0,0,0,0,0,0,25,0,3,4,9,21,38,43,48,5,5,3,0,5,0,10,189,0,57,49,37,38,16,22,16,3,0,0,0,3,0,3,235,0,5,10,3,3,3,4,0,0,0,0,0,0,0,0,20,0,0,0,0,6,7,12,3,0,0,0,0,0,0,0,32,0,6,0,5,10,10,15,76,8,4,18,17,10,9,4,193,0,3,3,8,7,11,18,11,6,3,0,0,0,0,0,69,0,0,0,0,0,3,5,4,0,8,6,0,0,0,0,28,0,0,0,0,0,0,4,3,0,0,5,3,0,0,4,22,0,3,12,33,16,16,7,13
POA4208,0,0,0,0,3,3,13,8,0,0,0,3,5,0,0,37,0,0,3,0,0,3,9,25,0,7,0,0,3,4,3,58,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,3,3,0,0,0,0,0,33,0,9,15,9,14,12,11,4,0,0,3,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,19,0,0,0,10,0,5,7,35,0,0,4,3,4,0,3,81,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,4,3,9,6
POA4209,0,0,0,9,9,16,27,25,15,8,8,5,3,0,5,132,0,0,0,0,5,10,57,65,6,9,11,23,23,16,5,233,0,0,0,16,3,7,12,0,0,0,0,0,0,0,0,44,0,3,5,4,0,19,3,6,0,0,0,0,0,0,0,40,0,0,0,4,8,13,38,24,3,3,0,0,7,0,0,102,0,23,25,15,31,9,19,23,0,0,3,0,7,0,10,155,0,4,5,4,3,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,5,6,15,5,0,3,0,3,3,0,0,41,0,3,3,9,0,7,30,118,15,15,17,22,5,5,15,254,0,3,3,0,3,5,22,6,3,0,0,0,0,0,3,52,0,0,0,0,3,5,7,4,11,5,0,0,0,0,0,36,0,0,0,0,4,0,7,8,0,0,0,0,0,0,0,19,0,0,0,5,3,15,15,24
POA4210,0,0,0,3,4,3,10,3,0,3,3,3,0,0,0,38,0,0,0,0,0,8,26,25,5,4,10,9,3,3,0,100,0,0,3,12,3,8,3,0,0,0,0,0,0,0,0,26,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,8,8,0,0,0,0,0,0,0,19,0,15,18,10,12,11,13,0,0,0,3,0,0,0,5,88,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,6,11,6,3,0,0,0,0,0,0,0,30,0,0,5,5,0,7,6,45,5,0,0,0,0,0,0,84,0,0,0,0,0,3,10,8,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,0,3,0,5,7
POA4211,0,0,3,18,9,13,24,15,4,3,3,7,5,0,0,120,0,0,5,3,8,42,90,97,10,19,21,28,21,12,17,379,0,4,29,49,3,16,9,0,0,0,0,0,0,0,0,109,0,7,10,5,3,5,9,3,0,0,0,0,0,0,0,41,0,0,3,4,18,24,16,29,0,0,3,3,4,0,3,107,0,74,64,48,45,37,24,22,0,0,3,3,0,0,7,326,0,4,14,8,3,4,3,0,4,0,0,0,0,0,3,41,0,0,0,6,17,24,22,11,0,3,0,0,0,4,3,88,0,4,10,15,7,17,54,183,14,17,28,26,9,16,5,401,0,3,7,6,4,23,27,9,0,0,0,0,0,0,3,93,0,0,0,3,5,23,15,15,4,4,3,0,0,0,3,73,0,0,0,0,3,7,8,10,0,0,0,3,0,0,0,29,0,0,4,13,15,10,8,26
POA4212,0,0,7,9,3,9,16,22,0,4,0,0,4,0,0,85,0,3,0,0,3,22,63,79,10,13,30,21,21,7,17,302,0,0,14,6,0,3,9,0,0,0,0,0,0,0,0,24,0,3,8,11,0,5,0,0,0,0,0,0,0,0,0,32,0,0,0,5,9,7,4,7,0,0,0,5,3,0,0,42,0,39,35,18,14,23,16,13,3,0,3,3,0,3,4,176,0,4,8,5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,6,16,15,7,3,0,3,3,0,3,0,58,0,4,3,13,0,8,28,41,6,7,10,7,0,0,8,142,0,3,3,0,7,3,24,3,4,0,0,4,0,0,0,57,0,0,0,0,4,4,8,7,3,4,3,0,0,3,0,47,0,0,0,5,0,3,7,0,0,0,0,0,0,0,0,16,0,3,0,8,10,13,10,9
POA4213,0,0,3,14,9,12,22,21,0,0,3,0,9,0,0,85,0,0,5,0,3,17,44,23,3,3,5,11,6,0,3,123,0,0,11,8,0,0,5,0,0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,4,14,10,0,0,0,0,0,0,0,0,35,0,34,37,30,23,8,32,0,0,0,0,0,0,0,0,169,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,19,0,0,3,0,0,4,0,0,31,0,3,3,4,3,9,21,38,3,3,0,10,0,0,3,107,0,0,0,7,6,9,16,3,0,0,3,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,12,0,11,16,19
POA4214,0,0,0,7,9,16,23,13,0,0,0,4,9,4,0,85,0,5,3,0,8,45,179,225,40,50,58,70,107,60,51,895,0,0,15,28,4,7,19,0,0,3,0,0,0,0,0,75,0,10,16,10,0,8,3,12,0,4,0,0,0,0,3,56,3,0,0,13,3,3,21,23,0,7,0,0,6,0,3,76,0,47,27,31,30,23,33,17,0,0,3,4,0,0,9,228,0,11,22,22,3,0,0,0,0,0,0,0,0,0,3,66,0,0,0,8,4,29,30,14,0,7,9,8,4,3,3,125,0,8,0,8,6,27,68,76,18,10,16,11,10,10,10,283,0,3,0,3,8,10,21,12,0,5,4,0,4,3,3,77,0,0,0,0,3,14,3,24,3,9,7,8,0,0,0,59,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,18,0,0,3,13,11,16,12,21
POA4215,0,0,6,15,19,17,28,26,6,8,3,8,8,14,6,178,3,3,6,6,13,48,187,324,81,114,189,218,207,82,66,1552,0,4,16,28,11,20,29,8,0,0,0,0,0,0,9,128,0,9,11,21,9,12,3,7,0,0,8,3,0,3,3,93,0,3,3,5,15,28,15,21,0,3,3,3,3,0,5,102,0,64,55,35,31,18,34,18,0,0,0,4,6,4,16,298,0,6,22,12,3,3,0,3,0,0,0,0,0,0,3,54,0,0,0,6,14,28,31,29,10,16,19,33,36,14,0,234,0,13,7,15,8,18,57,260,33,34,56,62,64,39,13,671,0,0,4,5,6,9,30,31,6,8,4,13,15,3,3,130,0,0,0,3,9,17,16,40,19,27,31,25,23,5,0,211,0,0,0,3,0,0,20,18,3,0,16,17,5,0,7,92,0,4,9,17,13,9,14,24
POA4216,0,0,6,18,5,15,12,9,0,3,0,3,0,10,3,96,0,8,7,0,7,39,83,115,24,42,56,69,62,13,28,554,0,0,19,24,0,9,9,0,0,0,0,0,0,0,0,59,0,5,8,12,3,3,4,5,0,0,3,0,0,0,0,51,0,3,0,0,11,9,10,9,0,0,0,3,0,0,4,57,0,68,51,24,26,11,21,8,0,0,0,3,0,0,7,225,0,17,18,11,3,0,3,0,0,0,3,0,0,0,4,49,0,0,4,8,13,13,16,6,3,3,6,8,3,3,3,83,0,5,9,13,6,7,27,65,7,11,13,21,7,10,5,212,0,3,4,3,3,11,28,5,0,8,3,0,0,0,0,70,0,0,0,3,4,8,12,21,4,15,9,9,0,0,0,85,0,0,0,6,0,3,10,7,3,0,0,3,0,0,0,29,0,3,8,19,13,13,17,12
POA4217,0,0,3,9,18,18,23,24,11,6,11,21,17,26,13,176,0,0,5,4,10,60,122,173,31,34,58,84,60,41,76,768,0,9,31,27,0,11,11,3,0,0,0,0,0,0,3,93,0,6,16,22,4,14,8,14,6,0,3,0,0,0,3,91,0,0,0,7,10,11,16,14,0,0,5,3,4,3,3,77,0,55,34,19,36,17,22,23,4,3,8,7,3,5,9,239,0,14,31,20,3,0,3,3,0,7,0,0,4,0,0,88,0,0,3,3,26,32,38,13,6,9,17,15,11,10,58,249,0,4,4,15,9,24,49,375,20,34,87,173,102,71,32,1000,0,0,0,6,10,17,19,14,5,3,8,4,7,6,4,119,0,0,0,0,27,17,18,35,3,12,7,6,3,6,0,141,0,0,0,3,0,3,3,6,0,3,0,3,0,0,0,28,0,0,4,10,19,10,7,17
POA4218,0,0,4,9,11,19,29,25,11,15,4,13,17,9,3,153,0,3,8,4,12,47,65,66,0,11,29,21,19,16,25,327,0,4,27,26,3,9,8,0,3,0,0,0,0,0,0,81,0,10,25,5,3,5,0,0,0,0,0,0,0,0,0,50,0,0,0,0,6,17,6,3,0,3,0,0,0,0,0,46,0,40,28,17,30,9,14,18,3,0,0,0,3,4,0,160,0,20,21,10,4,0,0,0,0,0,0,0,0,0,3,63,0,0,0,3,20,20,12,5,0,0,3,13,4,7,0,90,0,3,0,9,6,11,4,98,0,3,11,32,4,14,6,202,0,0,3,7,10,9,12,3,3,0,3,6,0,0,0,50,0,0,0,0,0,9,8,3,3,3,7,3,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,21,8,5,11,10
POA4220,0,0,3,9,13,14,21,31,7,5,12,10,12,0,5,143,0,0,3,0,9,15,17,28,0,0,7,10,0,5,8,100,0,7,11,15,4,3,0,0,0,0,0,0,0,0,3,47,0,7,5,0,0,0,3,0,0,0,0,0,0,0,0,19,0,0,4,3,6,10,7,0,0,0,0,3,3,0,3,34,0,41,36,12,22,10,14,11,0,6,3,3,4,3,7,165,0,3,10,3,0,3,0,0,0,0,0,0,0,0,0,25,0,0,0,0,5,22,5,3,0,3,3,0,0,0,0,51,0,0,0,8,5,5,4,33,3,6,4,9,5,3,0,87,0,3,4,4,7,7,7,4,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,8,11,9,16,19
POA4221,0,0,0,11,6,0,23,25,3,6,4,0,3,6,4,90,0,0,3,3,5,8,8,13,0,3,0,0,7,0,3,64,0,0,5,5,0,0,10,0,0,0,0,0,0,0,0,21,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,4,7,4,0,0,0,0,0,0,3,0,21,0,23,22,6,4,3,11,5,0,0,0,3,3,0,0,91,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,5,0,0,3,18,0,4,3,6,3,3,0,53,0,3,0,0,0,5,3,0,0,6,4,5,7,0,0,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,10,7,8,8
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,0,0,3,5,5,0,10,11,0,0,0,3,0,0,3,40,0,4,3,0,0,0,3,8,0,0,0,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,3,3,9,0,0,0,3,0,0,0,26,0,26,15,4,10,5,9,6,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,4,5,0,0,0,0,0,3,23,0,3,3,0,3,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,5,7,6
POA4224,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,6,0,0,0,0,7,0,3,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,5,3,4
POA4225,0,0,0,4,0,3,4,4,0,0,3,0,6,0,0,34,0,0,0,0,0,0,0,9,0,4,0,0,5,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,3,3,0,0,0,0,8,0,0,28,0,6,3,4,0,0,5,3,0,0,3,0,0,0,4,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,3,8,3,0,5,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5
POA4226,0,0,3,11,6,19,33,18,0,6,3,6,12,14,5,136,0,0,4,0,19,97,167,177,27,35,54,83,97,33,53,845,0,5,26,24,4,10,3,0,0,0,0,0,0,0,0,68,0,9,22,10,9,11,3,7,0,0,0,0,3,0,0,68,0,0,0,3,4,18,14,10,5,0,0,3,0,0,3,67,0,48,28,8,22,14,29,3,0,4,4,0,0,3,16,187,0,3,6,4,3,8,5,3,4,3,0,0,0,0,0,39,0,0,0,8,21,67,38,11,3,0,8,14,13,3,9,200,0,3,3,12,3,27,65,65,5,8,3,21,23,5,15,267,0,5,5,6,8,13,23,0,3,0,0,3,0,0,3,72,0,0,0,3,17,12,13,12,4,0,0,0,0,3,0,65,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,10,0,3,14,16,9,14,16,18
POA4227,0,0,0,4,8,11,27,18,0,3,9,15,31,15,5,142,0,0,3,0,8,53,85,120,24,33,33,60,73,24,14,534,0,0,9,17,3,8,7,0,0,0,0,0,0,0,3,47,0,0,3,0,3,6,4,3,0,0,0,0,0,0,0,29,0,0,0,0,6,6,10,4,0,0,0,0,0,0,0,42,0,12,6,9,8,10,7,11,0,0,4,3,0,7,0,81,0,3,7,3,0,3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,15,40,22,4,0,0,3,7,4,3,3,114,0,0,3,3,3,12,48,48,3,5,6,16,9,12,11,180,0,0,0,0,3,4,10,5,0,0,0,0,0,0,3,42,0,0,0,0,6,4,4,13,0,3,3,6,0,0,0,40,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,0,7,4,12,18,7
POA4228,0,0,0,3,10,3,4,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,8,3
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,12,3,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,7,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,3,6,0,0,0,3,0,0,0,25,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4270,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4271,0,0,0,4,0,5,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,3,0,3,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
