POA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA4342,304,604,15,84,10,73,8,49,119,483,158,691,14,73,23,68,51,156,89,294,244,985,0,7,8,20,4,36,42,132,59,197,4,13,8,15,35,73,41,99,103,301,12,20,659,1913
POA4343,1132,2258,30,149,104,483,49,240,557,2212,736,3080,57,251,64,213,193,608,317,1074,1051,4154,4,28,38,141,24,98,179,509,238,773,17,44,24,53,151,324,191,420,434,1187,54,125,2667,7724
POA4344,310,610,10,60,19,105,16,61,145,591,194,818,14,55,26,75,57,183,96,315,286,1133,3,11,4,16,3,17,62,171,71,206,0,6,4,14,29,62,39,77,106,289,9,21,714,2049
POA4345,0,0,0,3,0,0,0,0,3,16,4,17,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25
POA4346,97,191,0,4,17,63,0,4,62,241,74,310,3,20,5,19,18,53,31,90,101,404,0,0,3,10,0,0,22,46,20,55,0,0,0,0,12,28,19,34,37,93,3,6,241,685
POA4347,156,305,4,20,10,52,6,20,65,268,82,359,0,12,7,18,21,69,31,95,115,460,0,3,4,12,4,18,11,44,18,76,5,13,4,12,15,30,21,52,42,127,7,5,314,895
POA4350,11151,22060,213,1231,1098,5303,311,1415,5994,23819,7615,31776,381,1587,771,2447,1749,5408,2901,9447,10517,41223,85,417,394,1457,196,713,2097,5784,2776,8364,182,581,444,946,1518,3197,2140,4730,4916,13096,463,966,27044,77338
POA4352,3242,6373,82,476,434,2076,129,599,2158,8865,2808,12019,164,655,284,912,651,2017,1099,3590,3906,15609,11,44,83,285,23,93,335,953,458,1372,25,80,53,109,234,499,315,691,770,2061,48,105,7971,24147
POA4353,32,63,0,16,5,25,3,12,14,57,26,103,0,3,4,3,7,26,14,37,36,140,0,0,0,5,0,0,3,12,8,21,0,0,0,0,3,5,3,5,11,29,0,4,80,233
POA4354,145,290,3,16,11,44,12,43,65,260,87,362,8,27,14,34,20,59,38,116,122,484,0,0,5,21,3,14,30,86,36,116,4,9,3,5,11,34,21,44,60,161,4,4,327,945
POA4355,378,740,5,31,16,73,3,17,126,543,150,658,7,33,12,43,54,158,76,239,226,898,4,16,9,34,3,19,56,172,77,244,0,4,0,4,33,71,34,78,109,324,7,21,723,1975
POA4356,588,1152,12,67,62,272,26,127,310,1278,402,1744,33,136,36,115,100,306,172,560,578,2303,0,8,17,54,12,47,68,199,90,303,3,9,14,33,47,98,64,139,156,444,17,29,1338,3927
POA4357,314,612,5,27,27,124,11,33,141,563,177,736,4,21,8,30,42,132,60,185,240,923,5,18,6,15,3,18,31,77,37,129,0,3,0,3,26,49,29,51,66,183,5,11,626,1736
POA4358,267,526,7,37,27,109,10,41,166,664,204,851,8,46,14,55,47,141,76,238,283,1088,0,0,5,28,0,9,43,127,52,168,0,3,7,9,19,31,26,43,77,217,3,8,630,1840
POA4359,152,309,3,15,20,92,0,6,68,290,97,404,8,38,12,40,28,90,52,163,144,571,0,0,3,11,0,0,21,53,21,67,0,0,0,3,13,34,16,39,40,106,0,3,344,992
POA4360,73,142,0,6,9,30,3,17,44,168,52,225,0,17,3,3,13,37,18,59,75,284,0,0,0,9,0,0,3,10,6,20,3,4,3,5,9,15,9,25,19,51,0,3,165,477
POA4361,357,709,7,22,39,182,10,31,135,555,186,790,10,45,20,67,65,194,94,298,280,1090,0,0,3,20,3,9,34,87,38,116,0,6,3,9,25,59,34,76,75,193,10,17,727,2009
POA4362,335,658,4,40,24,112,13,53,122,521,163,720,11,49,15,47,48,148,76,238,240,964,0,3,3,17,5,19,40,105,51,143,3,8,4,11,26,54,34,76,82,221,7,12,667,1855
POA4363,64,123,3,19,8,27,0,3,30,123,41,170,4,19,10,17,23,63,33,96,74,269,0,0,0,4,0,0,9,21,5,25,0,0,0,3,12,24,13,28,20,50,0,5,162,446
POA4364,23,39,0,4,3,7,0,3,12,60,16,77,4,17,0,3,3,5,10,27,25,103,0,0,0,0,0,0,5,11,5,11,0,0,0,0,4,8,4,8,9,21,3,9,58,172
POA4365,66,127,0,0,7,19,0,5,24,88,29,112,0,8,3,10,10,35,20,55,48,168,0,0,0,6,0,0,0,0,3,8,0,3,0,3,10,26,14,30,17,39,0,3,126,341
POA4370,2133,4227,49,281,224,1066,60,266,953,3857,1290,5471,83,334,125,385,336,1054,538,1770,1827,7237,15,73,71,264,51,198,426,1201,563,1730,17,58,48,98,268,588,335,748,903,2478,80,172,4943,14110
POA4371,104,203,3,30,9,38,0,4,35,155,48,228,3,12,4,16,14,49,26,73,78,301,0,0,3,9,0,0,7,8,9,16,0,0,4,8,10,11,11,22,15,38,3,7,200,552
POA4372,16,41,0,0,0,3,0,0,7,37,10,45,3,5,0,0,7,26,12,34,24,78,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,3,0,3,7,9,4,5,47,132
POA4373,132,260,3,12,9,32,10,32,43,175,59,251,4,27,4,13,24,66,35,104,89,351,3,8,4,15,0,7,14,43,20,75,0,0,0,0,17,37,23,39,44,113,4,13,268,736
POA4374,53,111,0,6,0,3,3,10,16,51,21,72,0,3,4,15,10,24,17,43,33,122,0,0,0,0,0,0,6,17,6,17,0,0,0,0,3,4,3,4,7,20,3,5,102,251
POA4375,30,62,0,0,0,3,0,0,8,39,14,45,0,0,0,3,5,21,6,25,16,66,0,0,0,0,0,0,5,15,5,15,0,0,3,3,3,3,3,6,8,24,0,0,56,151
POA4376,36,85,0,3,3,20,0,0,16,50,15,76,0,3,4,5,3,18,8,22,24,97,0,0,0,0,0,5,5,8,7,14,0,0,0,0,3,10,3,10,11,26,0,0,75,204
POA4377,83,160,0,6,9,27,0,0,30,114,37,143,0,0,4,7,22,60,26,71,58,221,0,6,0,3,0,0,5,7,7,15,0,0,0,0,4,14,6,15,16,32,0,0,156,417
POA4378,81,169,0,0,12,42,3,25,26,117,41,182,0,3,0,0,12,34,13,41,54,221,0,0,3,4,0,0,5,14,9,22,0,3,0,0,0,0,3,9,12,30,0,3,151,423
POA4380,1036,2055,14,78,66,338,18,93,409,1644,514,2143,34,126,55,174,137,409,223,720,736,2865,3,10,16,59,13,33,148,387,177,496,11,23,21,48,92,207,128,275,301,774,32,62,2103,5750
POA4381,82,163,0,7,4,37,3,11,29,131,39,182,0,9,7,19,11,22,17,51,59,227,0,4,3,3,0,4,6,20,13,38,0,0,3,4,9,22,12,30,24,61,0,4,167,457
POA4382,82,170,0,12,12,46,5,22,23,89,41,168,3,14,3,8,4,16,11,41,47,205,0,0,0,0,0,0,3,11,3,11,0,4,0,0,9,11,10,18,10,33,0,4,146,405
POA4383,77,162,0,8,9,40,0,3,23,111,36,160,4,12,0,0,5,19,13,29,48,191,0,0,3,10,3,9,15,33,16,52,0,4,3,10,8,12,11,19,31,68,0,6,154,431
POA4384,7,7,0,0,0,5,0,3,3,18,5,29,0,0,0,0,0,3,0,3,7,33,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,17,42
POA4385,182,357,0,7,10,43,4,14,59,237,74,300,3,10,9,22,14,45,27,77,96,380,0,0,0,0,0,4,20,61,22,64,3,7,0,4,20,33,21,48,44,112,5,13,327,863
POA4387,173,345,0,0,11,49,5,26,64,246,77,320,0,5,4,6,19,49,19,65,104,383,0,0,4,20,0,3,30,73,36,95,0,4,3,11,16,34,21,50,61,141,5,8,332,884
POA4388,48,89,0,4,3,12,5,14,30,118,36,148,0,5,3,12,3,9,6,22,47,173,0,0,0,3,0,3,11,25,15,36,0,0,0,0,6,10,6,10,15,44,0,0,108,313
POA4390,713,1415,14,58,65,280,19,78,482,1931,575,2344,28,95,55,149,87,269,169,513,742,2858,3,10,19,48,4,32,111,322,139,414,3,18,22,42,75,153,97,204,235,619,25,58,1714,4948
POA4400,232,450,9,52,21,94,11,50,134,538,173,737,8,40,10,37,40,112,57,189,228,926,0,0,3,25,3,16,27,77,35,110,3,3,6,11,20,44,29,59,63,177,3,6,522,1552
POA4401,589,1178,22,144,55,277,30,160,303,1227,415,1811,14,69,36,122,118,367,172,560,581,2367,5,19,19,64,16,76,130,383,177,551,9,26,11,24,83,180,105,235,274,783,18,33,1469,4357
POA4402,48,92,0,8,0,3,0,5,12,47,12,71,0,0,0,0,8,15,8,19,19,83,0,0,0,0,0,0,7,19,7,19,0,0,0,0,4,16,4,16,9,33,0,3,78,216
POA4403,92,174,0,3,11,35,7,24,48,220,64,284,0,9,3,7,20,61,28,82,93,369,0,0,0,0,0,0,7,34,7,34,0,0,0,3,9,15,6,20,19,48,3,6,202,594
POA4404,59,116,4,10,5,28,3,10,40,181,55,229,3,12,3,12,11,36,23,62,73,294,0,0,0,3,0,0,3,4,3,7,0,0,0,0,3,10,3,10,10,18,3,5,139,431
POA4405,1412,2772,24,153,162,759,58,240,939,3873,1187,5024,78,313,87,253,257,783,414,1355,1594,6377,9,39,48,182,30,120,292,843,387,1184,10,34,38,80,167,365,219,473,602,1658,49,106,3663,10912
POA4406,168,335,3,15,22,82,3,21,89,359,118,474,7,20,7,22,22,63,38,116,153,591,0,0,5,16,0,0,21,49,24,66,0,0,3,6,30,63,31,62,54,132,3,12,384,1066
POA4407,77,155,3,26,3,21,4,17,25,80,32,149,0,8,4,7,13,33,19,47,53,195,0,0,0,0,0,3,8,22,6,25,0,0,0,0,6,9,6,9,12,37,0,3,143,388
POA4408,74,144,4,17,9,49,0,5,37,145,55,217,0,7,0,4,12,35,18,45,66,267,0,0,3,4,4,16,0,9,12,34,0,4,0,0,3,15,8,17,14,45,0,3,160,464
POA4410,143,276,0,0,7,44,3,10,49,202,63,257,6,20,9,30,26,68,38,119,100,371,0,0,3,6,0,0,13,44,17,55,0,0,3,4,18,38,21,41,34,96,7,9,284,760
POA4411,24,45,0,0,0,0,0,0,30,113,30,113,0,3,4,10,6,17,11,28,34,143,0,0,0,0,0,0,3,17,3,17,0,0,0,0,0,4,0,4,6,26,0,4,65,210
POA4412,17,33,0,3,4,19,0,0,13,46,18,73,0,6,0,0,8,20,8,31,23,96,0,0,0,0,0,3,0,4,3,9,0,0,0,0,0,0,0,0,3,9,0,0,44,142
POA4413,795,1562,13,51,97,462,21,95,538,2182,669,2788,20,66,52,150,113,332,181,547,846,3342,4,31,20,61,5,33,154,468,182,583,9,20,17,35,79,166,106,217,286,803,21,32,1946,5745
POA4415,216,424,0,7,19,91,3,5,120,483,143,580,5,16,9,38,14,48,31,101,171,681,3,9,3,9,0,0,49,131,48,157,0,0,9,18,14,29,21,43,70,195,12,17,469,1326
POA4416,54,99,0,6,3,16,0,6,39,149,46,172,0,4,6,12,4,17,13,35,54,200,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,13,6,13,5,14,0,3,114,323
POA4417,78,158,0,8,3,11,0,5,44,194,52,220,0,7,3,5,18,48,21,68,70,285,0,0,3,9,0,3,7,29,10,39,0,0,0,0,9,19,13,23,27,60,0,0,177,505
POA4418,10,27,0,0,3,8,0,0,5,26,7,35,0,0,0,3,4,7,4,12,10,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,29,78
POA4419,112,222,0,6,6,18,0,3,49,187,59,215,0,0,3,8,12,44,16,55,78,270,0,0,0,4,0,0,7,24,9,28,0,0,4,5,5,10,9,15,16,41,3,4,204,538
POA4420,151,300,4,13,14,43,3,22,73,300,94,382,4,24,5,13,23,77,41,112,134,496,0,0,6,9,0,4,7,18,16,38,0,0,0,0,6,17,12,21,26,56,7,14,314,858
POA4421,249,500,4,25,18,76,11,47,77,309,110,454,3,11,7,22,33,92,37,122,146,577,3,5,8,37,3,17,57,146,73,211,0,3,6,12,34,74,40,86,109,300,7,17,514,1387
POA4422,55,107,0,0,6,20,0,3,43,156,47,181,0,0,4,11,13,31,16,43,63,219,0,0,0,0,0,0,4,10,4,10,0,0,0,0,4,6,4,6,4,18,0,0,121,346
POA4423,19,35,0,0,0,0,0,0,21,81,21,81,0,0,0,4,0,10,4,9,24,86,0,0,0,0,0,0,0,5,0,5,0,6,0,0,0,3,0,9,3,12,0,0,43,139
POA4424,30,55,0,5,0,4,3,12,20,96,28,110,0,3,0,0,4,7,5,12,29,121,0,0,0,0,0,0,0,3,0,3,0,0,3,3,3,7,4,4,3,11,0,0,63,187
POA4425,34,67,0,0,0,13,0,8,15,50,18,73,0,0,0,4,0,3,3,10,17,80,0,0,0,0,0,0,6,29,6,29,0,0,0,3,0,3,0,3,14,27,0,0,61,173
POA4426,14,27,0,0,3,6,0,3,10,30,10,38,0,3,3,6,3,11,5,21,19,62,0,0,0,0,0,0,3,5,3,5,0,0,0,0,3,6,3,6,3,9,0,0,40,100
POA4427,34,67,0,0,3,9,0,8,14,68,17,79,0,8,0,3,8,24,7,34,31,112,0,3,0,3,0,0,4,19,5,21,0,0,0,0,4,3,3,7,10,33,0,0,77,208
POA4428,90,177,3,14,6,28,0,0,53,191,58,238,0,0,3,7,13,32,12,46,78,283,0,0,0,3,3,6,9,17,11,31,0,0,0,0,10,16,11,15,17,50,0,0,184,509
POA4454,90,172,0,0,4,14,4,27,38,148,47,190,0,4,3,5,7,25,9,31,56,215,0,0,0,0,0,0,10,31,10,31,0,0,0,3,3,3,3,8,14,35,0,0,163,425
POA4455,813,1591,17,80,91,402,33,155,609,2397,757,3028,19,76,43,121,127,391,195,590,943,3624,0,7,15,65,16,55,137,363,173,487,3,13,20,40,69,142,93,199,271,680,20,36,2047,5927
POA4461,9,20,0,0,0,0,0,0,3,10,3,10,0,0,0,3,3,8,3,7,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,14,44
POA4462,16,29,0,0,3,8,0,0,3,20,5,25,0,3,0,4,0,0,7,10,13,43,0,0,0,3,0,0,0,3,3,4,0,0,0,0,0,0,0,0,3,4,0,0,30,70
POA4465,133,262,0,3,9,35,0,13,84,325,95,374,11,25,11,18,30,90,48,131,141,509,0,7,0,3,3,8,17,61,20,79,3,5,0,3,14,31,14,41,37,115,0,5,317,901
POA4467,27,47,0,0,0,0,3,10,11,46,13,64,0,0,0,3,5,22,11,24,25,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,0,0,52,140
POA4468,35,70,0,5,3,5,0,7,16,54,18,76,0,3,3,11,7,16,6,25,26,104,0,0,0,0,0,0,3,14,3,14,0,0,0,0,3,6,3,6,9,14,0,3,73,189
POA4470,401,782,5,27,36,167,12,55,221,870,270,1108,3,21,10,32,57,172,73,223,344,1333,0,6,10,48,12,41,75,210,92,299,4,9,11,23,52,103,64,139,156,441,6,15,908,2570
POA4472,199,394,0,5,11,50,0,15,73,291,92,367,5,21,12,31,29,82,45,132,139,501,0,0,3,16,0,5,13,36,16,57,3,6,3,3,14,33,21,43,39,97,0,4,375,990
POA4474,14,23,0,0,0,6,0,0,4,20,9,28,0,0,0,0,0,7,0,7,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,57
POA4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4477,49,98,0,0,3,14,0,6,42,148,47,164,0,0,0,4,13,35,16,37,55,199,0,0,0,7,0,0,3,8,3,13,0,0,0,0,0,0,0,0,7,15,0,3,111,311
POA4478,69,135,0,0,5,16,0,4,35,127,41,150,0,0,0,3,7,31,11,32,50,179,0,0,0,3,0,3,7,18,6,26,0,0,0,0,5,10,5,10,16,33,3,8,137,357
POA4479,4,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13
POA4480,83,158,0,0,3,14,3,10,53,194,58,220,3,3,3,8,10,29,12,38,74,257,0,0,0,3,0,5,13,47,16,57,0,0,0,0,9,18,12,22,24,78,0,0,183,489
POA4481,11,21,0,0,0,0,0,3,8,36,10,41,0,0,0,0,0,4,0,4,11,39,0,0,0,0,0,5,0,3,3,3,0,0,0,0,0,3,0,3,3,10,0,0,26,69
POA4482,13,23,0,0,0,0,0,0,8,28,8,28,0,0,3,3,3,7,6,14,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,27,65
POA4486,93,173,0,4,5,26,0,17,33,125,45,175,0,0,3,13,10,37,17,51,62,221,0,0,0,0,0,7,10,29,11,36,0,0,0,0,11,25,11,25,18,58,4,4,170,460
POA4487,320,627,11,64,28,102,15,80,201,817,256,1065,10,30,15,49,52,158,81,244,334,1308,0,6,4,17,8,25,63,177,75,217,0,3,5,18,39,82,53,99,122,322,12,21,785,2287
POA4488,36,64,0,5,0,0,0,0,14,58,16,64,0,0,0,0,5,15,7,22,23,84,0,0,0,0,0,0,4,16,3,19,0,0,0,0,4,4,4,4,5,21,3,3,71,171
POA4489,7,20,0,6,0,0,0,4,3,13,3,22,0,6,0,0,3,10,7,12,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,56
POA4490,153,299,0,0,11,48,4,14,54,207,65,265,0,0,0,8,22,69,25,84,92,346,0,3,3,24,6,29,45,153,64,211,0,0,0,3,21,46,27,51,90,262,6,19,342,930
POA4491,18,38,0,0,0,0,0,0,3,11,3,11,0,0,0,5,0,0,0,5,8,17,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,3,0,3,3,5,0,0,27,60
POA4492,40,80,0,0,0,0,0,3,18,70,22,70,0,3,4,7,7,11,7,23,26,94,0,0,0,0,0,0,10,27,10,27,0,3,0,0,0,0,3,4,11,32,0,0,84,203
POA4493,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
POA4494,8,16,0,0,0,0,0,0,17,78,21,77,0,0,0,4,3,4,0,13,26,89,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,31,113
POA4496,30,53,0,0,3,6,0,9,22,92,25,101,0,0,0,4,3,12,6,18,33,120,0,0,0,0,0,0,4,10,4,10,0,0,0,0,0,0,0,0,3,8,0,0,65,179
POA4497,34,70,0,3,8,24,0,6,27,90,34,122,0,0,3,5,3,13,6,22,40,139,0,4,0,0,0,0,0,7,3,6,0,0,0,0,3,6,3,6,6,18,0,0,87,237
POA4498,23,52,0,0,5,16,0,0,20,73,20,94,3,7,0,4,3,6,6,16,25,106,0,9,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,3,14,0,0,56,172
POA4500,3946,7895,122,708,552,2583,173,809,3229,12656,4078,16761,296,1228,398,1358,1072,3423,1771,6002,5848,22760,30,151,136,489,61,205,774,2121,1000,2959,84,271,163,402,620,1363,866,2036,1866,4995,167,359,11826,36011
POA4501,538,1097,15,66,40,190,13,54,347,1303,408,1607,29,122,40,131,109,340,172,586,576,2192,0,17,25,75,12,47,133,360,172,494,12,41,28,67,129,281,174,390,347,888,33,65,1493,4247
POA4502,874,1723,12,75,97,468,31,143,673,2593,815,3280,45,189,96,316,208,640,348,1146,1163,4426,7,30,34,118,12,37,162,442,205,627,14,51,36,77,131,265,181,399,388,1026,36,68,2459,7244
POA4503,4303,8590,84,497,418,1951,184,861,3239,12641,3925,15954,193,822,280,931,842,2685,1317,4437,5240,20392,25,133,132,474,89,313,1132,3019,1380,3942,78,239,194,419,597,1303,867,1953,2250,5897,163,338,11964,35215
POA4504,1471,2936,67,383,383,1776,102,449,1524,6081,2068,8696,142,584,214,731,405,1306,766,2624,2838,11321,19,101,87,279,29,104,337,983,476,1473,26,94,68,154,176,389,276,634,748,2104,28,61,5085,16426
POA4505,2239,4465,57,315,264,1246,114,533,1201,4780,1635,6867,157,646,205,689,601,1935,964,3265,2596,10126,14,56,59,206,38,117,354,959,467,1332,29,104,76,167,269,584,377,859,839,2187,55,117,5733,16903
POA4506,1963,3927,53,318,227,1108,109,523,1360,5420,1746,7366,116,503,180,587,527,1690,827,2781,2573,10148,20,95,77,312,63,223,629,1818,790,2450,44,132,86,179,389,886,518,1200,1310,3650,74,160,5916,17876
POA4507,3267,6464,18,106,93,438,52,254,522,2022,687,2821,54,219,107,340,358,1084,517,1633,1204,4455,5,26,35,127,26,95,306,845,379,1092,28,79,57,122,298,613,385,823,759,1916,58,121,5296,12954
POA4508,1759,3529,62,368,197,973,115,541,1006,4057,1375,5937,88,365,125,406,403,1294,620,2070,1993,8006,16,86,101,381,69,261,568,1637,758,2371,44,141,90,191,401,867,527,1194,1285,3565,82,174,5121,15275
POA4509,2408,4756,86,478,424,1929,145,655,2917,11224,3577,14286,169,697,301,1007,441,1389,914,3094,4484,17383,20,85,124,445,50,173,674,1836,863,2543,41,123,102,228,257,549,404,902,1265,3438,60,126,8224,25708
POA4510,4638,9322,115,656,397,1950,216,1050,2648,10560,3376,14224,195,824,277,883,929,2907,1393,4611,4775,18834,48,205,182,712,152,578,1301,3758,1682,5256,86,277,230,512,825,1832,1144,2627,2823,7877,203,410,12437,36449
POA4511,1329,2636,19,98,73,348,42,160,458,1824,589,2433,27,113,66,227,210,657,306,995,892,3426,7,41,36,129,14,45,165,495,216,702,10,29,30,66,117,245,153,334,376,1037,25,51,2621,7157
POA4512,368,739,10,40,55,241,21,85,219,864,294,1229,26,119,27,94,100,305,151,515,448,1742,0,11,8,30,11,32,26,63,48,146,3,13,12,22,34,62,45,100,95,242,11,20,919,2743
POA4514,767,1537,12,73,61,284,29,128,369,1446,475,1931,36,137,56,161,161,476,243,776,717,2709,7,23,22,68,8,31,97,284,132,413,8,26,28,52,87,182,123,263,255,674,12,29,1755,4957
POA4515,483,970,7,35,44,188,19,85,227,907,296,1218,13,65,26,82,80,245,122,393,415,1613,0,8,18,53,9,35,75,212,100,309,11,23,9,32,40,98,66,148,168,459,11,22,1075,3064
POA4516,364,734,18,84,62,282,37,179,250,997,359,1538,36,157,52,168,134,436,223,760,584,2306,0,5,7,28,10,24,41,121,57,174,3,22,9,32,47,104,64,158,118,336,4,13,1072,3388
POA4517,108,210,4,19,9,40,5,29,37,158,57,244,3,10,5,20,11,36,21,69,77,310,0,0,0,10,0,0,7,28,12,32,0,3,0,0,4,12,10,15,18,51,0,3,203,577
POA4518,635,1261,15,91,47,223,28,124,317,1252,404,1694,35,145,53,170,130,395,215,711,624,2403,3,9,18,54,9,44,66,189,92,295,11,33,16,39,76,160,101,231,193,522,15,34,1471,4227
POA4519,962,1900,16,101,92,420,37,175,521,2072,670,2771,40,152,59,199,182,557,278,906,949,3679,8,35,25,83,21,76,181,489,237,675,7,33,36,78,151,339,197,455,436,1126,29,53,2367,6762
POA4520,1349,2674,23,138,236,1056,51,231,1006,4064,1319,5488,162,657,224,770,319,1009,703,2428,2017,7921,7,29,25,68,9,21,99,258,135,377,7,26,45,103,108,232,156,357,294,735,21,40,3682,11364
POA4521,607,1202,12,66,63,279,18,78,330,1320,421,1748,25,100,46,162,96,296,173,565,593,2313,0,0,11,41,3,21,50,132,67,188,3,5,10,18,38,87,53,109,112,301,10,25,1328,3836
POA4550,496,969,12,56,49,228,18,97,222,867,299,1243,27,119,33,110,100,306,166,544,465,1788,0,3,15,46,9,17,90,270,114,339,11,30,13,25,72,152,94,210,206,548,16,40,1183,3344
POA4551,7131,14101,91,490,660,2955,193,846,3302,12826,4250,17119,248,1005,460,1472,986,3094,1690,5576,5944,22697,20,109,196,651,106,349,1025,2742,1351,3852,87,273,281,638,811,1709,1180,2621,2524,6468,180,376,15778,43639
POA4552,1399,2745,12,60,68,299,20,90,367,1438,464,1881,21,91,54,176,166,499,239,770,707,2649,3,20,21,72,13,46,130,339,167,470,12,39,32,59,129,268,176,364,340,841,21,47,2464,6277
POA4553,612,1213,18,82,84,400,20,88,421,1678,551,2247,40,155,66,216,163,510,275,874,822,3130,0,5,15,66,7,32,85,241,118,346,9,40,19,42,65,154,95,233,212,580,10,24,1658,4945
POA4554,219,443,3,14,20,95,10,46,133,551,170,707,11,33,22,78,47,139,81,246,249,952,3,4,4,19,0,7,28,76,36,107,3,3,3,5,16,37,19,47,59,158,0,3,528,1557
POA4555,780,1548,16,81,94,435,29,130,449,1807,585,2460,34,137,77,252,165,490,275,884,864,3340,0,12,34,119,10,40,99,279,151,450,7,17,24,49,101,221,123,286,274,742,17,37,1929,5666
POA4556,5010,9881,58,317,557,2526,141,645,2718,10643,3475,14131,228,909,509,1660,787,2431,1532,4994,5003,19130,13,49,140,477,47,173,667,1746,861,2443,44,153,192,430,496,1058,734,1634,1598,4080,123,247,11733,33337
POA4557,1923,3792,38,209,192,874,53,256,1254,4753,1543,6088,69,270,148,481,304,923,521,1675,2063,7769,12,50,69,214,24,77,383,989,490,1334,38,126,112,238,254,540,405,899,891,2235,76,149,4949,13945
POA4558,2559,5044,21,95,98,432,41,167,769,2873,923,3563,37,157,98,318,282,856,423,1342,1341,4901,4,14,42,147,21,60,333,857,397,1079,26,91,95,203,360,751,479,1047,883,2125,92,193,4879,12259
POA4559,665,1319,18,89,84,378,32,136,436,1705,562,2313,40,156,57,187,154,474,242,819,808,3132,0,3,17,68,8,32,91,251,119,358,6,18,25,44,81,166,104,233,223,589,17,29,1713,5070
POA4560,3808,7559,69,395,288,1359,114,498,1811,7110,2281,9359,144,582,213,677,637,1975,990,3232,3276,12591,18,92,79,266,51,198,621,1706,774,2264,42,125,140,303,484,1016,661,1448,1440,3717,85,173,8611,24050
POA4561,854,1711,10,61,70,329,27,122,498,1943,609,2459,44,180,66,203,182,586,292,969,902,3430,3,12,17,58,7,36,96,279,126,389,9,20,22,51,83,177,115,246,243,629,24,47,2023,5817
POA4562,1025,2021,23,117,118,516,25,107,554,2180,723,2919,41,162,77,247,203,635,322,1044,1038,3963,0,12,20,74,3,20,88,240,119,345,10,28,22,48,82,180,121,261,235,608,10,28,2315,6615
