POA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA4285,111,117,228,723,702,1426,222,225,443,88,106,194,1034,1035,2070,514,504,1018,82,83,165,127,145,267,721,729,1448,20,29,53,12,43,49,34,37,72,33,96,129,0,0,0,98,204,309,60,129,182,25,57,81,15,23,34,38,95,124,0,0,0,129,301,429,13,26,33,31,60,89,0,0,0,40,86,125,869,862,1734,3004,3332,6335
POA4287,5,3,8,24,26,45,0,4,5,3,0,5,28,27,61,11,14,29,0,0,0,0,6,9,13,20,33,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,3,7,9,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,164,24,192,216,97,314
POA4300,482,425,912,2145,1974,4117,493,487,986,481,479,957,3119,2939,6057,1253,1267,2516,447,406,852,342,361,707,2043,2028,4079,125,112,239,73,156,227,90,113,202,149,308,458,4,6,9,440,698,1138,433,529,964,162,277,442,75,121,199,287,432,715,3,3,4,956,1367,2324,70,89,153,103,238,343,8,3,11,185,327,511,1892,1879,3778,9124,9668,18791
POA4301,258,240,498,1347,1276,2625,144,157,306,167,151,315,1656,1594,3254,797,773,1573,184,159,343,122,114,238,1109,1052,2153,52,82,141,51,119,168,41,69,108,77,187,258,0,0,3,226,455,679,147,224,364,91,117,208,17,44,62,66,139,211,3,7,6,329,529,857,47,79,124,48,118,168,3,5,5,100,199,299,1020,1052,2076,4693,5119,9816
POA4303,26,23,52,156,140,293,3,8,15,3,8,10,164,153,321,91,77,168,23,10,32,9,12,22,124,97,221,11,15,23,8,16,21,3,3,8,8,13,24,0,0,0,21,50,70,9,13,26,11,20,26,3,0,3,4,9,18,0,0,0,29,43,72,14,13,20,3,18,24,0,0,0,14,30,45,273,251,524,660,658,1316
POA4304,114,78,192,568,491,1058,132,131,262,57,57,117,759,674,1436,297,327,619,106,102,210,59,49,110,458,479,933,24,47,72,17,53,67,32,47,78,41,100,148,0,0,0,116,247,364,84,123,210,45,79,125,15,27,40,65,91,158,3,3,4,216,321,535,23,32,48,38,54,97,3,0,3,62,91,149,735,724,1458,2453,2612,5068
POA4305,438,410,853,2175,2121,4300,492,478,972,302,344,647,2977,2946,5922,1227,1187,2416,504,409,917,408,407,815,2143,2007,4147,72,126,202,50,189,234,124,139,264,163,317,477,3,8,10,413,774,1188,336,462,805,140,263,399,49,99,151,232,405,638,3,0,0,764,1238,2000,72,121,200,106,235,341,0,7,7,180,366,550,2140,2268,4402,9051,10008,19053
POA4306,230,212,443,1384,1245,2630,208,219,426,245,251,497,1841,1712,3551,630,570,1197,378,312,689,414,397,807,1421,1271,2690,33,60,92,20,35,58,79,69,148,71,156,226,0,0,0,199,322,519,251,346,594,41,119,161,44,67,114,110,266,378,0,0,0,457,801,1250,35,23,60,55,117,174,0,4,4,87,150,237,1404,1120,2526,5641,5592,11229
POA4307,7,11,12,69,59,129,0,8,4,3,12,12,75,70,151,42,34,82,5,9,13,9,12,24,68,54,116,0,4,4,0,0,0,3,4,4,3,8,12,0,0,0,7,13,23,9,5,13,0,4,3,0,3,3,4,14,17,0,0,0,16,22,35,0,0,0,3,3,6,0,0,0,3,3,5,54,61,111,220,232,450
POA4309,11,10,18,106,116,230,15,23,39,10,7,14,132,151,283,93,81,179,3,0,5,12,8,22,115,92,203,0,4,4,0,3,3,7,3,8,6,8,15,0,0,0,14,21,37,6,9,13,5,9,6,0,0,3,7,8,13,0,0,0,12,29,41,0,3,3,6,3,7,0,0,0,7,4,15,139,139,271,422,444,868
POA4310,22,25,50,159,128,284,78,71,141,15,5,20,249,201,448,125,172,303,11,7,19,19,27,47,157,203,364,7,4,13,0,9,9,14,12,26,10,14,29,0,0,0,31,39,68,11,21,28,0,8,8,3,4,10,24,20,44,0,3,3,37,58,90,0,7,6,8,13,24,0,0,0,14,22,32,193,192,389,700,746,1444
POA4311,46,52,105,449,400,849,28,22,53,40,42,87,518,467,990,261,224,482,22,16,38,61,73,140,342,315,658,9,14,27,11,11,24,19,20,42,22,40,68,0,0,0,66,89,154,21,48,71,10,29,40,3,9,11,16,48,69,0,0,0,56,143,194,8,15,25,12,25,36,0,0,0,23,39,63,550,554,1109,1602,1669,3274
POA4312,3,11,15,83,69,158,0,7,9,4,3,6,92,82,177,56,62,111,0,5,7,12,6,26,67,76,142,0,3,3,0,6,6,0,3,7,4,5,10,0,0,0,9,18,28,6,4,13,4,0,5,0,0,0,0,11,12,0,0,0,10,10,25,3,3,5,0,6,10,0,0,0,5,7,13,130,132,263,321,337,657
POA4313,6,9,19,88,98,181,0,0,0,3,0,4,84,96,183,59,68,129,0,3,3,8,7,15,72,77,142,3,3,5,0,3,8,0,3,4,3,3,10,0,0,0,8,11,26,3,6,8,3,3,4,0,0,0,3,10,10,0,0,0,9,17,23,0,0,0,0,7,11,0,0,0,0,10,11,76,82,154,262,298,559
POA4340,23,17,46,173,179,351,37,51,88,10,23,36,224,255,480,106,119,226,23,11,29,49,48,99,175,176,346,5,5,15,0,9,13,15,11,23,14,25,35,0,0,0,34,46,83,9,24,37,12,11,21,6,9,14,3,26,28,0,0,0,23,76,96,0,4,6,8,31,42,0,0,0,13,39,49,280,287,568,773,894,1665
POA4341,99,65,161,552,417,965,139,138,283,64,48,118,755,608,1361,391,335,726,23,17,46,131,106,235,551,459,1009,14,17,26,5,18,28,20,24,40,21,76,94,0,0,0,60,137,199,41,113,146,16,53,68,16,20,37,20,84,106,0,0,0,86,270,361,19,15,32,16,50,67,0,0,0,32,70,103,585,629,1216,2160,2239,4405
POA4342,11,8,24,75,90,173,10,11,21,11,3,18,104,113,209,60,65,126,0,0,0,13,27,39,74,88,168,4,3,4,0,0,0,5,3,4,3,12,12,0,0,0,12,22,32,40,49,89,5,11,18,3,3,4,0,15,18,0,0,0,50,86,130,9,8,11,0,11,13,0,0,0,6,14,22,140,158,291,396,483,880
POA4343,47,49,100,302,244,543,111,106,216,54,76,131,465,418,881,275,260,540,18,27,46,52,46,102,348,335,680,10,9,19,15,25,35,14,22,33,22,37,58,3,0,3,54,93,149,85,218,301,69,84,155,9,20,33,23,53,81,3,0,3,190,380,565,20,30,46,15,32,52,0,3,3,39,60,102,861,542,1400,1999,1884,3884
POA4344,12,7,20,107,89,192,4,3,6,11,14,25,121,101,222,50,44,99,14,19,39,19,20,41,85,86,175,0,3,0,0,3,7,4,4,14,8,11,18,0,0,0,18,23,39,10,15,21,3,4,12,4,3,12,3,17,20,0,0,0,15,45,61,0,0,3,4,11,15,0,0,0,5,11,14,126,129,250,385,404,787
POA4345,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,201,267,17,9,21,0,0,0,0,0,0,0,0,0,89,204,295,0,0,0,0,0,0,0,0,0,0,0,0,5,16,21,92,229,321
POA4346,3,3,3,31,31,65,6,7,13,11,3,15,44,41,87,3,12,15,4,3,7,8,18,25,20,30,50,0,4,8,0,4,4,0,0,3,5,4,5,0,0,0,11,13,18,0,3,4,0,0,0,0,0,0,0,7,9,0,0,0,4,13,17,0,0,0,0,0,5,0,0,0,0,0,5,38,35,71,123,131,253
POA4347,6,7,16,29,42,75,13,4,15,9,8,14,45,52,100,28,31,56,3,0,3,0,14,13,34,38,80,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,5,8,13,3,0,6,0,3,8,0,0,3,3,11,13,0,0,0,8,17,27,0,0,3,0,3,5,0,0,0,3,7,6,43,50,94,152,182,332
POA4350,616,613,1228,2900,2793,5693,882,938,1818,712,808,1520,4498,4536,9033,1820,1740,3566,930,946,1879,867,1027,1891,3615,3717,7338,129,218,348,97,251,341,230,228,460,298,492,792,5,12,13,762,1199,1962,823,955,1776,569,534,1106,195,331,530,568,950,1516,12,3,15,2164,2777,4934,116,143,262,225,404,630,4,13,14,345,555,903,3878,4283,8162,15877,17683,33565
POA4352,195,167,362,945,908,1853,359,384,736,278,302,580,1582,1591,3169,568,497,1057,363,318,679,350,326,672,1279,1140,2416,22,28,49,18,35,52,47,48,93,57,129,184,4,0,4,147,236,379,106,171,278,20,82,107,37,61,94,137,247,380,0,0,0,298,559,863,18,18,39,37,80,119,0,0,3,51,102,155,909,809,1720,4461,4603,9065
POA4353,3,0,4,13,13,29,0,3,3,0,3,3,17,22,33,5,7,10,0,0,0,0,3,3,5,9,14,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,3,3,0,0,0,0,4,3,10,7,18,36,53,84
POA4354,5,9,12,54,49,103,9,3,8,7,0,7,61,51,120,31,27,53,4,8,11,4,7,16,39,39,84,0,3,3,0,0,0,3,0,3,7,7,15,0,0,0,6,16,16,4,3,5,0,0,0,0,0,0,0,10,6,0,0,0,4,14,16,0,3,3,0,6,8,0,0,0,0,7,10,51,44,94,175,179,351
POA4355,15,8,28,106,96,204,7,10,14,8,10,22,124,110,235,39,51,94,3,12,13,13,13,20,55,70,125,3,3,9,0,3,4,0,4,9,9,9,17,0,0,0,11,22,34,5,3,10,3,3,3,0,0,3,5,9,13,0,0,0,12,18,32,0,3,3,3,9,17,0,0,0,3,17,18,96,77,175,316,334,652
POA4356,35,40,74,163,165,333,48,64,116,13,7,19,228,243,473,160,126,287,21,18,37,18,17,33,190,165,355,0,0,0,0,9,6,4,10,12,14,13,34,0,0,0,20,33,54,12,23,39,3,14,15,3,11,16,4,22,30,0,0,0,26,71,92,3,4,11,6,10,17,0,0,0,8,17,26,242,289,531,755,842,1597
POA4357,10,16,29,77,79,153,32,31,56,0,0,0,106,104,207,58,61,122,4,0,4,3,4,4,69,63,135,0,3,3,3,4,9,0,5,4,4,5,11,0,0,0,5,12,24,4,4,4,0,6,6,0,0,3,0,9,7,0,0,0,6,17,21,5,0,4,3,6,14,0,0,0,7,12,18,195,200,390,401,423,821
POA4358,19,18,40,84,97,178,19,10,26,9,12,19,113,120,230,38,29,76,14,14,24,12,29,43,69,68,139,0,0,4,0,3,3,6,6,11,5,6,16,0,0,0,13,23,32,5,15,23,0,5,7,3,3,5,5,12,14,0,0,0,18,35,49,0,0,0,5,6,13,0,0,0,5,4,11,111,102,206,346,370,717
POA4359,12,5,15,42,28,70,3,4,7,8,8,13,53,37,91,23,28,43,13,13,22,7,12,18,42,43,83,0,3,3,0,3,3,5,3,11,0,13,14,0,0,0,5,18,27,11,14,19,0,3,4,0,0,0,3,8,14,0,0,0,12,22,39,3,0,3,0,7,5,0,0,0,3,7,8,45,46,92,166,186,354
POA4360,0,0,0,21,26,46,3,3,6,6,9,11,33,31,67,3,5,13,8,0,6,3,6,13,12,14,34,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,9,9,3,0,3,0,0,0,0,0,0,3,3,4,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,0,0,5,21,13,37,81,82,158
POA4361,10,10,16,74,62,135,36,41,77,6,6,15,117,111,221,60,62,122,9,6,19,21,16,34,89,87,170,0,3,3,0,0,0,4,3,9,3,8,10,0,0,0,11,20,27,11,5,13,3,4,12,0,0,9,5,16,17,0,3,3,21,27,49,0,3,3,0,7,6,0,0,0,3,9,11,122,107,231,367,366,728
POA4362,11,13,24,76,53,131,45,35,72,3,9,17,121,96,222,47,37,83,30,17,43,12,8,25,87,61,151,3,3,4,0,3,4,0,7,8,3,10,16,0,0,0,12,26,38,8,3,11,0,4,4,0,6,5,0,8,17,0,0,0,12,25,37,0,0,0,0,4,5,0,0,0,0,4,3,86,91,174,329,311,643
POA4363,3,0,4,29,12,37,7,3,12,0,0,0,37,15,49,15,16,31,4,4,4,0,3,3,17,21,41,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,6,4,0,3,3,0,0,0,0,0,3,0,0,0,7,8,16,0,0,0,0,0,0,0,0,0,0,0,0,37,27,68,105,78,179
POA4364,0,0,0,7,7,17,3,3,6,0,0,3,8,15,20,5,10,13,0,0,0,9,3,14,17,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,33,31,66
POA4365,3,0,3,16,15,28,3,0,3,0,0,3,21,16,33,10,8,19,0,0,0,0,0,0,8,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,5,0,0,3,0,0,0,0,0,0,0,3,3,34,29,57,67,56,128
POA4370,97,75,169,582,536,1116,146,167,305,129,112,235,851,814,1659,385,344,728,203,162,361,157,128,283,738,632,1367,14,25,38,13,38,50,26,44,70,32,85,117,5,0,3,86,196,278,35,55,82,9,37,44,8,15,20,51,91,133,0,0,0,98,192,286,9,16,23,21,48,69,0,3,5,31,64,95,638,689,1329,2536,2660,5194
POA4371,0,0,4,22,23,46,3,3,3,3,4,8,28,24,52,9,14,26,3,11,13,9,10,16,23,31,57,0,0,0,0,0,0,3,0,3,0,4,7,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,3,3,3,0,0,0,3,3,3,24,22,49,88,91,184
POA4372,0,0,0,7,9,11,0,0,0,0,0,0,6,9,17,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,23,18,38
POA4373,4,0,9,32,29,58,4,6,14,7,0,5,42,31,73,23,26,42,6,3,5,0,8,10,28,33,59,0,0,0,0,0,0,3,0,3,0,6,8,0,0,0,5,7,9,0,3,3,0,0,4,0,0,0,0,5,5,0,0,0,0,8,15,0,0,0,0,4,4,0,0,0,0,3,3,49,51,97,126,140,265
POA4374,0,0,0,4,9,13,0,0,0,4,0,4,13,7,16,7,4,16,0,0,3,0,0,5,9,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,9,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,14,19,35,41,38,83
POA4375,0,0,0,10,9,15,3,0,5,0,0,0,6,7,15,7,4,9,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,22,25,42
POA4376,0,0,0,8,13,17,0,3,3,0,0,0,12,10,26,5,12,19,0,0,3,0,0,0,10,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,12,13,25,34,44,76
POA4377,0,5,4,8,14,29,3,3,8,0,0,3,13,22,36,10,9,19,3,0,3,0,3,4,14,12,32,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,3,9,5,0,0,0,0,0,0,0,0,0,0,0,0,14,14,26,54,58,113
POA4378,4,0,4,19,7,23,4,11,13,0,0,0,19,18,33,21,11,27,0,7,7,0,0,0,22,12,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,3,4,15,10,22,61,52,116
POA4380,36,34,65,257,212,475,80,93,175,8,9,19,347,315,660,201,176,372,47,54,99,10,3,13,262,230,486,6,4,12,4,8,13,11,11,24,14,24,35,0,0,0,25,50,80,11,16,27,0,10,16,0,4,4,13,28,44,0,3,4,27,67,88,4,7,9,11,31,38,0,0,0,14,38,52,297,288,587,1004,1024,2029
POA4381,5,3,8,19,16,36,5,7,8,3,0,3,26,22,47,20,13,39,3,0,3,0,0,0,27,17,44,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,10,0,0,0,3,3,3,0,0,0,3,0,8,0,0,0,8,4,7,0,0,0,0,0,3,0,0,0,3,0,4,27,14,44,86,66,158
POA4382,0,0,3,31,19,52,0,3,4,0,0,0,34,22,50,20,9,31,3,4,11,0,0,0,18,17,36,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,6,3,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,4,20,19,37,77,66,146
POA4383,0,0,3,27,25,49,0,0,3,0,0,0,33,27,55,16,12,30,0,3,8,0,0,0,23,17,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,6,7,24,25,50,82,83,163
POA4384,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,5,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,11,18
POA4385,3,0,6,54,42,96,0,0,0,0,0,0,54,42,96,16,27,39,0,0,0,0,4,7,17,33,47,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,4,10,3,3,5,0,0,0,0,0,0,0,7,7,0,0,0,3,6,12,0,0,0,0,0,3,0,0,0,3,0,4,53,57,114,133,156,291
POA4387,0,3,3,38,43,78,10,8,20,3,0,3,54,54,102,18,20,39,3,0,3,3,3,10,27,29,50,0,3,5,0,0,0,0,3,3,0,0,0,0,0,0,3,7,11,0,3,3,0,6,6,0,0,0,0,4,3,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,3,72,74,140,157,175,330
POA4388,5,3,7,17,21,41,0,3,3,0,0,0,25,21,48,9,12,22,0,3,3,0,0,0,11,14,26,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,3,0,0,0,0,4,6,14,11,28,55,66,121
POA4390,34,50,86,189,162,349,142,128,269,15,8,25,337,303,646,162,163,329,24,15,37,35,23,58,219,198,417,5,8,15,3,6,5,14,8,25,16,43,55,0,0,0,36,65,99,8,25,33,11,13,25,6,10,13,12,42,58,0,0,0,39,93,128,0,0,0,13,20,33,0,0,0,11,24,34,420,400,819,1100,1137,2235
POA4400,9,14,23,64,84,153,15,10,20,7,8,16,88,95,187,38,43,82,6,10,20,11,5,17,57,64,119,3,0,3,0,3,3,7,3,14,3,13,15,0,0,0,15,19,35,11,3,13,0,4,8,3,3,6,7,5,13,0,0,0,21,21,40,0,0,3,3,9,19,0,0,0,8,17,20,56,47,106,251,280,530
POA4401,32,34,68,187,183,372,57,60,115,16,24,37,254,267,523,151,154,309,22,14,36,29,13,45,201,181,382,11,4,16,0,6,8,12,9,23,9,19,32,0,0,0,31,37,70,15,17,33,5,6,15,5,5,12,11,14,28,0,0,0,30,47,80,6,8,12,18,25,42,0,0,0,20,27,53,230,199,429,809,799,1611
POA4402,0,0,0,15,16,26,0,0,0,0,0,0,15,16,26,3,10,12,0,0,0,0,0,0,3,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,17,33,36,67
POA4403,3,3,11,33,47,75,3,5,4,0,0,0,36,50,86,10,15,27,0,4,3,3,0,3,14,22,37,0,0,0,0,0,0,0,3,4,0,5,6,0,0,0,4,5,14,3,0,3,0,0,0,3,0,5,0,3,3,0,0,0,3,7,12,0,0,0,0,6,6,0,0,0,0,6,6,51,40,90,113,132,245
POA4404,3,3,6,16,17,32,5,8,10,3,6,3,20,31,55,17,9,26,3,3,7,0,3,4,21,17,40,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,8,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,3,7,0,0,0,3,0,3,0,0,0,3,3,3,24,20,49,82,85,160
POA4405,106,105,202,503,495,1000,167,156,322,79,73,156,749,727,1469,416,358,769,103,85,196,67,72,138,591,516,1099,12,14,28,5,17,19,34,41,78,34,68,99,5,0,3,88,145,236,13,43,55,12,17,30,14,21,37,37,84,115,0,0,0,80,170,247,12,15,25,12,39,51,4,3,3,25,65,85,696,638,1332,2323,2355,4678
POA4406,7,13,14,68,56,128,5,4,12,3,4,10,82,70,148,26,35,62,7,0,10,20,9,31,54,44,103,0,0,0,0,5,5,3,0,3,3,3,6,0,0,0,9,6,14,0,6,8,0,3,3,0,3,3,0,7,12,0,0,0,4,19,24,0,0,0,0,4,10,0,0,0,0,3,8,83,66,146,235,224,462
POA4407,0,0,0,13,15,34,4,0,3,0,0,0,19,21,39,17,9,26,0,0,3,4,9,13,18,13,38,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0,5,5,27,30,57,65,76,144
POA4408,3,3,4,32,19,49,3,0,3,0,0,0,29,20,56,14,14,28,3,0,3,0,3,3,16,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,6,5,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,32,39,68,88,80,166
POA4410,8,10,11,35,34,71,8,7,12,3,0,3,42,42,82,23,12,39,3,3,4,8,8,12,32,26,55,0,0,0,0,0,0,0,3,3,0,8,4,0,0,0,4,11,8,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,3,8,8,0,3,3,0,8,6,0,0,0,3,11,13,60,59,118,143,154,294
POA4411,7,0,6,18,15,32,0,0,3,0,0,0,19,16,37,3,3,9,0,3,3,3,0,3,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36,46,41,91
POA4412,0,0,0,6,8,10,3,0,3,0,0,3,9,11,18,3,7,12,0,0,0,0,0,3,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,25,20,49
POA4413,59,38,95,245,229,475,102,90,188,67,53,124,411,375,790,241,248,492,0,0,3,19,17,42,267,266,533,8,3,11,5,9,15,18,18,34,24,51,72,0,0,0,57,79,135,5,15,18,0,8,10,0,4,4,11,30,40,0,0,0,18,63,80,3,7,9,4,20,23,0,0,0,8,24,34,553,532,1087,1375,1377,2754
POA4415,10,10,17,86,85,171,3,3,3,4,0,4,92,86,185,59,59,115,0,0,0,4,4,7,57,68,125,0,0,0,0,0,0,3,9,12,5,9,13,0,0,0,14,14,32,0,6,4,0,6,8,0,3,3,5,7,11,0,0,0,11,16,28,0,3,7,3,11,10,0,0,0,6,13,20,134,147,278,327,358,680
POA4416,0,4,7,25,12,42,0,0,0,0,0,4,30,15,47,11,3,14,0,0,0,3,11,16,17,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,34,30,68,84,67,150
POA4417,9,4,9,31,27,56,0,0,0,0,0,0,32,24,59,4,9,17,4,0,9,5,0,5,16,15,22,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,4,4,5,0,0,0,0,9,9,3,0,3,0,0,0,0,0,0,3,0,3,27,28,54,85,85,171
POA4418,3,0,3,3,3,8,0,0,0,0,0,0,3,3,8,0,5,6,0,0,0,0,3,9,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,12,12,30
POA4419,3,0,3,31,26,64,0,0,0,0,0,0,31,27,62,16,8,26,0,0,0,0,0,3,13,11,26,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,7,8,0,0,0,3,0,3,0,0,0,3,0,3,101,44,145,162,92,253
