POA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA4564,52,41,95,303,239,543,50,48,100,85,105,195,439,397,831,184,170,353,56,44,103,92,85,180,331,297,633,13,11,26,8,23,31,22,17,38,29,54,84,0,0,0,64,108,174,66,97,166,37,64,99,13,16,34,26,69,98,5,0,5,152,247,400,9,7,18,19,35,50,0,0,0,28,42,68,302,296,598,1367,1428,2798
POA4565,75,75,149,393,373,764,65,62,125,82,81,160,537,515,1050,271,260,530,103,104,206,85,72,153,456,432,886,8,9,18,4,11,20,27,15,45,22,56,81,0,4,3,64,102,169,52,51,107,17,43,62,6,11,22,26,72,97,0,0,0,106,185,285,7,26,37,19,51,67,0,0,4,26,80,105,572,659,1231,1829,2045,3874
POA4566,33,32,68,132,108,238,63,57,120,73,64,133,258,234,492,73,87,159,59,57,114,91,73,165,225,221,445,5,11,15,3,15,15,10,3,11,18,12,31,0,0,0,34,41,76,41,40,82,11,34,46,6,5,14,26,42,66,0,0,0,80,129,208,3,5,7,9,26,31,0,0,0,9,31,42,264,325,588,909,997,1906
POA4567,54,53,109,228,171,398,88,109,198,100,93,198,409,376,790,173,170,340,86,68,155,112,111,218,371,347,720,5,8,17,13,16,24,18,12,27,25,35,63,0,0,0,60,66,130,48,60,109,25,45,74,6,12,23,22,71,95,0,0,0,106,185,293,6,16,22,24,40,64,3,0,3,32,61,86,424,398,825,1458,1488,2947
POA4568,19,22,41,141,115,264,4,3,8,10,18,24,163,135,294,107,66,168,5,13,22,12,14,26,122,94,219,5,0,10,3,5,6,4,4,10,6,21,27,0,0,0,19,34,50,13,19,35,3,14,16,0,3,3,4,24,34,0,0,0,19,62,82,3,3,6,4,15,24,0,0,0,12,19,31,141,114,249,488,482,970
POA4569,19,12,30,74,64,141,0,0,0,4,12,13,80,80,162,27,29,63,3,9,7,7,7,14,40,43,80,0,0,0,3,3,3,0,3,3,0,10,11,0,0,0,4,16,23,3,3,3,3,11,12,0,0,0,0,8,9,0,0,0,8,18,29,3,0,0,3,7,9,0,0,0,7,7,14,76,74,150,228,249,475
POA4570,230,190,423,1400,1296,2701,196,176,372,209,204,412,1800,1677,3481,1054,977,2025,162,164,322,189,205,393,1401,1346,2746,24,41,67,37,62,100,60,75,128,63,192,254,0,0,0,179,373,549,78,135,207,43,122,168,20,40,61,53,211,258,0,3,3,191,506,698,49,52,106,55,136,188,9,3,8,109,192,304,1856,1972,3835,5778,6260,12036
POA4571,4,8,8,31,34,64,4,0,4,0,0,0,29,38,64,26,17,41,3,0,8,0,3,3,29,25,47,0,0,0,0,3,7,0,3,3,0,7,5,0,0,0,3,7,13,3,3,6,0,5,5,0,0,0,3,8,10,0,0,0,5,10,17,0,3,5,0,0,0,0,0,0,0,3,5,62,49,115,133,133,267
POA4572,19,10,29,51,55,103,10,14,30,25,15,38,82,81,169,44,37,82,26,14,38,38,33,77,107,93,197,4,6,11,7,9,10,9,10,14,7,25,34,0,0,0,21,46,68,30,57,91,23,33,60,7,10,14,16,30,52,0,0,0,85,136,217,3,5,13,9,6,16,0,0,0,8,13,23,207,236,443,528,617,1146
POA4573,193,163,354,980,854,1835,102,134,233,288,273,568,1376,1263,2634,496,479,975,151,136,282,295,257,545,932,869,1803,12,26,42,16,49,67,51,39,86,55,115,172,0,3,3,135,232,374,95,175,271,67,115,179,21,31,51,82,194,282,0,0,0,265,517,779,9,25,36,42,106,149,0,0,0,55,137,186,868,893,1763,3824,4068,7894
POA4574,3,9,11,44,24,72,0,0,0,9,0,9,55,24,83,27,31,57,0,3,5,5,5,14,33,41,73,0,0,0,0,4,4,0,3,3,3,5,12,0,0,0,4,11,20,3,10,8,3,3,9,0,0,0,3,8,10,0,0,0,7,18,25,5,0,4,0,0,0,0,0,0,5,4,3,52,50,102,156,167,327
POA4575,156,107,264,691,651,1342,118,83,196,171,206,382,983,937,1919,529,427,956,89,84,175,199,192,386,818,704,1517,29,18,46,18,34,48,44,32,76,50,81,126,0,0,0,139,162,305,156,220,382,44,111,163,26,45,66,95,148,241,0,0,3,319,528,848,8,30,34,26,71,101,0,0,0,35,100,132,726,746,1473,3172,3287,6464
POA4580,14,15,36,128,88,217,8,5,8,18,22,37,149,115,266,84,63,151,17,7,26,12,8,19,113,83,198,3,0,3,3,4,5,0,10,10,3,22,29,0,0,0,12,35,42,0,5,3,3,11,16,0,0,0,0,16,16,0,0,0,6,30,39,4,0,6,12,14,27,0,0,0,13,15,32,252,223,477,558,524,1086
POA4581,0,3,4,47,30,74,0,0,0,0,3,3,48,36,80,20,25,44,8,3,12,4,9,14,33,34,70,3,0,3,0,3,3,0,0,0,3,3,7,0,0,0,6,10,15,3,0,3,0,3,6,0,0,0,3,3,8,0,0,0,6,12,20,0,0,0,0,3,4,0,0,0,0,3,6,153,113,270,256,208,465
POA4600,0,5,4,22,32,58,3,0,3,0,4,4,28,31,64,12,21,34,0,0,0,0,6,13,14,32,44,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,0,5,7,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,6,7,0,3,3,0,0,4,0,0,0,3,6,10,36,32,63,86,115,198
POA4601,9,8,11,33,44,72,3,0,3,0,3,4,38,46,83,33,28,60,0,0,0,4,6,15,43,32,73,0,3,3,0,0,0,3,0,3,3,4,5,0,0,0,3,9,14,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,8,12,0,3,3,0,3,3,0,0,0,0,3,3,65,51,121,159,163,323
POA4605,23,20,46,239,209,456,32,45,73,7,4,7,275,262,541,157,142,296,20,18,36,17,5,22,190,156,344,0,6,6,0,4,4,5,9,15,4,20,28,0,0,0,9,41,51,0,3,5,3,4,10,0,3,9,8,23,29,0,0,0,17,32,50,4,0,5,10,13,21,0,0,3,12,13,24,203,195,394,731,719,1451
POA4606,16,16,32,72,64,139,13,10,23,14,9,22,101,80,182,56,52,104,14,8,25,8,8,9,69,71,140,0,3,4,0,3,8,3,3,6,3,15,16,0,0,0,9,18,31,0,4,4,0,3,3,0,0,0,3,9,11,0,0,0,6,17,17,0,0,0,3,3,10,0,0,0,3,7,7,107,113,222,319,319,633
POA4608,3,4,6,35,24,55,3,8,13,10,6,15,43,34,82,25,22,40,5,5,11,4,3,4,35,29,62,0,0,0,0,0,0,0,0,3,7,7,9,0,0,0,7,12,19,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,5,6,11,0,0,0,5,5,8,0,0,0,5,5,8,52,43,98,150,132,277
POA4610,77,84,162,477,439,911,93,80,175,156,149,309,727,662,1393,383,331,719,79,80,163,46,34,76,507,449,955,12,19,30,4,15,26,42,47,85,36,97,133,3,4,8,98,179,282,6,22,29,14,23,46,4,13,11,32,91,121,0,0,3,64,146,206,13,10,17,21,29,55,0,0,4,33,42,75,564,528,1086,2065,2092,4162
POA4611,0,0,3,7,4,7,0,0,0,0,0,0,7,7,9,8,0,8,0,0,0,0,0,3,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,19,17,38
POA4612,0,0,0,9,10,11,6,0,6,0,0,0,8,10,17,4,7,9,0,0,0,0,0,0,10,7,10,0,5,6,0,0,0,0,0,0,0,3,3,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,29,36,38,71
POA4613,6,0,3,43,21,58,0,0,4,0,0,0,45,22,67,14,14,27,4,0,5,0,0,0,14,19,34,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,4,10,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,5,0,0,0,0,4,4,0,0,0,0,4,4,55,46,105,120,97,223
POA4614,3,8,11,28,39,69,0,0,0,0,0,3,31,42,74,26,30,54,0,0,0,0,0,0,29,30,56,0,0,0,0,0,3,5,0,7,0,0,0,0,0,0,4,5,6,0,0,0,0,3,3,0,0,0,3,3,5,0,0,0,3,7,6,0,0,0,0,0,8,0,0,0,0,3,9,78,75,157,149,161,315
POA4615,19,24,43,226,238,460,35,43,75,10,8,15,277,282,559,187,172,360,14,16,26,6,4,12,205,194,396,3,3,9,4,6,12,15,19,30,12,35,49,3,0,3,36,63,97,0,6,12,0,11,12,0,0,0,3,31,34,0,0,0,10,43,56,6,3,5,8,14,21,0,4,4,13,15,30,446,326,775,1006,953,1955
POA4620,0,0,3,9,3,16,0,0,3,0,0,0,11,3,17,6,3,10,0,4,9,0,0,3,12,7,19,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,24,54,55,50,105
POA4621,10,8,17,62,57,115,0,0,0,5,5,11,66,61,127,37,43,81,0,0,0,6,11,16,45,51,98,0,0,0,3,4,6,0,9,8,0,4,5,0,0,0,9,14,18,0,0,0,0,4,4,0,5,5,0,4,8,0,0,0,3,14,17,0,0,0,0,0,0,0,0,0,0,0,3,81,81,162,210,224,435
POA4625,3,3,12,60,54,117,32,45,80,5,0,5,99,103,201,75,83,160,0,0,0,3,11,14,78,93,176,3,0,4,0,0,0,4,6,6,3,4,7,0,0,0,6,16,21,5,7,7,0,3,3,0,5,4,5,11,11,0,0,0,11,25,34,3,3,4,8,3,11,0,0,0,11,6,11,186,173,357,391,418,809
POA4626,10,5,12,91,85,179,0,0,3,0,0,4,97,87,181,52,56,102,0,0,0,4,3,4,53,60,109,0,0,0,0,0,0,0,0,4,3,8,10,0,0,0,4,10,14,3,0,3,0,0,0,0,0,0,3,3,3,0,0,0,10,3,16,0,3,3,3,7,15,0,0,0,5,12,14,151,146,291,325,325,646
POA4627,3,3,8,32,47,77,0,3,3,0,4,8,37,51,84,19,13,33,0,0,0,0,3,3,19,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,6,4,0,0,0,3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,73,66,138,136,150,280
POA4630,10,13,17,72,42,115,42,37,84,0,0,0,112,81,199,55,66,119,0,0,0,0,4,8,59,68,124,0,0,3,0,0,0,3,3,6,3,0,4,0,0,0,6,7,15,0,3,5,0,0,0,3,3,5,3,12,15,0,0,0,8,22,25,0,0,0,0,4,3,0,0,0,0,4,9,161,145,302,354,337,692
POA4650,155,156,303,1003,909,1913,133,131,261,167,151,318,1308,1187,2491,761,731,1489,184,179,363,130,124,253,1074,1034,2110,32,30,61,18,55,72,60,60,122,43,130,174,0,4,4,148,283,437,35,90,127,30,95,126,14,32,50,54,149,209,0,0,0,138,372,509,25,44,75,56,79,135,0,0,3,84,126,209,2046,1420,3467,4950,4578,9525
POA4655,340,276,610,1613,1560,3179,390,412,803,388,323,711,2397,2296,4692,1140,1095,2237,301,307,607,360,321,686,1800,1726,3528,41,62,102,48,102,152,77,96,173,104,253,357,7,3,12,287,517,804,77,199,273,75,209,285,29,59,88,129,380,515,0,0,0,309,857,1160,64,88,151,78,167,244,3,4,3,137,259,394,2364,2503,4865,7635,8438,16070
POA4659,8,12,19,127,115,238,3,8,16,8,9,19,135,132,268,58,65,126,10,9,20,26,16,41,88,91,184,0,0,0,0,5,5,4,10,11,0,12,9,0,0,0,8,31,37,0,9,7,4,0,4,0,0,3,4,15,17,0,0,0,11,25,29,3,0,4,4,12,18,0,0,0,7,15,22,298,254,550,554,560,1107
POA4660,22,28,50,188,180,372,35,43,74,15,9,26,236,231,468,177,163,341,3,10,12,17,14,29,197,189,385,3,8,10,0,4,8,7,5,14,13,17,26,3,0,3,27,42,65,16,19,27,5,15,18,9,3,9,7,29,36,0,0,0,35,63,96,0,3,9,12,20,33,0,0,0,20,18,38,375,331,705,907,909,1818
POA4662,4,5,9,28,26,60,5,0,5,0,0,0,34,26,66,25,18,39,3,0,3,3,5,9,32,27,56,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,8,0,0,4,0,0,0,0,0,0,0,6,6,0,0,0,0,6,14,0,3,3,0,0,0,0,0,0,0,0,0,58,54,116,135,127,262
POA4670,414,367,780,2538,2331,4870,485,495,982,408,361,767,3435,3184,6623,1646,1494,3140,584,583,1169,377,332,708,2610,2408,5017,61,101,160,57,152,206,109,137,251,126,328,453,8,12,14,352,735,1087,231,334,562,125,282,409,60,122,179,185,471,659,0,3,4,607,1211,1816,67,81,150,127,219,348,9,3,16,202,308,512,2992,3020,6012,10605,11238,21841
POA4671,19,20,41,220,194,414,3,3,3,6,6,15,224,206,432,180,171,346,3,7,9,16,8,29,194,186,383,7,5,11,4,4,7,3,3,12,8,24,30,0,3,3,19,45,63,4,15,19,3,12,17,0,4,4,7,31,37,0,0,0,12,58,77,3,5,7,8,17,26,0,0,0,14,19,33,397,332,728,883,867,1754
POA4673,4,0,3,16,24,36,3,0,3,5,8,12,29,25,57,14,18,28,0,0,3,3,3,10,18,26,38,0,0,0,0,0,0,0,0,4,3,4,4,0,0,0,7,6,7,0,3,3,0,3,3,0,0,0,0,3,4,0,0,0,3,12,12,0,0,0,0,0,0,0,0,0,0,0,0,21,26,42,75,89,164
POA4674,4,0,5,46,41,88,0,0,0,4,0,4,49,41,92,40,40,83,3,0,3,0,0,0,47,40,83,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,3,8,12,0,5,5,0,0,3,0,0,0,0,5,7,0,0,0,3,14,17,0,0,0,4,4,5,0,0,0,3,4,7,83,69,148,194,173,365
POA4676,0,0,0,0,8,12,0,0,0,0,0,0,0,8,12,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17,18,21,33
POA4677,9,10,24,121,127,254,3,3,8,18,19,37,145,153,292,50,60,110,4,6,14,42,49,87,95,114,206,0,0,0,0,3,3,7,4,10,3,18,22,0,0,0,4,24,30,0,5,6,0,6,10,0,3,3,9,23,34,0,0,0,17,34,49,0,0,0,4,19,24,0,0,0,5,22,27,196,165,368,475,529,1001
POA4678,3,3,10,24,24,51,0,0,0,0,0,0,28,24,53,25,25,49,0,0,0,0,0,0,24,29,46,0,0,3,0,0,0,0,0,0,0,9,9,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,7,8,0,0,0,0,3,3,0,0,0,0,3,3,31,24,54,84,99,184
POA4680,380,346,722,2069,2008,4079,526,500,1021,189,178,361,2784,2682,5463,1605,1545,3154,234,233,469,104,85,193,1948,1860,3814,38,33,73,19,61,81,132,136,272,104,325,428,3,4,8,291,563,853,91,160,251,56,126,179,60,110,169,177,427,601,0,4,3,385,818,1205,39,41,82,84,214,301,4,5,9,131,264,394,2221,1994,4219,8132,8534,16667
POA4694,0,3,3,11,5,13,0,0,0,0,0,0,11,7,13,7,12,18,0,0,0,0,3,3,8,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,4,15,6,19,30,34,66
POA4695,0,3,3,66,49,108,7,8,9,0,3,5,73,52,127,25,22,45,3,4,8,4,3,4,33,28,56,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0,0,4,9,0,0,0,0,7,7,0,0,0,0,7,7,50,55,108,158,158,311
POA4697,0,0,0,6,9,17,0,0,0,0,0,0,6,9,15,3,0,3,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,20,13,32
POA4699,3,3,4,21,23,41,3,0,6,3,0,3,26,21,50,9,8,15,9,3,12,0,3,6,14,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,25,20,45,70,75,142
POA4700,58,67,122,339,308,651,199,191,387,121,110,233,661,608,1267,207,170,374,263,246,508,275,391,674,743,808,1549,17,13,29,6,15,21,31,27,54,42,74,119,0,0,0,95,127,224,92,128,220,45,62,108,41,50,91,73,135,203,0,0,3,250,373,624,15,20,35,25,57,86,0,0,0,40,79,114,908,798,1707,2752,2864,5612
POA4701,209,216,425,1295,1111,2403,487,466,958,196,234,434,1983,1815,3797,625,599,1219,544,521,1065,224,230,451,1389,1348,2739,42,37,80,28,40,72,102,102,202,126,194,320,3,0,5,299,383,679,236,383,612,104,183,289,73,128,203,185,322,506,3,4,7,602,1018,1619,39,48,90,62,157,220,3,0,6,108,202,311,1686,1665,3352,6278,6655,12933
POA4702,148,160,307,1035,878,1915,307,274,584,139,148,292,1487,1298,2784,481,422,898,278,258,540,117,126,243,872,807,1680,11,19,28,12,33,47,56,71,121,42,133,173,0,4,4,118,261,375,68,130,197,25,92,118,19,54,74,61,171,234,0,10,10,174,460,633,28,23,53,36,97,133,0,0,0,62,123,189,1984,1166,3152,4848,4273,9124
POA4703,101,105,207,585,555,1137,322,299,617,38,47,88,952,900,1845,359,342,702,489,373,855,71,60,127,917,772,1693,13,14,26,9,17,23,55,45,99,47,71,116,0,0,0,125,149,272,64,118,188,26,66,94,19,46,70,73,159,235,0,0,3,189,399,584,8,8,16,33,62,99,0,0,0,41,70,117,1101,865,1968,3423,3262,6680
POA4704,3,0,3,3,3,6,0,0,0,0,0,0,3,3,6,0,3,3,0,4,4,0,0,3,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,14,22,13,38
POA4705,0,0,0,20,14,37,0,0,0,0,0,0,20,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,3,31,23,52,56,48,104
POA4706,0,0,0,0,3,3,0,0,0,0,3,3,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,12,18
POA4707,0,0,0,13,4,11,0,0,0,0,0,0,13,4,11,0,0,0,0,0,0,0,0,4,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,3,13,25,18,45
POA4709,11,7,21,80,81,165,0,4,3,3,4,8,87,85,173,22,17,39,6,8,18,3,3,4,36,33,63,0,0,0,0,0,0,3,4,6,5,10,11,0,0,0,9,13,20,0,3,4,0,4,4,5,0,5,8,5,13,0,0,0,14,9,24,0,0,0,3,3,3,0,0,0,3,3,3,119,42,162,273,195,466
POA4710,23,16,32,195,168,367,24,19,43,13,13,28,237,199,437,93,89,181,28,37,66,18,10,26,139,137,275,3,0,7,0,0,3,5,5,10,3,16,23,0,0,0,15,28,40,8,11,17,7,11,20,5,12,17,8,26,30,0,0,0,29,55,80,4,7,13,10,17,30,0,0,0,10,27,38,272,256,525,723,711,1439
POA4711,11,9,16,47,46,91,28,25,55,10,17,26,88,85,178,28,17,44,45,42,93,15,21,35,86,86,167,0,0,3,0,0,0,12,3,17,0,10,6,0,0,0,9,16,29,19,20,34,3,0,0,4,7,9,6,14,15,0,0,0,26,35,63,0,0,0,3,3,8,0,0,0,3,3,8,86,49,134,320,280,599
POA4712,0,3,3,8,17,23,0,0,0,0,0,0,6,17,24,4,3,6,4,0,4,3,0,3,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21,9,28,36,32,64
POA4713,9,3,14,60,64,119,0,0,0,0,0,0,60,61,123,35,30,65,6,7,9,6,3,12,48,32,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,3,6,5,0,3,3,0,0,0,3,8,15,42,33,80,171,150,323
POA4714,13,7,22,84,85,173,3,3,13,3,0,3,91,94,186,72,83,154,10,0,12,3,3,8,81,86,170,0,0,0,0,0,0,3,10,7,0,19,15,0,0,0,4,29,30,3,4,4,3,5,8,0,0,5,3,20,20,0,0,0,6,31,38,4,0,7,4,13,20,0,0,0,13,11,25,175,146,316,385,401,790
POA4715,45,57,99,199,164,364,112,126,240,72,70,143,376,368,747,204,197,405,0,6,7,19,28,48,231,231,463,3,3,9,6,3,5,20,15,32,27,42,68,4,0,4,56,66,120,3,19,22,4,6,7,7,21,26,29,47,78,0,0,0,45,89,133,3,0,3,11,19,24,0,3,6,11,17,35,348,306,654,1115,1129,2245
POA4716,3,3,9,44,30,75,3,6,9,3,3,6,46,41,90,33,25,51,0,0,0,4,3,5,34,24,63,0,0,0,0,0,0,0,0,3,3,5,11,0,0,0,4,8,13,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,34,35,67,119,116,237
POA4717,42,30,65,222,235,453,0,6,4,3,6,11,228,245,467,107,113,216,20,12,35,0,0,3,124,130,254,8,0,9,0,0,0,11,5,19,7,19,25,0,0,0,24,30,51,3,3,7,0,9,14,3,5,10,27,31,53,0,0,0,33,52,85,3,3,12,5,17,23,0,0,0,10,24,33,384,235,616,844,734,1578
POA4718,11,17,29,139,110,247,0,0,0,3,0,3,143,106,253,56,57,114,0,0,0,3,0,4,59,61,120,0,0,0,0,0,0,7,3,8,7,4,14,0,0,0,12,6,23,0,4,4,0,4,3,3,9,11,7,16,20,0,0,0,6,32,39,0,3,3,3,4,6,0,0,0,3,4,6,169,111,281,406,338,746
POA4719,5,10,15,34,39,69,0,0,0,0,0,0,36,39,70,12,15,29,0,0,0,0,3,3,17,15,34,0,3,3,0,0,0,0,0,3,3,4,7,0,0,0,4,10,13,0,0,0,0,0,0,0,4,4,0,7,5,0,0,0,3,11,13,0,0,0,3,0,3,0,0,0,3,0,3,45,52,98,106,137,247
POA4720,119,110,234,442,400,842,259,280,539,62,64,127,766,747,1514,280,280,562,231,159,389,36,27,63,550,465,1016,6,15,21,3,11,16,30,34,68,46,102,143,0,0,0,90,164,249,16,34,46,11,23,34,5,18,32,45,126,167,0,0,0,79,202,278,9,16,27,27,57,84,0,0,3,37,76,113,930,848,1782,2571,2613,5184
POA4721,29,25,56,128,143,272,49,40,82,0,5,5,177,182,353,96,69,170,6,9,17,3,8,8,106,89,196,0,3,3,3,4,4,3,3,5,3,28,25,0,0,3,12,33,41,0,7,7,3,3,7,0,4,8,14,24,33,0,0,0,21,33,53,5,3,7,8,6,14,0,0,0,10,5,18,270,240,502,612,610,1227
POA4722,14,17,27,76,59,131,28,27,50,3,0,3,105,88,184,23,15,43,12,9,28,3,0,3,38,28,69,0,0,0,0,0,0,3,0,3,0,10,11,0,0,0,3,10,13,0,0,3,0,0,0,0,0,0,0,6,12,0,0,0,4,13,16,0,0,0,3,7,10,0,0,0,3,7,10,133,91,223,297,249,546
POA4723,12,10,27,67,75,140,6,8,6,3,3,6,75,83,155,32,33,61,8,7,15,0,0,0,38,40,78,0,0,0,0,0,0,4,4,3,3,9,13,0,0,0,5,16,16,0,0,0,0,0,0,0,3,7,0,9,13,0,0,0,3,9,17,0,0,0,0,0,4,0,0,0,0,3,7,102,94,194,233,252,484
POA4724,3,0,3,27,29,53,0,0,0,3,0,3,25,29,55,8,3,15,0,3,6,0,0,0,10,11,16,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,19,9,28,60,68,124
POA4725,9,12,21,67,55,127,12,10,16,0,0,0,76,63,141,30,36,66,0,0,0,0,0,4,27,39,66,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,4,10,4,0,3,3,4,6,6,0,7,7,9,11,0,0,0,17,15,31,0,0,0,6,8,13,0,0,0,6,8,13,74,80,151,209,216,429
