POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA4110,354,268,156,80,135,86,28,1109,54,51,15,9,14,9,0,151,58,29,14,10,12,7,3,143,214,144,74,44,56,21,10,567,0,6,4,4,0,0,0,13,683,507,265,148,213,126,41,1988,44,54,30,30,36,14,11,226,10,16,7,11,9,7,0,52,6,13,12,8,7,3,0,51,64,86,54,29,47,13,9,298,11,4,3,0,9,3,0,26,135,177,105,78,103,42,28,661,820,682,371,227,316,161,70,2645
POA4111,4,4,4,0,0,6,5,21,3,0,0,0,5,3,0,19,5,6,3,0,0,0,0,16,27,15,4,3,7,3,3,66,0,3,0,0,0,0,0,4,47,36,17,6,11,7,9,126,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,5,0,0,15,0,0,0,0,0,0,0,0,3,7,0,3,5,0,0,20,49,38,19,8,13,8,9,146
POA4112,392,396,203,111,154,118,52,1429,35,29,29,17,22,14,3,149,38,41,18,17,20,6,4,148,78,112,76,42,67,32,20,428,3,3,0,0,0,0,0,6,541,577,334,191,259,175,79,2156,23,47,44,20,37,33,18,212,11,7,3,0,6,3,0,29,9,9,4,4,7,0,0,30,11,23,14,7,8,7,3,78,0,0,0,0,0,0,0,0,54,80,64,37,58,42,21,350,591,662,398,229,315,212,102,2509
POA4113,1244,922,438,240,362,258,155,3612,112,87,52,18,33,22,9,327,127,110,55,36,41,19,12,398,282,311,184,120,176,81,36,1193,8,10,10,3,0,0,0,33,1771,1445,740,414,606,379,211,5562,89,131,64,58,94,72,41,555,20,27,9,6,11,7,10,95,18,30,21,10,10,8,7,102,48,78,61,27,52,24,14,299,10,11,7,3,0,0,0,28,180,276,157,108,168,110,72,1073,1949,1721,894,528,779,487,283,6637
POA4114,965,820,470,304,384,177,74,3194,96,88,39,37,37,7,0,302,104,100,42,26,27,5,3,317,371,355,181,116,127,33,11,1186,16,18,11,3,5,3,0,62,1562,1381,741,485,580,221,85,5057,177,233,180,126,162,73,47,994,76,78,37,23,25,3,0,234,46,43,40,19,25,3,3,175,317,359,225,122,128,21,6,1178,53,41,13,13,12,3,0,134,666,749,488,303,353,101,57,2716,2231,2129,1235,789,933,321,146,7776
POA4115,613,546,250,164,224,153,70,2014,124,125,69,31,54,20,7,425,109,85,39,24,25,9,6,301,364,475,262,153,207,81,22,1563,11,8,0,3,0,3,0,19,1218,1223,619,376,508,264,106,4325,50,65,50,26,29,27,5,247,24,19,22,8,8,5,0,83,16,25,12,8,8,3,0,69,46,82,72,44,60,12,4,316,0,3,3,0,3,0,0,13,137,192,151,81,109,50,9,731,1358,1415,773,461,618,313,114,5054
POA4116,1306,977,498,285,418,306,182,3972,132,112,49,29,49,17,6,391,146,127,50,30,51,14,16,429,236,297,161,95,133,55,30,1000,16,9,0,0,4,0,0,30,1827,1517,765,435,650,402,229,5821,83,114,66,61,73,58,30,489,15,26,21,8,13,8,0,100,8,11,6,10,11,3,0,48,44,80,53,30,54,14,5,280,4,3,3,0,3,0,0,13,157,233,151,113,148,78,43,926,1982,1753,913,547,805,483,268,6746
POA4117,69,58,26,10,14,8,0,190,18,8,3,3,0,0,0,32,9,9,3,3,0,0,0,25,30,27,7,3,11,3,0,75,0,0,0,0,0,0,0,0,114,106,40,22,21,13,0,319,5,3,0,4,4,3,0,18,4,3,0,0,0,0,0,12,3,3,0,0,0,0,0,8,8,15,6,3,4,0,0,38,0,0,0,0,0,0,0,0,22,21,7,6,5,0,3,71,140,127,52,29,27,14,8,395
POA4118,582,580,334,231,299,128,69,2221,177,148,93,64,61,30,5,573,179,162,77,50,41,15,4,528,831,814,406,243,333,105,38,2762,19,11,3,5,3,0,0,44,1788,1712,918,587,740,271,118,6130,78,114,74,50,69,33,16,424,43,69,36,21,46,10,5,230,42,41,31,18,26,9,0,171,231,312,175,115,131,29,6,1002,19,22,14,7,6,0,0,61,414,563,327,209,277,75,27,1893,2202,2276,1244,799,1018,349,147,8029
POA4119,290,249,124,59,89,59,30,891,38,30,14,4,6,3,0,95,36,21,12,3,10,3,0,83,125,113,63,38,39,14,7,393,0,0,0,0,0,0,0,3,485,412,215,109,151,71,37,1475,18,22,15,9,24,9,6,107,4,9,5,3,8,0,0,25,8,5,6,0,0,0,0,21,20,29,21,13,17,5,0,93,0,0,4,3,3,0,0,12,46,67,48,28,45,19,7,260,532,476,259,140,193,92,44,1731
POA4120,128,83,22,18,23,14,10,301,43,37,13,10,20,5,4,135,44,23,13,12,10,3,0,110,226,169,82,48,76,40,15,653,3,0,0,0,0,0,0,3,451,311,139,91,121,62,29,1200,9,3,3,4,6,3,4,34,6,9,4,3,3,3,3,23,3,5,3,3,6,3,0,24,12,25,21,10,18,10,3,92,0,0,0,0,0,0,0,3,30,41,31,20,34,13,11,173,472,349,173,108,156,83,42,1379
POA4121,237,207,99,66,86,41,23,762,203,196,103,41,58,26,16,637,187,179,76,49,58,27,15,586,954,981,526,290,413,198,91,3455,0,3,4,4,0,3,0,18,1584,1563,803,446,614,302,148,5464,33,47,27,24,24,13,9,176,15,34,29,17,20,9,3,133,5,22,20,12,14,6,3,78,48,108,106,64,91,30,14,453,13,5,8,3,3,0,0,30,121,214,184,118,151,58,33,873,1701,1777,985,561,761,362,183,6338
POA4122,685,664,450,280,385,219,97,2781,223,212,124,88,93,45,22,799,252,203,121,58,81,31,13,759,1010,1036,616,369,503,245,102,3879,9,10,4,0,8,0,0,32,2174,2126,1317,798,1067,545,236,8254,69,111,79,79,80,61,39,526,43,48,40,28,40,7,13,225,11,49,28,28,25,16,9,164,105,179,138,98,132,47,30,732,12,13,9,4,9,3,0,47,248,404,298,237,288,132,82,1687,2422,2527,1614,1026,1350,676,318,9944
POA4123,377,300,147,95,154,61,33,1178,119,132,68,49,54,9,10,443,139,113,52,31,35,9,5,383,620,503,280,167,201,67,43,1870,3,0,3,3,3,0,0,10,1261,1050,548,343,448,152,85,3886,26,25,20,22,31,13,12,139,18,24,14,21,12,10,4,106,13,15,14,3,7,3,3,60,70,125,77,59,72,19,10,424,3,3,3,0,0,0,0,14,124,189,126,103,121,44,30,744,1385,1239,673,443,570,194,116,4625
POA4124,207,252,131,98,146,47,25,905,104,121,74,50,61,12,6,423,111,99,64,46,46,19,3,384,645,746,462,269,327,76,30,2551,7,7,6,0,0,0,0,20,1085,1232,725,466,571,151,63,4292,21,43,26,15,23,3,5,139,26,43,22,22,19,3,6,142,24,30,21,11,6,3,0,102,163,210,124,70,89,13,3,669,12,14,0,3,3,0,0,29,251,333,201,116,149,24,15,1076,1328,1560,924,580,723,175,73,5367
POA4125,46,47,33,24,34,20,8,215,19,31,14,7,12,3,0,98,19,31,12,3,8,7,3,88,173,194,155,103,135,36,18,814,0,0,0,0,0,0,0,0,256,305,221,147,189,70,25,1209,0,3,7,3,6,3,0,23,0,10,8,3,3,0,0,21,0,3,5,3,5,0,0,14,31,45,26,21,30,0,0,162,0,0,0,3,0,0,0,3,36,66,39,25,48,4,0,224,294,372,262,175,238,76,27,1437
POA4127,461,491,272,164,211,82,67,1750,158,137,70,44,62,23,14,511,133,135,61,26,38,21,3,415,597,599,296,185,257,60,27,2022,3,3,3,3,0,0,3,14,1345,1369,697,421,575,187,114,4712,45,117,82,60,96,51,31,484,48,49,39,22,32,4,3,194,26,45,23,17,25,8,3,147,190,246,163,98,112,17,8,840,13,8,11,12,3,3,4,56,326,468,315,200,268,83,53,1720,1679,1836,1019,624,835,270,160,6426
POA4128,192,212,131,90,149,76,41,889,121,106,53,26,43,15,4,377,92,108,51,29,48,17,4,354,457,465,262,178,199,59,27,1648,9,4,7,0,3,0,0,18,875,894,506,320,448,165,76,3275,15,25,11,10,21,14,9,105,13,28,16,14,17,7,4,95,14,20,3,11,8,3,4,62,90,94,59,35,60,15,3,345,0,0,3,0,0,0,0,11,134,165,95,62,105,37,21,620,1006,1059,598,384,548,200,93,3896
POA4129,60,91,51,21,44,12,3,284,54,52,22,9,15,0,0,151,31,49,19,11,12,3,0,114,259,236,115,61,81,28,3,780,4,0,0,0,0,0,0,7,409,424,209,99,145,44,10,1335,3,12,15,7,9,6,0,55,12,9,3,3,0,0,0,39,12,11,3,3,3,3,0,39,52,67,32,24,31,15,3,219,4,8,7,0,0,0,0,14,83,104,61,37,46,24,5,359,489,530,268,135,198,68,19,1697
POA4130,35,75,58,42,52,27,16,296,49,48,39,18,22,13,4,189,48,63,40,22,27,8,4,221,235,319,176,99,126,71,26,1057,0,5,0,0,0,0,0,9,367,510,316,182,231,120,53,1768,4,4,4,4,3,3,3,26,5,21,13,3,8,6,4,60,3,3,12,3,6,0,3,33,26,32,26,21,24,14,8,147,0,0,3,0,0,0,0,5,39,68,54,36,47,22,10,273,406,579,373,216,274,136,69,2046
POA4131,249,210,126,59,91,41,27,809,51,59,20,12,16,6,0,163,47,45,27,11,14,0,0,152,221,180,109,54,71,15,6,662,4,5,3,4,3,0,0,18,572,501,289,145,197,64,32,1803,37,52,31,21,34,16,8,195,24,16,9,13,9,4,6,84,7,22,13,6,11,3,0,65,92,110,70,57,59,11,4,412,8,10,0,0,0,0,0,20,179,215,123,95,120,33,13,781,750,713,409,247,317,95,52,2582
POA4132,787,772,429,248,321,107,47,2708,158,127,65,34,44,12,3,443,134,93,50,30,40,14,3,363,644,603,352,181,205,36,14,2033,13,12,8,3,7,0,0,46,1741,1608,906,495,619,161,65,5602,128,155,103,79,87,28,10,598,70,93,54,20,24,3,3,268,33,57,27,20,20,0,0,170,327,434,200,128,132,14,5,1237,11,16,12,8,7,0,3,61,577,759,395,257,272,52,20,2334,2313,2368,1300,757,896,216,87,7937
POA4133,334,321,175,104,148,38,22,1140,121,80,37,28,36,12,3,315,111,76,23,25,36,6,4,277,476,415,219,151,176,40,15,1495,7,5,4,3,0,0,0,22,1048,898,466,315,396,92,38,3251,36,57,26,24,25,11,4,181,36,35,15,13,18,3,4,116,17,24,11,11,11,0,0,80,198,201,108,67,69,23,3,671,7,12,8,4,5,0,0,34,296,324,167,118,128,37,11,1083,1343,1221,635,427,525,129,52,4333
POA4151,184,110,53,23,40,22,15,446,64,88,53,39,31,28,11,311,70,77,29,26,29,6,8,245,422,418,268,172,211,115,50,1658,3,4,0,0,0,0,0,4,751,700,408,254,310,171,82,2668,12,16,8,9,6,0,0,59,7,10,10,11,8,5,3,64,17,8,4,5,3,3,0,37,18,52,33,22,41,19,19,215,0,3,0,0,0,0,0,6,58,93,56,53,62,29,26,376,804,790,465,304,371,199,107,3040
POA4152,547,483,281,174,282,185,84,2033,296,302,142,82,106,82,29,1042,251,247,103,60,94,56,30,847,1274,1295,749,461,688,373,178,5026,9,8,6,3,0,0,0,35,2379,2336,1288,785,1172,695,315,8974,45,80,57,40,60,48,28,357,33,37,35,25,30,16,8,181,30,48,28,24,30,12,9,169,122,193,148,107,145,65,30,813,6,9,0,3,7,0,0,27,235,365,272,203,265,146,75,1556,2618,2700,1565,983,1437,838,396,10531
POA4153,59,62,34,21,32,18,8,237,30,32,16,13,12,0,4,112,15,27,23,13,15,8,0,100,128,125,86,58,89,53,20,556,0,0,0,0,0,0,0,0,232,249,156,98,147,77,30,994,3,12,7,6,11,3,0,41,4,3,3,3,0,0,0,13,0,3,0,0,0,0,0,10,7,26,15,9,21,4,0,85,0,0,0,0,0,0,0,3,17,45,24,22,25,7,0,149,249,294,183,122,176,85,33,1140
POA4154,239,248,123,86,106,42,24,863,106,134,53,27,25,13,0,366,64,92,46,20,28,14,8,272,415,567,310,181,194,66,27,1772,0,0,3,3,3,0,0,9,833,1049,538,318,356,135,55,3277,4,14,15,12,13,6,0,57,3,22,15,7,9,3,0,69,8,15,3,4,3,0,0,32,31,59,41,33,34,12,5,212,0,3,0,0,0,0,0,6,45,107,65,59,58,27,12,375,878,1159,606,377,411,160,65,3654
POA4155,8,12,14,3,3,3,0,45,3,8,6,3,9,3,0,30,6,9,7,0,0,9,0,30,29,64,33,32,49,19,5,236,0,0,0,0,0,0,0,0,48,96,55,36,59,35,12,342,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,6,4,0,0,16,0,0,0,0,0,0,0,0,3,4,3,7,6,3,0,29,54,98,62,43,65,37,12,369
POA4156,49,75,38,34,32,24,5,260,14,24,19,10,8,8,0,78,11,20,12,12,11,6,3,68,69,107,70,66,72,41,19,446,3,0,0,0,0,0,0,4,144,223,134,119,130,77,27,855,0,5,0,3,7,0,0,12,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,9,7,8,8,5,9,7,0,54,0,0,0,0,0,0,0,0,15,14,13,7,17,6,0,81,157,234,145,129,155,79,30,930
POA4157,140,179,93,64,93,40,19,633,86,93,54,30,48,19,3,337,92,88,48,34,49,8,14,334,595,603,349,215,295,87,36,2177,3,3,0,4,0,0,0,14,927,969,540,341,484,156,72,3494,6,19,11,14,20,10,3,82,17,23,22,9,18,3,0,95,21,32,9,8,10,3,0,82,108,139,80,65,80,31,18,521,8,12,8,0,0,0,0,20,157,231,131,94,122,50,24,805,1077,1197,669,443,609,202,101,4299
POA4158,24,21,15,3,5,6,0,74,27,24,11,3,12,0,0,78,14,21,9,4,5,0,0,61,128,110,35,20,27,14,6,343,4,3,0,0,0,3,0,9,199,180,67,31,56,19,9,564,7,10,3,7,8,3,0,33,0,7,11,3,9,0,0,24,6,9,4,3,3,0,0,25,33,34,30,5,27,3,0,138,0,6,0,0,0,0,0,6,44,61,43,19,42,6,0,219,245,241,109,53,95,31,10,782
POA4159,83,138,84,59,79,36,17,497,73,69,44,33,48,20,14,308,70,59,39,25,40,9,6,252,453,510,293,177,231,94,44,1800,3,0,0,0,0,0,0,4,684,786,459,296,395,162,75,2857,12,17,7,7,21,4,3,74,22,19,15,4,16,4,3,74,6,13,9,6,6,5,0,46,65,92,66,32,68,19,8,342,4,3,0,0,0,0,0,7,103,135,96,47,108,35,16,540,794,920,559,345,502,193,93,3400
POA4160,118,203,146,107,149,71,32,831,76,133,90,50,61,31,9,452,86,110,62,30,42,18,5,349,449,495,350,250,328,150,54,2063,3,3,0,3,3,0,0,16,723,943,651,443,578,269,99,3711,16,16,19,11,26,12,3,98,5,29,26,6,8,3,3,83,12,20,13,10,14,3,0,69,62,112,88,72,94,36,7,467,0,9,0,3,0,0,0,15,99,190,138,103,148,49,14,732,825,1125,789,544,730,320,110,4448
POA4161,89,115,75,52,67,24,15,437,86,113,58,42,33,9,8,344,88,82,44,22,28,13,3,275,529,541,268,194,247,73,33,1890,4,3,5,0,0,0,0,14,799,849,447,306,374,121,61,2959,10,12,11,12,17,11,3,73,16,35,22,7,9,3,0,90,12,29,17,5,16,4,0,91,101,171,133,79,92,30,7,615,3,8,0,4,0,0,0,17,145,250,182,102,143,40,15,885,946,1095,632,410,511,160,78,3842
POA4163,87,128,107,70,121,54,28,593,34,53,28,23,34,16,4,203,36,62,46,23,36,19,4,219,237,272,157,111,145,66,37,1025,6,0,0,0,3,0,0,9,395,514,342,230,342,151,68,2042,6,20,22,16,25,9,0,113,10,14,12,19,20,9,0,80,4,20,15,11,13,3,4,74,86,96,74,53,58,21,10,391,4,3,5,0,4,0,0,23,114,160,125,105,120,41,13,678,507,676,465,330,462,194,84,2722
POA4164,123,172,167,118,189,70,25,878,96,106,66,36,44,20,5,376,69,69,46,30,47,14,3,282,430,504,283,197,272,86,30,1792,4,0,0,0,0,0,0,6,725,850,563,387,550,184,64,3327,18,22,16,9,19,9,8,95,4,12,11,3,14,0,0,50,8,10,13,12,16,4,3,67,61,101,64,56,56,25,10,363,0,0,0,0,0,0,0,0,95,148,103,82,97,33,20,580,814,1001,665,470,642,216,82,3904
POA4165,205,309,228,157,215,72,34,1224,218,218,120,69,100,28,26,773,196,185,104,64,89,35,16,690,1254,1428,802,492,651,193,60,4886,6,5,9,3,0,0,0,23,1878,2144,1258,779,1062,338,125,7590,3,29,21,15,27,5,4,98,40,60,37,21,26,14,9,205,24,46,31,11,32,3,0,148,179,288,197,146,160,32,18,1020,8,9,3,4,3,3,0,35,257,439,291,194,247,52,23,1506,2133,2580,1550,980,1311,390,151,9096
POA4169,114,72,28,16,26,18,12,287,37,19,8,8,11,8,0,102,44,26,18,13,15,3,3,128,183,117,71,44,70,41,19,543,0,0,0,0,0,0,0,3,376,238,127,82,119,72,38,1058,6,9,4,4,9,6,3,37,7,21,7,0,4,4,0,44,6,5,0,4,4,0,0,30,14,17,10,10,19,14,7,91,7,3,3,0,0,0,0,7,34,56,20,24,41,27,8,206,418,296,149,104,164,97,52,1265
POA4170,288,224,94,59,64,31,19,776,185,166,73,35,34,23,9,535,172,140,54,30,40,22,13,461,820,739,392,244,280,147,48,2674,3,7,0,0,0,0,0,20,1468,1272,617,358,423,230,91,4460,19,21,21,15,23,11,7,121,18,16,12,17,13,12,8,103,19,24,9,9,6,5,0,71,82,120,67,64,77,20,25,454,3,3,0,0,0,0,0,9,138,194,107,97,124,54,36,752,1606,1464,722,457,553,282,124,5217
POA4171,199,188,73,46,62,20,24,604,124,120,52,44,52,24,10,417,101,111,48,39,29,22,10,356,458,489,255,180,253,140,68,1842,0,3,3,3,0,0,0,12,881,910,429,299,391,205,111,3227,7,16,13,8,7,8,5,59,19,21,12,7,10,7,0,79,3,21,6,7,7,5,0,56,31,68,37,31,44,31,15,259,3,0,3,0,0,0,0,4,70,124,64,56,72,50,21,461,950,1031,499,356,468,255,135,3691
POA4172,75,56,31,21,22,9,3,222,20,32,15,4,9,9,0,88,42,38,10,6,7,3,0,112,127,112,54,34,57,18,8,405,0,0,0,3,0,0,0,9,269,247,113,65,96,35,13,842,0,7,3,3,0,4,0,18,4,5,3,0,3,0,0,24,3,3,4,0,7,3,0,20,14,28,24,12,19,13,0,108,0,0,0,0,0,0,0,3,27,53,32,23,32,21,0,182,290,299,144,87,128,55,14,1020
POA4173,105,86,37,29,57,24,7,357,75,45,20,13,7,3,3,164,56,42,16,11,14,5,0,144,242,235,100,68,64,33,18,749,0,0,0,0,0,0,0,3,475,407,178,122,146,66,29,1418,6,18,10,11,11,3,0,60,7,13,11,8,5,3,0,53,9,6,3,3,7,3,0,33,36,42,45,26,38,7,9,207,3,0,0,0,0,0,0,9,62,83,66,53,62,24,15,360,536,496,240,173,207,88,42,1778
POA4174,27,31,18,11,9,5,0,103,11,13,3,5,4,0,0,37,16,16,3,0,3,0,0,39,75,75,46,25,28,5,3,264,0,3,0,0,0,0,0,3,135,130,70,41,46,11,3,448,0,7,0,0,0,0,0,8,6,3,3,0,3,0,0,14,0,0,0,0,0,3,0,9,21,31,11,3,7,0,0,83,0,0,0,0,0,0,0,5,31,43,15,5,10,4,3,116,163,180,90,50,61,16,4,567
POA4178,294,290,139,89,129,61,22,1021,151,122,57,44,54,32,9,474,139,114,57,28,58,15,8,425,705,694,387,211,285,136,54,2466,12,11,3,4,6,3,0,41,1305,1229,644,376,529,244,93,4421,25,53,26,23,33,13,6,180,33,44,25,17,18,9,3,150,23,28,24,12,15,9,3,110,116,188,114,85,121,32,15,676,3,11,11,0,3,0,0,35,199,329,196,135,192,66,31,1147,1504,1551,838,518,721,307,118,5569
POA4179,180,180,120,56,81,31,18,666,129,135,70,35,48,19,3,447,106,127,64,29,43,33,3,394,563,616,359,226,318,124,43,2247,3,0,0,0,0,0,0,9,982,1056,606,352,492,205,70,3765,21,41,13,13,28,3,5,130,29,40,23,11,14,3,3,130,15,19,12,11,16,4,0,78,96,150,84,68,90,24,6,515,3,5,3,0,0,0,0,11,156,253,141,107,147,36,22,858,1139,1312,752,458,639,245,85,4623
POA4183,5,0,3,3,0,0,0,10,0,3,6,3,3,0,0,20,3,3,3,0,0,0,0,12,66,70,27,21,22,3,0,196,0,0,0,0,0,0,0,0,74,77,36,23,26,4,0,236,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,8,3,0,0,0,0,0,0,5,18,22,14,19,12,0,0,89,4,0,0,0,0,0,0,9,19,32,22,25,13,0,0,111,91,109,56,51,38,7,0,345
POA4184,12,10,11,5,10,0,0,50,8,16,6,4,6,0,0,46,21,23,9,7,3,0,0,55,56,93,39,30,43,6,3,270,0,5,0,0,3,0,0,7,96,145,67,50,65,10,8,431,5,11,0,3,3,3,0,31,11,8,6,7,7,0,0,41,11,11,15,5,6,0,0,47,74,61,48,32,39,8,3,257,4,3,3,3,0,0,0,18,99,100,81,47,55,10,3,387,194,242,147,96,119,15,8,821
POA4205,19,27,25,19,22,10,3,127,11,19,9,8,9,0,0,56,27,21,9,9,13,4,0,76,136,109,35,32,39,8,3,357,0,0,0,0,0,0,0,7,193,173,78,70,84,22,5,626,9,6,6,3,3,0,0,23,9,12,3,3,5,0,3,41,7,5,0,0,0,0,0,12,47,79,40,27,19,3,5,213,3,0,0,0,0,0,0,3,79,108,43,32,28,9,7,297,271,279,124,103,107,29,10,931
POA4207,556,568,315,212,271,69,44,2044,308,295,143,97,112,32,8,998,271,221,138,87,103,23,15,852,1711,1608,818,518,603,119,50,5430,21,20,9,3,5,0,0,57,2874,2712,1426,914,1086,247,118,9383,110,120,86,60,82,23,12,491,118,124,54,41,48,8,7,402,76,104,53,33,47,9,4,334,683,762,398,255,269,56,21,2444,37,38,18,13,20,0,0,130,1029,1141,614,404,466,96,42,3792,3901,3854,2035,1323,1554,338,164,13177
POA4208,239,289,187,129,145,61,21,1066,186,172,85,39,53,17,3,561,141,139,64,41,39,8,4,440,837,829,478,261,337,72,19,2833,6,7,6,3,3,0,0,29,1415,1432,813,471,578,157,51,4920,18,25,19,17,29,9,0,122,25,42,30,12,21,3,0,134,11,22,14,13,13,3,3,82,120,179,123,66,91,13,0,595,3,3,4,3,0,0,0,18,175,280,188,113,156,30,10,949,1590,1712,1007,588,735,184,55,5871
POA4209,1004,1121,623,366,460,152,39,3770,479,376,183,98,106,31,4,1278,399,309,153,82,86,26,7,1075,2027,1728,824,479,564,137,55,5815,19,21,13,7,13,0,0,75,3931,3561,1792,1044,1231,343,113,12015,92,164,109,81,88,15,6,562,136,142,56,41,37,8,6,419,65,112,44,26,34,16,5,304,503,602,288,191,226,51,24,1882,25,30,10,4,7,0,0,77,826,1050,507,349,390,92,39,3244,4760,4612,2302,1388,1619,434,147,15256
POA4210,220,280,175,137,182,59,32,1084,135,152,80,42,57,17,4,487,137,164,76,47,38,17,4,484,636,654,359,212,282,60,18,2222,13,8,3,0,8,3,0,41,1140,1256,691,439,567,158,58,4309,23,39,32,27,40,10,7,170,25,33,16,7,14,6,4,115,24,18,17,20,12,9,4,94,123,149,91,64,75,17,10,520,3,3,3,3,3,0,0,18,198,242,154,115,145,43,24,918,1334,1500,845,554,709,197,80,5229
POA4211,643,753,437,307,432,161,75,2808,436,365,196,118,164,48,21,1344,378,341,177,110,145,43,22,1220,1788,1741,873,510,686,228,79,5905,18,16,14,16,7,0,0,68,3258,3217,1705,1058,1431,477,199,11346,66,143,108,74,105,37,16,558,115,153,72,49,63,9,17,479,49,90,58,52,61,13,3,316,335,521,293,210,244,57,37,1704,21,19,12,7,5,0,0,73,595,921,545,395,481,120,76,3132,3853,4137,2243,1456,1911,600,274,14475
POA4212,266,337,238,178,256,95,43,1413,138,151,77,57,82,22,12,537,154,140,70,47,85,32,11,546,522,632,426,274,364,102,51,2375,0,3,0,4,3,3,0,5,1082,1250,813,559,795,260,116,4875,27,39,41,32,56,26,10,234,16,21,24,18,25,3,9,118,15,31,28,12,34,5,0,126,67,120,90,66,111,26,11,481,7,6,0,3,0,0,0,16,131,220,176,134,223,64,33,981,1211,1470,996,692,1010,329,150,5859
POA4213,193,353,230,156,188,82,31,1240,212,253,139,93,109,30,8,848,197,226,145,79,96,46,5,789,800,951,562,355,420,148,55,3292,3,0,0,4,3,0,0,10,1406,1781,1080,687,814,303,111,6174,13,39,28,28,34,21,10,173,30,57,30,18,36,6,0,179,19,29,33,23,31,11,11,149,135,205,126,102,131,35,10,748,10,13,9,4,9,0,0,37,207,353,224,170,238,61,34,1290,1613,2135,1306,855,1049,367,138,7461
POA4214,447,515,329,226,313,153,82,2068,182,182,96,66,103,24,14,666,204,200,105,46,86,36,18,704,712,798,502,294,460,154,69,2987,4,6,7,3,5,3,0,34,1551,1701,1037,641,964,376,192,6461,43,86,69,38,83,43,24,387,37,53,31,23,37,15,8,203,28,40,28,27,43,16,0,178,157,241,151,108,142,39,16,858,15,10,3,6,8,0,0,42,282,432,273,208,311,111,54,1667,1836,2135,1313,848,1269,487,244,8126
