POA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA4000,20,10,3,3,3,0,39,3,0,0,0,0,0,3,4,3,0,0,0,0,10,8,0,0,0,0,0,8,14,7,3,0,0,0,19,6,5,0,3,3,0,22,15,9,3,3,3,0,32,20,5,3,0,0,0,34,17,8,0,0,0,0,28,27,11,3,4,0,0,47,36,9,4,4,4,0,51,45,21,7,0,10,0,86,27,3,0,0,0,0,36,22,7,0,3,0,0,28,27,14,0,0,0,0,49,61,26,14,6,7,4,115,37,16,7,3,3,0,70,13,17,9,0,3,6,38,9,3,3,0,0,0,18,419,157,76,23,35,22,735
POA4005,30,19,3,0,0,0,55,0,0,0,0,3,0,3,7,4,0,0,0,0,14,5,3,3,0,0,0,16,12,3,3,0,0,0,19,12,6,3,3,0,0,24,17,6,5,3,4,0,37,20,5,3,0,3,0,26,21,3,7,0,3,0,32,32,6,0,4,0,0,43,18,6,0,0,4,0,26,82,28,10,6,3,0,123,24,7,0,3,0,0,34,27,11,3,0,0,0,43,48,23,4,3,0,0,76,106,49,12,4,3,4,177,61,28,6,3,3,0,106,56,70,19,4,0,0,157,17,19,5,3,0,0,39,596,289,84,41,39,12,1060
POA4006,9,10,0,0,3,0,26,0,0,3,0,0,0,7,8,0,3,0,0,0,6,3,3,0,0,0,0,10,5,0,3,0,0,0,7,3,3,0,0,0,0,7,8,0,3,0,0,0,16,10,7,0,3,0,0,27,30,10,0,0,0,0,44,16,10,0,0,0,0,32,24,10,3,4,0,0,42,45,14,4,5,0,0,73,27,6,0,0,0,0,33,19,5,3,3,0,0,30,43,10,4,0,0,0,62,42,23,5,3,3,6,74,24,11,10,0,0,0,47,20,6,9,0,0,0,36,3,0,0,0,3,0,12,345,144,53,21,11,19,586
POA4007,20,12,11,0,4,0,45,0,0,0,0,0,0,5,10,3,0,0,0,0,12,5,5,3,0,0,0,11,4,3,0,0,0,0,9,4,5,7,0,0,0,18,14,9,10,0,0,0,35,23,7,6,0,4,0,43,21,6,5,0,0,0,28,15,16,6,0,3,0,37,24,6,0,0,0,0,35,44,20,14,6,8,0,93,17,7,0,0,0,0,30,18,14,3,5,3,0,45,39,19,11,0,0,0,71,51,52,14,3,6,4,131,22,68,8,3,3,0,112,37,106,45,0,3,0,190,14,14,9,5,3,0,54,370,387,153,31,44,15,997
POA4008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,3,0,21
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4010,4,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,4,0,0,0,0,10,3,3,0,0,0,0,9,4,0,0,0,0,0,7,3,3,0,0,0,0,8,3,8,0,0,0,0,19,10,5,0,0,3,0,13,4,3,0,0,0,0,5,0,5,0,0,0,0,4,11,5,0,0,0,0,19,4,10,0,0,3,0,22,0,4,0,0,0,0,7,0,4,0,0,0,0,5,0,0,0,0,3,0,6,59,70,10,3,10,0,151
POA4011,15,25,13,6,3,0,63,0,4,3,0,0,0,13,5,6,8,0,3,0,25,3,6,3,0,0,0,13,9,5,9,3,4,0,27,19,9,3,3,3,0,38,19,13,8,4,0,0,55,17,15,11,4,0,0,44,26,26,4,0,5,0,61,22,24,14,8,0,3,73,23,16,4,0,0,0,45,34,41,20,5,3,7,108,8,23,3,3,3,0,37,10,34,7,3,0,0,54,33,50,10,0,4,0,94,69,133,37,3,4,0,250,38,103,20,5,5,0,175,34,94,19,5,7,3,161,21,28,7,0,9,0,61,405,651,208,60,59,17,1396
POA4012,17,27,13,0,5,0,67,11,10,4,0,3,0,22,5,9,8,4,0,0,24,11,10,3,3,4,3,32,19,16,17,3,3,0,51,21,21,6,3,4,0,60,19,23,8,7,6,0,71,38,51,12,7,12,3,124,44,47,12,9,8,4,132,49,68,18,10,7,4,152,67,52,8,3,4,0,132,94,107,22,11,15,5,252,32,59,6,3,7,6,113,42,65,9,5,3,4,127,71,123,20,8,4,5,232,91,186,35,14,5,3,331,25,59,8,4,0,0,97,25,39,9,6,0,0,80,20,29,11,0,7,0,69,696,999,227,106,103,40,2173
POA4013,4,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,3,3,0,0,0,13,4,3,7,0,0,0,11,8,8,4,3,3,0,20,6,8,3,0,0,0,22,7,15,3,3,0,0,34,13,21,8,3,0,0,45,9,11,8,0,3,0,30,18,17,4,0,3,0,50,14,15,0,7,3,0,31,4,7,4,0,0,0,17,9,29,9,4,3,0,48,25,49,0,0,0,0,76,5,11,3,0,0,0,19,7,10,0,0,0,0,18,0,0,3,0,3,0,8,148,213,58,22,21,3,464
POA4014,10,21,11,0,3,3,52,0,4,4,0,0,0,6,11,6,5,0,0,0,20,10,3,6,0,0,0,23,12,6,14,4,3,0,41,12,18,7,3,0,0,38,20,29,9,3,3,0,61,21,48,23,8,4,3,95,24,41,7,3,6,0,79,37,60,16,7,12,0,128,34,52,5,3,4,0,95,62,91,20,17,16,7,202,49,58,8,7,0,0,116,23,46,10,0,0,0,79,60,106,13,4,6,0,188,61,106,13,3,3,3,190,8,26,5,0,0,0,39,7,8,3,0,0,0,19,16,11,11,0,4,0,43,460,730,178,57,78,18,1525
POA4017,57,34,33,6,11,4,140,14,12,9,3,10,0,49,35,30,24,3,8,0,102,32,21,24,0,7,4,83,33,36,25,14,19,7,121,39,49,41,11,15,0,166,59,81,48,21,16,3,230,77,125,64,20,24,5,319,87,156,48,23,29,0,344,149,204,60,36,27,3,476,96,235,53,20,14,3,418,194,322,93,22,24,5,670,76,168,35,9,9,5,296,51,106,25,10,4,0,191,104,221,47,15,8,3,399,76,230,68,7,7,3,398,33,72,15,0,0,0,116,20,28,14,4,3,0,73,51,63,33,10,8,5,168,1287,2197,747,233,238,52,4758
POA4018,15,16,5,0,0,0,37,3,0,0,0,0,0,3,10,8,0,0,0,0,16,4,3,3,0,0,0,12,13,13,4,0,6,0,35,21,13,3,3,7,0,52,19,11,6,3,5,3,60,40,29,17,12,10,3,109,33,56,15,13,10,3,135,50,68,18,7,13,0,155,42,54,14,6,7,3,113,57,85,20,9,8,4,177,33,51,10,0,3,0,101,11,23,8,0,3,0,52,26,45,18,3,0,0,97,28,43,14,3,6,0,95,8,6,7,0,0,0,22,0,11,0,0,3,0,9,18,13,9,0,0,3,40,428,556,174,67,91,21,1334
POA4019,36,7,11,0,9,3,71,13,0,7,3,0,0,21,25,15,3,3,5,0,50,18,12,8,7,5,0,44,34,7,10,6,12,0,69,32,12,17,10,10,0,87,37,33,16,9,7,0,104,60,43,17,10,21,0,148,70,67,18,13,13,0,188,65,101,22,22,23,0,233,51,75,18,11,4,0,166,66,127,38,10,16,3,264,34,33,13,6,5,0,94,12,33,9,3,0,0,57,33,58,15,7,6,0,130,40,47,7,6,0,0,109,14,9,8,0,0,0,26,3,4,0,0,3,0,10,27,28,14,4,9,0,80,673,726,254,132,144,18,1946
POA4020,36,24,12,3,12,0,86,19,0,8,0,3,0,32,20,5,5,0,7,0,48,21,8,8,3,0,0,45,33,15,13,0,3,0,62,41,26,12,9,9,0,93,44,29,17,3,10,0,108,53,45,26,10,11,0,143,46,44,31,12,11,0,134,65,70,28,17,15,0,190,47,54,19,14,15,0,148,71,91,40,9,12,0,225,18,38,16,9,0,0,80,26,23,17,3,0,0,68,43,60,24,12,3,0,136,50,72,43,3,8,0,169,22,36,19,3,4,0,92,8,21,19,0,0,0,48,20,27,14,4,4,0,61,686,683,367,104,122,12,1980
POA4021,13,8,10,0,3,0,34,9,0,0,0,3,0,11,3,7,0,4,3,0,18,7,4,3,0,0,0,10,22,5,4,3,3,0,39,20,10,13,4,10,3,64,23,13,19,4,9,0,59,25,22,9,14,5,0,75,18,32,13,9,8,0,88,32,63,12,11,10,0,130,21,46,12,10,4,0,97,31,50,16,3,3,0,111,13,15,3,4,5,0,34,4,15,3,0,3,0,25,14,27,7,3,0,0,51,7,15,5,0,0,0,25,3,4,0,0,0,0,3,8,3,0,0,0,0,5,7,13,5,0,3,0,36,275,349,141,81,74,10,922
POA4022,12,9,4,0,0,0,19,4,0,3,0,0,0,5,4,3,3,0,0,0,14,3,3,3,0,0,0,11,6,4,10,3,5,0,19,8,6,3,0,0,0,20,14,4,6,3,0,0,32,9,18,6,3,3,0,39,15,20,15,3,4,0,56,11,23,17,3,3,0,60,4,23,3,5,3,0,43,20,38,16,0,3,0,84,6,18,7,0,3,0,40,5,8,3,0,0,0,19,8,11,10,0,0,0,24,0,7,4,0,3,0,13,3,5,0,0,0,0,12,0,0,0,0,0,0,3,4,4,4,0,0,0,9,144,209,106,35,39,3,522
POA4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
POA4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4030,11,20,7,3,0,0,39,4,4,0,0,0,0,10,9,3,3,0,3,0,15,5,7,0,0,0,0,12,8,12,5,3,5,0,28,14,17,8,0,0,0,44,15,21,3,4,3,0,52,23,24,7,8,3,0,61,28,36,8,3,0,3,76,22,21,4,3,9,3,64,27,31,3,5,0,0,64,48,50,11,11,3,3,122,32,33,5,3,3,0,78,20,34,4,4,0,3,67,53,64,12,6,3,0,141,75,171,15,5,7,0,285,15,67,18,0,0,0,102,19,72,15,0,0,0,109,14,25,3,3,3,0,49,439,698,149,62,46,21,1421
POA4031,12,20,5,4,5,0,42,0,3,0,0,0,0,9,3,4,3,0,3,0,13,0,5,3,0,3,0,12,13,6,3,3,3,0,23,19,13,9,8,0,3,54,17,25,20,4,6,0,69,24,27,4,7,7,0,74,19,32,7,12,3,3,72,31,35,11,7,10,0,92,17,32,6,4,0,5,58,50,83,18,6,5,4,164,22,31,6,3,0,0,72,19,38,6,3,0,0,68,49,93,14,4,3,0,168,62,155,20,8,11,0,256,17,69,14,3,0,0,93,13,44,8,0,3,0,65,12,21,4,3,6,3,50,386,744,166,75,63,18,1464
POA4032,10,10,9,0,0,0,34,0,4,0,0,0,0,4,7,7,4,0,3,0,18,6,0,4,0,3,0,12,11,13,7,0,3,0,38,15,10,7,8,5,0,33,19,15,7,3,3,0,46,23,23,13,6,9,4,78,25,43,16,10,7,0,95,31,43,13,10,3,7,97,25,40,11,6,3,0,87,48,68,26,6,5,3,151,27,41,13,3,5,3,87,20,20,7,4,3,0,60,36,55,13,5,0,3,111,30,49,13,0,5,4,106,3,17,3,0,0,0,26,3,6,3,0,0,0,19,7,12,4,3,3,6,35,342,476,175,53,54,32,1133
POA4034,66,65,22,10,9,3,179,14,17,8,0,0,0,36,29,23,24,3,8,3,88,35,19,6,7,8,0,76,35,41,33,15,12,3,135,46,55,37,11,20,3,167,39,76,37,15,16,7,189,81,92,39,10,22,4,247,91,134,39,22,26,4,315,138,186,49,23,26,6,424,113,169,34,35,19,4,372,184,299,85,23,23,7,623,85,133,26,10,6,3,264,54,115,29,4,9,6,217,119,231,52,23,20,5,453,101,244,57,19,17,0,441,36,68,24,3,4,0,131,8,33,8,3,0,0,59,40,77,32,9,16,0,173,1304,2074,647,251,258,56,4592
POA4035,46,30,32,4,14,0,129,22,14,6,0,3,0,44,20,17,18,3,3,0,65,17,21,16,0,3,3,60,22,28,35,3,4,0,91,38,44,31,3,18,3,134,44,50,46,3,15,3,162,39,78,45,10,16,0,183,46,79,45,15,13,0,195,40,91,60,19,15,4,228,33,102,40,4,9,0,184,79,225,75,11,12,4,409,38,126,44,14,0,0,216,32,90,25,4,3,0,156,44,185,53,10,11,0,295,88,268,82,22,12,3,474,19,81,39,6,0,5,144,13,38,30,3,3,0,87,24,44,34,7,7,3,120,692,1608,745,147,154,29,3374
POA4036,5,4,7,0,4,0,19,3,0,0,0,0,0,4,0,0,0,3,0,0,14,3,4,6,3,0,0,19,7,6,3,0,0,0,26,10,5,14,4,3,0,41,16,5,16,3,3,0,52,21,26,14,7,12,0,84,23,37,11,8,9,0,85,34,49,11,10,5,0,121,28,56,9,3,3,0,100,29,66,22,4,5,0,124,14,23,7,0,3,0,43,6,18,3,0,0,0,26,12,33,3,0,0,3,48,12,18,0,3,0,0,33,3,13,0,0,0,0,15,0,6,3,0,0,0,6,14,11,3,5,3,0,36,249,375,144,49,56,14,885
POA4037,10,11,13,5,4,0,46,4,4,9,0,0,0,12,5,7,4,0,3,0,24,10,9,6,3,0,0,25,3,15,10,0,0,0,32,17,14,7,3,6,0,48,8,20,16,0,8,0,56,15,26,17,5,5,0,73,20,38,14,6,0,0,77,21,46,31,7,3,0,107,20,46,14,3,0,0,93,32,104,32,9,3,3,175,14,53,18,8,10,0,93,17,56,10,3,3,0,86,33,90,35,5,5,0,159,41,114,30,4,6,0,202,9,22,5,0,0,0,42,6,4,3,0,0,0,13,4,27,16,0,4,3,52,294,702,282,59,57,15,1409
POA4051,29,47,31,3,3,7,127,0,9,3,3,0,0,19,13,12,11,0,3,0,48,9,16,9,0,0,4,39,7,25,10,7,10,0,57,26,23,19,6,8,0,75,24,50,14,5,9,3,97,41,41,19,9,6,4,117,34,54,11,9,3,3,115,37,59,8,9,4,3,128,44,61,9,12,4,0,120,52,153,37,15,13,3,276,30,63,8,3,3,0,107,26,85,15,5,0,0,133,68,149,19,7,4,3,256,123,290,41,21,9,0,488,40,150,19,3,3,0,219,25,127,25,3,4,0,177,13,52,10,6,3,0,85,654,1464,318,121,92,29,2683
POA4053,52,43,32,3,17,0,145,15,7,23,3,0,0,50,26,31,19,0,12,0,93,18,24,17,4,10,0,80,39,34,22,7,14,3,122,42,66,34,12,13,0,170,54,75,50,22,27,0,226,70,122,60,15,23,3,293,68,126,46,21,18,4,280,103,194,52,28,18,4,403,84,176,29,23,11,10,338,186,334,63,32,30,3,644,105,204,20,11,3,3,353,84,161,21,7,7,3,277,183,324,61,26,12,6,608,170,375,66,21,16,4,650,44,89,16,0,5,0,160,32,40,16,3,0,0,84,51,82,27,9,3,0,170,1427,2507,677,242,246,50,5151
POA4054,23,6,11,3,0,0,41,8,3,3,0,4,0,21,9,7,7,0,3,0,30,6,3,4,0,6,0,25,5,10,6,5,13,0,47,14,19,14,10,11,0,67,16,28,27,4,8,0,84,29,49,19,4,5,0,103,29,50,18,13,6,0,122,47,65,12,15,12,0,154,32,72,13,12,3,0,139,74,139,20,14,13,3,260,53,91,13,10,3,0,165,19,48,11,0,0,0,79,56,100,21,4,8,4,194,28,66,17,8,3,0,120,9,12,6,0,3,0,29,3,5,3,6,0,0,19,15,22,13,4,3,0,55,475,807,231,116,107,12,1756
POA4055,37,25,20,3,5,0,98,12,11,8,0,3,0,30,17,21,14,0,3,0,49,9,15,14,0,0,0,40,28,28,12,0,8,0,70,21,41,21,7,11,0,98,36,65,38,15,7,0,160,35,74,32,10,6,0,167,31,90,34,12,11,3,177,51,140,43,14,9,3,256,48,115,26,15,3,3,203,90,194,48,13,16,3,353,50,112,28,3,9,0,202,41,93,28,3,6,0,167,78,224,43,8,10,3,353,71,164,61,11,4,0,309,28,55,14,7,0,0,100,9,35,9,3,0,0,52,17,38,21,10,7,0,90,704,1534,495,129,116,18,2997
POA4059,16,11,0,0,0,3,32,7,0,0,0,0,0,5,4,5,0,0,0,0,10,3,3,3,0,0,0,12,3,3,0,0,0,0,12,13,14,0,6,0,0,26,14,14,4,0,3,0,30,11,13,6,0,0,0,27,21,17,3,5,0,0,44,22,20,6,4,5,0,53,16,11,3,0,0,0,25,46,40,7,0,0,0,99,14,12,3,0,0,0,32,14,20,10,0,3,0,37,25,35,3,5,0,0,79,67,120,17,3,8,3,207,22,45,6,3,0,0,82,12,32,3,0,0,0,50,7,15,8,3,0,0,38,316,430,85,46,28,14,916
POA4060,21,21,9,0,4,0,58,4,0,0,0,0,0,10,5,12,3,0,3,0,18,0,4,9,0,0,0,18,9,8,7,0,3,0,31,9,21,8,8,3,0,47,14,20,17,3,3,0,60,10,21,21,4,3,0,62,10,31,13,0,3,0,58,24,28,18,0,5,0,71,3,19,5,12,3,0,48,21,83,19,6,3,0,141,13,33,6,3,7,0,63,17,44,8,3,4,0,68,24,82,20,3,4,0,140,43,204,35,9,4,0,298,19,118,21,4,4,0,174,10,96,16,3,0,0,132,7,26,13,0,3,0,45,270,875,258,58,55,8,1530
POA4061,27,24,21,3,4,3,85,5,5,0,0,0,0,20,7,15,8,3,3,0,37,13,14,9,0,7,0,41,6,18,13,0,3,0,44,18,20,18,4,6,0,62,25,47,25,10,10,0,113,15,36,9,10,4,0,84,24,57,20,10,10,0,120,41,53,23,9,10,0,137,23,59,23,7,9,0,122,49,133,42,14,10,0,245,26,95,16,11,11,0,159,25,80,21,5,3,0,137,45,156,31,7,10,0,245,63,199,59,9,6,0,343,11,88,21,3,0,0,124,13,47,18,0,0,0,79,9,30,7,0,3,0,53,445,1183,379,108,116,9,2244
POA4064,20,22,7,0,3,3,47,0,4,0,0,0,0,3,6,0,0,0,0,0,9,3,0,0,0,0,0,4,4,5,0,0,3,0,8,5,3,0,0,0,0,15,7,10,4,0,0,0,24,10,10,7,0,0,0,28,8,17,0,0,0,0,33,19,17,0,0,0,0,38,17,8,4,3,0,0,30,35,40,7,7,4,0,93,12,20,6,3,4,0,46,14,20,3,0,0,0,41,22,25,10,0,0,0,57,52,85,27,7,5,0,170,22,48,8,4,3,0,90,29,61,19,0,0,0,106,12,17,6,0,0,0,31,296,412,107,35,32,9,891
POA4065,22,14,6,0,0,3,43,4,4,5,0,0,0,17,3,7,9,3,0,0,22,4,3,6,0,0,0,19,3,4,5,0,0,0,11,7,18,3,0,3,0,32,8,21,9,5,0,0,42,4,17,12,0,0,0,36,14,15,10,0,3,0,42,6,23,7,3,0,0,38,9,11,3,0,0,0,31,17,62,6,5,0,0,96,5,25,6,0,0,0,42,12,21,3,3,3,0,40,21,56,10,8,4,0,89,52,155,28,9,4,0,253,18,95,20,4,6,0,138,20,68,14,3,0,0,107,3,17,10,4,8,0,46,235,640,160,59,36,11,1141
POA4066,16,13,4,0,5,6,47,3,0,3,0,0,0,8,7,8,0,0,3,0,18,6,0,0,0,0,0,8,5,9,0,0,0,0,19,12,10,7,0,4,3,34,13,18,5,6,3,0,48,22,17,8,0,5,0,55,25,9,8,7,7,0,55,31,27,12,0,6,3,75,32,4,6,0,4,4,48,37,42,9,4,3,0,100,16,28,5,3,3,0,49,15,19,10,0,3,0,47,27,47,4,3,8,3,93,43,107,25,0,5,0,180,24,66,12,3,0,0,109,19,65,11,5,0,0,104,6,11,5,0,0,0,32,368,500,144,27,58,23,1125
POA4067,17,9,3,0,3,9,42,0,0,0,0,0,0,3,0,3,0,0,0,0,4,4,0,0,0,0,0,4,4,0,3,0,0,0,6,3,3,0,0,0,0,9,5,3,3,0,0,0,15,4,3,4,0,0,0,17,12,0,0,3,0,0,23,11,4,3,0,0,0,22,8,6,0,4,0,0,25,11,11,7,0,0,0,32,7,3,3,0,0,0,11,6,8,3,0,0,0,14,7,10,6,0,0,0,27,20,30,16,3,3,0,72,5,12,6,0,0,0,35,15,28,9,0,0,0,53,3,3,8,0,0,0,16,142,151,76,19,20,13,429
POA4068,36,23,23,0,14,3,93,4,0,3,0,0,0,14,10,14,7,0,0,0,38,4,3,13,3,3,0,26,10,14,3,3,5,0,35,19,20,12,4,3,0,60,24,29,13,0,0,0,66,21,21,10,7,3,0,62,29,40,4,0,3,0,81,32,37,11,4,7,3,101,26,39,3,5,3,0,85,50,67,20,14,11,4,157,26,25,8,6,7,4,79,30,40,17,4,0,0,94,30,89,24,6,0,3,157,48,157,32,12,8,5,256,29,63,18,0,5,0,112,20,78,32,6,0,0,136,11,32,15,0,0,3,61,467,789,277,77,71,30,1710
POA4069,75,63,45,9,15,4,208,14,8,5,0,0,0,32,26,22,9,3,3,0,69,21,16,8,3,6,6,60,25,34,11,3,8,3,88,39,51,25,0,3,0,124,36,55,43,10,9,0,159,26,67,55,6,16,0,168,43,80,26,21,9,0,180,34,103,53,10,15,0,216,35,76,28,7,3,4,155,89,227,100,23,21,4,472,30,95,41,8,5,0,181,47,145,43,13,4,0,253,73,231,61,12,12,4,394,145,466,156,24,11,3,802,68,182,60,16,9,4,340,56,174,69,14,6,0,317,34,77,37,4,8,3,169,918,2187,893,179,176,31,4380
POA4070,20,9,13,3,5,3,55,3,3,0,0,0,0,10,10,4,8,0,0,0,27,3,6,5,0,0,0,25,7,7,15,4,3,0,39,5,12,13,7,9,0,39,23,27,12,3,12,0,72,17,36,15,9,9,0,88,25,45,18,8,6,0,107,30,72,15,10,4,0,129,24,62,22,14,5,0,128,45,126,35,8,11,0,228,18,75,16,9,0,0,121,29,43,26,4,4,0,112,49,109,41,0,5,0,205,61,127,44,5,3,0,239,20,25,13,3,3,0,69,17,25,13,0,4,0,58,12,20,20,0,4,0,58,437,846,345,79,92,8,1804
POA4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4073,16,21,16,0,0,0,54,4,6,3,0,0,0,12,4,9,8,0,0,0,18,5,3,6,0,0,0,18,0,12,5,0,0,0,20,15,8,12,0,0,0,41,15,27,27,8,6,0,86,13,27,14,4,5,0,54,13,30,4,6,5,0,63,23,52,22,7,3,0,109,27,34,6,0,3,3,71,30,73,22,8,7,0,137,21,45,4,3,0,0,79,18,30,10,0,3,0,63,30,83,20,3,0,0,135,33,99,33,3,0,0,167,12,44,11,0,0,0,74,8,23,13,0,0,0,44,3,27,5,3,3,3,49,288,646,246,51,48,9,1293
