POA_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
POA4520,22,10,34,12,11,22,13,20,33,15,25,38,48,69,119,37,38,76,112,42,158,146,53,207,181,48,230,176,40,219,166,23,187,177,17,192,402,34,431,349,7,354,263,3,266,258,25,289,705,5,710,408,7,413,36,15,48,3546,496,4039
POA4521,13,4,19,4,3,9,8,11,16,9,19,25,26,54,79,22,17,39,64,20,91,62,25,84,85,27,108,89,16,103,67,22,86,97,15,104,165,17,177,150,0,150,98,3,96,70,3,75,127,0,128,123,3,125,11,7,24,1281,258,1540
POA4550,9,10,19,7,9,13,11,18,31,12,46,55,33,56,91,49,38,88,105,22,124,84,37,122,106,33,137,98,19,119,84,21,105,89,11,96,123,12,142,87,6,95,44,0,44,26,0,29,46,0,46,130,5,134,12,19,30,1148,364,1511
POA4551,112,139,251,68,59,131,83,260,344,77,534,612,464,1245,1707,494,784,1279,1583,494,2082,1159,532,1689,1537,455,1993,1430,306,1734,1055,230,1283,992,159,1152,1815,204,2024,1185,45,1229,615,25,642,417,87,498,741,8,748,1429,126,1557,218,320,536,15471,6015,21487
POA4552,21,28,54,20,28,45,19,55,76,16,80,96,96,244,345,91,135,228,266,93,363,239,83,324,275,66,338,207,48,255,139,22,162,135,26,157,230,21,250,160,5,163,63,0,65,62,12,75,115,0,113,232,15,246,26,41,71,2419,999,3414
POA4553,12,6,21,9,6,15,11,21,32,16,20,37,41,59,97,32,31,64,99,20,117,100,21,119,132,24,150,120,17,140,105,12,121,101,8,107,205,16,218,153,0,153,93,3,94,49,4,54,103,0,106,197,10,201,20,14,34,1597,292,1895
POA4554,5,3,5,0,0,0,7,6,17,4,10,12,9,22,34,3,13,20,33,5,39,32,6,42,33,14,54,43,3,47,31,0,30,28,0,28,60,9,60,40,0,41,27,0,27,10,0,13,44,0,44,70,3,69,5,3,8,498,108,604
POA4555,8,10,21,13,5,13,8,27,39,6,34,45,51,85,132,43,52,95,134,37,177,137,55,189,175,52,227,167,28,192,116,12,129,148,12,161,254,10,269,146,0,148,96,3,95,55,13,60,95,0,94,189,7,200,19,29,45,1860,471,2329
POA4556,99,86,186,49,32,75,77,176,260,48,283,332,277,888,1168,278,452,728,925,338,1268,748,337,1085,942,290,1232,951,217,1167,748,165,913,767,108,875,1405,164,1571,937,44,978,613,25,638,420,71,493,935,17,950,1141,126,1267,156,200,351,11500,4029,15533
POA4557,47,50,90,23,16,36,39,104,147,39,142,180,103,266,374,135,169,309,278,182,460,308,184,497,463,191,656,425,144,571,334,104,435,344,86,434,638,119,755,446,34,478,266,14,276,161,50,213,294,12,307,470,80,550,53,65,119,4859,2041,6901
POA4558,46,53,97,24,30,53,32,154,186,38,269,307,150,577,720,165,386,553,478,306,786,389,319,707,502,306,804,516,183,696,343,142,482,335,106,441,533,149,685,302,44,346,187,10,197,112,55,170,178,17,189,413,119,528,74,152,226,4806,3374,8177
POA4559,12,11,24,4,7,12,14,27,37,5,29,33,35,120,152,51,53,112,131,35,161,102,41,144,146,40,181,139,22,163,93,18,102,93,18,109,208,13,217,164,0,160,94,0,91,57,3,58,103,0,105,173,8,182,28,27,56,1645,466,2107
POA4560,64,72,131,38,41,82,55,181,237,55,285,344,239,754,993,261,445,707,836,311,1153,679,297,973,841,249,1096,808,157,968,618,100,714,590,84,677,1016,98,1114,613,14,622,323,5,329,174,36,206,273,4,283,748,76,821,130,178,307,8371,3382,11750
POA4561,20,14,34,15,10,17,10,28,46,13,58,67,43,79,120,39,57,100,139,55,198,121,44,160,161,48,207,172,29,200,158,13,173,132,16,145,239,15,253,176,0,172,112,0,114,57,7,65,92,0,93,196,8,213,25,16,41,1928,494,2421
POA4562,26,22,44,11,3,14,16,36,49,14,33,45,67,59,127,57,52,108,150,41,191,145,55,198,185,37,223,203,28,225,146,20,161,141,15,157,290,18,302,168,5,173,91,0,91,73,13,85,156,0,156,278,13,288,30,15,49,2244,451,2698
POA4563,27,22,48,5,9,12,29,50,84,11,68,81,69,164,232,60,95,155,225,57,282,185,53,245,263,53,315,211,36,252,181,33,209,155,16,170,244,23,270,165,0,162,79,3,79,53,16,66,99,0,102,241,21,264,38,34,75,2348,761,3116
POA4564,24,31,54,20,18,36,38,51,88,16,65,84,89,161,246,81,101,183,254,118,366,209,123,333,315,130,447,303,109,415,194,65,256,217,40,256,344,40,385,210,16,224,117,7,125,74,17,93,153,0,156,304,44,347,43,31,69,2986,1164,4150
POA4565,32,43,71,19,16,35,40,95,139,31,175,208,125,405,529,137,184,321,443,141,585,355,124,477,430,117,545,399,70,468,271,47,319,255,34,288,384,48,431,243,3,246,131,0,131,68,14,81,106,3,110,411,39,452,53,104,155,3923,1660,5587
POA4566,31,29,63,16,17,36,17,58,74,7,72,82,83,197,283,75,155,225,231,95,320,180,66,253,227,93,322,204,53,256,161,39,200,138,35,171,237,35,271,163,6,172,92,3,90,69,28,94,141,3,145,231,24,254,29,69,99,2336,1072,3408
POA4567,29,32,65,14,17,31,10,62,75,22,81,107,85,172,257,84,118,200,196,128,331,200,130,330,256,110,365,243,73,316,204,73,280,185,50,242,350,57,410,195,11,211,159,3,162,103,50,152,290,8,298,350,33,382,42,27,69,3017,1264,4281
POA4568,3,9,10,6,8,9,8,22,28,11,30,39,38,62,96,34,33,66,98,29,125,92,25,116,100,28,130,87,14,96,90,7,99,68,5,69,94,11,104,59,0,58,42,0,39,17,0,15,32,0,36,116,7,126,10,12,18,995,307,1302
POA4569,0,0,3,3,0,5,5,13,19,0,10,13,14,30,46,18,25,39,44,18,59,39,20,59,50,15,64,58,9,64,31,4,34,28,3,30,44,3,50,18,0,18,12,0,12,6,0,6,8,0,8,55,0,54,4,3,9,438,162,600
POA4570,95,105,197,72,60,134,102,307,404,104,464,570,463,1217,1680,538,478,1013,1453,348,1801,1019,404,1429,1204,327,1530,1060,209,1272,713,136,845,695,81,773,983,89,1077,583,16,601,302,7,307,161,46,205,257,5,262,1044,82,1124,230,261,495,11067,4661,15729
POA4571,3,0,6,0,0,0,0,11,7,8,10,21,16,14,29,10,3,14,23,12,32,13,6,22,21,6,34,18,0,22,11,0,9,9,0,9,15,4,22,15,0,11,5,0,5,3,0,5,5,0,5,26,3,30,7,3,11,209,92,296
POA4572,10,6,16,7,9,10,8,19,24,6,39,41,23,69,94,27,54,81,55,58,111,57,68,127,63,65,128,84,62,147,58,40,92,43,33,76,121,42,161,86,8,92,50,3,59,40,12,52,87,8,97,93,31,120,13,18,32,918,643,1566
POA4573,64,48,112,28,26,48,39,122,157,49,183,238,155,366,520,202,235,438,502,211,712,450,211,662,629,244,876,686,156,836,495,135,632,483,79,569,879,115,994,546,14,558,331,11,344,232,43,277,397,16,411,742,74,815,70,76,143,6963,2362,9333
POA4574,3,5,14,3,3,4,8,10,19,3,11,11,11,37,52,17,19,35,40,12,51,36,12,47,42,14,55,27,10,37,30,4,29,17,4,25,37,3,39,22,0,22,4,0,4,8,3,10,14,0,14,31,3,34,3,6,9,342,172,512
POA4575,44,51,104,33,25,57,24,107,125,33,207,238,159,457,613,178,296,469,512,214,725,424,213,637,563,202,765,550,129,683,418,114,535,418,85,501,742,115,859,527,19,550,368,18,388,229,62,296,520,22,540,649,93,737,94,119,210,6491,2547,9040
POA4580,19,13,37,10,9,17,16,37,50,18,93,111,91,257,351,86,99,183,359,49,415,146,60,201,142,47,191,119,11,132,46,6,54,39,8,42,63,4,62,27,3,31,13,0,12,9,3,15,14,0,14,117,10,126,39,55,97,1379,758,2133
POA4581,8,6,12,4,6,9,5,18,18,9,23,27,22,42,64,19,20,37,41,12,50,34,16,48,51,17,70,29,6,38,18,16,31,10,11,21,25,9,32,15,0,15,5,0,5,3,0,3,6,0,6,35,5,36,7,12,15,335,218,551
POA4600,3,3,10,3,0,5,0,16,17,4,20,26,20,40,67,3,10,16,43,11,57,17,14,28,14,9,25,26,4,31,22,3,24,13,0,18,23,3,27,6,0,6,8,0,3,3,0,3,0,0,0,25,0,28,4,8,13,246,139,383
POA4601,9,0,6,3,5,5,6,9,11,4,23,25,22,41,57,23,11,36,44,6,50,26,13,40,34,10,44,30,5,38,13,0,20,16,3,24,22,4,24,11,0,11,0,0,0,0,6,4,10,0,10,23,0,25,7,8,16,294,140,440
POA4605,0,10,11,15,12,19,21,47,73,22,55,78,51,107,161,61,51,108,152,40,193,114,42,155,132,27,156,117,23,142,68,15,80,56,3,60,87,12,96,43,3,42,26,0,22,11,3,17,14,0,14,93,3,91,39,32,64,1124,478,1597
POA4606,9,7,7,5,3,12,3,22,20,3,36,41,28,85,111,25,36,61,104,24,126,65,22,87,65,21,87,64,13,81,44,8,48,29,0,34,56,9,60,40,0,40,5,0,5,3,3,4,17,0,17,65,0,64,14,25,43,641,311,951
POA4608,3,3,7,4,0,8,4,9,10,3,7,15,9,33,42,9,8,19,28,7,36,21,6,24,14,6,21,25,6,28,7,3,13,11,0,11,21,0,21,16,0,16,10,0,12,0,5,3,4,0,4,25,0,25,3,3,6,234,100,339
POA4610,33,49,85,17,19,37,34,95,124,32,145,179,154,382,542,163,140,301,447,157,603,316,164,475,384,113,498,385,68,459,274,57,336,229,44,273,430,58,490,239,14,249,136,3,135,88,20,111,120,3,127,328,33,360,78,102,181,3891,1678,5577
POA4611,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,4,0,4,3,3,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,25,16,37
POA4612,0,3,4,0,0,0,3,0,3,0,3,3,5,15,20,5,0,7,9,0,14,4,3,13,4,0,4,8,3,9,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,10,10,64,39,102
POA4613,4,8,8,0,5,6,7,12,17,4,15,16,12,42,56,8,9,16,52,4,55,19,6,26,28,7,37,18,7,25,11,0,16,4,0,6,4,0,6,5,0,9,0,0,0,0,0,0,9,0,9,24,0,27,8,8,18,222,130,349
POA4614,8,4,11,0,4,3,5,13,16,3,16,15,21,51,73,14,16,31,70,11,83,34,18,51,30,15,46,19,7,22,12,6,20,20,0,19,8,3,14,11,0,12,0,0,0,3,0,3,3,0,3,28,3,32,4,19,20,295,184,476
POA4615,15,22,38,12,18,23,17,68,78,12,91,103,126,256,386,86,76,164,325,79,404,191,79,267,187,45,229,165,26,190,97,15,118,89,11,101,120,11,131,68,0,71,43,0,44,20,13,28,38,0,38,166,15,183,53,64,119,1833,887,2722
POA4620,0,0,0,0,3,3,3,3,9,0,10,10,5,13,20,9,3,8,18,4,20,10,0,12,10,7,15,5,3,9,0,0,3,3,0,3,8,0,8,6,0,6,5,0,5,0,0,0,0,0,0,15,0,15,3,0,4,98,52,151
POA4621,5,6,13,8,3,5,3,16,22,3,38,46,29,76,110,24,20,46,96,22,114,54,21,73,35,16,49,30,7,32,16,0,17,22,5,25,43,5,45,5,0,8,8,0,8,3,3,3,7,4,9,47,3,50,13,16,37,460,258,717
POA4625,14,3,17,9,6,12,4,21,30,4,30,35,33,65,100,28,34,62,77,29,106,57,29,83,60,38,90,67,13,83,49,12,60,46,8,55,66,12,79,43,3,42,19,0,22,5,0,6,14,3,15,62,4,66,24,17,44,681,329,1012
POA4626,13,3,17,4,3,8,3,13,15,3,28,31,19,53,69,14,17,35,43,27,71,42,26,69,64,19,83,57,19,72,37,5,38,37,10,44,48,9,62,26,11,40,3,3,11,10,4,17,19,4,27,51,4,55,21,32,50,525,288,819
POA4627,11,3,14,0,3,8,0,3,5,0,15,15,12,24,31,15,9,18,27,3,34,11,8,19,15,11,27,21,4,23,11,0,11,8,0,14,10,0,12,5,0,5,3,0,3,9,0,9,9,0,9,24,3,20,4,8,18,201,104,303
POA4630,16,0,12,8,8,17,8,19,34,4,35,44,36,94,126,25,32,58,69,14,83,58,13,72,54,26,83,52,13,61,32,5,40,39,4,45,50,5,61,23,0,20,15,0,15,7,0,7,22,0,22,69,3,71,18,20,45,611,305,909
POA4650,79,108,188,56,51,111,84,279,362,89,468,558,444,1096,1538,394,391,784,1270,298,1567,873,293,1171,977,285,1264,826,170,993,515,102,618,521,62,581,767,59,826,407,7,419,217,6,222,130,29,156,189,7,195,727,71,802,215,286,500,8775,4064,12837
POA4655,146,151,294,97,90,192,168,377,545,142,727,873,741,1715,2460,716,839,1554,2551,550,3101,1530,531,2064,1853,485,2335,1521,252,1773,911,182,1095,855,117,969,1397,156,1550,729,32,760,397,15,415,248,54,299,431,8,439,1382,112,1497,335,403,741,16153,6798,22947
POA4659,28,14,41,10,7,19,15,28,45,16,73,86,88,185,273,61,59,120,293,43,331,131,63,191,140,36,173,116,14,130,62,10,64,65,7,71,76,6,83,35,0,38,10,0,15,6,5,8,10,0,10,139,18,154,39,50,85,1350,602,1953
POA4660,22,30,54,24,14,38,24,60,81,27,75,97,118,190,308,93,76,167,375,55,424,176,63,242,199,61,261,168,27,202,102,25,123,95,13,102,138,9,148,67,3,70,48,0,48,21,6,29,43,0,46,202,3,209,53,54,110,2003,761,2764
POA4662,0,0,0,0,0,0,3,5,7,3,8,11,12,30,41,14,7,17,29,4,33,16,3,23,18,6,23,11,3,14,9,3,10,5,0,5,18,0,18,12,0,12,0,0,0,3,0,3,4,0,9,20,0,20,4,3,12,193,76,262
POA4670,178,177,352,116,117,234,179,596,777,181,889,1070,878,2187,3065,874,1005,1881,2762,720,3476,1899,742,2644,2134,668,2803,1950,377,2328,1397,275,1670,1264,179,1445,2092,201,2288,1166,36,1201,679,7,689,382,90,476,643,16,662,1888,160,2051,426,598,1020,21104,9029,30132
POA4671,14,23,40,16,8,28,23,61,86,14,82,91,119,194,314,83,69,150,272,47,325,134,63,195,156,39,196,128,19,144,67,12,82,78,7,83,111,18,129,54,0,50,27,0,27,18,5,27,25,0,25,179,10,191,44,61,101,1561,732,2287
POA4673,0,0,0,4,0,5,3,13,12,4,7,5,8,24,33,4,9,14,29,0,27,19,0,17,26,3,30,17,0,18,4,3,12,16,0,16,13,0,13,7,0,7,5,0,4,3,0,3,0,0,0,13,0,13,4,3,8,184,66,247
POA4674,15,15,25,3,8,14,5,16,24,4,20,24,35,52,89,28,5,40,71,12,84,33,12,44,36,17,53,26,4,34,11,8,22,21,4,20,26,4,27,9,0,9,3,0,3,3,0,3,7,0,11,33,0,33,10,7,16,376,194,578
POA4676,0,3,3,0,0,0,0,3,3,4,5,6,3,4,10,0,0,0,8,0,8,4,3,7,10,0,10,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,42,24,64
POA4677,21,18,35,18,4,22,5,33,40,8,47,54,46,75,118,35,45,75,102,37,140,78,51,122,84,25,102,79,20,101,49,16,62,53,15,67,81,12,95,50,3,51,22,0,22,13,6,20,40,0,42,116,3,116,16,18,35,914,410,1329
POA4678,0,3,4,0,3,4,0,12,14,3,10,6,9,17,23,11,4,10,32,3,38,17,4,27,25,4,31,15,6,22,11,6,16,13,6,21,25,10,31,19,0,19,9,0,9,4,0,8,10,0,10,37,0,37,5,8,13,254,91,346
POA4680,136,145,282,86,58,150,99,288,390,106,379,491,363,615,984,399,307,706,767,301,1075,633,339,975,773,388,1161,864,300,1164,740,270,1013,780,244,1020,1933,409,2340,1371,46,1413,892,32,922,776,207,987,1388,33,1425,1596,122,1716,194,163,356,13912,4642,18548
POA4694,0,3,5,0,0,0,0,0,0,0,0,3,0,5,5,4,0,3,5,0,5,3,0,4,3,0,3,0,0,3,4,0,7,3,0,3,4,4,10,3,0,3,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,47,19,64
POA4695,3,10,10,7,0,4,4,9,8,7,14,18,5,16,27,13,8,15,34,5,43,11,8,19,11,9,19,13,11,21,17,3,17,19,7,23,34,6,38,24,0,20,9,0,9,12,3,14,16,0,16,50,0,50,8,3,13,297,105,394
POA4697,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,3,3,0,3,3,3,6,4,0,6,3,3,7,3,0,3,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,42,14,52
POA4699,3,3,3,0,0,3,4,0,4,0,4,4,3,3,6,3,3,7,8,5,10,10,3,13,8,4,17,6,7,12,3,0,11,10,0,10,5,0,6,11,0,11,9,0,9,0,0,3,7,0,7,14,0,22,0,3,3,120,39,155
POA4700,32,53,88,20,27,45,21,130,155,37,223,259,115,464,574,136,208,346,340,174,512,258,195,452,290,195,487,311,126,437,268,108,375,254,76,331,426,101,528,326,18,343,190,5,193,140,44,182,270,21,291,444,52,493,70,130,197,3947,2343,6289
POA4701,57,99,156,46,71,114,86,227,307,87,378,465,331,908,1235,370,407,779,906,357,1260,745,405,1146,855,416,1271,848,274,1119,732,190,921,754,135,889,1455,174,1631,906,40,944,540,19,558,320,67,384,553,21,573,1183,98,1279,155,223,380,10923,4493,15416
POA4702,74,60,133,40,43,79,66,156,220,52,189,239,216,431,651,235,156,391,545,169,714,441,180,616,578,204,780,590,132,719,470,93,565,486,80,571,860,124,983,578,19,594,358,3,365,170,47,217,366,3,368,930,48,977,156,136,294,7212,2265,9476
POA4703,51,57,111,34,35,67,44,138,185,40,198,241,182,455,631,169,203,370,491,190,681,331,159,488,482,165,643,425,111,540,325,114,438,371,66,440,637,97,730,462,15,476,287,5,290,204,40,241,359,9,372,863,53,918,88,173,257,5850,2280,8129
POA4704,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,0,0,4,4,0,4,0,0,3,0,3,5,0,0,3,0,0,0,3,0,3,3,0,3,3,0,3,3,0,3,0,0,0,3,0,3,8,0,8,0,0,0,35,18,53
POA4705,3,0,4,0,0,0,0,0,0,0,3,3,0,4,6,0,6,3,8,4,11,7,3,8,8,5,12,10,3,13,8,4,11,6,0,6,9,3,9,5,0,5,6,0,6,0,0,4,7,0,7,11,0,11,0,0,0,93,34,121
POA4706,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,3,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,15,24,36
POA4707,0,3,3,0,0,0,0,4,4,0,7,7,0,12,19,0,0,5,7,0,15,3,3,11,3,0,4,4,0,3,4,0,4,4,0,4,6,3,6,8,0,8,0,0,0,3,0,6,3,0,3,11,0,11,3,3,3,68,47,113
POA4709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,3,3,8,7,0,6,5,0,6,8,0,12,36,8,45,24,0,24,14,0,14,41,14,52,75,0,78,15,0,21,0,0,0,247,41,283
POA4710,5,16,20,7,8,12,12,26,32,13,55,69,45,105,151,59,44,111,132,42,177,110,53,162,104,49,149,96,21,125,64,31,95,69,9,76,139,24,161,75,0,75,44,0,44,24,4,28,63,0,61,144,12,160,27,53,80,1245,555,1798
POA4711,3,0,3,3,3,3,3,6,5,0,6,6,3,3,9,9,8,13,23,8,28,17,6,25,21,5,26,28,3,35,29,8,36,27,0,33,69,4,79,48,0,48,46,0,46,30,3,29,32,0,32,81,0,81,5,0,7,481,68,544
POA4712,0,0,4,0,0,0,0,3,3,0,4,4,4,9,12,3,0,4,3,7,11,4,4,6,9,9,14,6,3,11,0,0,3,4,0,4,8,3,16,4,0,4,4,0,4,0,0,0,7,0,7,9,0,9,0,0,0,58,51,109
POA4713,0,0,0,0,4,3,16,9,27,6,5,15,19,5,26,17,8,22,25,8,32,25,0,21,14,4,21,22,4,23,4,0,4,3,0,7,11,3,12,0,0,3,4,0,4,0,0,0,0,0,0,16,0,16,9,8,17,188,63,245
POA4714,13,17,25,11,6,20,12,46,56,14,62,77,47,136,186,26,43,69,124,36,162,62,37,103,78,31,107,65,7,77,38,16,48,41,4,46,39,7,47,28,3,25,9,0,12,7,3,6,9,0,10,83,5,89,11,36,46,710,510,1219
POA4715,11,18,25,12,11,21,8,24,29,20,50,68,31,83,116,40,40,74,73,46,119,81,49,132,93,63,156,107,40,144,108,30,139,126,30,152,277,72,347,187,5,194,138,5,142,79,24,104,175,9,182,171,17,183,37,33,69,1781,632,2415
POA4716,3,3,3,3,0,3,3,5,4,0,9,9,3,18,18,4,4,11,18,8,24,7,8,16,18,6,24,26,4,28,16,0,19,20,3,20,18,7,25,21,0,21,17,0,17,8,0,8,16,0,16,26,3,32,5,10,20,239,90,322
POA4717,4,5,13,6,3,7,4,13,17,12,19,27,14,27,38,13,13,25,31,15,49,20,17,32,28,34,62,53,33,82,43,33,81,79,43,116,186,80,261,105,6,112,92,3,96,88,30,120,151,4,158,110,10,119,6,19,26,1048,406,1454
POA4718,4,6,14,0,0,5,5,14,27,6,12,18,15,20,33,9,10,17,38,19,51,25,26,51,37,21,59,27,12,46,26,5,33,38,13,48,68,38,105,62,0,62,36,3,39,32,9,45,49,0,49,62,4,61,14,10,20,566,214,782
POA4719,3,4,14,0,3,7,0,7,5,0,13,9,5,27,29,0,12,12,19,12,36,16,8,27,24,10,38,22,7,38,17,3,22,15,0,16,26,5,31,13,0,13,9,0,9,6,0,6,13,0,8,27,3,30,7,22,22,247,142,388
POA4720,27,23,48,10,15,24,11,50,60,17,55,69,40,88,132,60,58,120,102,75,174,109,97,210,179,126,300,223,115,340,204,85,296,255,56,312,505,111,613,388,7,394,215,14,232,168,45,213,352,16,361,491,26,514,46,27,81,3402,1095,4500
POA4721,18,7,19,9,6,17,3,18,20,4,28,30,24,45,71,12,22,30,47,29,74,33,27,59,80,28,106,61,21,88,46,19,67,53,16,66,118,30,148,87,4,87,47,0,47,43,0,46,68,0,70,102,3,112,25,19,40,878,324,1209
POA4722,0,3,5,0,5,8,3,3,4,0,12,12,15,23,33,8,17,20,18,12,27,10,11,24,32,18,47,38,5,43,33,4,38,40,7,46,53,11,67,36,0,36,20,0,20,16,11,27,43,0,43,50,3,54,9,7,14,430,146,574
POA4723,8,3,11,0,3,6,4,8,13,0,11,9,5,17,18,6,4,10,12,7,24,16,7,27,33,10,44,23,0,24,18,6,30,24,4,28,63,3,70,36,3,34,11,0,11,10,0,15,37,0,37,45,0,41,5,7,8,355,104,458
POA4724,0,3,6,0,0,3,0,3,3,0,0,0,4,8,16,3,3,5,4,9,16,10,14,26,15,3,18,12,3,13,10,0,6,12,0,10,19,6,22,8,0,8,4,0,4,3,0,6,8,0,8,27,3,31,4,4,8,150,72,215
POA4725,0,4,6,3,0,5,0,8,7,0,18,20,18,41,56,12,17,26,36,20,54,17,16,29,28,19,45,29,19,46,21,6,26,32,7,44,39,11,47,32,3,33,24,0,24,13,0,13,15,0,20,47,5,51,10,8,18,381,202,584
POA4726,0,0,0,0,0,0,3,3,7,6,3,7,8,9,18,3,3,7,12,3,11,6,7,17,10,0,14,13,0,10,8,0,11,9,0,9,10,3,9,9,0,9,4,0,4,0,3,6,3,0,3,17,0,17,3,3,6,113,49,160
POA4727,3,7,8,0,0,0,0,0,0,0,3,3,3,4,5,0,4,9,9,0,4,3,4,3,7,4,8,8,0,8,3,0,3,3,0,5,7,0,7,3,0,3,7,0,7,0,0,0,4,0,4,8,0,8,3,0,5,65,24,96
POA4728,0,0,3,3,0,5,0,0,0,0,3,3,0,10,10,0,3,3,3,0,3,9,0,9,4,0,4,0,0,0,7,0,7,3,0,3,0,0,0,3,0,3,0,0,0,3,0,4,5,0,5,10,0,10,0,3,3,49,24,75
POA4730,8,11,22,4,5,11,3,19,23,10,34,49,22,57,83,19,22,48,42,39,83,45,50,92,54,45,98,59,37,96,62,19,80,49,25,73,101,28,133,69,5,66,37,0,42,19,5,29,32,0,37,117,14,122,16,23,38,777,439,1212
POA4731,3,0,6,0,3,5,0,3,3,0,6,10,3,5,8,0,3,3,9,0,8,7,0,7,4,0,12,8,0,8,0,0,0,4,0,4,0,0,4,4,0,4,4,0,4,0,0,0,0,0,0,7,0,7,0,0,0,56,29,80
POA4732,0,0,0,0,0,0,0,0,3,0,6,6,4,4,8,0,0,0,4,3,9,0,3,6,4,0,6,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,34,18,54
POA4733,3,0,3,0,0,0,4,0,3,0,0,0,0,0,5,0,3,3,4,3,7,3,0,3,3,0,3,5,0,4,0,0,0,4,0,3,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,7,0,13,0,0,3,51,21,70
POA4735,3,5,8,7,3,10,0,5,5,4,10,17,11,36,52,8,21,22,13,13,34,12,10,17,13,18,36,29,15,44,10,6,18,20,0,16,31,3,32,14,0,14,0,0,0,5,3,11,9,0,9,33,0,34,4,18,19,231,176,409
POA4736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,6,6,8,8,7,3,3,3,0,0,0,0,0,4,0,0,0,8,0,8,3,0,3,0,0,0,0,0,0,3,0,5,0,0,0,26,25,49
POA4737,17,29,46,14,10,26,16,53,66,19,62,86,70,103,173,59,46,108,162,46,207,132,54,184,152,57,208,156,34,192,140,41,177,120,22,145,237,41,279,162,12,169,119,0,119,68,10,84,116,0,115,294,12,301,63,54,117,2126,674,2795
POA4738,5,4,7,3,0,0,12,5,15,4,11,17,9,17,28,7,11,15,17,3,21,15,10,27,16,10,26,20,11,32,18,0,17,15,4,26,38,3,43,13,0,13,17,0,17,4,0,7,23,0,22,45,0,44,11,9,14,292,114,405
POA4739,0,3,3,3,3,5,0,3,3,0,3,3,4,20,25,0,3,3,9,5,17,4,4,8,9,3,15,7,0,12,0,0,3,9,0,9,14,0,10,11,0,11,0,0,0,0,0,3,6,0,6,13,0,13,3,3,3,84,57,147
POA4740,173,204,378,99,117,218,161,468,625,146,706,855,536,1284,1820,602,659,1264,1247,565,1813,1088,700,1792,1442,701,2145,1452,544,1996,1231,416,1650,1252,295,1549,2584,522,3103,1863,83,1950,1243,43,1282,754,162,915,1495,40,1543,2891,228,3121,374,425,802,20633,8177,28809
