POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA4737,10,8,7,0,23,14,0,4,0,17,8,3,7,0,19,7,0,18,0,27,38,6,33,0,79,21,0,41,4,70,116,19,34,0,171,78,29,36,3,140,96,45,26,0,159,78,51,20,8,154,48,63,22,3,134,55,57,8,0,121,95,121,18,0,236,62,93,7,3,161,43,68,3,3,117,19,42,9,0,64,44,65,3,0,114,93,163,31,0,291,40,13,7,3,70,963,843,328,27,2161
POA4738,3,0,0,0,7,3,0,0,0,3,3,0,7,0,7,5,0,0,0,3,7,0,5,0,13,6,0,5,0,6,9,4,4,0,15,13,3,0,0,19,10,10,3,0,20,11,10,0,0,24,10,7,0,0,16,9,6,0,0,15,15,21,0,0,35,3,12,0,0,17,12,13,0,0,17,0,6,0,0,7,11,12,0,0,23,13,31,3,0,44,5,0,0,0,12,142,127,29,0,304
POA4739,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,7,3,0,0,0,5,5,4,0,0,11,3,5,0,0,6,0,0,0,0,3,0,5,0,0,9,4,7,0,0,13,7,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,10,0,0,0,0,3,43,38,9,0,87
POA4740,106,41,48,9,203,59,13,32,6,109,51,18,113,4,195,28,14,135,0,174,307,43,232,9,597,179,56,432,6,677,784,124,395,27,1328,517,240,361,36,1157,681,441,351,25,1501,662,529,256,37,1477,456,608,182,26,1278,478,628,149,21,1274,1036,1310,183,34,2569,708,1034,74,20,1831,485,685,28,4,1201,245,448,37,10,741,436,940,28,8,1407,939,1662,242,9,2854,193,104,93,9,395,8347,8944,3353,300,20958
POA4741,20,0,3,0,24,8,0,0,0,13,3,3,9,0,18,3,0,7,0,11,54,12,24,0,85,23,9,21,0,53,112,10,23,3,146,48,23,12,0,79,72,42,25,3,138,65,53,12,0,135,26,43,3,0,72,51,52,4,0,117,79,116,14,0,209,46,85,4,0,134,34,55,5,0,91,16,34,3,0,53,26,86,3,3,119,93,167,18,0,282,31,8,7,0,48,822,801,189,18,1823
POA4742,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,10,0,0,0,12,3,0,0,0,6,3,5,0,0,11,10,5,3,0,16,5,7,0,0,16,11,13,0,0,22,17,14,0,0,35,14,7,0,0,19,9,0,0,0,7,0,0,0,0,3,10,9,0,0,16,5,12,3,0,26,4,3,0,0,11,97,90,15,4,206
POA4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,3,3,0,0,8,3,3,0,0,8,13,18,0,0,31,5,15,0,0,21,3,12,0,0,15,3,7,0,0,7,6,16,0,0,25,3,11,6,0,17,0,0,0,0,0,41,84,13,0,132
POA4744,10,0,3,0,12,3,0,0,0,3,0,0,3,0,7,0,3,13,0,12,9,3,14,0,32,3,3,15,0,24,13,6,22,0,38,5,15,16,0,37,14,23,12,0,50,22,42,12,3,83,29,41,14,0,82,22,58,10,0,97,101,185,22,0,305,78,149,6,4,230,56,87,7,3,155,44,123,14,0,181,128,269,7,3,413,57,124,23,0,209,10,14,8,0,31,594,1146,225,12,1982
POA4745,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,5,0,0,8,0,9,0,0,18,0,19,9,0,9,0,19,7,3,8,0,17,15,7,7,0,24,13,13,3,0,27,7,10,3,0,25,19,23,3,0,44,23,82,3,0,112,26,37,3,0,66,16,17,0,0,32,19,24,0,0,44,21,50,0,0,74,19,34,6,0,58,3,3,0,0,9,200,311,71,0,589
POA4746,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,3,0,6,0,0,3,0,5,0,0,0,0,3,0,3,0,0,4,3,10,3,0,18,3,10,3,0,12,8,21,5,0,30,23,59,4,0,87,13,40,3,0,55,14,9,0,0,21,7,31,5,0,39,19,57,0,0,78,16,23,0,0,46,0,4,0,0,3,119,264,37,0,427
POA4750,0,3,4,0,6,3,0,0,0,8,3,0,8,0,12,0,0,12,0,14,11,3,15,0,29,11,5,35,0,52,50,4,35,0,94,25,30,27,0,83,39,37,25,0,98,35,37,7,0,83,26,37,17,0,85,33,52,3,0,86,85,140,21,0,246,50,103,4,0,164,40,56,0,0,101,22,35,4,0,52,23,57,3,0,86,70,149,23,0,239,7,6,3,0,18,516,761,254,10,1538
POA4751,9,3,3,0,13,5,3,0,0,9,4,0,3,0,9,8,0,5,0,10,19,3,12,0,31,6,5,14,0,22,47,6,18,0,72,25,7,14,0,47,49,26,19,3,93,45,30,13,0,92,28,37,14,0,77,41,46,9,0,93,65,86,6,0,163,46,70,3,0,125,29,44,0,0,77,17,35,4,0,54,31,51,3,0,83,55,117,9,0,186,17,13,0,0,27,547,580,147,12,1280
POA4753,3,4,7,0,11,0,0,0,0,0,0,0,6,0,9,0,0,5,0,5,13,0,6,0,24,3,5,11,3,26,21,5,21,0,43,14,12,11,0,40,21,26,8,0,58,31,39,3,0,71,12,43,8,0,64,18,62,3,3,89,55,115,11,6,175,37,78,7,0,120,33,47,0,0,83,14,28,0,0,39,27,50,0,0,80,67,129,9,0,197,8,8,3,0,18,381,648,116,13,1154
POA4754,0,0,4,0,4,3,0,0,0,3,3,0,0,0,5,0,0,3,0,4,12,0,4,0,22,7,3,12,0,28,25,3,12,0,43,18,0,6,0,23,17,12,4,0,33,14,22,3,0,37,7,23,5,0,38,19,16,3,0,39,38,38,8,0,82,27,39,0,0,61,8,15,0,0,19,3,11,0,0,13,6,19,0,0,26,16,48,4,0,76,14,0,0,0,12,232,264,73,6,577
POA4756,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,0,14,0,0,3,0,3,9,0,6,0,21,3,0,3,0,7,5,0,3,0,10,7,6,3,0,14,7,6,0,0,14,7,8,0,0,10,5,9,0,0,13,3,7,0,0,10,3,0,0,0,3,0,0,0,0,0,4,0,0,0,8,11,13,5,0,24,0,0,3,0,3,82,51,36,0,165
POA4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,7,3,0,3,0,6,7,0,0,0,9,3,3,3,0,10,5,0,0,0,5,5,3,0,0,7,3,0,0,0,7,7,0,0,0,7,6,3,0,0,10,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,11,3,0,0,0,3,51,25,13,0,93
POA4798,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,3,0,0,8,0,0,3,0,3,18,3,0,0,23,3,0,0,3,10,9,12,0,0,17,8,14,0,0,21,3,8,0,0,8,4,9,0,0,9,3,8,3,0,17,9,4,0,0,9,4,6,0,0,11,5,0,0,0,5,0,0,0,0,6,7,13,0,0,14,8,0,0,0,8,94,70,17,3,182
POA4799,3,0,0,0,3,3,0,0,0,3,0,3,3,0,8,0,0,3,0,3,17,3,5,0,22,3,0,6,0,9,19,0,9,0,30,18,4,4,0,25,16,4,4,0,29,11,10,7,0,24,0,4,3,0,8,4,3,0,0,7,6,9,0,0,20,3,6,0,0,15,0,3,0,0,5,3,3,0,0,3,0,3,0,0,4,10,20,3,0,37,8,4,4,0,19,132,93,45,0,272
POA4800,21,3,3,0,25,10,0,0,0,7,11,4,14,0,28,3,0,10,0,16,37,9,28,5,75,19,14,33,0,71,142,21,36,0,204,83,28,37,0,156,108,67,38,0,212,111,81,31,4,225,63,79,18,3,162,69,105,9,4,185,105,152,12,0,268,52,129,0,0,181,38,69,0,0,108,14,40,3,0,58,33,56,3,0,93,107,186,29,0,320,27,16,7,0,48,1052,1060,316,22,2451
POA4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4802,13,0,10,0,27,7,4,0,0,17,6,5,7,0,15,3,0,11,0,19,28,5,23,0,54,17,3,62,0,85,74,13,52,0,141,67,41,52,0,168,98,68,48,0,209,105,68,25,3,206,80,62,8,4,159,98,72,10,5,181,140,121,18,5,283,81,73,5,0,162,33,54,0,3,90,17,24,3,0,41,44,59,3,0,102,95,131,29,0,250,21,3,4,0,32,1029,820,362,32,2232
POA4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,3,0,0,0,3,4,3,0,0,4,6,4,0,0,13,5,3,0,0,12,5,0,0,0,5,0,0,0,0,3,3,0,0,0,3,8,4,0,0,11,0,0,0,0,0,35,21,3,0,60
POA4804,8,0,0,0,3,3,0,0,0,6,4,0,3,0,6,0,0,5,0,4,14,3,10,0,23,9,0,6,0,15,26,3,3,0,36,15,7,3,0,30,15,11,5,0,25,18,12,5,0,34,6,21,4,0,29,8,15,0,0,20,20,14,3,0,44,15,14,0,0,28,5,11,0,0,14,10,3,0,0,13,6,11,0,0,15,21,36,4,0,62,9,3,3,0,18,217,165,48,4,436
POA4805,18,3,5,3,25,9,0,0,0,9,8,8,13,0,28,8,0,25,0,32,63,3,32,0,102,41,9,58,0,114,194,31,46,3,263,90,35,54,0,183,120,64,43,4,236,136,74,31,9,245,60,58,15,0,134,81,71,11,0,166,117,139,17,0,276,58,94,7,3,162,34,61,4,0,108,18,45,0,0,67,40,65,3,0,105,94,177,38,5,308,36,9,5,4,59,1224,958,406,33,2631
POA4806,3,3,3,0,11,3,3,3,0,9,0,0,8,0,13,5,0,8,0,17,29,3,17,0,45,17,7,13,0,40,77,16,13,0,105,40,18,16,3,78,59,30,17,3,113,46,40,9,0,92,29,28,11,0,63,34,33,3,0,69,50,63,8,0,117,30,40,0,0,64,13,26,0,0,40,9,17,0,0,25,12,24,0,0,39,26,55,11,3,95,13,3,9,0,23,495,397,147,15,1057
POA4807,11,3,4,0,23,11,0,4,0,14,6,3,12,0,22,3,3,23,0,24,47,9,30,0,85,33,10,51,0,89,190,20,47,9,271,87,45,55,4,187,135,83,45,8,270,146,88,37,5,269,70,106,19,3,202,86,103,14,4,209,131,219,12,3,364,76,135,7,0,211,35,94,4,0,128,21,39,0,0,66,47,82,0,0,134,86,141,33,3,264,43,20,11,0,71,1269,1198,411,37,2915
POA4808,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,16,0,0,3,0,6,27,0,5,0,31,12,0,0,0,20,19,11,4,3,35,16,12,3,0,24,9,11,0,0,22,10,12,3,0,26,17,27,0,0,41,4,19,0,0,31,3,11,0,0,17,4,4,0,0,8,3,12,0,0,17,7,18,3,0,27,3,0,5,0,5,155,128,31,6,318
POA4809,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,10,0,3,0,10,3,0,3,0,4,19,3,3,0,22,9,4,0,0,9,14,7,3,0,21,15,8,0,0,21,9,11,0,0,19,9,15,0,0,28,15,14,0,0,28,11,10,0,0,23,0,8,0,0,7,0,4,0,0,3,3,3,0,0,9,3,15,3,0,25,4,0,0,0,3,126,109,22,0,258
POA4810,29,5,13,0,51,11,3,4,3,18,8,0,22,4,40,4,3,30,0,42,51,7,46,6,120,39,6,93,3,143,157,25,70,7,258,115,50,73,13,261,197,88,95,12,394,172,77,55,9,319,126,74,44,9,257,147,90,41,3,284,345,175,69,14,608,233,192,11,8,450,145,137,5,0,297,93,104,15,3,216,222,303,10,0,544,235,242,81,3,555,26,16,19,0,57,2379,1618,796,111,4902
POA4811,9,0,3,0,18,6,0,5,0,10,7,5,15,0,30,3,0,17,0,25,44,5,20,0,70,32,7,63,0,109,133,26,69,3,236,98,38,73,5,218,108,55,74,10,243,87,77,57,4,228,81,88,30,7,206,83,104,27,3,212,163,219,35,5,420,101,197,13,6,317,52,127,7,0,179,27,78,7,0,110,44,156,6,0,200,115,217,36,0,361,12,13,14,3,41,1201,1411,573,60,3246
POA4812,16,3,19,0,42,16,4,6,0,25,5,3,25,0,40,4,3,37,3,48,79,7,83,9,175,36,14,112,9,162,232,45,113,8,405,141,55,123,13,336,145,101,133,18,402,152,109,101,19,380,102,131,62,10,308,82,146,41,11,285,203,252,60,10,512,149,203,19,9,377,78,132,7,0,217,43,90,7,0,140,53,151,3,0,216,174,220,77,3,478,28,16,18,7,73,1737,1691,1056,124,4607
POA4814,43,18,26,11,100,24,7,28,9,61,28,9,54,8,95,19,5,75,0,101,152,32,104,11,299,82,57,227,14,381,389,66,238,24,715,280,132,242,21,675,390,254,241,19,906,362,322,172,24,875,263,348,137,13,759,290,387,94,12,777,534,771,145,20,1471,367,602,56,8,1035,225,389,24,3,640,108,267,22,0,397,181,433,9,0,625,369,669,154,11,1194,56,35,29,3,128,4144,4810,2068,213,11242
POA4815,27,3,16,0,52,17,3,12,3,29,6,4,43,4,61,5,3,68,3,80,81,17,95,5,200,37,28,178,4,254,268,56,151,7,484,170,87,152,5,413,199,142,126,15,482,210,210,84,13,513,121,192,56,7,382,133,170,38,3,346,232,364,64,8,665,116,289,27,3,437,52,159,8,0,221,18,84,4,0,108,33,94,4,0,129,204,336,104,4,652,36,28,27,0,97,1974,2277,1263,91,5605
POA4816,22,6,5,0,34,8,3,8,0,22,12,7,25,0,39,4,3,29,0,44,67,18,40,6,141,35,32,39,5,110,171,30,45,9,251,89,69,53,3,211,94,61,35,6,192,99,78,31,0,208,48,53,18,3,125,57,51,13,0,112,91,113,11,3,219,64,70,8,0,145,35,60,0,0,97,21,31,0,0,58,39,44,0,0,80,90,129,35,0,254,29,9,9,0,46,1082,876,405,39,2397
POA4817,23,13,24,0,62,14,5,13,0,31,20,5,29,3,55,17,3,46,3,72,88,15,76,4,183,66,28,145,3,236,287,64,141,5,504,204,103,153,13,476,268,189,187,14,657,253,266,133,12,665,167,308,110,5,593,211,307,83,13,615,415,639,85,15,1145,269,521,47,8,838,129,327,7,0,465,68,209,12,3,289,55,258,10,0,322,276,554,123,3,953,55,49,16,0,126,2887,3860,1430,115,8282
POA4818,26,13,24,3,64,11,10,12,0,29,12,6,31,0,51,7,0,43,0,53,71,20,75,3,166,59,25,151,0,238,247,48,160,8,462,151,104,140,7,403,203,192,124,4,522,254,270,102,5,629,207,315,83,8,613,223,297,50,7,584,492,615,53,9,1168,281,490,21,7,801,144,282,8,3,438,78,145,3,0,230,67,199,3,0,276,323,555,83,7,966,44,35,26,0,105,2918,3616,1186,81,7803
POA4819,3,0,3,0,4,3,0,0,0,3,4,0,3,0,9,3,0,7,0,11,14,0,11,0,22,10,3,13,0,24,45,9,15,3,74,36,4,17,4,62,44,10,9,3,67,35,14,3,0,51,26,4,0,0,26,11,8,3,0,18,30,16,0,0,46,11,12,0,0,26,8,7,0,0,17,4,3,0,0,6,9,6,0,0,17,32,29,7,0,72,6,4,3,0,12,336,130,92,11,568
POA4820,23,7,10,0,40,3,0,4,0,10,11,3,13,0,26,8,3,16,0,36,56,12,34,3,104,31,14,55,0,102,184,30,66,6,291,78,35,52,3,167,101,59,51,3,220,80,79,40,3,207,64,73,24,3,157,64,57,17,3,131,94,123,21,4,242,52,111,3,0,168,44,52,3,3,104,20,33,3,0,60,31,54,0,0,83,100,233,51,3,390,32,15,17,3,66,1074,1002,487,42,2606
POA4821,6,0,3,0,9,0,0,0,0,3,3,5,4,0,8,0,0,4,0,3,7,0,0,0,8,5,0,3,0,8,16,4,7,0,28,11,5,3,3,25,18,15,4,3,32,11,15,3,0,33,4,8,0,0,19,14,18,0,0,32,24,12,0,0,35,8,12,0,0,19,3,4,0,0,8,0,0,0,0,0,9,7,0,0,19,21,23,4,0,46,10,4,0,0,9,174,121,40,8,344
POA4822,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,3,0,3,7,0,0,0,9,8,3,4,0,17,12,12,3,0,27,9,11,0,0,21,11,6,3,0,16,10,0,0,0,7,8,5,3,0,17,11,5,3,0,14,0,3,0,0,3,0,3,0,0,3,7,3,0,0,4,4,19,5,0,30,0,0,0,0,9,93,69,33,3,202
POA4823,3,3,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,8,4,3,0,0,8,4,3,3,0,14,11,4,0,0,14,5,5,0,0,11,3,8,0,0,15,7,8,0,0,19,3,3,0,0,11,8,8,0,0,14,3,4,0,0,5,4,5,0,0,9,10,20,3,0,32,3,0,0,0,5,78,88,17,0,181
POA4824,4,0,5,0,6,0,0,0,0,0,0,0,3,0,6,3,0,6,0,8,8,0,13,0,18,0,3,0,3,12,7,0,11,0,24,4,12,4,0,17,11,10,3,0,26,9,18,0,0,27,15,10,3,0,31,13,17,3,0,30,36,46,0,0,84,23,23,3,0,51,20,29,0,0,55,10,15,6,0,28,24,31,4,0,52,28,34,5,0,72,5,7,7,0,16,225,255,79,9,564
POA4825,20,3,12,0,29,13,3,11,0,27,6,10,36,3,50,0,3,48,0,50,29,22,52,6,113,20,16,67,0,104,66,32,69,8,174,53,39,58,4,153,66,54,65,7,188,84,75,62,3,227,59,93,51,7,204,89,112,43,4,251,231,323,78,8,641,214,293,30,13,549,176,244,9,3,441,123,157,10,0,291,183,337,16,3,533,118,229,72,0,424,27,36,25,5,94,1586,2065,817,76,4537
POA4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,3,0,6,8,11,12,0,33
POA4829,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,5,0,3,8,0,0,0,6,5,6,0,0,11,3,0,3,0,7,3,3,0,0,6,7,0,0,0,7,7,9,0,0,20,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5,9,4,0,0,14,3,0,0,0,3,42,32,22,0,94
POA4830,0,0,0,0,0,0,3,0,0,5,3,8,7,0,16,0,9,12,0,18,14,20,14,0,42,4,14,17,0,38,3,19,7,0,36,7,11,3,0,31,3,27,5,0,34,11,16,3,0,27,4,12,3,0,14,0,10,3,0,8,10,7,3,0,24,0,6,0,0,4,0,0,0,0,3,0,3,0,0,3,0,4,0,0,4,0,17,3,0,20,0,4,4,0,12,61,186,91,7,350
POA4849,0,0,0,0,0,9,0,0,0,11,5,0,0,0,5,0,0,0,0,3,18,3,6,0,23,3,3,7,0,9,38,4,6,0,51,14,3,9,0,27,33,10,8,0,46,26,16,3,0,42,8,10,0,0,18,11,7,0,0,14,16,6,0,0,18,3,12,0,0,12,3,3,0,0,5,0,0,0,0,3,8,0,0,0,9,11,8,7,0,28,8,0,3,0,16,213,80,43,5,341
POA4850,18,6,6,0,36,14,0,4,0,21,8,7,11,0,25,13,3,23,0,36,93,14,24,0,131,47,17,33,3,94,260,17,50,7,334,147,45,37,3,229,158,80,35,3,274,152,103,32,4,284,64,84,20,5,171,77,92,8,0,185,137,173,19,3,322,72,111,8,0,192,34,57,3,0,92,12,38,0,0,49,34,61,0,0,96,112,139,47,0,310,55,18,9,4,90,1505,1061,371,31,2975
POA4852,13,0,0,0,16,3,3,0,0,7,3,3,10,0,15,3,0,10,0,10,21,3,17,0,43,11,6,19,0,41,69,10,20,0,102,43,22,16,0,85,57,29,15,0,102,51,27,9,0,83,29,18,7,0,51,32,23,3,0,60,62,37,3,0,100,19,22,0,0,44,13,19,0,0,35,4,10,0,0,11,15,16,0,0,32,33,51,12,0,93,14,4,0,0,17,497,299,139,9,941
POA4854,13,3,4,0,23,10,0,0,0,10,8,3,3,0,9,3,3,10,0,21,33,4,8,0,49,13,6,20,0,46,92,12,30,0,143,62,24,25,3,117,61,46,24,3,133,61,52,24,0,145,45,50,10,0,104,54,58,14,0,124,64,79,4,0,147,29,56,4,0,87,10,16,0,0,28,4,20,0,0,22,12,23,0,0,35,46,69,20,0,134,15,6,5,0,30,637,537,213,20,1401
POA4855,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,9,3,0,5,0,11,27,0,0,0,24,10,6,3,0,19,12,7,3,0,29,9,3,3,0,12,11,10,0,0,20,9,12,0,0,15,13,13,0,0,26,3,3,0,0,8,0,3,0,0,9,0,0,0,0,0,0,3,0,0,4,8,7,0,0,10,3,3,0,0,8,106,72,26,0,208
POA4856,3,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,0,0,0,15,3,4,3,0,8,13,0,8,0,16,8,6,3,3,23,3,7,4,0,15,3,3,0,0,7,7,5,0,0,17,12,8,0,0,16,12,4,0,0,18,8,5,0,0,14,5,3,0,0,9,0,0,0,0,0,3,0,0,0,5,9,8,5,0,21,5,0,0,0,8,101,65,27,7,204
POA4858,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,9,3,4,0,13,3,0,0,0,6,30,4,11,0,46,13,11,4,0,24,16,9,7,0,36,23,20,4,0,53,10,21,4,0,34,16,12,0,0,30,10,25,3,0,40,7,17,0,0,24,6,6,0,0,13,0,3,0,0,5,3,14,0,0,17,22,29,3,0,56,3,3,0,0,11,177,172,55,10,414
POA4859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,7,0,4,0,9,3,0,0,0,5,3,3,4,0,13,3,7,3,0,8,8,3,3,0,10,0,6,0,0,10,5,4,0,0,13,8,3,0,0,17,6,3,0,0,13,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,9,0,0,14,0,0,0,0,0,59,42,17,7,128
POA4860,15,3,5,0,28,12,7,3,0,25,7,0,11,0,24,0,4,27,0,36,64,13,28,0,106,18,19,58,3,101,183,39,73,4,301,132,60,68,11,271,134,97,50,8,293,122,128,34,4,289,83,93,28,0,193,82,92,25,4,207,124,141,9,3,279,58,71,11,0,135,32,54,0,3,84,18,21,3,0,43,35,51,3,0,85,59,143,53,3,262,20,14,16,0,51,1200,1044,513,55,2815
POA4861,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,8,3,5,0,13,7,0,13,0,21,26,0,13,0,40,23,4,7,0,38,10,16,11,3,42,16,11,0,0,33,9,9,3,0,25,11,5,3,0,18,17,22,3,0,38,8,8,0,0,21,3,3,0,0,10,3,4,0,0,10,0,3,0,0,3,13,30,4,0,56,8,0,0,0,11,168,136,65,8,373
POA4865,8,0,8,0,14,7,3,3,0,19,3,3,14,3,16,3,0,19,0,20,35,9,27,0,71,26,3,39,0,74,91,13,59,3,162,49,39,50,3,141,69,48,39,3,162,79,82,38,3,204,57,88,23,0,166,47,82,16,0,142,102,155,12,6,278,52,115,6,0,180,35,68,4,0,101,11,37,3,0,52,26,49,3,0,82,70,153,44,0,262,15,4,7,0,26,781,957,412,22,2182
POA4868,23,7,20,0,49,10,7,8,0,25,13,3,33,0,52,8,4,45,0,64,76,12,61,0,153,63,26,114,10,211,229,58,150,0,443,160,103,164,10,434,221,171,145,15,548,204,193,96,8,497,164,168,65,11,406,134,213,45,3,393,292,403,63,7,767,163,274,15,3,451,81,144,9,3,245,42,101,5,0,149,68,129,4,0,194,190,334,106,7,632,31,27,45,8,112,2171,2384,1200,77,5827
POA4869,19,8,18,3,53,9,3,9,0,19,11,3,28,0,38,9,0,50,0,63,59,21,75,3,153,40,39,115,3,195,149,43,143,3,339,96,83,124,5,311,133,152,139,10,441,140,206,91,5,452,108,230,60,8,405,121,196,35,5,355,234,380,66,5,689,132,254,20,0,407,55,120,4,0,181,25,68,3,0,97,31,89,3,3,127,134,292,74,3,498,27,25,33,3,91,1528,2230,1095,63,4910
