POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA4113,121,40,52,14,223,51,12,18,3,85,42,23,36,3,108,26,23,28,0,76,106,51,57,14,229,79,95,75,7,254,283,138,85,14,523,216,186,119,19,534,269,285,131,18,708,258,300,93,27,679,174,273,76,14,538,196,298,62,15,569,289,556,85,25,951,143,369,35,4,550,106,263,8,5,387,60,178,13,3,254,106,334,11,3,456,140,370,86,6,609,30,31,18,4,81,2694,3826,1089,198,7813
POA4114,39,44,39,4,131,9,18,25,0,52,24,29,80,4,128,9,17,124,0,149,112,120,169,6,403,49,119,243,7,425,341,154,262,21,779,168,240,268,26,706,192,333,206,33,757,181,329,139,24,677,121,222,80,12,437,94,214,53,8,368,133,273,57,18,480,57,152,31,5,237,28,56,11,5,90,7,28,12,0,47,9,36,3,0,49,106,308,179,6,600,46,53,62,4,159,1720,2736,2043,194,6693
POA4115,45,13,19,0,82,19,10,3,5,35,16,7,18,0,42,12,9,18,0,36,73,16,33,0,115,41,27,61,5,136,181,55,67,7,311,133,92,68,5,301,138,167,79,5,389,128,194,66,7,396,107,199,60,7,371,103,194,41,5,350,222,505,60,10,797,137,410,23,4,576,70,276,15,0,361,41,170,8,3,220,57,233,8,6,296,85,279,61,0,424,10,19,6,0,46,1638,2869,719,69,5290
POA4116,127,31,40,9,212,30,19,21,7,72,27,27,26,8,90,22,17,28,0,60,81,46,41,4,170,48,57,54,3,157,199,107,82,4,390,144,190,90,16,438,187,285,118,13,599,171,327,81,5,589,131,245,66,8,452,157,291,49,5,500,282,605,65,18,967,179,417,31,8,630,84,263,12,10,368,52,204,13,0,267,77,317,12,0,412,155,382,65,6,611,23,31,12,0,63,2175,3853,902,127,7060
POA4117,0,0,3,0,5,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,4,0,3,0,6,0,0,7,0,18,15,4,8,0,24,3,3,4,0,13,8,17,3,0,24,13,25,5,0,36,8,18,5,0,35,5,16,3,0,23,18,44,4,0,74,15,19,0,0,35,4,14,0,0,20,4,6,0,0,9,0,3,0,0,3,4,18,4,0,25,0,0,0,0,0,105,194,59,3,361
POA4118,40,24,25,0,86,18,6,15,0,36,15,11,33,4,72,4,6,56,0,70,89,41,79,3,212,63,51,166,0,278,268,72,176,8,526,176,154,203,8,542,221,296,205,16,744,251,388,134,23,794,175,346,98,13,632,218,325,75,9,626,419,703,108,19,1244,204,500,41,7,750,63,237,11,0,312,45,157,12,0,213,50,192,8,0,246,152,400,139,4,702,40,47,28,0,119,2502,3956,1605,131,8191
POA4119,12,11,14,0,36,0,0,7,0,8,8,3,5,0,17,0,0,11,0,15,19,15,17,0,53,14,18,14,0,43,43,26,19,5,84,41,47,24,6,111,55,64,13,4,135,46,73,24,3,149,32,83,19,3,133,40,70,13,3,124,74,130,21,4,232,45,103,10,3,161,32,52,3,0,95,16,52,0,0,65,28,67,4,0,96,34,86,19,0,147,11,7,4,0,18,537,909,235,34,1712
POA4120,8,5,9,0,24,9,3,0,0,12,0,0,3,0,3,3,0,3,0,11,10,12,13,0,34,9,5,18,0,33,48,14,13,5,84,48,24,19,6,96,70,30,28,13,141,78,47,23,9,156,71,46,28,6,148,79,39,11,7,141,142,111,26,11,290,137,91,11,4,249,80,70,3,3,159,44,69,3,0,119,82,167,3,8,259,58,61,21,6,141,8,3,3,0,11,989,795,236,89,2105
POA4121,16,12,8,0,38,12,0,7,0,21,11,3,25,3,41,4,3,28,0,33,49,11,42,7,103,33,9,72,6,121,193,40,60,12,304,125,39,90,14,268,150,89,115,13,369,149,120,94,23,385,101,122,78,10,316,108,166,66,11,353,301,406,87,18,817,229,443,32,10,722,176,394,13,9,586,144,309,14,0,472,259,794,17,6,1070,153,304,65,4,523,17,27,13,0,59,2245,3292,926,141,6602
POA4122,95,26,40,4,167,30,12,9,7,52,23,17,56,8,106,13,8,51,3,78,128,31,60,11,236,87,55,131,8,286,487,100,166,20,777,288,167,181,21,665,393,256,219,32,908,328,323,186,22,860,215,310,121,18,669,207,362,124,16,711,480,806,150,27,1463,370,689,74,22,1148,248,505,15,5,778,144,368,23,0,538,215,688,24,4,936,242,496,141,6,880,51,31,27,3,117,4055,5246,1818,245,11370
POA4123,39,17,22,0,77,16,5,4,3,30,14,3,17,0,43,5,4,24,0,34,49,10,35,3,96,46,31,53,0,128,195,37,70,0,304,133,65,64,8,267,158,155,101,5,420,152,169,54,5,374,102,196,66,6,368,121,214,47,8,386,275,433,53,4,760,178,346,22,3,550,91,239,13,4,346,68,133,16,0,217,86,217,12,4,319,86,248,64,3,401,39,16,13,0,69,1853,2539,741,58,5187
POA4124,34,16,13,0,64,14,7,4,0,23,13,7,28,0,44,18,0,49,0,66,62,9,67,3,144,56,27,71,3,160,204,52,100,0,358,109,94,94,10,309,137,159,107,3,408,151,218,74,10,458,97,224,55,4,376,105,218,33,4,361,233,461,46,10,743,108,357,22,3,499,70,220,8,0,290,37,145,3,0,188,33,200,3,3,240,101,286,65,0,450,24,30,21,3,69,1606,2726,858,61,5255
POA4125,12,3,3,0,23,11,0,7,0,18,15,3,10,0,25,3,0,10,0,13,42,3,13,0,58,27,3,16,0,45,174,16,21,0,211,80,28,15,3,129,83,51,24,0,157,63,73,26,0,161,32,57,12,3,103,43,71,10,0,130,81,141,15,3,240,39,112,3,0,153,18,89,3,0,111,14,38,3,0,54,19,63,0,0,84,51,148,15,0,211,21,5,9,0,39,827,914,205,16,1965
POA4127,43,15,31,0,93,13,10,17,0,37,13,10,29,0,52,12,7,54,3,74,104,21,82,0,209,64,39,139,3,245,279,71,163,4,520,194,136,154,6,491,230,196,163,18,609,226,269,133,15,645,166,226,111,6,515,152,230,77,10,470,306,504,89,15,915,198,352,39,7,592,105,226,16,3,350,51,150,17,0,215,67,235,18,0,320,152,301,109,4,570,31,27,41,3,98,2407,3026,1479,101,7011
POA4128,19,6,13,0,36,12,3,3,0,10,10,3,15,0,30,9,3,18,0,29,52,7,24,4,86,31,23,60,0,112,126,33,56,0,212,116,54,67,6,240,156,89,84,8,340,161,138,53,5,354,97,161,46,4,314,114,188,43,0,347,273,386,58,13,735,177,309,35,3,528,92,249,9,3,355,37,133,5,0,176,74,244,12,0,330,102,253,44,0,399,16,17,12,0,44,1662,2284,664,58,4675
POA4129,6,5,7,0,22,4,0,4,0,7,4,4,12,0,12,0,3,7,0,9,22,0,13,0,40,19,6,32,0,50,63,14,36,3,107,30,35,21,8,96,63,63,47,0,165,60,83,37,0,183,41,59,29,0,136,44,83,6,0,133,84,190,14,3,289,39,95,7,0,147,26,50,3,0,82,11,30,3,3,44,13,36,0,0,51,36,67,18,4,125,14,10,5,0,35,556,847,305,25,1732
POA4130,8,3,4,0,15,3,0,0,0,7,4,0,3,0,14,5,0,9,0,10,35,4,8,3,56,29,7,15,0,52,84,16,21,0,124,51,17,23,3,86,87,36,36,0,169,77,57,27,4,165,49,55,18,3,130,46,84,21,0,155,134,162,39,3,342,63,192,17,0,274,54,145,3,0,202,32,76,6,0,112,47,194,12,0,244,49,155,24,0,220,13,13,3,0,33,867,1215,299,23,2407
POA4131,13,8,12,0,40,7,3,5,0,21,3,5,26,0,37,0,3,29,0,35,30,20,52,0,99,23,18,73,7,118,96,32,82,3,211,67,73,66,3,212,76,88,60,4,233,86,116,66,7,278,42,113,43,3,201,64,114,28,4,213,77,205,34,6,316,44,89,14,3,156,14,42,5,3,61,5,33,5,0,42,11,24,0,0,30,42,120,60,0,216,19,11,17,4,42,720,1107,676,57,2564
POA4132,23,12,35,0,77,9,5,11,3,30,8,14,50,0,76,6,8,66,0,82,70,48,126,0,244,37,44,209,5,301,208,111,215,10,548,120,192,212,3,522,128,303,200,16,651,149,367,136,18,668,105,333,77,4,527,130,299,58,9,498,199,469,80,9,766,84,261,24,3,366,36,99,5,3,155,13,50,10,0,72,11,61,6,0,77,98,285,94,9,486,34,34,32,3,100,1487,2999,1653,114,6247
POA4133,17,11,23,0,55,4,3,6,0,17,11,5,21,0,34,4,6,35,0,45,80,13,72,3,171,27,23,116,0,175,255,57,105,3,420,120,86,98,16,318,151,153,113,12,426,144,202,66,17,432,104,193,46,5,345,111,203,45,4,359,215,337,55,5,616,72,191,17,7,288,56,103,8,0,171,27,61,8,0,96,35,99,6,0,137,103,214,75,6,397,34,16,22,0,72,1574,1997,926,79,4574
POA4151,11,0,7,3,27,4,0,7,0,11,7,4,11,3,20,3,0,11,0,14,31,9,17,6,61,25,10,29,3,66,90,17,34,3,151,85,39,39,8,175,129,46,63,15,261,136,66,40,17,257,100,70,49,8,224,133,82,30,10,252,269,162,33,26,485,206,186,13,11,418,113,135,5,9,258,94,147,9,0,259,191,513,5,0,709,118,156,30,3,309,14,5,5,0,26,1772,1653,447,127,3994
POA4152,61,18,37,0,124,25,10,12,3,56,28,8,23,5,58,12,0,30,0,50,85,23,69,3,182,78,34,113,11,235,372,61,126,16,566,239,87,145,18,491,362,174,186,18,738,300,213,157,18,684,243,256,137,19,657,255,301,94,22,674,561,739,191,35,1530,405,679,70,18,1178,319,586,27,11,939,204,515,40,6,765,443,1450,41,3,1933,269,642,132,14,1057,48,38,23,0,109,4319,5837,1646,227,12027
POA4153,6,3,4,0,9,3,0,0,0,6,0,0,0,0,4,0,0,4,3,8,6,3,5,0,20,7,3,16,0,28,52,8,12,0,67,26,13,10,3,50,36,14,14,0,66,29,22,10,3,62,26,15,17,0,65,29,53,12,0,95,65,110,27,4,199,30,84,11,3,119,24,64,3,0,97,12,63,0,0,77,26,128,0,0,153,31,66,17,0,109,10,3,0,0,16,409,648,162,24,1242
POA4154,9,7,0,0,15,0,0,3,0,7,0,3,0,0,10,3,3,3,0,10,13,0,15,0,31,16,10,25,0,49,48,9,15,0,76,41,24,29,0,98,58,45,45,0,147,48,60,34,3,139,37,71,30,0,141,47,86,21,0,157,110,262,34,3,406,89,216,16,10,329,67,216,6,0,290,42,182,23,0,246,85,481,11,0,576,43,198,24,0,264,10,8,8,0,27,767,1883,334,26,3008
POA4155,7,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,4,0,8,0,0,0,0,3,10,0,0,0,18,16,9,5,0,26,11,8,9,0,25,3,15,3,0,20,13,4,3,0,24,14,4,0,0,18,7,22,3,0,34,13,21,0,0,33,5,15,3,0,24,7,14,0,0,17,18,68,0,0,89,11,33,0,0,40,0,0,0,0,4,137,217,30,3,386
POA4156,6,3,4,0,19,3,3,0,0,7,0,0,0,0,0,3,0,3,0,6,7,0,0,0,7,5,3,0,0,13,25,4,6,0,31,18,9,7,0,29,20,10,8,0,43,22,10,3,0,38,8,16,5,0,30,10,25,3,0,40,26,61,8,0,102,25,87,4,0,113,12,62,0,0,77,16,48,4,0,66,29,122,3,0,154,9,76,7,0,92,3,7,0,0,7,253,547,62,4,866
POA4157,23,3,6,0,35,14,0,3,0,19,14,3,25,3,40,13,3,25,0,36,68,6,52,3,128,45,18,68,5,141,259,38,82,8,385,132,64,95,4,302,197,135,108,6,451,164,192,88,9,448,126,172,69,6,379,152,191,35,8,383,287,435,79,3,801,127,303,27,4,461,96,213,7,0,322,41,122,15,0,173,71,221,13,0,296,121,278,51,4,461,34,26,13,0,73,1975,2429,862,63,5331
POA4158,3,0,0,0,3,0,0,0,0,4,0,0,6,0,7,0,0,8,0,3,14,0,12,0,24,10,3,22,0,38,54,0,31,0,88,38,8,29,0,78,32,33,36,0,99,40,26,19,0,94,23,27,15,0,68,33,35,16,3,80,48,59,11,0,121,31,37,9,0,81,15,27,3,0,47,18,18,3,0,38,14,42,0,0,62,31,48,14,0,93,8,3,7,0,16,427,382,233,18,1055
POA4159,16,3,7,0,29,9,0,0,0,9,9,3,6,0,24,3,3,13,0,15,56,3,20,0,86,50,13,38,4,105,177,22,54,7,255,150,38,55,5,245,160,83,58,3,312,144,81,47,10,284,91,120,53,3,270,89,133,32,3,264,183,338,44,0,565,119,272,26,3,415,73,182,12,0,268,42,122,8,0,173,67,227,7,0,301,72,238,46,7,359,18,16,14,0,47,1540,1897,540,46,4019
POA4160,22,3,11,0,36,14,0,9,4,27,8,5,17,3,33,7,0,17,0,24,55,5,22,0,84,45,11,63,0,121,235,16,54,9,310,140,34,73,7,252,203,71,98,7,376,175,111,61,4,350,105,112,56,13,282,131,170,44,0,350,229,328,75,13,641,151,340,34,6,529,101,264,14,3,382,61,220,12,0,292,139,446,14,3,605,133,317,62,4,513,31,17,11,0,54,1971,2471,742,70,5260
POA4161,17,0,11,0,26,3,3,7,0,16,6,0,22,0,30,6,4,24,0,33,50,7,53,0,110,34,14,70,0,121,198,30,85,4,317,109,52,81,10,255,154,123,107,9,394,151,162,80,5,396,102,169,64,3,338,109,196,50,5,360,240,404,53,12,706,159,296,30,3,496,68,156,16,0,243,31,94,14,0,139,25,150,4,0,180,88,218,70,0,380,16,20,13,0,51,1588,2097,844,54,4583
POA4163,29,0,5,0,41,18,5,4,0,21,9,3,14,0,22,7,0,19,0,23,67,10,31,3,107,52,5,62,0,126,245,24,66,0,339,167,26,83,5,284,180,70,88,6,346,136,90,97,14,340,95,92,38,3,235,105,97,37,3,243,194,210,46,3,453,126,180,22,3,324,76,122,9,0,207,58,104,13,0,175,146,255,5,5,411,109,189,59,3,356,40,11,14,0,66,1869,1486,717,45,4118
POA4164,21,3,6,0,28,5,5,3,0,14,7,0,12,0,23,3,0,12,0,22,49,4,9,3,68,53,9,39,0,98,163,21,39,3,227,111,25,58,3,198,118,90,68,6,278,131,115,53,5,305,89,122,35,0,244,82,154,34,6,277,188,335,36,7,571,141,292,20,3,453,74,206,7,3,287,46,178,13,3,236,89,318,5,0,412,87,227,43,5,366,26,22,6,3,50,1487,2123,497,50,4159
POA4165,52,4,14,3,71,26,3,5,0,42,28,3,16,0,44,26,3,36,0,61,144,14,68,3,225,100,26,139,3,266,564,37,155,12,765,346,105,157,6,615,405,183,163,11,756,337,289,129,4,756,237,351,111,7,710,229,380,77,8,698,527,886,96,8,1513,330,731,40,3,1098,179,414,16,0,606,102,312,12,0,419,159,514,19,3,694,263,580,109,3,948,76,45,21,0,147,4120,4880,1374,73,10447
POA4169,19,4,9,10,43,4,0,4,0,15,9,3,9,3,23,6,0,5,3,16,27,5,13,7,57,16,14,18,5,49,83,11,17,5,107,77,11,29,7,124,103,35,33,22,196,109,24,31,6,176,98,26,16,5,146,125,38,16,3,180,272,88,26,12,398,217,57,16,10,306,128,60,6,0,193,113,70,5,3,195,287,224,9,3,527,134,94,16,4,245,13,3,3,0,23,1841,768,287,113,3005
POA4170,10,14,9,0,36,14,3,9,0,22,6,0,22,4,29,4,3,16,3,26,41,8,32,3,86,37,10,65,4,115,105,25,50,4,185,107,40,77,11,232,127,78,87,20,312,163,93,74,16,342,135,115,74,14,338,144,105,70,11,330,337,298,76,26,732,273,306,26,13,611,207,299,6,9,526,181,292,20,7,490,300,792,22,3,1121,197,270,86,7,560,24,19,13,0,53,2400,2770,819,164,6151
POA4171,6,12,12,0,28,4,0,3,3,13,3,0,7,4,12,0,0,11,0,16,10,3,23,0,35,14,4,23,3,46,56,10,26,4,98,47,14,45,0,112,60,39,43,13,152,81,36,36,10,171,53,40,35,5,143,69,64,28,3,169,232,163,54,9,454,190,174,24,9,393,134,135,8,3,284,128,193,28,0,346,294,832,15,3,1148,139,239,56,7,441,19,13,3,0,36,1540,1975,497,83,4090
POA4172,3,0,0,0,6,0,4,0,0,5,0,0,3,0,6,0,0,6,0,3,6,0,13,3,27,11,0,14,0,25,20,12,11,0,46,20,8,21,4,50,26,19,15,3,63,30,33,29,0,83,18,23,15,0,52,21,26,21,3,71,57,74,14,4,146,51,76,7,3,135,29,49,4,3,88,26,34,3,0,67,35,107,3,3,150,22,61,27,0,110,5,3,4,0,14,384,521,210,26,1143
POA4173,6,3,0,0,4,6,0,0,0,5,7,0,6,0,12,0,3,12,0,17,32,5,15,3,55,24,10,18,3,55,93,16,44,5,153,67,25,48,4,148,77,49,54,3,191,50,67,49,3,163,50,79,22,0,155,51,87,27,0,170,106,174,26,5,314,102,154,17,3,275,40,81,14,3,140,30,65,7,0,103,27,85,4,0,121,49,99,38,3,184,17,7,6,0,34,853,1003,411,33,2299
POA4174,0,0,4,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,5,3,19,0,20,17,4,16,4,42,15,3,11,0,32,16,20,9,0,43,13,29,15,3,62,12,18,7,0,35,15,28,6,3,51,29,77,11,0,116,30,33,3,0,68,19,30,3,0,45,7,13,0,0,18,8,23,3,0,30,9,34,9,0,50,3,3,5,0,11,198,316,125,17,653
POA4178,22,7,10,0,39,13,0,3,3,17,22,4,25,0,51,4,0,41,0,46,88,14,69,7,175,39,13,95,3,143,268,46,107,11,422,173,69,140,18,396,219,129,171,15,532,208,187,134,13,537,140,153,89,12,389,151,212,73,9,455,297,474,85,11,870,203,394,33,5,641,153,287,16,3,456,70,188,14,3,269,106,424,10,0,540,193,373,110,7,682,37,30,23,0,88,2406,2992,1246,118,6767
POA4179,26,7,5,0,37,14,0,3,0,18,10,4,13,5,29,5,3,26,0,34,57,3,37,3,99,27,6,79,8,117,229,29,89,7,343,120,40,98,13,277,162,84,103,12,360,157,118,78,7,362,96,123,57,3,275,119,146,47,7,311,219,321,71,18,627,170,325,40,3,543,114,255,13,7,391,93,206,14,0,320,135,445,17,0,603,141,325,72,9,543,28,24,12,4,66,1917,2474,864,94,5346
POA4183,7,0,0,0,9,3,0,3,0,6,3,0,0,0,4,3,0,6,0,9,8,0,6,0,12,7,4,16,0,28,33,5,10,0,47,21,8,13,0,41,28,10,11,0,57,22,9,13,0,43,16,10,7,0,29,15,12,0,0,31,28,21,4,0,55,11,13,0,0,26,8,8,0,0,19,5,7,0,0,9,10,8,3,0,24,20,17,16,0,56,9,3,3,0,13,255,147,114,9,521
POA4184,21,8,4,0,29,7,3,0,0,15,3,3,17,0,21,8,0,28,0,40,85,15,58,4,161,71,7,68,0,144,299,26,59,8,390,104,33,48,12,198,110,47,39,0,198,94,31,10,0,137,47,35,9,0,86,38,16,8,0,55,49,26,3,0,74,20,11,0,0,35,8,5,0,0,16,3,4,0,0,10,15,3,4,0,22,76,49,27,0,151,25,5,17,0,41,1081,328,380,32,1826
POA4205,3,3,4,0,13,0,0,3,0,9,3,0,4,0,6,0,0,12,0,12,40,7,12,0,55,13,3,31,0,53,132,10,43,0,186,48,32,42,3,120,52,33,43,7,138,61,43,12,3,117,34,43,20,4,94,26,33,10,0,73,56,77,13,0,148,22,54,3,0,86,7,32,0,0,40,3,16,0,0,17,5,15,0,0,20,28,52,24,0,108,14,3,8,0,25,549,460,276,25,1314
POA4207,63,15,46,4,124,26,11,12,0,51,21,16,85,8,139,25,13,134,0,176,203,48,212,10,471,141,66,439,11,662,842,159,418,20,1435,446,265,370,24,1102,484,494,393,33,1404,459,584,254,37,1339,344,578,156,27,1101,349,554,122,11,1035,698,970,142,19,1827,330,664,63,12,1071,165,354,21,3,553,61,234,25,0,322,110,329,16,5,454,299,641,224,15,1169,85,71,58,5,222,5150,6069,3199,242,14660
POA4208,18,11,14,0,45,10,0,8,0,17,3,4,9,0,22,3,4,22,0,29,62,12,33,3,110,40,21,58,3,130,214,19,88,5,324,102,72,61,3,233,155,143,92,0,399,132,228,68,3,431,103,245,53,6,410,129,253,36,3,422,266,552,48,12,875,189,385,16,3,597,94,227,19,0,340,34,136,9,0,178,56,218,0,0,277,122,307,46,3,485,25,30,18,0,63,1767,2864,700,49,5387
POA4209,59,27,39,7,127,19,3,15,0,44,17,15,34,0,72,14,15,75,0,98,76,38,147,3,266,62,71,324,3,459,307,109,297,5,715,199,236,310,13,756,274,491,292,25,1081,349,647,194,22,1207,325,651,148,17,1139,317,670,111,19,1113,613,1166,121,18,1927,325,784,48,7,1162,180,460,17,3,654,84,284,20,0,392,107,490,9,3,613,245,693,158,4,1102,56,56,45,0,158,3634,6900,2414,147,13094
POA4210,16,4,19,0,47,10,3,13,0,22,8,0,13,0,23,9,4,28,0,40,58,8,44,0,111,43,15,87,0,148,183,41,87,10,324,126,59,73,6,261,144,140,115,10,406,151,179,84,9,424,113,241,62,8,422,137,239,43,0,426,255,456,53,7,763,145,396,30,3,575,75,212,10,0,295,32,138,3,0,173,77,248,8,0,332,110,309,59,0,475,24,41,7,0,69,1722,2730,830,49,5339
POA4211,73,33,47,3,158,43,19,17,0,80,30,18,54,0,99,23,14,76,0,114,230,52,156,8,441,141,68,309,4,524,783,139,352,23,1293,415,244,366,18,1043,597,464,384,32,1471,562,631,290,19,1505,383,648,198,7,1235,425,699,132,12,1265,762,1352,191,14,2317,429,899,45,14,1390,205,544,21,3,773,109,329,19,4,461,185,509,23,4,711,372,837,220,6,1435,101,72,42,5,216,5866,7554,2939,173,16531
POA4212,65,19,25,4,111,35,4,11,0,52,24,10,19,0,54,18,5,22,0,42,112,13,36,0,169,82,16,88,0,184,378,52,82,3,516,247,80,99,10,433,336,150,111,4,602,264,208,110,5,588,184,202,77,4,469,243,230,49,4,527,370,510,76,9,961,248,416,20,0,690,158,313,12,6,487,126,257,26,0,408,281,473,25,3,778,236,425,87,4,753,51,29,13,0,100,3468,3413,970,62,7921
POA4213,47,15,35,0,91,20,5,12,0,35,19,6,33,0,61,26,3,35,0,62,99,15,84,5,202,70,35,110,5,223,335,64,106,3,514,223,104,132,7,468,258,229,142,5,641,249,307,109,14,674,157,296,72,10,531,162,353,61,0,579,324,645,79,10,1056,193,511,38,6,753,104,279,11,3,399,56,225,6,4,292,112,438,12,0,565,187,433,116,3,738,50,39,25,0,117,2687,4013,1220,72,7995
POA4214,68,21,35,9,131,18,11,13,0,41,20,9,35,5,68,15,10,42,0,68,144,33,77,4,260,103,62,155,5,331,482,90,177,8,752,305,159,208,16,683,349,269,212,17,853,344,368,183,23,910,196,339,126,7,676,216,338,97,12,656,431,676,120,16,1243,241,549,49,5,844,118,372,23,0,510,72,202,15,0,285,119,433,16,3,575,209,486,146,3,845,64,38,25,4,127,3520,4458,1745,128,9849
POA4215,96,31,67,16,213,33,14,29,4,78,40,14,61,9,124,24,25,88,3,140,240,61,169,24,494,158,80,329,15,586,654,138,338,32,1162,410,232,339,35,1018,525,337,339,34,1233,510,342,207,24,1087,337,283,146,21,788,318,233,127,15,689,599,471,121,26,1218,315,290,41,13,649,165,180,21,3,356,95,84,28,0,208,173,194,15,0,382,344,357,203,6,913,86,27,54,3,181,5120,3405,2704,292,11522
POA4216,69,25,34,7,133,42,7,15,0,62,33,9,36,0,75,28,9,34,0,72,214,26,84,6,333,120,49,182,4,358,778,67,179,9,1036,424,142,228,18,814,562,198,218,22,997,495,268,162,24,944,260,213,112,6,590,330,246,75,14,662,598,491,117,22,1222,318,336,29,10,689,190,210,17,3,427,103,158,26,0,284,294,385,27,0,705,305,432,128,11,873,121,39,35,0,194,5268,3322,1738,156,10477
POA4217,86,33,57,3,178,36,11,9,3,63,42,14,30,11,104,30,6,35,8,81,179,25,66,5,280,116,48,125,10,295,447,64,137,16,662,339,120,163,14,630,467,211,170,28,878,473,207,111,22,812,264,170,88,14,536,359,191,62,12,626,573,361,88,17,1046,344,244,24,12,619,208,197,18,7,425,130,168,19,0,320,384,527,23,8,936,353,355,132,4,848,76,25,14,0,121,4906,2986,1381,199,9468
POA4218,48,15,23,4,91,23,8,5,0,38,23,11,17,0,51,18,6,37,0,59,128,15,49,4,200,70,35,136,0,240,348,61,144,11,572,258,102,146,11,518,321,184,156,13,679,376,188,111,28,705,235,169,80,17,500,252,213,51,15,541,469,354,83,24,929,277,284,39,13,618,189,219,18,8,429,128,167,19,3,313,274,440,11,5,732,208,340,113,6,668,69,42,22,0,132,3715,2856,1270,171,8010
POA4220,36,15,22,3,73,12,4,13,3,30,18,7,26,4,53,14,5,29,0,50,143,13,67,6,231,68,15,123,5,220,481,43,151,10,679,250,67,167,16,495,305,179,174,20,681,313,211,143,20,687,178,193,106,17,493,237,234,54,4,543,420,483,88,17,1014,299,447,45,5,792,159,287,11,4,458,89,164,17,0,267,183,341,9,0,538,244,374,122,5,742,76,26,18,3,119,3524,3113,1375,146,8158
POA4221,24,9,13,0,48,27,3,11,0,40,14,3,22,0,41,12,3,23,0,40,100,14,71,5,192,63,21,135,4,224,340,33,150,10,536,242,88,162,18,503,274,151,159,12,597,220,231,132,9,594,166,238,104,3,513,187,245,65,3,503,351,480,89,13,939,184,406,17,6,610,121,244,6,3,371,61,143,16,0,220,112,229,6,0,348,205,383,113,5,710,38,22,33,3,99,2746,2947,1342,98,7136
