POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA4481,0,0,0,53,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,0,0,107,12,121
POA4482,0,0,8,62,0,64,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,37,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,14,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,11,11,12,9,13,102,10,140
POA4486,0,11,10,313,3,337,0,0,0,4,0,4,3,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,14,8,15,200,5,244,0,0,0,0,0,0,0,0,0,4,0,4,3,3,6,27,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,82,0,90,4,0,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,78,0,82,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,10,6,0,0,14,79,100,52,13,18,535,86,703
POA4487,5,60,44,1446,23,1574,0,0,0,41,0,41,5,0,0,17,0,28,0,0,0,0,0,0,11,4,5,3,0,20,71,42,33,981,11,1134,17,0,0,0,0,23,5,0,0,3,0,7,20,3,3,168,0,197,5,3,0,3,0,13,0,0,0,0,0,5,3,0,0,3,0,6,20,9,10,329,3,373,0,0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,13,6,0,0,0,20,3,0,3,6,0,14,0,0,0,6,0,6,17,5,8,235,3,266,0,0,0,0,0,0,16,0,3,0,0,19,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,3,0,10,45,3,10,37,3,94,3,0,0,58,178,237,243,88,73,2491,209,3098
POA4488,0,3,6,134,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,48,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,7,6,7,198,25,250
POA4489,0,0,0,54,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,0,0,81,10,99
POA4490,4,38,13,738,11,799,0,3,0,46,0,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,9,31,25,14,458,11,532,0,0,0,0,0,0,0,0,0,3,0,3,6,6,0,49,0,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,7,5,121,0,142,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,9,4,0,0,0,0,5,3,0,0,5,0,9,3,0,0,0,0,3,10,7,4,92,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,9,0,28,0,0,0,29,85,113,63,44,21,1187,105,1422
POA4491,0,0,0,41,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,78,3,95
POA4492,0,0,8,132,6,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,9,3,7,101,5,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,44,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,5,18,26,15,4,9,243,25,306
POA4493,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,11,10,23
POA4494,0,3,7,98,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,3,7,129,14,151
POA4496,0,3,8,106,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,0,4,102,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,7,37,0,49,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,21,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,3,11,21,27,4,7,208,17,266
POA4497,0,3,13,126,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,113,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,51,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,42,10,5,13,263,42,327
POA4498,0,4,0,103,0,109,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,82,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,9,0,0,0,0,20,20,9,5,7,174,23,217
POA4500,339,1754,1332,12834,164,16423,3,3,10,112,0,125,420,20,38,96,5,580,34,19,3,26,0,79,345,116,52,176,9,706,3802,1582,1130,10958,185,17655,582,12,107,20,5,728,134,30,14,107,0,283,449,195,120,1762,30,2557,57,15,9,61,4,145,67,12,7,24,0,109,711,17,14,25,5,772,765,410,262,3881,45,5362,302,163,74,529,13,1082,24,0,0,0,0,24,16,3,5,15,0,42,7,3,3,7,0,21,51,18,15,67,5,149,461,66,50,22,3,600,439,158,125,32,8,762,107,28,22,73,3,236,55,8,4,38,3,100,972,376,284,3071,26,4729,20,0,0,5,0,30,403,29,21,4,0,452,142,11,9,54,0,212,74,7,11,0,0,90,22,3,0,0,0,29,54,0,3,0,0,59,136,32,40,163,5,375,2408,313,244,505,32,3501,126,26,14,272,1486,1924,10514,3131,2313,24550,1895,42401
POA4501,43,234,171,1698,31,2178,0,0,0,30,0,30,64,0,9,12,0,88,6,0,0,0,0,11,46,15,5,22,0,87,417,210,156,1476,46,2302,92,0,8,0,0,101,13,3,3,8,0,22,59,19,27,231,4,340,6,4,0,4,0,21,5,6,0,5,0,11,76,7,5,4,0,90,79,49,31,512,13,686,30,12,7,66,0,114,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,11,0,19,51,3,18,0,0,74,65,15,12,6,0,99,20,4,3,14,0,36,10,0,0,3,0,12,124,45,37,423,10,645,0,0,0,0,0,0,21,0,5,9,0,35,13,5,0,3,0,26,11,3,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,8,11,4,7,13,0,30,293,61,43,91,5,492,11,3,0,54,353,421,1191,409,314,3295,448,5658
POA4502,45,444,290,2572,36,3387,0,5,0,26,0,38,49,0,5,24,0,83,3,3,0,10,0,16,104,31,21,49,4,206,864,444,275,2289,45,3911,42,0,4,3,0,50,19,6,7,28,0,53,97,36,24,425,11,586,11,3,3,25,0,35,9,4,0,3,0,15,55,14,7,3,0,71,182,102,57,889,16,1242,54,22,15,97,3,185,8,0,3,0,0,9,0,0,0,4,0,9,3,0,0,0,0,0,7,6,0,3,0,12,61,13,3,7,0,89,69,24,20,14,3,132,34,11,3,21,0,67,18,0,0,0,0,15,221,107,45,666,10,1052,3,0,0,0,0,3,81,8,0,0,0,85,16,0,0,8,0,30,8,0,0,0,0,11,0,0,0,0,0,0,11,0,3,0,0,11,48,7,3,36,0,96,335,75,49,105,3,565,26,5,5,35,351,426,1900,778,500,5042,452,8674
POA4503,323,1819,1359,13003,189,16698,0,12,0,132,8,144,346,34,31,119,4,531,26,9,0,12,3,53,329,85,77,200,6,705,4162,1679,1232,11076,228,18378,441,21,73,10,8,551,136,20,21,91,0,262,392,208,152,1935,20,2711,34,33,12,86,0,172,41,14,3,17,0,83,660,28,16,19,3,725,853,352,283,3523,49,5060,251,128,71,511,9,966,42,0,3,3,0,46,24,11,3,25,0,57,5,3,0,3,0,16,34,31,16,59,0,135,758,59,62,21,16,916,517,184,137,50,3,886,119,19,10,81,0,237,59,0,0,35,0,100,931,389,285,2978,46,4620,25,11,4,11,3,57,252,30,11,10,0,301,145,8,4,47,0,201,64,14,3,11,0,94,17,3,0,0,0,13,25,8,0,0,0,40,158,20,18,133,0,331,2625,377,254,483,42,3783,137,30,12,301,2247,2733,10680,3253,2409,24591,2726,43651
POA4504,111,874,655,6165,59,7865,0,0,0,35,0,37,78,5,4,38,0,135,29,9,4,0,0,39,130,54,37,83,0,298,2080,784,575,4950,87,8473,117,0,24,5,4,155,50,11,4,38,3,114,202,101,75,882,8,1271,22,7,7,28,0,64,15,7,5,22,0,53,99,6,3,4,0,107,375,132,114,1441,17,2078,108,60,22,229,10,425,25,0,0,4,0,28,4,12,0,3,0,20,3,0,0,0,0,5,34,16,10,34,3,101,145,15,14,3,3,184,250,77,77,19,0,430,40,7,4,31,0,79,18,0,3,11,0,35,449,174,143,1247,19,2031,3,0,0,0,0,9,145,7,4,0,0,153,28,5,0,21,0,52,9,0,0,3,0,18,3,0,0,5,0,5,6,0,0,0,0,4,79,11,10,55,0,146,519,162,103,226,7,1010,42,10,15,136,670,861,3990,1482,1112,11168,830,18573
POA4505,145,816,639,6906,112,8628,0,3,0,50,0,60,106,7,14,45,4,179,31,3,4,14,0,55,172,60,36,84,6,357,1945,745,606,5562,109,8969,144,8,27,5,0,195,44,10,4,39,0,100,179,77,46,1010,11,1323,13,5,4,12,0,37,44,7,5,3,0,63,85,7,5,12,0,113,356,147,95,1773,26,2401,124,53,26,221,3,422,28,0,0,0,0,28,0,0,0,7,0,9,3,0,0,0,0,3,21,14,3,28,3,69,192,22,14,4,3,241,197,45,71,18,0,332,39,5,3,30,0,77,17,3,0,12,0,35,475,181,139,1406,17,2214,10,4,0,0,0,13,83,11,7,5,0,103,47,0,10,14,0,80,4,3,0,0,0,11,0,0,0,0,0,3,25,0,3,0,0,30,54,14,6,54,0,132,596,116,112,309,12,1152,44,14,6,152,872,1085,4039,1419,1136,12754,1101,20452
POA4506,154,921,761,7082,135,9060,0,4,0,116,0,126,163,0,8,47,0,219,16,4,3,3,0,30,128,60,36,94,8,323,1838,773,632,5971,120,9334,174,9,34,5,9,227,61,3,10,49,4,131,220,104,71,1051,26,1459,23,13,5,42,0,78,34,9,4,14,0,61,72,9,10,12,0,101,342,131,126,1773,35,2397,118,73,26,253,8,485,90,0,0,0,3,92,7,3,0,12,0,22,3,0,0,0,0,8,28,11,8,41,3,95,307,46,20,16,9,393,240,81,65,38,0,419,40,10,12,37,3,97,17,3,3,27,0,46,494,186,154,1369,26,2227,4,0,0,0,0,6,86,3,5,9,0,99,35,6,3,26,0,68,17,3,0,10,0,29,9,4,0,0,0,7,23,0,0,0,0,24,41,13,7,45,0,104,900,163,114,266,12,1461,63,15,17,195,1134,1421,4392,1548,1230,13206,1430,21810
POA4507,106,617,470,5110,110,6414,0,5,0,46,3,55,71,3,4,40,0,123,27,0,0,8,0,41,222,20,24,49,3,319,2177,620,454,5081,145,8474,74,0,21,0,3,96,49,8,0,44,0,113,206,64,37,859,19,1184,28,15,3,16,0,61,42,3,3,4,3,56,33,3,0,0,0,43,382,153,86,1708,41,2366,109,27,13,134,3,291,6,0,4,0,0,10,3,0,0,5,0,11,3,0,0,0,0,3,25,7,0,14,0,44,83,11,11,0,0,105,151,37,21,13,3,226,71,8,8,45,3,133,26,5,3,11,0,40,545,182,137,1347,39,2252,10,0,0,0,0,10,43,8,3,0,0,51,25,3,0,8,0,33,5,0,0,0,0,8,13,0,0,3,0,16,5,0,3,0,0,6,80,18,8,63,0,168,424,86,66,206,20,803,48,8,9,120,1015,1204,4080,1141,827,10782,1313,18142
POA4508,135,845,609,6048,110,7747,3,8,0,120,0,130,179,20,13,65,0,274,17,5,3,11,0,34,128,46,23,64,5,269,1723,716,511,4907,153,8011,246,18,37,7,5,319,72,4,7,37,0,121,260,100,60,809,9,1240,21,19,3,45,0,88,19,7,0,8,0,39,97,10,7,7,5,120,320,143,102,1388,22,1982,111,41,9,192,5,362,22,0,0,0,0,28,3,4,0,5,0,13,0,0,0,0,0,0,25,15,3,32,0,80,347,49,28,19,8,454,225,64,62,26,3,374,49,15,8,17,0,86,24,0,5,8,0,35,460,172,116,1178,23,1952,10,3,0,0,0,17,78,3,0,5,0,85,44,4,0,15,3,72,19,0,0,0,0,27,6,0,0,0,0,6,22,0,11,0,3,35,66,15,6,36,0,126,1159,149,96,243,32,1675,86,21,8,187,1485,1787,4552,1460,1019,11014,1806,19850
POA4509,263,1128,932,6865,89,9274,0,3,7,61,0,76,626,14,38,59,0,740,34,9,3,15,0,62,297,60,48,119,3,526,4507,1105,776,5696,128,12211,589,3,37,13,16,656,145,14,12,58,4,238,360,111,79,994,12,1558,39,11,9,70,0,136,91,9,3,25,0,130,987,26,13,15,4,1041,848,224,156,1909,24,3157,239,101,46,382,6,772,107,0,5,3,0,118,12,3,0,8,0,24,19,3,0,0,0,25,44,8,15,53,0,113,620,42,38,10,6,715,541,123,81,33,11,788,80,7,8,56,0,148,64,7,6,22,0,90,1015,245,166,1523,30,2975,35,3,5,4,0,51,569,15,25,3,3,619,166,18,3,35,0,218,100,4,4,13,0,120,29,0,0,0,0,29,53,3,5,0,0,59,137,30,9,55,0,239,2543,213,205,299,14,3275,128,12,13,124,1351,1634,11913,2045,1588,12949,1608,30105
POA4510,278,1822,1537,15442,316,19393,0,20,11,269,4,300,608,17,42,138,11,812,37,20,0,22,0,83,322,73,77,238,10,718,3861,1756,1321,12860,312,20104,492,6,105,8,7,623,106,29,13,118,3,269,465,217,133,2251,44,3110,29,23,10,62,3,122,84,23,3,30,0,137,307,18,18,28,7,375,757,368,237,3930,74,5366,203,118,50,538,3,910,211,0,3,0,0,218,15,3,0,16,0,30,3,3,0,3,0,7,54,25,12,65,3,159,507,60,55,50,6,672,425,146,118,60,6,758,101,21,9,48,4,191,38,6,14,42,0,97,882,351,295,3029,63,4614,12,3,4,0,0,28,106,11,25,7,0,150,126,16,7,34,3,188,25,0,0,4,0,30,9,0,3,0,0,10,100,0,8,0,4,113,89,28,24,126,3,273,1915,315,271,564,45,3114,111,33,30,376,3471,4025,9632,3246,2573,28672,4183,48304
POA4511,45,295,235,2845,56,3484,0,3,0,54,0,63,29,4,5,23,0,67,9,3,0,4,0,18,62,16,4,23,0,109,1089,324,256,2431,65,4159,35,3,12,0,0,45,35,8,3,16,0,59,96,39,12,436,5,594,18,4,0,14,0,44,21,6,3,9,0,32,16,0,0,0,0,19,173,99,53,792,18,1130,55,18,9,116,0,199,6,0,0,0,0,8,3,0,0,0,0,6,0,0,0,0,0,0,18,0,8,13,0,36,61,4,3,9,0,80,69,28,20,8,0,122,26,3,0,7,0,45,13,4,0,4,0,26,228,59,46,628,15,972,3,0,0,0,0,3,24,0,3,0,0,30,24,0,0,11,0,45,0,0,0,0,0,3,4,3,0,0,0,11,4,0,0,0,0,16,27,3,7,30,0,65,212,48,33,116,3,410,24,4,0,67,568,656,1922,588,419,5465,701,9095
POA4512,18,115,82,1140,18,1370,0,0,0,11,0,11,22,3,3,10,0,36,0,3,0,0,0,7,22,7,15,16,0,60,279,114,101,957,13,1459,14,0,3,3,0,20,8,0,3,8,0,19,27,9,6,194,0,241,3,5,0,5,0,17,0,0,0,0,0,0,0,3,0,0,0,3,52,18,11,287,3,378,27,17,10,40,3,90,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,11,13,0,0,0,0,13,24,12,0,3,0,40,8,3,3,9,0,18,3,0,0,0,0,5,32,28,20,208,4,294,0,0,0,0,0,0,14,0,0,0,0,16,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,6,23,0,0,0,0,23,4,0,0,16,0,21,87,22,11,25,0,146,0,0,6,17,293,320,557,219,174,2154,336,3442
