POA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA4000,714,1884,11,33,259,608,269,635,166,332,283,517,4794,10345,0,3,5249,11195,0,0,8,12,46,60,6,21,63,94,79,157,6377,13972,1153,..,7532,13972
POA4005,1336,3711,11,31,237,472,250,505,1289,1966,2063,3613,2754,4899,7,19,6111,10503,0,0,0,0,0,7,3,15,4,14,43,82,7749,14813,1058,..,8805,14813
POA4006,482,1330,5,5,295,691,301,697,308,593,935,1724,4307,7588,0,0,5549,9901,0,0,0,0,0,0,0,3,3,5,34,60,6372,11998,1325,..,7697,11998
POA4007,1936,5590,20,42,394,829,412,873,751,1297,800,1304,1323,2238,0,0,2881,4835,0,0,11,22,0,0,3,9,19,31,23,43,5276,11378,1051,..,6324,11378
POA4008,113,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,115,248,13,..,126,248
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA4010,336,888,10,24,40,78,43,103,163,261,173,314,289,502,0,0,627,1079,0,0,0,0,0,0,4,9,4,9,10,15,1024,2095,204,..,1231,2095
POA4011,3034,8612,74,130,503,1039,575,1170,797,1335,1334,2394,138,232,0,0,2274,3965,0,3,0,0,0,0,14,33,14,42,31,62,5931,13846,777,..,6709,13846
POA4012,4643,12643,103,164,720,1507,819,1667,1146,1948,1400,2613,873,1614,0,0,3419,6173,4,8,0,4,0,0,4,7,7,15,17,39,8909,20542,904,..,9821,20542
POA4013,1045,2884,48,76,310,631,357,701,249,428,156,275,0,3,0,0,405,702,0,0,0,0,0,0,3,13,3,13,0,0,1807,4304,188,..,1996,4304
POA4014,3904,10618,30,51,125,282,154,335,55,87,13,17,0,0,0,0,69,110,0,0,0,0,0,0,7,10,5,13,21,30,4152,11097,257,..,4412,11097
POA4017,11502,31582,441,714,293,699,732,1412,713,1117,165,233,27,37,0,0,897,1390,20,22,113,134,0,0,35,49,164,209,46,90,13350,34690,920,..,14266,34690
POA4018,2776,7554,655,1138,1107,2541,1764,3681,90,141,15,35,56,81,0,0,166,253,0,0,0,0,0,0,0,0,0,0,39,80,4742,11565,295,..,5042,11565
POA4019,5915,14868,118,208,434,780,550,987,1155,1730,243,367,364,731,3,4,1769,2828,54,79,46,53,0,0,16,31,112,166,33,53,8367,18909,837,..,9210,18909
POA4020,5708,14742,479,665,416,711,894,1370,822,1186,480,784,1148,1924,0,0,2448,3896,22,43,70,95,5,3,8,11,95,153,35,69,9183,20229,1039,..,10215,20229
POA4021,2885,7721,263,391,382,943,650,1334,53,60,11,15,0,0,0,0,66,75,0,4,0,0,0,0,3,8,7,17,8,13,3611,9162,242,..,3853,9162
POA4022,1743,5180,411,771,6,29,419,802,288,428,0,0,0,0,0,0,287,425,0,0,0,0,0,0,0,3,0,3,3,12,2456,6423,152,..,2603,6423
POA4025,53,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,57,120,235,..,295,120
POA4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA4030,3211,9225,70,151,264,567,332,712,1116,1978,1126,2039,695,1313,4,6,2935,5340,0,5,0,0,0,0,9,15,10,19,31,63,6515,15362,842,..,7359,15362
POA4031,3199,8921,72,118,458,899,533,1016,630,1077,798,1420,107,186,0,0,1534,2684,0,0,0,0,0,0,4,9,4,9,20,61,5285,12688,528,..,5812,12688
POA4032,3347,8939,166,298,788,1733,951,2024,591,1037,487,922,1055,1780,0,0,2130,3737,0,0,0,0,0,0,4,9,4,9,13,27,6452,14742,596,..,7046,14742
POA4034,12527,34488,1256,1956,1403,3227,2659,5181,854,1683,164,322,266,387,4,16,1285,2408,101,131,62,87,0,0,3,4,171,223,70,157,16711,42466,1110,..,17822,42466
POA4035,7265,21957,307,529,261,537,565,1057,193,273,0,8,52,58,0,4,253,342,0,0,0,8,3,3,0,3,3,12,10,28,8093,23395,451,..,8549,23395
POA4036,2130,5933,0,0,106,270,106,273,3,5,0,0,0,0,0,0,3,5,3,9,0,0,0,0,3,6,3,17,4,4,2243,6232,145,..,2393,6232
POA4037,2382,7650,0,0,11,24,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2396,7678,85,..,2478,7678
POA4051,6352,18276,149,234,1030,2149,1184,2379,1188,1949,1124,1977,191,295,3,3,2504,4223,0,0,0,0,0,0,10,12,10,12,101,154,10144,25041,1011,..,11160,25041
POA4053,13325,36302,197,289,1297,2551,1492,2839,743,1290,775,1275,39,59,0,0,1558,2622,0,3,0,0,0,0,0,0,3,10,77,134,16449,41906,1326,..,17782,41906
POA4054,4411,12081,143,192,349,621,491,812,121,219,3,7,18,30,0,0,146,250,0,0,0,0,0,0,3,7,7,13,6,14,5058,13160,352,..,5409,13160
POA4055,6288,18926,102,171,95,202,201,365,207,437,6,17,0,0,0,4,212,450,0,0,0,0,0,0,0,0,0,0,3,5,6708,19750,312,..,7024,19750
POA4059,2291,6312,14,28,327,756,343,788,541,1008,530,1056,1250,2699,3,10,2326,4777,0,4,0,0,0,0,5,3,3,7,24,44,4988,11928,497,..,5482,11928
POA4060,3414,10439,9,19,63,134,74,150,364,652,404,716,101,188,0,0,870,1552,10,21,0,0,0,0,4,3,15,25,32,60,4399,12225,442,..,4834,12225
POA4061,5289,15327,37,63,217,451,252,516,10,26,32,61,12,22,0,0,50,109,3,5,0,3,0,0,0,0,3,7,12,17,5611,15985,286,..,5898,15985
POA4064,2455,6831,13,16,370,742,387,759,370,624,408,728,492,903,3,9,1270,2266,0,0,0,3,0,0,26,56,31,59,14,19,4150,9927,637,..,4791,9927
POA4065,2678,7925,27,48,211,432,240,485,209,343,44,73,7,18,0,3,270,437,0,0,0,0,0,0,3,10,3,10,19,39,3202,8889,322,..,3524,8889
POA4066,2368,6897,17,31,155,364,175,394,662,1178,1735,3380,1566,2999,0,0,3954,7565,0,0,0,0,0,0,3,11,4,12,16,35,6519,14908,719,..,7239,14908
POA4067,1205,3774,23,57,229,638,250,698,459,1206,847,2066,843,1820,3,3,2146,5098,0,0,0,0,0,0,0,0,0,0,9,39,3605,9610,360,..,3968,9610
POA4068,4239,12323,32,62,655,1576,687,1636,903,1781,2122,4244,1014,2176,0,0,4037,8202,0,0,0,0,0,0,0,0,3,3,101,220,9065,22383,957,..,10018,22383
POA4069,10507,31359,163,211,169,348,329,561,49,96,20,29,3,9,0,0,65,136,0,0,3,8,0,0,3,15,9,17,22,53,10935,32131,790,..,11722,32131
POA4070,3583,10990,116,202,18,46,139,241,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,3,0,0,0,3,4,11,3730,11248,199,..,3927,11248
POA4072,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,10,0,..,8,10
POA4073,2660,8043,15,20,250,549,266,574,4,4,0,0,0,3,0,0,6,5,0,0,0,0,0,0,0,6,0,6,3,7,2940,8635,162,..,3106,8635
POA4074,7555,21799,121,210,409,905,527,1110,50,61,0,0,5,4,0,0,57,65,0,0,0,0,0,0,3,6,3,6,6,17,8143,23001,526,..,8669,23001
POA4075,6369,18426,129,206,727,1593,853,1800,494,848,321,562,101,178,0,0,907,1585,0,0,0,7,0,0,12,20,14,24,31,75,8176,21913,669,..,8845,21913
POA4076,1384,3929,16,28,216,547,239,581,13,27,0,0,0,3,0,3,18,30,0,0,0,0,0,0,0,6,0,6,11,27,1655,4568,112,..,1761,4568
POA4077,7472,23720,339,528,1259,3205,1593,3737,290,357,0,0,0,0,0,0,290,357,110,150,0,0,0,0,83,280,195,429,63,144,9614,28389,589,..,10209,28389
POA4078,7798,23425,112,182,360,889,471,1075,68,75,70,130,0,3,3,3,139,214,3,8,0,0,0,0,0,0,3,5,4,3,8419,24728,438,..,8860,24728
POA4101,2250,6808,51,129,334,859,389,987,1027,1850,1415,2680,3602,7223,0,0,6042,11755,0,0,0,0,0,0,18,52,18,52,67,124,8775,19727,1321,..,10099,19727
POA4102,1208,3622,35,87,56,149,86,239,510,883,236,427,712,1418,3,15,1462,2741,0,0,0,0,0,0,44,103,44,103,44,88,2851,6788,448,..,3294,6788
POA4103,2599,7476,30,66,835,1872,860,1939,1278,2316,691,1300,121,220,3,5,2087,3839,0,0,0,3,0,0,5,19,5,23,30,46,5589,13319,535,..,6121,13319
POA4104,1215,3455,24,48,421,903,444,955,264,426,463,804,165,249,0,0,894,1474,0,0,0,3,0,0,0,0,0,3,7,22,2559,5906,225,..,2784,5906
POA4105,3120,8535,41,86,710,1520,751,1609,718,1287,393,714,155,346,3,4,1278,2349,0,0,0,0,0,0,3,8,4,4,21,49,5166,12546,541,..,5709,12546
POA4106,482,1238,12,53,8,30,23,82,37,74,8,19,0,0,0,0,42,91,0,0,0,0,0,0,4,10,4,10,5,10,561,1430,72,..,628,1430
POA4107,1979,5330,21,49,104,328,130,375,59,104,0,3,4,6,0,0,65,115,0,0,0,0,0,0,4,9,4,9,9,19,2180,5842,143,..,2325,5842
POA4108,1643,4712,78,162,153,340,228,506,34,47,106,242,27,55,0,0,164,349,0,0,0,0,0,0,0,0,0,0,15,40,2054,5608,158,..,2211,5608
POA4109,9890,32067,442,875,1009,2791,1452,3668,95,260,43,88,48,113,3,3,181,464,3,6,74,102,0,3,0,4,81,115,130,171,11745,36487,833,..,12571,36487
POA4110,3147,9286,52,114,251,618,302,733,59,109,0,11,0,4,0,0,61,124,0,0,0,0,0,3,4,14,5,15,15,30,3525,10189,275,..,3805,10189
POA4111,225,587,0,0,0,0,0,0,76,134,0,0,0,0,0,0,76,134,0,0,0,0,0,0,0,0,0,0,0,0,303,718,28,..,333,718
POA4112,2017,6844,71,238,266,856,338,1091,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,3,3,3,3,3,10,2356,7954,139,..,2502,7954
POA4113,6513,20868,331,866,2194,6472,2525,7342,77,147,3,5,83,162,0,0,158,310,84,115,253,385,0,3,5,18,344,521,51,132,9590,29173,564,..,10150,29173
POA4114,6385,20597,592,1312,1441,3437,2037,4752,496,1095,27,77,0,3,41,86,563,1256,0,0,0,3,0,6,83,220,84,230,56,94,9121,26919,1123,..,10246,26919
POA4115,5387,17019,85,190,507,1304,595,1494,41,84,0,0,0,0,0,0,41,84,31,41,17,24,0,0,3,6,55,72,6,27,6086,18694,295,..,6379,18694
POA4116,6034,20410,178,435,1585,4449,1762,4880,3,13,14,30,0,5,0,0,16,44,0,0,0,0,0,3,0,0,0,6,4,11,7830,25351,396,..,8224,25351
POA4117,375,1224,18,51,0,0,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,3,4,396,1290,24,..,422,1290
POA4118,8804,27176,78,195,595,1408,675,1603,53,113,0,3,0,0,0,0,50,114,5,12,0,0,0,0,0,0,8,17,12,39,9547,28948,461,..,10010,28948
POA4119,1697,5295,32,46,270,742,297,786,28,52,0,0,0,0,0,0,28,52,0,0,0,0,0,0,0,0,0,0,3,4,2024,6145,137,..,2160,6145
POA4120,1510,4227,13,30,317,720,328,747,889,1555,880,1665,60,87,0,0,1826,3310,0,0,0,0,0,0,3,18,3,18,24,48,3697,8346,404,..,4110,8346
POA4121,7489,21265,20,39,336,692,358,727,483,826,311,572,42,68,0,0,837,1470,0,0,0,3,0,0,74,204,75,209,27,59,8792,23734,620,..,9409,23734
POA4122,11860,33988,186,316,1345,3256,1529,3575,761,1433,679,1340,364,778,8,10,1810,3554,3,8,3,3,0,0,7,8,12,17,42,88,15247,41223,1060,..,16311,41223
POA4123,5571,16495,226,355,329,672,549,1031,130,191,0,0,0,0,0,6,131,192,4,15,42,78,0,0,0,0,47,89,7,22,6313,17839,458,..,6764,17839
POA4124,5590,18005,202,341,66,150,264,487,3,6,0,3,0,0,0,3,4,12,0,3,3,4,3,5,0,0,10,13,16,45,5881,18564,337,..,6222,18564
POA4125,2239,6502,74,114,0,0,74,114,0,0,0,0,0,0,0,3,0,3,58,81,0,0,0,0,3,8,62,91,10,25,2384,6733,146,..,2530,6733
POA4127,7088,21278,239,462,1273,2624,1516,3086,195,276,0,0,36,78,4,3,235,355,93,144,3,8,0,0,0,3,96,155,18,36,8956,24911,627,..,9581,24911
POA4128,4772,14386,90,183,188,410,278,593,299,580,0,0,0,4,0,0,304,581,25,36,22,28,0,3,0,0,47,60,6,25,5412,15653,286,..,5703,15653
POA4129,1963,5947,41,111,4,5,46,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,2011,6076,145,..,2157,6076
POA4130,2466,7561,8,21,130,285,139,305,22,36,0,0,0,0,0,3,26,40,86,124,5,7,4,5,0,0,96,133,8,14,2733,8052,161,..,2892,8052
POA4131,2536,7918,200,395,230,668,426,1058,161,408,53,119,0,0,4,4,220,532,0,0,0,0,0,0,0,0,0,0,33,45,3217,9558,183,..,3404,9558
POA4132,6451,21848,156,393,492,1423,650,1813,68,77,0,3,0,0,0,0,67,84,3,7,0,0,0,0,35,126,39,140,30,64,7236,23954,462,..,7697,23954
POA4133,4872,14556,255,475,356,796,609,1275,221,393,0,0,3,4,0,0,229,400,5,16,117,149,3,10,0,6,129,172,26,80,5863,16483,472,..,6335,16483
POA4151,2900,8482,27,39,523,1060,550,1103,750,1359,1875,3362,445,764,7,11,3081,5494,3,3,0,0,0,0,3,3,5,12,23,44,6552,15136,628,..,7181,15136
POA4152,12074,34578,500,952,2423,5343,2927,6296,426,724,346,586,99,170,0,0,871,1475,3,4,3,3,0,0,3,13,10,25,43,99,15930,42473,1189,..,17117,42473
POA4153,1301,3881,14,26,132,347,148,372,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,3,8,0,3,1455,4267,85,..,1545,4267
POA4154,2907,9615,44,80,333,821,371,907,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,5,14,40,19,44,3,6,3299,10574,209,..,3508,10574
POA4155,399,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,5,33,0,0,409,1352,43,..,453,1352
POA4156,891,2935,6,18,23,60,31,74,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,14,3,14,8,8,931,3039,54,..,982,3039
POA4157,5483,15919,430,646,730,1452,1155,2093,71,93,10,27,0,3,0,0,88,122,48,64,16,21,0,4,0,4,76,93,22,43,6820,18266,383,..,7206,18266
POA4158,883,2402,118,215,369,721,485,944,22,33,0,0,0,3,0,0,18,34,20,32,125,173,0,0,0,6,145,209,0,0,1530,3587,111,..,1641,3587
POA4159,4243,12481,333,528,132,277,462,801,138,227,23,32,0,0,0,0,160,263,0,3,66,93,0,0,0,0,69,97,4,6,4940,13642,307,..,5246,13642
POA4160,5464,15702,109,186,373,742,486,920,320,530,11,22,0,0,0,0,329,550,0,0,0,5,0,0,3,3,5,5,65,130,6347,17312,513,..,6856,17312
POA4161,5278,15005,164,246,107,184,274,438,39,62,0,0,0,0,0,0,39,62,0,0,0,3,0,4,0,0,0,4,8,24,5602,15529,333,..,5929,15529
POA4163,3696,9969,677,1047,577,1131,1255,2180,573,908,163,301,222,347,0,0,965,1557,0,3,0,0,0,0,3,4,7,7,44,59,5963,13771,624,..,6588,13771
POA4164,4370,13304,94,173,119,301,213,472,125,161,0,0,0,0,0,0,125,161,0,0,0,0,0,5,0,0,3,5,31,68,4744,14011,300,..,5041,14011
POA4165,11257,32663,522,896,54,124,579,1018,548,838,39,69,4,5,0,0,591,912,0,0,0,0,0,0,0,0,0,0,18,41,12447,34635,849,..,13298,34635
POA4169,1497,4191,24,50,199,449,226,498,599,1036,925,1642,2566,4817,11,27,4102,7525,0,0,13,35,0,0,3,3,17,42,18,33,5861,12282,996,..,6859,12282
POA4170,5608,15972,106,192,1517,3314,1618,3507,619,1046,723,1295,390,729,0,0,1738,3073,112,151,0,0,0,0,9,21,117,175,37,88,9112,22806,991,..,10103,22806
POA4171,3210,9620,48,98,703,1624,751,1723,813,1339,805,1425,128,239,0,0,1745,3003,0,0,0,0,0,0,0,0,0,0,14,32,5721,14387,695,..,6423,14387
POA4172,1229,3485,9,13,198,439,203,455,3,7,27,55,0,0,0,0,26,63,0,0,9,15,0,0,0,3,6,15,3,6,1472,4014,124,..,1594,4014
POA4173,2487,6681,57,99,402,902,464,1003,64,122,0,0,0,0,0,0,64,122,0,0,0,0,0,0,0,7,0,7,6,14,3020,7823,211,..,3233,7823
POA4174,742,2032,34,85,57,123,85,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,835,2248,57,..,886,2248
POA4178,7081,19343,535,795,1020,2241,1557,3042,531,736,186,287,13,16,3,4,730,1046,0,6,0,3,0,0,3,8,7,14,28,63,9403,23506,715,..,10121,23506
POA4179,5611,15615,481,768,514,1186,995,1951,117,179,110,178,19,35,0,0,250,395,0,3,102,168,0,0,6,8,103,178,19,42,6977,18180,532,..,7512,18180
POA4183,704,1580,5,14,7,17,13,33,45,72,0,0,0,0,0,0,47,74,36,60,5,13,5,8,13,19,61,107,10,15,832,1809,778,..,1607,1809
POA4184,3187,6233,0,4,3,3,3,6,3,4,0,0,0,0,0,0,3,3,6,9,5,5,0,3,0,0,15,20,16,35,3227,6306,1131,..,4358,6306
POA4205,1783,4262,92,172,75,154,167,328,45,57,0,0,0,0,0,0,45,57,0,0,0,0,0,0,0,0,0,0,9,9,2001,4661,196,..,2200,4661
POA4207,15717,45296,901,1535,1443,3155,2344,4690,624,1171,131,215,7,7,4,3,765,1398,20,33,40,59,0,4,10,18,70,118,42,124,18940,51621,1581,..,20524,51621
POA4208,5646,17739,200,449,123,302,324,755,53,145,0,0,0,0,0,0,53,145,15,24,0,0,3,5,0,0,14,31,18,36,6059,18708,363,..,6418,18708
POA4209,11555,38644,1029,2553,1916,4925,2948,7480,109,320,0,0,6,12,3,4,111,336,44,65,18,28,0,3,3,14,67,110,50,144,14736,46717,859,..,15592,46717
POA4210,5026,16028,904,1809,208,467,1121,2275,14,40,0,3,0,0,0,0,15,44,3,5,0,0,3,5,0,0,8,12,11,32,6183,18387,324,..,6504,18387
POA4211,14767,44399,1084,2073,3483,8320,4566,10395,536,1055,270,398,133,230,4,10,944,1690,354,456,91,120,4,5,9,20,459,611,33,82,20771,57172,1329,..,22098,57172
POA4212,7216,20761,574,1033,935,2004,1507,3045,134,247,303,587,378,779,0,3,820,1619,22,35,107,177,0,14,0,4,125,233,24,67,9695,25718,1187,..,10881,25718
POA4213,8164,25151,197,381,619,1449,817,1833,65,160,0,4,0,0,3,4,71,165,31,32,0,4,10,21,4,4,38,64,148,195,9234,27411,456,..,9693,27411
POA4214,10039,29659,990,1758,996,2500,1983,4262,356,711,59,125,37,44,0,0,452,883,3,9,4,6,0,0,0,3,4,18,65,94,12545,34915,637,..,13183,34915
POA4215,5137,13777,3193,6284,3449,7897,6638,14173,1349,2447,2709,4849,4198,8018,11,15,8264,15328,21,48,42,68,3,0,4,14,75,134,168,306,20282,43724,2517,..,22800,43724
POA4216,7164,18131,1975,4017,2214,5056,4184,9077,445,708,1391,2498,1870,3713,0,0,3709,6922,263,372,19,28,0,3,7,24,292,425,65,118,15415,34672,2049,..,17468,34672
POA4217,4395,12551,485,995,1387,3255,1868,4252,999,1954,2109,3878,6287,11903,4,6,9393,17742,19,35,49,79,0,0,5,7,73,120,136,259,15868,34927,4740,..,20613,34927
POA4218,5616,15647,440,834,1689,3456,2132,4284,1253,2398,1875,3454,1572,2868,0,0,4692,8717,10,13,73,97,0,0,6,22,90,135,45,75,12572,28858,2691,..,15265,28858
POA4220,6321,17386,1277,2378,1480,3275,2761,5648,583,1004,1280,2303,1079,2036,5,14,2953,5352,12,25,3,3,3,5,11,32,29,61,40,73,12102,28531,1577,..,13680,28531
POA4221,6071,17193,678,1208,1187,2633,1866,3845,742,1264,940,1587,531,968,0,0,2214,3819,26,56,14,28,0,0,0,7,51,91,36,94,10232,25042,1097,..,11326,25042
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA4223,3465,9992,486,881,520,1106,1000,1987,202,374,81,161,262,505,4,3,548,1041,0,3,0,3,3,7,3,4,4,13,20,43,5040,13071,600,..,5642,13071
POA4224,1195,3265,158,276,486,1069,648,1342,168,279,338,653,122,234,0,7,630,1173,0,0,0,0,0,0,9,19,9,19,11,18,2488,5820,415,..,2902,5820
POA4225,557,1448,40,77,186,381,232,462,710,1199,973,1713,765,1373,0,0,2449,4287,69,124,0,3,0,0,7,21,83,144,25,38,3340,6375,943,..,4287,6375
POA4226,7055,20302,619,1437,2725,6748,3343,8189,357,439,288,601,207,335,0,3,858,1376,0,3,0,0,0,0,3,9,7,11,21,43,11281,29916,822,..,12103,29916
POA4227,3911,12009,712,1555,1977,5007,2696,6566,19,38,458,886,445,795,0,0,919,1725,0,9,0,3,0,0,0,4,4,15,4,11,7525,20320,560,..,8088,20320
POA4228,1470,4693,27,62,24,79,52,140,0,7,0,0,0,0,0,3,3,9,4,4,0,0,0,0,0,0,4,4,3,9,1537,4857,82,..,1621,4857
POA4229,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
POA4230,18,40,0,0,330,818,330,818,0,0,158,292,219,421,0,0,384,714,0,0,0,0,0,0,0,0,0,0,0,4,737,1572,49,..,784,1572
POA4270,1190,3560,4,12,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,1202,3581,48,..,1249,3581
POA4271,1049,2543,12,20,0,4,14,23,8,10,5,8,0,0,0,0,15,16,0,0,0,3,0,0,20,39,23,41,0,0,1093,2626,155,..,1241,2626
POA4272,1607,4021,43,61,4,4,51,67,3,15,0,0,3,5,0,0,8,17,5,7,3,5,0,3,9,32,23,54,10,22,1698,4180,183,..,1876,4180
POA4275,1080,3016,4,8,0,0,4,8,3,8,0,0,0,0,0,0,3,8,8,9,0,0,0,0,0,0,11,13,10,17,1106,3068,81,..,1188,3068
POA4280,4869,15803,15,42,10,21,30,58,0,0,0,0,0,0,0,0,0,0,4,7,0,0,8,19,0,0,9,25,13,25,4921,15918,292,..,5215,15918
POA4285,6094,17554,319,498,80,138,403,639,87,123,36,48,0,0,0,0,123,167,54,90,8,19,3,7,0,0,62,112,24,78,6711,18552,579,..,7285,18552
POA4287,247,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,0,0,0,6,13,0,0,257,645,72,..,330,645
POA4300,15602,48685,670,1452,809,2107,1476,3565,28,54,20,46,0,0,0,4,42,106,64,76,0,3,3,3,3,20,76,105,39,90,17240,52555,1167,..,18408,52555
POA4301,7617,24777,402,823,326,762,732,1587,43,86,5,19,0,4,0,0,55,110,0,0,0,3,0,3,3,7,7,14,17,34,8419,26525,596,..,9018,26525
POA4303,1164,3273,50,67,9,15,56,83,13,26,0,0,0,0,0,0,13,26,0,0,0,0,0,0,0,7,0,7,0,0,1234,3387,101,..,1337,3387
POA4304,5371,13998,195,367,496,938,691,1302,264,369,63,87,3,7,0,0,327,469,0,0,0,3,0,0,15,28,19,34,13,38,6422,15835,575,..,7000,15835
POA4305,19296,52985,1737,2805,458,831,2195,3640,371,551,34,59,37,60,3,5,447,674,44,75,24,27,3,14,16,39,86,153,60,103,22076,57551,2036,..,24117,57551
POA4306,11182,32239,37,67,55,119,91,183,69,144,0,4,0,0,0,5,69,154,117,176,7,12,14,22,24,69,160,275,38,111,11546,32967,901,..,12447,32967
POA4307,505,1454,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,7,3,4,9,516,1469,37,..,555,1469
POA4309,1040,2692,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,10,12,16,4,10,3,11,4,10,28,50,4,6,1072,2761,135,..,1206,2761
POA4310,2041,5117,31,42,0,8,32,47,52,65,0,0,0,0,0,0,52,65,27,41,4,4,11,20,3,7,38,69,9,14,2173,5316,243,..,2414,5316
POA4311,3413,9297,14,30,0,3,9,34,23,38,0,0,0,0,0,0,23,38,47,88,0,0,6,10,3,4,57,100,21,63,3530,9532,335,..,3860,9532
POA4312,1000,2306,3,10,0,0,3,10,9,9,0,0,0,0,0,0,9,9,3,7,3,7,0,3,0,6,12,19,41,75,1071,2418,224,..,1295,2418
POA4313,856,2049,33,41,0,6,33,43,4,3,0,0,0,0,0,0,4,3,3,5,0,0,0,3,0,0,3,8,5,5,902,2107,140,..,1040,2107
POA4340,1771,4743,75,123,0,0,75,123,4,10,0,0,0,0,0,0,4,10,0,0,4,3,3,0,0,0,7,8,5,15,1861,4895,158,..,2023,4895
POA4341,4785,13030,87,132,0,0,87,137,47,72,0,0,0,0,3,7,54,80,20,37,31,42,4,14,0,0,61,89,14,28,4991,13363,373,..,5361,13363
POA4342,844,2306,3,10,3,3,10,13,0,0,0,0,0,0,0,0,0,0,37,44,0,0,0,0,0,0,39,47,8,18,898,2381,35,..,933,2381
POA4343,3109,8573,175,429,34,100,207,530,153,311,0,0,0,0,3,14,160,329,0,0,0,0,0,0,194,545,196,547,53,167,3726,10144,298,..,4030,10144
POA4344,818,2223,8,18,0,0,8,18,14,19,0,0,0,0,0,0,14,19,3,11,45,83,3,3,0,0,51,96,7,22,896,2378,79,..,979,2378
POA4345,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,47,0,..,17,47
POA4346,299,793,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,6,15,3,6,319,827,36,..,351,827
POA4347,409,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,412,1070,48,..,462,1070
