POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA4507,0,8,0,12,11,7,0,0,0,44,0,3,3,19,10,10,8,4,3,71,0,0,0,4,3,7,7,3,4,25,0,0,0,3,24,20,51,29,7,135,0,0,0,4,0,3,4,0,0,13,0,0,12,20,23,22,23,5,0,106,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,6,3,0,0,4,0,0,4,4,3,4,0,0,0,12,0,0,3,16,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,3,5,11,14,17,0,0,54,0,0,3,5,0,0,3,0,0,9,0,0,0,3,0,11,8,4,5,37,0,0,0,3,0,7,9,0,0,19,0,4,8,33,31,38,51,40,9,217,25,64,65,155,153,236,309,229,192,1419,478,1483,1272,2351,2103,3114,4144,2329,876,18142
POA4508,0,0,4,26,12,10,9,0,0,65,0,21,24,72,58,38,20,4,0,244,0,0,0,3,0,6,4,3,0,14,0,0,5,10,9,21,26,8,9,86,0,0,0,7,0,4,0,0,0,10,3,6,21,38,21,15,5,6,4,123,0,0,0,0,3,0,3,0,0,10,0,0,0,6,6,0,6,3,0,19,0,0,0,3,3,0,0,0,0,13,0,0,3,7,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,17,10,6,8,0,0,46,0,0,5,8,4,4,0,0,0,25,0,0,0,6,5,13,3,3,0,32,0,0,3,11,5,5,0,0,0,19,3,26,37,119,114,92,57,23,4,469,89,201,176,404,225,195,152,168,156,1764,1378,2913,2631,4820,2674,2289,1794,978,386,19850
POA4509,0,8,18,42,20,5,3,0,0,99,3,35,83,192,115,32,17,3,0,485,0,0,0,12,0,3,3,0,0,19,6,23,29,69,56,24,18,18,4,252,0,6,8,24,9,10,3,0,0,60,18,154,156,374,198,64,37,17,0,1006,0,0,0,0,0,6,3,0,0,14,0,14,3,56,17,7,12,3,0,103,0,0,7,20,3,0,0,0,0,38,0,5,3,35,3,0,0,0,0,57,0,0,0,4,4,3,0,0,0,11,0,0,0,3,0,0,0,0,0,8,3,27,15,43,9,3,3,0,0,108,0,0,0,18,9,7,0,0,0,30,0,7,12,19,21,3,8,3,0,77,0,3,15,82,38,12,6,0,0,156,4,72,57,358,158,62,49,34,5,807,129,207,161,551,194,101,74,38,19,1478,2795,5435,3820,9923,3758,1923,1464,663,328,30105
POA4510,3,9,24,45,37,28,9,9,0,178,0,45,66,155,94,73,46,10,0,487,0,0,0,6,9,12,5,4,0,38,0,3,3,17,33,42,44,29,7,179,0,0,3,5,12,10,4,0,0,33,0,14,23,51,30,31,23,11,0,180,0,0,0,0,3,0,5,0,0,9,0,3,3,3,4,3,3,3,0,29,0,3,87,225,0,6,0,0,0,318,0,7,10,26,15,7,5,0,0,71,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,9,15,29,21,22,12,0,6,125,0,0,3,38,15,18,0,0,3,70,0,0,3,10,9,9,15,7,0,46,0,0,15,12,11,3,3,0,0,53,5,44,51,199,110,106,96,53,16,686,218,417,411,915,406,505,466,348,382,4064,3423,6791,6241,12308,5761,5602,4847,2294,1031,48304
POA4511,0,3,7,6,4,6,3,0,0,27,0,0,0,10,8,7,0,4,0,31,0,0,0,0,0,0,3,3,0,5,0,0,3,3,3,11,19,8,0,45,0,0,0,3,0,0,0,0,0,4,0,0,11,9,15,3,8,3,0,54,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,17,0,0,0,3,3,0,0,0,0,5,0,0,0,4,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,4,0,3,4,18,18,18,26,16,3,110,32,65,58,147,116,94,144,63,18,742,474,1162,885,1757,1135,1291,1539,706,153,9095
POA4512,0,0,0,0,5,0,3,0,0,10,0,5,0,6,3,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,4,5,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,0,0,0,10,0,0,3,6,11,5,0,3,0,33,7,30,35,62,61,71,45,9,7,325,184,471,447,803,566,460,368,99,38,3442
POA4514,0,4,3,3,0,10,3,0,0,19,0,0,0,12,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,16,5,0,33,0,0,0,0,0,0,0,0,0,0,0,3,3,14,7,0,7,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,4,3,0,0,20,0,0,0,14,0,0,0,0,0,13,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,15,19,8,8,4,3,0,61,26,58,80,164,113,112,76,47,24,707,343,855,939,2090,1052,960,748,299,115,7404
POA4515,0,0,0,3,0,0,0,0,0,4,14,54,33,181,18,4,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,9,7,7,3,0,43,11,31,24,81,58,61,73,24,3,361,235,549,412,958,530,560,525,214,73,4064
POA4516,0,0,0,0,0,6,0,0,0,8,0,0,0,9,7,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,8,3,8,0,0,36,10,34,27,68,50,33,30,20,0,258,220,569,579,962,668,464,344,118,30,3963
POA4517,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,6,13,21,8,6,6,7,4,83,40,101,94,158,106,92,103,51,12,763
POA4518,0,0,0,4,8,0,0,0,0,13,0,8,0,5,3,5,5,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,7,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,5,3,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,4,3,11,10,12,15,8,3,59,9,29,33,61,49,56,52,19,8,307,257,694,596,1140,755,693,610,255,62,5065
POA4519,0,0,0,3,6,0,7,0,0,15,0,0,0,15,10,7,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,4,5,3,4,11,9,3,0,37,0,0,0,5,0,0,0,0,0,3,0,7,3,6,5,3,3,3,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,4,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,9,5,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,19,0,0,3,6,0,0,0,0,0,10,0,3,7,15,16,12,7,9,0,68,31,52,54,167,78,83,71,35,20,594,521,1175,952,2011,1195,1053,902,425,180,8426
POA4520,0,0,0,15,18,4,0,0,0,39,0,3,3,8,0,3,0,0,0,21,0,0,0,0,0,3,0,0,0,3,0,10,3,22,20,16,16,3,0,85,0,0,0,3,4,0,0,0,0,8,0,9,18,51,46,24,10,7,0,168,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,3,3,0,0,15,0,0,0,3,0,0,4,0,0,9,0,0,0,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,21,15,4,0,0,60,0,0,0,0,0,0,0,0,0,4,0,0,3,5,3,3,8,0,0,28,0,0,0,16,5,6,0,0,0,25,0,17,9,44,48,41,19,6,3,193,21,106,69,184,160,121,94,24,9,781,675,2186,1599,2677,2456,1871,1259,379,91,13196
POA4521,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,3,6,3,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,3,10,7,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,4,0,6,3,11,14,12,4,9,0,55,28,60,38,115,75,66,52,31,6,475,289,708,450,1106,801,666,503,166,45,4730
POA4550,0,0,0,0,0,0,0,0,0,4,0,0,0,10,3,4,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,7,6,3,0,22,0,0,0,0,0,0,0,0,0,6,0,0,3,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,12,9,3,5,41,13,29,35,89,47,61,37,10,9,330,247,519,530,1014,626,657,442,170,45,4257
POA4551,0,14,5,39,42,20,10,3,0,128,5,13,19,92,39,19,13,3,0,201,0,0,0,10,7,11,13,6,4,55,3,20,25,52,66,62,102,52,30,408,0,3,0,7,3,10,3,5,0,36,4,44,60,156,90,55,48,24,6,479,0,0,0,0,0,6,5,7,0,20,0,0,0,7,3,11,8,8,0,30,0,0,8,31,0,0,0,0,0,41,0,4,12,34,19,3,0,0,0,75,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,14,15,60,34,37,28,17,0,211,0,3,0,14,7,3,0,0,0,30,0,7,10,24,18,13,26,14,6,109,0,0,9,32,27,12,9,4,3,93,10,42,36,168,124,108,136,98,49,780,116,260,261,677,435,441,468,319,211,3177,2966,7238,5939,12380,7468,7039,7366,4384,1951,56733
POA4552,0,0,0,7,6,4,7,0,0,26,0,0,0,9,7,0,0,0,0,13,0,0,0,0,0,3,3,0,0,10,0,0,0,3,8,12,32,9,3,72,0,4,0,0,8,4,0,0,0,16,0,0,3,6,19,11,16,0,0,53,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,17,16,3,0,55,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,3,3,5,0,21,0,0,0,8,0,4,4,6,0,22,0,3,4,13,22,40,28,15,8,140,10,39,38,80,77,120,108,43,23,537,283,885,639,1257,1182,1571,1687,707,221,8432
POA4553,0,0,0,3,0,3,3,0,0,15,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,11,0,0,22,0,0,0,0,0,0,0,0,0,0,0,7,3,16,12,3,4,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,3,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,0,0,0,3,3,3,0,0,0,12,0,6,3,22,19,20,8,3,0,80,11,25,32,109,67,50,30,15,5,338,337,915,705,1420,963,790,509,200,54,5891
POA4554,0,0,0,4,0,4,0,0,0,9,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,11,7,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,8,0,14,8,10,0,0,0,39,11,18,27,25,19,37,14,9,3,158,101,315,189,442,312,323,178,52,22,1947
POA4555,0,0,4,7,9,8,0,0,0,19,0,0,0,11,3,0,0,0,0,20,0,0,0,8,0,0,0,0,0,5,0,3,3,3,4,5,3,3,0,35,0,0,0,0,0,0,0,0,0,3,0,3,6,14,16,17,3,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,7,6,6,4,0,39,0,3,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,12,0,0,6,11,5,6,3,0,0,24,0,8,6,16,18,17,14,7,10,102,7,40,24,69,78,51,44,24,16,351,344,1064,733,1513,1079,902,744,373,171,6925
POA4556,0,8,21,33,32,17,3,0,0,120,5,22,24,91,30,25,11,0,0,211,0,0,0,13,3,13,8,9,3,51,0,17,15,39,53,55,73,48,21,312,0,0,4,6,9,9,3,0,0,29,3,64,110,181,136,82,36,27,9,659,0,0,0,0,3,0,9,3,0,22,0,10,5,21,14,10,5,0,0,72,0,4,7,29,3,3,0,0,0,47,3,7,8,33,23,4,0,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,38,17,62,32,30,19,10,3,212,3,4,4,30,0,0,0,0,0,37,0,6,6,18,11,20,13,11,3,94,3,6,30,45,42,41,23,4,0,200,7,34,118,191,120,100,105,67,47,796,105,175,317,550,322,273,277,213,144,2362,2278,5768,5751,9449,5942,5053,4595,3066,1429,43340
POA4557,0,0,3,13,4,7,0,0,0,37,0,0,13,24,9,7,3,0,0,58,0,0,0,17,3,0,3,3,0,24,0,10,11,20,20,21,13,0,0,98,0,0,0,3,6,3,0,0,0,17,3,35,37,123,47,22,9,0,0,276,0,0,0,0,0,0,3,3,0,3,0,0,0,6,3,0,0,0,0,7,0,0,0,5,0,0,0,0,0,5,0,13,15,24,5,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,12,4,24,19,40,13,13,10,3,3,122,0,0,3,9,3,0,0,0,0,21,0,8,6,17,13,3,0,0,0,47,0,0,13,17,6,7,0,0,0,37,4,27,39,121,46,39,30,12,6,324,55,97,195,421,209,173,131,83,26,1386,1138,2445,2674,5379,2605,2260,1602,671,220,18985
POA4558,0,0,0,11,7,3,5,0,0,29,0,19,22,63,25,20,11,0,0,163,0,0,0,8,0,3,3,0,0,22,0,0,0,16,6,9,32,34,9,112,0,0,0,3,3,8,0,0,0,8,0,4,14,33,21,20,10,8,3,118,0,0,0,0,3,3,0,0,0,7,3,0,0,15,0,0,0,3,0,26,0,0,0,37,0,0,0,0,0,40,0,3,8,17,15,6,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,4,9,37,10,15,4,5,0,92,0,5,0,16,7,4,0,0,0,34,0,0,0,8,8,10,13,0,0,38,0,0,0,5,5,10,0,0,0,22,6,12,41,142,30,43,44,29,7,355,38,90,164,379,193,240,234,165,104,1607,821,1477,2172,4992,2346,2750,2402,1530,684,19163
POA4559,0,0,0,7,7,9,0,0,0,26,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,3,0,0,6,0,0,0,8,6,6,5,0,0,27,0,0,0,0,3,0,0,0,0,3,0,3,10,21,16,3,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,11,0,0,3,3,4,3,0,3,0,20,0,0,0,10,15,13,17,9,7,73,26,41,35,94,80,65,61,41,29,463,347,952,678,1383,988,875,677,300,117,6321
POA4560,0,6,3,19,26,18,6,7,0,83,0,18,7,63,28,26,10,3,0,159,0,0,0,5,7,7,3,3,4,21,0,3,3,20,20,32,48,26,12,159,0,3,7,8,9,3,5,0,0,35,0,6,29,44,33,31,30,10,6,195,0,0,0,0,0,0,6,0,0,6,0,5,0,6,3,4,3,0,3,16,0,0,3,7,0,0,0,0,0,13,0,8,6,20,15,3,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,35,11,22,18,11,4,111,0,0,0,12,0,0,0,0,0,15,0,0,0,7,7,13,13,4,0,44,0,5,0,21,16,13,13,0,0,66,6,16,23,101,57,83,59,59,17,413,82,175,201,459,295,268,253,142,69,1946,1822,3954,3283,7287,4268,4296,3820,2088,891,31710
POA4561,0,0,0,8,9,6,0,0,0,23,0,0,3,10,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,11,6,3,0,26,0,0,0,0,0,3,0,0,0,3,0,3,11,25,3,3,10,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,10,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,3,7,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,10,0,0,4,0,7,9,0,0,0,17,0,3,3,18,14,17,16,12,4,91,13,32,46,114,67,80,63,15,3,420,424,975,802,1644,1134,1134,753,277,68,7212
POA4562,0,0,0,9,3,3,0,0,0,19,0,0,0,6,6,3,3,0,0,20,0,0,0,0,0,3,0,0,0,6,0,0,0,0,12,5,12,3,0,38,0,0,0,0,0,0,3,0,0,3,0,3,4,20,27,13,5,3,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,7,6,14,11,12,9,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,11,0,0,3,3,7,0,3,0,0,25,0,12,8,21,37,23,17,12,0,125,18,57,34,113,88,82,78,26,7,499,374,1234,776,1550,1480,1263,998,292,74,8035
POA4563,0,0,3,7,9,0,0,0,0,15,0,0,0,3,6,0,6,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,14,3,7,3,41,0,0,3,3,4,0,0,0,0,10,0,0,5,18,7,9,16,5,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,14,0,0,42,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,3,0,9,0,0,4,3,16,4,3,0,0,30,0,8,5,24,15,28,24,14,8,120,10,49,36,94,90,97,86,32,18,503,357,1145,772,1608,1314,1422,1178,516,164,8478
POA4564,0,0,0,9,8,3,0,0,0,20,0,0,3,9,9,10,0,0,0,34,0,0,0,3,0,3,0,0,0,8,0,0,0,10,12,16,21,7,0,66,0,0,0,6,3,0,0,0,0,7,0,3,19,26,20,16,16,8,0,114,0,0,0,0,0,3,3,0,0,11,0,0,0,4,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,4,3,3,0,5,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,8,0,9,3,0,48,0,3,0,5,4,3,0,0,0,14,0,0,0,3,3,7,3,0,0,20,0,0,3,3,12,3,0,0,0,24,0,13,21,34,39,26,18,12,0,156,16,46,65,132,108,97,84,28,11,581,526,1262,1184,2384,1688,1566,1294,558,134,10591
POA4565,0,0,0,9,10,11,0,0,0,29,0,0,3,29,18,20,3,3,0,74,0,0,0,0,0,0,0,0,0,9,0,0,0,12,10,13,23,19,6,88,0,0,0,6,3,4,0,0,0,7,0,10,10,24,20,18,15,10,5,121,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,3,10,3,6,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,9,9,9,14,0,0,56,0,3,9,6,3,0,0,0,0,18,0,0,0,3,0,8,5,9,0,29,0,3,3,6,8,3,3,0,0,34,3,18,9,40,33,36,66,29,10,246,29,81,63,160,142,164,154,76,55,934,621,1680,1333,2713,2054,2178,2204,1130,593,14500
