POA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA4468,34,26,9,0,71,30,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,34,26,9,0,72,35,3,110
POA4470,372,327,141,6,851,315,33,1204,4,0,3,0,10,34,0,38,0,0,0,0,0,0,0,0,4,0,3,0,10,36,0,41,3,0,3,0,10,25,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,25,0,34,3,3,0,0,3,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,9,4,8,0,0,17,11,0,23,3,0,0,0,6,4,0,9,394,345,152,8,892,385,32,1316
POA4472,184,133,38,3,357,156,3,512,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,6,0,0,0,7,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,14,0,15,0,0,0,0,0,3,0,4,190,135,38,3,367,199,3,575
POA4474,9,6,0,0,19,11,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,24,11,4,32
POA4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4477,46,56,6,0,109,64,0,168,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,44,55,6,0,109,70,0,181
POA4478,68,50,9,3,132,52,4,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,70,50,9,3,132,52,4,186
POA4479,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
POA4480,78,74,25,0,171,75,5,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,79,71,26,0,175,106,5,285
POA4481,11,14,5,0,25,14,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,5,0,25,18,0,44
POA4482,8,9,0,3,22,13,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,3,14,9,0,3,26,11,3,44
POA4486,77,62,17,0,156,70,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,10,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,8,3,0,0,0,3,4,0,8,83,62,23,0,165,89,0,252
POA4487,300,327,110,9,745,245,24,1012,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,4,12,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,12,3,22,3,0,0,0,3,7,0,13,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,7,14,0,24,0,3,0,0,7,8,0,16,308,335,116,14,769,284,29,1078
POA4488,30,23,9,0,65,26,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,36,23,11,0,70,34,3,106
POA4489,6,13,0,0,16,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,20,8,0,30
POA4490,147,86,83,6,326,174,16,519,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,7,0,0,0,6,9,0,12,0,4,0,0,8,3,0,10,153,89,83,6,336,205,16,561
POA4491,18,3,4,0,29,13,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,4,0,28,15,3,39
POA4492,36,25,12,0,73,33,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,6,38,25,12,0,77,37,3,115
POA4493,3,0,0,0,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,9,0,7
POA4494,8,26,3,0,32,20,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,3,0,32,19,3,57
POA4496,28,34,3,0,60,30,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,34,3,0,63,35,0,100
POA4497,34,42,8,0,80,19,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,36,43,5,0,82,27,3,110
POA4498,26,28,3,0,57,14,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,26,28,3,0,57,13,0,75
POA4500,3383,5493,1424,142,10437,1413,314,12164,144,86,97,8,325,404,26,765,144,178,202,12,539,213,43,794,288,262,296,22,868,620,67,1557,49,24,48,6,129,177,17,323,4,3,3,0,15,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,26,49,4,140,189,19,344,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,11,0,3,4,0,8,4,0,7,3725,5785,1775,173,11457,2219,403,14081
POA4501,431,518,220,19,1196,274,52,1518,39,13,51,9,113,204,15,337,30,30,51,3,110,38,13,160,69,44,97,12,220,242,32,494,16,7,15,0,34,49,13,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,15,0,34,49,13,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,520,575,337,28,1456,572,96,2122
POA4502,788,1124,313,28,2260,357,62,2678,13,3,11,3,30,34,3,67,22,23,32,3,78,37,9,124,40,24,44,3,110,67,14,196,12,8,20,0,36,79,6,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,0,36,79,6,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,1159,378,31,2406,505,86,2999
POA4503,3344,4726,1503,123,9696,1643,361,11694,344,158,168,14,685,711,58,1450,373,297,453,26,1146,462,117,1720,714,454,622,36,1833,1174,174,3173,13,8,9,0,28,28,9,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,9,0,28,28,9,67,22,0,3,0,22,112,0,138,18,0,0,0,23,56,0,76,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,37,0,6,0,50,166,3,216,9,11,6,0,34,16,3,51,4121,5198,2150,162,11632,3021,544,15195
POA4504,1335,2784,653,29,4802,496,86,5380,28,24,42,0,89,22,4,115,9,9,21,0,41,9,0,42,34,35,61,4,129,31,4,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,3,5,0,4,1372,2820,713,32,4937,528,87,5554
POA4505,2004,2509,619,49,5186,1131,140,6453,44,14,51,3,109,89,10,201,44,31,111,0,184,91,15,301,86,51,155,3,297,178,24,500,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,3,0,0,8,3,0,12,2094,2561,783,53,5498,1317,162,6973
POA4506,1690,2456,1044,64,5253,825,235,6311,108,42,124,7,284,198,26,507,23,25,45,3,98,57,15,174,132,65,167,8,385,255,41,678,4,5,8,0,16,19,0,35,0,0,0,0,3,5,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,6,0,24,23,3,44,4,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,6,4,3,3,0,9,4,0,17,1838,2533,1225,74,5673,1114,279,7065
POA4507,2558,1110,563,39,4281,1307,166,5755,249,17,38,5,313,414,15,733,202,31,68,7,307,443,26,777,456,50,106,9,615,848,41,1509,37,6,19,3,68,141,13,218,48,14,30,0,86,103,12,201,44,3,8,0,61,42,3,108,0,0,0,0,0,0,0,0,125,26,62,4,218,289,29,533,57,4,4,0,65,173,10,251,8,0,0,0,8,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,65,3,4,3,78,190,10,285,11,7,0,0,13,4,0,20,3219,1197,737,62,5210,2640,249,8097
POA4508,1533,1843,1049,64,4488,1141,196,5822,16,8,13,0,42,34,9,82,70,98,116,13,293,156,33,485,83,109,127,13,332,191,43,568,25,12,28,3,64,108,7,175,0,0,0,0,0,0,0,4,9,3,7,0,22,37,0,57,0,0,0,0,0,0,0,0,31,19,34,3,83,149,6,244,7,3,9,3,14,55,3,78,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,3,15,77,3,95,6,0,9,0,18,6,0,30,1662,1972,1221,88,4939,1560,255,6761
POA4509,1888,4189,890,49,7014,746,162,7927,137,23,49,3,204,162,13,379,207,229,242,12,693,190,51,928,347,247,290,15,892,347,66,1307,9,3,3,0,16,6,0,23,25,3,0,0,27,116,5,147,32,4,6,0,49,45,7,96,0,0,0,0,0,0,0,0,64,14,19,3,98,159,9,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,4,0,15,2299,4457,1196,59,8015,1261,234,9512
POA4510,3808,4454,2240,165,10665,2308,544,13511,396,187,283,15,885,646,93,1625,82,40,106,15,244,285,54,586,480,229,390,31,1131,929,150,2212,89,14,26,0,137,561,14,708,3,3,3,0,6,42,4,58,10,0,3,0,11,29,3,49,0,0,0,0,0,0,0,0,104,21,36,3,154,633,21,815,12,0,4,0,17,43,0,65,13,0,5,0,16,45,3,64,0,0,0,0,3,3,0,3,0,3,0,0,7,0,0,7,25,7,5,0,41,93,3,129,16,6,3,0,27,31,7,63,4437,4712,2673,199,12022,3992,722,16731
POA4511,1123,863,338,23,2346,464,90,2897,88,11,14,0,112,62,3,179,32,6,3,0,46,34,4,83,120,14,20,0,155,101,3,262,0,0,0,0,3,4,0,6,0,0,0,0,0,4,0,5,0,0,0,0,3,0,0,4,10,0,0,0,14,5,0,14,11,0,3,0,18,17,0,31,4,0,0,0,4,15,0,17,33,0,0,0,40,90,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,43,106,3,154,3,0,0,0,3,0,0,3,1296,883,359,24,2566,684,99,3347
POA4512,338,433,85,9,865,123,28,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,10,0,13,340,438,85,9,873,138,28,1032
POA4514,712,698,227,15,1646,363,66,2081,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,12,4,3,0,0,9,17,0,29,0,3,0,0,11,7,0,12,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,8,8,4,0,23,26,0,44,0,3,6,0,7,4,0,12,721,713,235,15,1686,395,68,2150
POA4515,460,396,151,9,1010,326,51,1389,3,19,0,0,20,3,0,24,3,0,0,0,6,0,0,6,4,16,0,0,28,3,0,31,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,0,0,3,11,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,11,4,20,3,3,0,0,8,4,0,10,470,418,156,8,1053,349,57,1455
POA4516,317,562,101,9,993,109,24,1129,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,9,3,0,9,0,7,4,0,7,3,0,15,0,0,0,0,4,0,0,4,318,570,108,9,1004,114,27,1146
POA4517,91,70,17,0,180,65,8,261,4,3,0,0,7,0,0,8,0,0,0,0,0,0,0,0,3,7,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,98,75,17,0,192,64,11,274
POA4518,613,612,186,12,1422,245,53,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,12,0,0,0,0,0,0,0,3,619,617,190,12,1433,247,53,1737
POA4519,845,898,340,21,2105,400,73,2576,26,13,36,3,79,84,6,171,15,12,29,3,54,25,4,90,40,27,65,8,136,113,7,255,5,3,6,0,15,14,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,6,0,15,19,5,36,12,0,0,0,12,22,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,0,0,19,25,3,45,3,3,3,0,8,0,0,12,917,923,413,23,2285,551,82,2923
POA4520,1237,1984,271,20,3505,425,51,3983,10,0,0,0,14,9,0,25,0,0,0,0,0,0,0,0,12,0,0,0,13,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,13,10,11,0,0,16,6,0,22,1262,1995,271,20,3546,439,50,4039
POA4521,566,585,101,8,1265,211,29,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,9,0,3,0,0,0,5,0,8,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,5,12,0,15,7,0,0,0,8,3,0,9,570,593,108,8,1281,231,29,1540
